PXD,SampleGroup,BaseAccession,IsDdr
PXD060185,MCF7,P18077,FALSE
PXD060185,MCF7,P18124,FALSE
PXD060185,MCF7,P18206,FALSE
PXD060185,MCF7,P18621,FALSE
PXD060185,MCF7,P18669,FALSE
PXD060185,MCF7,P18858,TRUE
PXD060185,MCF7,P18887,TRUE
PXD060185,MCF7,P19338,FALSE
PXD060185,MCF7,P19447,TRUE
PXD060185,MCF7,P19784,TRUE
PXD060185,MCF7,P20042,FALSE
PXD060185,MCF7,P20248,FALSE
PXD060185,MCF7,P20290,FALSE
PXD060185,MCF7,P20810,FALSE
PXD060185,MCF7,P21291,FALSE
PXD060185,MCF7,P21333,FALSE
PXD060185,MCF7,P22061,FALSE
PXD060185,MCF7,P22087,FALSE
PXD060185,MCF7,P22102,FALSE
PXD060185,MCF7,P22234,FALSE
PXD060185,MCF7,P22392,FALSE
PXD060185,MCF7,P22626,FALSE
PXD060185,MCF7,P23246,TRUE
PXD060185,MCF7,P23396,TRUE
PXD060185,MCF7,P23526,FALSE
PXD060185,MCF7,P23528,FALSE
PXD060185,MCF7,P23588,FALSE
PXD060185,MCF7,P24534,FALSE
PXD060185,MCF7,P24666,FALSE
PXD060185,MCF7,P25205,TRUE
PXD060185,MCF7,P25398,FALSE
PXD060185,MCF7,P25490,TRUE
PXD060185,MCF7,P25685,FALSE
PXD060185,MCF7,P25705,FALSE
PXD060185,MCF7,P25786,TRUE
PXD060185,MCF7,P25788,TRUE
PXD060185,MCF7,P25789,TRUE
PXD060185,MCF7,P26038,FALSE
PXD060185,MCF7,P26196,FALSE
PXD060185,MCF7,P26358,FALSE
PXD060185,MCF7,P26368,FALSE
PXD060185,MCF7,P26373,FALSE
PXD060185,MCF7,P26447,FALSE
PXD060185,MCF7,P26599,FALSE
PXD060185,MCF7,P26640,FALSE
PXD060185,MCF7,P26641,FALSE
PXD060185,MCF7,P27348,FALSE
PXD060185,MCF7,P27694,TRUE
PXD060185,MCF7,P27695,TRUE
PXD060185,MCF7,P27797,FALSE
PXD060185,MCF7,P27816,FALSE
PXD060185,MCF7,P27824,FALSE
PXD060185,MCF7,P28340,TRUE
PXD060185,MCF7,P28715,TRUE
PXD060185,MCF7,P28838,FALSE
PXD060185,MCF7,P29034,FALSE
PXD060185,MCF7,P29083,FALSE
PXD060185,MCF7,P29084,FALSE
PXD060185,MCF7,P29373,FALSE
PXD060185,MCF7,P29401,FALSE
PXD060185,MCF7,P29590,TRUE
PXD060185,MCF7,P29692,FALSE
PXD060185,MCF7,P30041,FALSE
PXD060185,MCF7,P30046,FALSE
PXD060185,MCF7,P30101,FALSE
PXD060185,MCF7,P31151,FALSE
PXD060185,MCF7,P31483,FALSE
PXD060185,MCF7,P31689,FALSE
PXD060185,MCF7,P31943,FALSE
PXD060185,MCF7,P31944,FALSE
PXD060185,MCF7,P31946,FALSE
PXD060185,MCF7,P31947,TRUE
PXD060185,MCF7,P31948,FALSE
PXD060185,MCF7,P31949,FALSE
PXD060185,MCF7,P32119,FALSE
PXD060185,MCF7,P32969,FALSE
PXD060185,MCF7,P33778,FALSE
PXD060185,MCF7,P34932,FALSE
PXD060185,MCF7,P35249,TRUE
PXD060185,MCF7,P35251,TRUE
PXD060185,MCF7,P35268,FALSE
PXD060185,MCF7,P35269,FALSE
PXD060185,MCF7,P35579,FALSE
PXD060185,MCF7,P35637,FALSE
PXD060185,MCF7,P35659,FALSE
PXD060185,MCF7,P35998,FALSE
PXD060185,MCF7,P36405,FALSE
PXD060185,MCF7,P36578,FALSE
PXD060185,MCF7,P36873,FALSE
PXD060185,MCF7,P37108,FALSE
PXD060185,MCF7,P37802,FALSE
PXD060185,MCF7,P37837,FALSE
PXD060185,MCF7,P38159,FALSE
PXD060185,MCF7,P38432,FALSE
PXD060185,MCF7,P38919,FALSE
PXD060185,MCF7,P39019,FALSE
PXD060185,MCF7,P39023,FALSE
PXD060185,MCF7,P39687,TRUE
PXD060185,MCF7,P39748,TRUE
PXD060185,MCF7,P40121,FALSE
PXD060185,MCF7,P40123,FALSE
PXD060185,MCF7,P40227,FALSE
PXD060185,MCF7,P40429,FALSE
PXD060185,MCF7,P40692,TRUE
PXD060185,MCF7,P40925,FALSE
PXD060185,MCF7,P40926,FALSE
PXD060185,MCF7,P41091,FALSE
PXD060185,MCF7,P41212,FALSE
PXD060185,MCF7,P41229,FALSE
PXD060185,MCF7,P41236,FALSE
PXD060185,MCF7,P41250,FALSE
PXD060185,MCF7,P41743,FALSE
PXD060185,MCF7,P42166,FALSE
PXD060185,MCF7,P42167,FALSE
PXD060185,MCF7,P42224,FALSE
PXD060185,MCF7,P42285,TRUE
PXD060185,MCF7,P42574,FALSE
PXD060185,MCF7,P42766,FALSE
PXD060185,MCF7,P43034,FALSE
PXD060185,MCF7,P43243,FALSE
PXD060185,MCF7,P43246,TRUE
PXD060185,MCF7,P43487,FALSE
PXD060185,MCF7,P43490,FALSE
PXD060185,MCF7,P45880,FALSE
PXD060185,MCF7,P45973,TRUE
PXD060185,MCF7,P45985,FALSE
PXD060185,MCF7,P46013,FALSE
PXD060185,MCF7,P46063,TRUE
PXD060185,MCF7,P46087,FALSE
PXD060185,MCF7,P46100,TRUE
PXD060185,MCF7,P46459,FALSE
PXD060185,MCF7,P46776,FALSE
PXD060185,MCF7,P46777,FALSE
PXD060185,MCF7,P46779,FALSE
PXD060185,MCF7,P46781,FALSE
PXD060185,MCF7,P46782,FALSE
PXD060185,MCF7,P46783,FALSE
PXD060185,MCF7,P46937,TRUE
PXD060185,MCF7,P46940,FALSE
PXD060185,MCF7,P47756,FALSE
PXD060185,MCF7,P47914,FALSE
PXD060185,MCF7,P48436,FALSE
PXD060185,MCF7,P48444,FALSE
PXD060185,MCF7,P48507,FALSE
PXD060185,MCF7,P48556,FALSE
PXD060185,MCF7,P48729,FALSE
PXD060185,MCF7,P49005,TRUE
PXD060185,MCF7,P49207,FALSE
PXD060185,MCF7,P49327,FALSE
PXD060185,MCF7,P49368,FALSE
PXD060185,MCF7,P49711,FALSE
PXD060185,MCF7,P49720,TRUE
PXD060185,MCF7,P49756,FALSE
PXD060185,MCF7,P49773,FALSE
PXD060185,MCF7,P49790,FALSE
PXD060185,MCF7,P49792,FALSE
PXD060185,MCF7,P49915,FALSE
PXD060185,MCF7,P49916,TRUE
PXD060185,MCF7,P49959,TRUE
PXD060185,MCF7,P50395,FALSE
PXD060185,MCF7,P50402,FALSE
PXD060185,MCF7,P50502,FALSE
PXD060185,MCF7,P50548,FALSE
PXD060185,MCF7,P50552,FALSE
PXD060185,MCF7,P50613,TRUE
PXD060185,MCF7,P50851,FALSE
PXD060185,MCF7,P50914,FALSE
PXD060185,MCF7,P50990,FALSE
PXD060185,MCF7,P50991,FALSE
PXD060185,MCF7,P51153,FALSE
PXD060185,MCF7,P51532,FALSE
PXD060185,MCF7,P51608,FALSE
PXD060185,MCF7,P51610,FALSE
PXD060185,MCF7,P51858,FALSE
PXD060185,MCF7,P51948,TRUE
PXD060185,MCF7,P51965,FALSE
PXD060185,MCF7,P52209,FALSE
PXD060185,MCF7,P52272,FALSE
PXD060185,MCF7,P52294,FALSE
PXD060185,MCF7,P52298,FALSE
PXD060185,MCF7,P52566,FALSE
PXD060185,MCF7,P52594,FALSE
PXD060185,MCF7,P52597,FALSE
PXD060185,MCF7,P52701,TRUE
PXD060185,MCF7,P52756,FALSE
PXD060185,MCF7,P52789,FALSE
PXD060185,MCF7,P52907,FALSE
PXD060185,MCF7,P52948,FALSE
PXD060185,MCF7,P53396,FALSE
PXD060185,MCF7,P53602,FALSE
PXD060185,MCF7,P53611,FALSE
PXD060185,MCF7,P53999,FALSE
PXD060185,MCF7,P54136,FALSE
PXD060185,MCF7,P54252,TRUE
PXD060185,MCF7,P54253,FALSE
PXD060185,MCF7,P54577,FALSE
PXD060185,MCF7,P54578,FALSE
PXD060185,MCF7,P55036,FALSE
PXD060185,MCF7,P55039,FALSE
PXD060185,MCF7,P55072,TRUE
PXD060185,MCF7,P55081,FALSE
PXD060185,MCF7,P55196,FALSE
PXD060185,MCF7,P55199,FALSE
PXD060185,MCF7,P55201,FALSE
PXD060185,MCF7,P55263,FALSE
PXD060185,MCF7,P55265,FALSE
PXD060185,MCF7,P55327,FALSE
PXD060185,MCF7,P55769,FALSE
PXD060185,MCF7,P55854,FALSE
PXD060185,MCF7,P55884,FALSE
PXD060185,MCF7,P56182,FALSE
PXD060185,MCF7,P56545,FALSE
PXD060185,MCF7,P57053,FALSE
PXD060185,MCF7,P57081,FALSE
PXD060185,MCF7,P57772,FALSE
PXD060185,MCF7,P58876,FALSE
PXD060185,MCF7,P60228,FALSE
PXD060185,MCF7,P60709,FALSE
PXD060185,MCF7,P60842,FALSE
PXD060185,MCF7,P60866,FALSE
PXD060185,MCF7,P60900,TRUE
PXD060185,MCF7,P60903,FALSE
PXD060185,MCF7,P60981,FALSE
PXD060185,MCF7,P60983,FALSE
PXD060185,MCF7,P61081,FALSE
PXD060185,MCF7,P61088,TRUE
PXD060185,MCF7,P61160,FALSE
PXD060185,MCF7,P61247,FALSE
PXD060185,MCF7,P61254,TRUE
PXD060185,MCF7,P61313,FALSE
PXD060185,MCF7,P61326,FALSE
PXD060185,MCF7,P61353,FALSE
PXD060185,MCF7,P61513,FALSE
PXD060185,MCF7,P61604,FALSE
PXD060185,MCF7,P61758,FALSE
PXD060185,MCF7,P61764,FALSE
PXD060185,MCF7,P61927,FALSE
PXD060185,MCF7,P61956,FALSE
PXD060185,MCF7,P61978,FALSE
PXD060185,MCF7,P62081,FALSE
PXD060185,MCF7,P62136,TRUE
PXD060185,MCF7,P62140,FALSE
PXD060185,MCF7,P62191,FALSE
PXD060185,MCF7,P62241,FALSE
PXD060185,MCF7,P62249,FALSE
PXD060185,MCF7,P62258,FALSE
PXD060185,MCF7,P62263,FALSE
PXD060185,MCF7,P62266,FALSE
PXD060185,MCF7,P62269,FALSE
PXD060185,MCF7,P62273,FALSE
PXD060185,MCF7,P62277,FALSE
PXD060185,MCF7,P62280,FALSE
PXD060185,MCF7,P62304,FALSE
PXD060185,MCF7,P62308,FALSE
PXD060185,MCF7,P62328,FALSE
PXD060185,MCF7,P62424,FALSE
PXD060185,MCF7,P62495,FALSE
PXD060185,MCF7,P62633,FALSE
PXD060185,MCF7,P62701,FALSE
PXD060185,MCF7,P62750,FALSE
PXD060185,MCF7,P62753,FALSE
PXD060185,MCF7,P62805,FALSE
PXD060185,MCF7,P62826,FALSE
PXD060185,MCF7,P62841,FALSE
PXD060185,MCF7,P62851,FALSE
PXD060185,MCF7,P62857,FALSE
PXD060185,MCF7,P62888,FALSE
PXD060185,MCF7,P62899,FALSE
PXD060185,MCF7,P62906,FALSE
PXD060185,MCF7,P62913,FALSE
PXD060185,MCF7,P62937,FALSE
PXD060185,MCF7,P62979,FALSE
PXD060185,MCF7,P62995,FALSE
PXD060185,MCF7,P63104,FALSE
PXD060185,MCF7,P63167,FALSE
PXD060185,MCF7,P63208,FALSE
PXD060185,MCF7,P63220,FALSE
PXD060185,MCF7,P63244,FALSE
PXD060185,MCF7,P63279,FALSE
PXD060185,MCF7,P67870,FALSE
PXD060185,MCF7,P68104,FALSE
PXD060185,MCF7,P68363,FALSE
PXD060185,MCF7,P78316,FALSE
PXD060185,MCF7,P78318,FALSE
PXD060185,MCF7,P78344,FALSE
PXD060185,MCF7,P78345,FALSE
PXD060185,MCF7,P78346,FALSE
PXD060185,MCF7,P78347,FALSE
PXD060185,MCF7,P78371,FALSE
PXD060185,MCF7,P78527,TRUE
PXD060185,MCF7,P79522,FALSE
PXD060185,MCF7,P82909,FALSE
PXD060185,MCF7,P82979,FALSE
PXD060185,MCF7,P83731,FALSE
PXD060185,MCF7,P83881,FALSE
PXD060185,MCF7,P83916,TRUE
PXD060185,MCF7,P84077,FALSE
PXD060185,MCF7,P84098,FALSE
PXD060185,MCF7,P84243,FALSE
PXD060185,MCF7,P98175,FALSE
PXD060185,MCF7,P99999,FALSE
PXD060185,MCF7,Q00341,FALSE
PXD060185,MCF7,Q00403,FALSE
PXD060185,MCF7,Q00610,FALSE
PXD060185,MCF7,Q00688,FALSE
PXD060185,MCF7,Q00765,FALSE
PXD060185,MCF7,Q00839,FALSE
PXD060185,MCF7,Q01105,FALSE
PXD060185,MCF7,Q01130,FALSE
PXD060185,MCF7,Q01167,FALSE
PXD060185,MCF7,Q01518,FALSE
PXD060185,MCF7,Q01658,FALSE
PXD060185,MCF7,Q01813,FALSE
PXD060185,MCF7,Q01844,FALSE
PXD060185,MCF7,Q02543,FALSE
PXD060185,MCF7,Q02878,FALSE
PXD060185,MCF7,Q02880,FALSE
PXD060185,MCF7,Q03164,FALSE
PXD060185,MCF7,Q03701,FALSE
PXD060185,MCF7,Q04323,FALSE
PXD060185,MCF7,Q04637,FALSE
PXD060185,MCF7,Q04724,FALSE
PXD060185,MCF7,Q04726,FALSE
PXD060185,MCF7,Q05519,FALSE
PXD060185,MCF7,Q05639,FALSE
PXD060185,MCF7,Q05682,FALSE
PXD060185,MCF7,Q05D32,FALSE
PXD060185,MCF7,Q06124,FALSE
PXD060185,MCF7,Q06210,FALSE
PXD060185,MCF7,Q06546,FALSE
PXD060185,MCF7,Q06830,FALSE
PXD060185,MCF7,Q07021,FALSE
PXD060185,MCF7,Q07666,FALSE
PXD060185,MCF7,Q08170,FALSE
PXD060185,MCF7,Q08211,FALSE
PXD060185,MCF7,Q08378,FALSE
PXD060185,MCF7,Q08945,FALSE
PXD060185,MCF7,Q08J23,FALSE
PXD060185,MCF7,Q09472,TRUE
PXD060185,MCF7,Q09666,FALSE
PXD060185,MCF7,Q10567,FALSE
PXD060185,MCF7,Q10570,FALSE
PXD060185,MCF7,Q12789,FALSE
PXD060185,MCF7,Q12830,FALSE
PXD060185,MCF7,Q12874,FALSE
PXD060185,MCF7,Q12888,TRUE
PXD060185,MCF7,Q12904,FALSE
PXD060185,MCF7,Q12906,FALSE
PXD060185,MCF7,Q12951,FALSE
PXD060185,MCF7,Q12955,FALSE
PXD060185,MCF7,Q13029,FALSE
PXD060185,MCF7,Q13123,FALSE
PXD060185,MCF7,Q13148,FALSE
PXD060185,MCF7,Q13151,FALSE
PXD060185,MCF7,Q13177,FALSE
PXD060185,MCF7,Q13185,TRUE
PXD060185,MCF7,Q13227,FALSE
PXD060185,MCF7,Q13243,FALSE
PXD060185,MCF7,Q13247,FALSE
PXD060185,MCF7,Q13263,TRUE
PXD060185,MCF7,Q13356,FALSE
PXD060185,MCF7,Q13362,FALSE
PXD060185,MCF7,Q13416,FALSE
PXD060185,MCF7,Q13427,FALSE
PXD060185,MCF7,Q13428,FALSE
PXD060185,MCF7,Q13435,FALSE
PXD060185,MCF7,Q13442,FALSE
PXD060185,MCF7,Q13451,FALSE
PXD060185,MCF7,Q13469,TRUE
PXD060185,MCF7,Q13523,FALSE
PXD060185,MCF7,Q13547,FALSE
PXD060185,MCF7,Q13555,FALSE
PXD060185,MCF7,Q13561,FALSE
PXD060185,MCF7,Q13573,TRUE
PXD060185,MCF7,Q13595,FALSE
PXD060185,MCF7,Q13601,FALSE
PXD060185,MCF7,Q13616,FALSE
PXD060185,MCF7,Q13619,TRUE
PXD060185,MCF7,Q13620,TRUE
PXD060185,MCF7,Q13765,FALSE
PXD060185,MCF7,Q13838,FALSE
PXD060185,MCF7,Q13951,FALSE
PXD060185,MCF7,Q14004,FALSE
PXD060185,MCF7,Q14019,FALSE
PXD060185,MCF7,Q14103,FALSE
PXD060185,MCF7,Q14134,FALSE
PXD060185,MCF7,Q14149,FALSE
PXD060185,MCF7,Q14151,FALSE
PXD060185,MCF7,Q14152,FALSE
PXD060185,MCF7,Q14166,FALSE
PXD060185,MCF7,Q14202,FALSE
PXD060185,MCF7,Q14241,FALSE
PXD060185,MCF7,Q14247,FALSE
PXD060185,MCF7,Q14258,FALSE
PXD060185,MCF7,Q14320,FALSE
PXD060185,MCF7,Q14331,FALSE
PXD060185,MCF7,Q14493,FALSE
PXD060185,MCF7,Q14498,FALSE
PXD060185,MCF7,Q14527,TRUE
PXD060185,MCF7,Q14573,FALSE
PXD060185,MCF7,Q14676,TRUE
PXD060185,MCF7,Q14677,FALSE
PXD060185,MCF7,Q14683,TRUE
PXD060185,MCF7,Q14684,FALSE
PXD060185,MCF7,Q14686,TRUE
PXD060185,MCF7,Q14687,FALSE
PXD060185,MCF7,Q14694,TRUE
PXD060185,MCF7,Q14738,FALSE
PXD060185,MCF7,Q14739,FALSE
PXD060185,MCF7,Q14839,TRUE
PXD060185,MCF7,Q14847,FALSE
PXD060185,MCF7,Q14919,FALSE
PXD060185,MCF7,Q14938,FALSE
PXD060185,MCF7,Q14966,FALSE
PXD060185,MCF7,Q14978,FALSE
PXD060185,MCF7,Q14980,FALSE
PXD060185,MCF7,Q14997,TRUE
PXD060185,MCF7,Q15003,FALSE
PXD060185,MCF7,Q15019,FALSE
PXD060185,MCF7,Q15020,FALSE
PXD060185,MCF7,Q15021,FALSE
PXD060185,MCF7,Q15042,FALSE
PXD060185,MCF7,Q15046,FALSE
PXD060185,MCF7,Q15050,FALSE
PXD060185,MCF7,Q15054,TRUE
PXD060185,MCF7,Q15056,FALSE
PXD060185,MCF7,Q15059,FALSE
PXD060185,MCF7,Q15061,FALSE
PXD060185,MCF7,Q15067,FALSE
PXD060185,MCF7,Q15126,FALSE
PXD060185,MCF7,Q15149,FALSE
PXD060185,MCF7,Q15170,FALSE
PXD060185,MCF7,Q15181,FALSE
PXD060185,MCF7,Q15233,FALSE
PXD060185,MCF7,Q15269,FALSE
PXD060185,MCF7,Q15274,FALSE
PXD060185,MCF7,Q15287,FALSE
PXD060185,MCF7,Q15365,FALSE
PXD060185,MCF7,Q15366,FALSE
PXD060185,MCF7,Q15397,FALSE
PXD060185,MCF7,Q15417,FALSE
PXD060185,MCF7,Q15424,FALSE
PXD060185,MCF7,Q15428,FALSE
PXD060185,MCF7,Q15459,FALSE
PXD060185,MCF7,Q15527,FALSE
PXD060185,MCF7,Q15532,FALSE
PXD060185,MCF7,Q15596,FALSE
PXD060185,MCF7,Q15599,FALSE
PXD060185,MCF7,Q15637,FALSE
PXD060185,MCF7,Q15642,FALSE
PXD060185,MCF7,Q15648,FALSE
PXD060185,MCF7,Q15650,FALSE
PXD060185,MCF7,Q15652,FALSE
PXD060185,MCF7,Q15691,FALSE
PXD060185,MCF7,Q15717,FALSE
PXD060185,MCF7,Q15847,FALSE
PXD060185,MCF7,Q15942,FALSE
PXD060185,MCF7,Q16181,FALSE
PXD060185,MCF7,Q16204,FALSE
PXD060185,MCF7,Q16512,FALSE
PXD060185,MCF7,Q16513,FALSE
PXD060185,MCF7,Q16543,FALSE
PXD060185,MCF7,Q16555,FALSE
PXD060185,MCF7,Q16630,FALSE
PXD060185,MCF7,Q16637,FALSE
PXD060185,MCF7,Q16643,FALSE
PXD060185,MCF7,Q16881,FALSE
PXD060185,MCF7,Q16890,FALSE
PXD060185,MCF7,Q1KMD3,FALSE
PXD060185,MCF7,Q29RF7,FALSE
PXD060185,MCF7,Q2KHR3,FALSE
PXD060185,MCF7,Q2NL82,FALSE
PXD060185,MCF7,Q2TAL8,FALSE
PXD060185,MCF7,Q2TB10,FALSE
PXD060185,MCF7,Q32MZ4,FALSE
PXD060185,MCF7,Q3YEC7,FALSE
PXD060185,MCF7,Q499Z4,FALSE
PXD060185,MCF7,Q4G0J3,FALSE
PXD060185,MCF7,Q4LE39,FALSE
PXD060185,MCF7,Q53EL6,FALSE
PXD060185,MCF7,Q562R1,FALSE
PXD060185,MCF7,Q58FF6,FALSE
PXD060185,MCF7,Q5JSH3,FALSE
PXD060185,MCF7,Q5JTH9,FALSE
PXD060185,MCF7,Q5JVS0,FALSE
PXD060185,MCF7,Q5K4L6,FALSE
PXD060185,MCF7,Q5MNZ6,FALSE
PXD060185,MCF7,Q5QNW6,FALSE
PXD060185,MCF7,Q5SSJ5,FALSE
PXD060185,MCF7,Q5T0N5,FALSE
PXD060185,MCF7,Q5T5P2,FALSE
PXD060185,MCF7,Q5T5X7,FALSE
PXD060185,MCF7,Q5T655,FALSE
PXD060185,MCF7,Q5T8P6,FALSE
PXD060185,MCF7,Q5TBB1,TRUE
PXD060185,MCF7,Q5TEC6,FALSE
PXD060185,MCF7,Q5TFE4,FALSE
PXD060185,MCF7,Q5UIP0,TRUE
PXD060185,MCF7,Q5VSL9,FALSE
PXD060185,MCF7,Q5VT52,FALSE
PXD060185,MCF7,Q5VTL8,FALSE
PXD060185,MCF7,Q5VWQ0,FALSE
PXD060185,MCF7,Q5VYK3,FALSE
PXD060185,MCF7,Q5VZK9,FALSE
PXD060185,MCF7,Q5VZL5,FALSE
PXD060185,MCF7,Q5W0B1,FALSE
PXD060185,MCF7,Q63HN8,FALSE
PXD060185,MCF7,Q66PJ3,FALSE
PXD060185,MCF7,Q68DK7,FALSE
PXD060185,MCF7,Q68E01,TRUE
PXD060185,MCF7,Q6DD87,FALSE
PXD060185,MCF7,Q6FI81,FALSE
PXD060185,MCF7,Q6IN85,TRUE
PXD060185,MCF7,Q6ISB3,FALSE
PXD060185,MCF7,Q6KC79,TRUE
PXD060185,MCF7,Q6NZY4,FALSE
PXD060185,MCF7,Q6P1J9,FALSE
PXD060185,MCF7,Q6P1M0,FALSE
PXD060185,MCF7,Q6P1R4,FALSE
PXD060185,MCF7,Q6P2C8,FALSE
PXD060185,MCF7,Q6P2Q9,FALSE
PXD060185,MCF7,Q6P6C2,FALSE
PXD060185,MCF7,Q6PCB7,FALSE
PXD060185,MCF7,Q6PH81,FALSE
PXD060185,MCF7,Q6PJG2,FALSE
PXD060185,MCF7,Q6PJT7,FALSE
PXD060185,MCF7,Q6PKG0,FALSE
PXD060185,MCF7,Q6SPF0,FALSE
PXD060185,MCF7,Q6UN15,FALSE
PXD060185,MCF7,Q6UWZ7,TRUE
PXD060185,MCF7,Q6VY07,FALSE
PXD060185,MCF7,Q6Y7W6,FALSE
PXD060185,MCF7,Q6ZU65,FALSE
PXD060185,MCF7,Q6ZUX3,FALSE
PXD060185,MCF7,Q71DI3,FALSE
PXD060185,MCF7,Q71UI9,FALSE
PXD060185,MCF7,Q75T13,FALSE
PXD060185,MCF7,Q76FK4,FALSE
PXD060185,MCF7,Q7L014,FALSE
PXD060185,MCF7,Q7L1Q6,FALSE
PXD060185,MCF7,Q7L4I2,FALSE
PXD060185,MCF7,Q7L576,FALSE
PXD060185,MCF7,Q7LBC6,FALSE
PXD060185,MCF7,Q7LBR1,FALSE
PXD060185,MCF7,Q7LFL8,FALSE
PXD060185,MCF7,Q7RTV0,FALSE
PXD060185,MCF7,Q7Z2W4,FALSE
PXD060185,MCF7,Q7Z4Q2,FALSE
PXD060185,MCF7,Q7Z4V5,TRUE
PXD060185,MCF7,Q7Z589,FALSE
PXD060185,MCF7,Q7Z5J4,FALSE
PXD060185,MCF7,Q7Z5K2,FALSE
PXD060185,MCF7,Q7Z5L9,FALSE
PXD060185,MCF7,Q7Z6E9,TRUE
PXD060185,MCF7,Q7Z6K5,FALSE
PXD060185,MCF7,Q7Z6Z7,TRUE
PXD060185,MCF7,Q7Z7F0,FALSE
PXD060185,MCF7,Q7Z7K6,FALSE
PXD060185,MCF7,Q86TM6,FALSE
PXD060185,MCF7,Q86U38,FALSE
PXD060185,MCF7,Q86U42,FALSE
PXD060185,MCF7,Q86U86,FALSE
PXD060185,MCF7,Q86UU0,FALSE
PXD060185,MCF7,Q86V15,FALSE
PXD060185,MCF7,Q86V21,FALSE
PXD060185,MCF7,Q86V48,FALSE
PXD060185,MCF7,Q86V81,FALSE
PXD060185,MCF7,Q86VM9,FALSE
PXD060185,MCF7,Q86VY4,FALSE
PXD060185,MCF7,Q86WB0,FALSE
PXD060185,MCF7,Q86WJ1,TRUE
PXD060185,MCF7,Q86X29,FALSE
PXD060185,MCF7,Q86XP3,FALSE
PXD060185,MCF7,Q86YP4,FALSE
PXD060185,MCF7,Q8IUE6,FALSE
PXD060185,MCF7,Q8IUR0,FALSE
PXD060185,MCF7,Q8IV32,FALSE
PXD060185,MCF7,Q8IWI9,FALSE
PXD060185,MCF7,Q8IWS0,FALSE
PXD060185,MCF7,Q8IWX8,FALSE
PXD060185,MCF7,Q8IWZ8,FALSE
PXD060185,MCF7,Q8IX01,FALSE
PXD060185,MCF7,Q8IXK0,FALSE
PXD060185,MCF7,Q8IXQ4,FALSE
PXD060185,MCF7,Q8IY18,TRUE
PXD060185,MCF7,Q8IY47,FALSE
PXD060185,MCF7,Q8IY67,FALSE
PXD060185,MCF7,Q8IY81,FALSE
PXD060185,MCF7,Q8IYB3,FALSE
PXD060185,MCF7,Q8IYB5,FALSE
PXD060185,MCF7,Q8IYL3,FALSE
PXD060185,MCF7,Q8IZL8,FALSE
PXD060185,MCF7,Q8IZQ5,FALSE
PXD060185,MCF7,Q8N1G0,FALSE
PXD060185,MCF7,Q8N1G2,FALSE
PXD060185,MCF7,Q8N257,FALSE
PXD060185,MCF7,Q8N3X1,FALSE
PXD060185,MCF7,Q8N488,FALSE
PXD060185,MCF7,Q8N5C6,FALSE
PXD060185,MCF7,Q8N6H7,FALSE
PXD060185,MCF7,Q8N6T3,FALSE
PXD060185,MCF7,Q8N7H5,FALSE
PXD060185,MCF7,Q8N8S7,FALSE
PXD060185,MCF7,Q8N954,FALSE
PXD060185,MCF7,Q8N9N2,TRUE
PXD060185,MCF7,Q8N9T8,FALSE
PXD060185,MCF7,Q8NAP3,TRUE
PXD060185,MCF7,Q8NB78,FALSE
PXD060185,MCF7,Q8NBF2,FALSE
PXD060185,MCF7,Q8NC51,FALSE
PXD060185,MCF7,Q8ND82,FALSE
PXD060185,MCF7,Q8NDA8,FALSE
PXD060185,MCF7,Q8NDX5,FALSE
PXD060185,MCF7,Q8NE71,FALSE
PXD060185,MCF7,Q8NI27,FALSE
PXD060185,MCF7,Q8NI35,FALSE
PXD060185,MCF7,Q8TAQ2,FALSE
PXD060185,MCF7,Q8TBX8,FALSE
PXD060185,MCF7,Q8TCF1,FALSE
PXD060185,MCF7,Q8TCJ2,FALSE
PXD060185,MCF7,Q8TDN6,FALSE
PXD060185,MCF7,Q8TEQ6,FALSE
PXD060185,MCF7,Q8TF01,FALSE
PXD060185,MCF7,Q8WU90,FALSE
PXD060185,MCF7,Q8WUA2,FALSE
PXD060185,MCF7,Q8WUB8,FALSE
PXD060185,MCF7,Q8WUF5,FALSE
PXD060185,MCF7,Q8WUI4,FALSE
PXD060185,MCF7,Q8WUM0,FALSE
PXD060185,MCF7,Q8WVC0,FALSE
PXD060185,MCF7,Q8WVM7,FALSE
PXD060185,MCF7,Q8WW12,FALSE
PXD060185,MCF7,Q8WWQ0,FALSE
PXD060185,MCF7,Q8WWY3,FALSE
PXD060185,MCF7,Q8WXA9,FALSE
PXD060185,MCF7,Q8WXE1,TRUE
PXD060185,MCF7,Q8WXF1,FALSE
PXD060185,MCF7,Q8WXI9,FALSE
PXD060185,MCF7,Q8WXX5,FALSE
PXD060185,MCF7,Q8WY36,FALSE
PXD060185,MCF7,Q8WYP5,FALSE
PXD060185,MCF7,Q8WYQ5,TRUE
PXD060185,MCF7,Q8WZA9,FALSE
PXD060185,MCF7,Q92499,TRUE
PXD060185,MCF7,Q92522,FALSE
PXD060185,MCF7,Q92541,FALSE
PXD060185,MCF7,Q92576,FALSE
PXD060185,MCF7,Q92598,FALSE
PXD060185,MCF7,Q92610,FALSE
PXD060185,MCF7,Q92613,FALSE
PXD060185,MCF7,Q92616,FALSE
PXD060185,MCF7,Q92618,FALSE
PXD060185,MCF7,Q92620,FALSE
PXD060185,MCF7,Q92733,FALSE
PXD060185,MCF7,Q92754,FALSE
PXD060185,MCF7,Q92766,FALSE
PXD060185,MCF7,Q92769,FALSE
