PXD,SampleGroup,BaseAccession,IsDdr
PXD066054,BPH,P08133,FALSE
PXD066054,BPH,P08134,FALSE
PXD066054,BPH,P08237,FALSE
PXD066054,BPH,P08238,FALSE
PXD066054,BPH,P08397,FALSE
PXD066054,BPH,P08473,FALSE
PXD066054,BPH,P08559,FALSE
PXD066054,BPH,P08567,FALSE
PXD066054,BPH,P08579,FALSE
PXD066054,BPH,P08590,FALSE
PXD066054,BPH,P08651,FALSE
PXD066054,BPH,P08670,FALSE
PXD066054,BPH,P08708,FALSE
PXD066054,BPH,P08727,FALSE
PXD066054,BPH,P08729,FALSE
PXD066054,BPH,P08754,FALSE
PXD066054,BPH,P08758,FALSE
PXD066054,BPH,P08865,FALSE
PXD066054,BPH,P08962,FALSE
PXD066054,BPH,P09012,FALSE
PXD066054,BPH,P09132,FALSE
PXD066054,BPH,P09211,FALSE
PXD066054,BPH,P09237,FALSE
PXD066054,BPH,P09382,FALSE
PXD066054,BPH,P09429,TRUE
PXD066054,BPH,P09455,FALSE
PXD066054,BPH,P09467,FALSE
PXD066054,BPH,P09488,FALSE
PXD066054,BPH,P09493,FALSE
PXD066054,BPH,P09496,FALSE
PXD066054,BPH,P09497,FALSE
PXD066054,BPH,P09525,FALSE
PXD066054,BPH,P09543,FALSE
PXD066054,BPH,P09622,FALSE
PXD066054,BPH,P09651,FALSE
PXD066054,BPH,P09661,FALSE
PXD066054,BPH,P09874,TRUE
PXD066054,BPH,P09960,FALSE
PXD066054,BPH,P09972,FALSE
PXD066054,BPH,P0C0L4,FALSE
PXD066054,BPH,P0C0S5,FALSE
PXD066054,BPH,P0C0S8,FALSE
PXD066054,BPH,P0C7P0,FALSE
PXD066054,BPH,P0C7T5,FALSE
PXD066054,BPH,P0CG34,FALSE
PXD066054,BPH,P0CG35,FALSE
PXD066054,BPH,P0CG39,FALSE
PXD066054,BPH,P0DMB2,FALSE
PXD066054,BPH,P0DMV8,FALSE
PXD066054,BPH,P0DMV9,FALSE
PXD066054,BPH,P0DOX2,FALSE
PXD066054,BPH,P0DOX5,FALSE
PXD066054,BPH,P0DOX7,FALSE
PXD066054,BPH,P0DOX8,FALSE
PXD066054,BPH,P0DOY2,FALSE
PXD066054,BPH,P0DP23,FALSE
PXD066054,BPH,P0DP24,FALSE
PXD066054,BPH,P0DP25,FALSE
PXD066054,BPH,P0DP91,FALSE
PXD066054,BPH,P0DPI2,FALSE
PXD066054,BPH,P0DX04,FALSE
PXD066054,BPH,P10114,FALSE
PXD066054,BPH,P10275,FALSE
PXD066054,BPH,P10301,FALSE
PXD066054,BPH,P10412,FALSE
PXD066054,BPH,P10515,FALSE
PXD066054,BPH,P10599,FALSE
PXD066054,BPH,P10606,FALSE
PXD066054,BPH,P10636,TRUE
PXD066054,BPH,P10768,FALSE
PXD066054,BPH,P10809,FALSE
PXD066054,BPH,P10909,FALSE
PXD066054,BPH,P11021,FALSE
PXD066054,BPH,P11047,FALSE
PXD066054,BPH,P11055,FALSE
PXD066054,BPH,P11137,FALSE
PXD066054,BPH,P11142,FALSE
PXD066054,BPH,P11182,FALSE
PXD066054,BPH,P11216,FALSE
PXD066054,BPH,P11234,FALSE
PXD066054,BPH,P11279,FALSE
PXD066054,BPH,P11387,FALSE
PXD066054,BPH,P11413,FALSE
PXD066054,BPH,P11586,FALSE
PXD066054,BPH,P11717,FALSE
PXD066054,BPH,P11766,FALSE
PXD066054,BPH,P11908,FALSE
PXD066054,BPH,P11940,FALSE
PXD066054,BPH,P12004,TRUE
PXD066054,BPH,P12035,FALSE
PXD066054,BPH,P12081,FALSE
PXD066054,BPH,P12109,FALSE
PXD066054,BPH,P12110,FALSE
PXD066054,BPH,P12111,FALSE
PXD066054,BPH,P12235,FALSE
PXD066054,BPH,P12236,FALSE
PXD066054,BPH,P12270,FALSE
PXD066054,BPH,P12277,FALSE
PXD066054,BPH,P12429,FALSE
PXD066054,BPH,P12694,FALSE
PXD066054,BPH,P12814,FALSE
PXD066054,BPH,P12821,FALSE
PXD066054,BPH,P12830,FALSE
PXD066054,BPH,P12931,FALSE
PXD066054,BPH,P12956,TRUE
PXD066054,BPH,P13010,TRUE
PXD066054,BPH,P13073,FALSE
PXD066054,BPH,P13489,FALSE
PXD066054,BPH,P13533,FALSE
PXD066054,BPH,P13639,FALSE
PXD066054,BPH,P13640,FALSE
PXD066054,BPH,P13645,FALSE
PXD066054,BPH,P13646,FALSE
PXD066054,BPH,P13647,FALSE
PXD066054,BPH,P13693,FALSE
PXD066054,BPH,P13796,FALSE
PXD066054,BPH,P13798,FALSE
PXD066054,BPH,P13804,FALSE
PXD066054,BPH,P13861,FALSE
PXD066054,BPH,P13987,FALSE
PXD066054,BPH,P14174,FALSE
PXD066054,BPH,P14314,FALSE
PXD066054,BPH,P14316,FALSE
PXD066054,BPH,P14317,FALSE
PXD066054,BPH,P14324,FALSE
PXD066054,BPH,P14543,FALSE
PXD066054,BPH,P14550,FALSE
PXD066054,BPH,P14555,FALSE
PXD066054,BPH,P14618,FALSE
PXD066054,BPH,P14625,FALSE
PXD066054,BPH,P14649,FALSE
PXD066054,BPH,P14678,FALSE
PXD066054,BPH,P14866,FALSE
PXD066054,BPH,P14868,FALSE
PXD066054,BPH,P15144,FALSE
PXD066054,BPH,P15170,FALSE
PXD066054,BPH,P15309,FALSE
PXD066054,BPH,P15311,FALSE
PXD066054,BPH,P15531,TRUE
PXD066054,BPH,P15924,FALSE
PXD066054,BPH,P16104,TRUE
PXD066054,BPH,P16152,FALSE
PXD066054,BPH,P16220,FALSE
PXD066054,BPH,P16333,FALSE
PXD066054,BPH,P16401,FALSE
PXD066054,BPH,P16402,FALSE
PXD066054,BPH,P16403,FALSE
PXD066054,BPH,P16615,FALSE
PXD066054,BPH,P16870,FALSE
PXD066054,BPH,P16949,FALSE
PXD066054,BPH,P16989,FALSE
PXD066054,BPH,P17096,FALSE
PXD066054,BPH,P17342,FALSE
PXD066054,BPH,P17480,FALSE
PXD066054,BPH,P17612,FALSE
PXD066054,BPH,P17661,FALSE
PXD066054,BPH,P17707,FALSE
PXD066054,BPH,P17844,FALSE
PXD066054,BPH,P17858,FALSE
PXD066054,BPH,P17931,FALSE
PXD066054,BPH,P17987,FALSE
PXD066054,BPH,P18124,FALSE
PXD066054,BPH,P18206,FALSE
PXD066054,BPH,P18583,FALSE
PXD066054,BPH,P18615,FALSE
PXD066054,BPH,P18621,FALSE
PXD066054,BPH,P18669,FALSE
PXD066054,BPH,P18754,FALSE
PXD066054,BPH,P18846,FALSE
PXD066054,BPH,P18859,FALSE
PXD066054,BPH,P18887,TRUE
PXD066054,BPH,P19105,FALSE
PXD066054,BPH,P19338,FALSE
PXD066054,BPH,P19367,FALSE
PXD066054,BPH,P19404,FALSE
PXD066054,BPH,P19440,FALSE
PXD066054,BPH,P19447,TRUE
PXD066054,BPH,P19623,FALSE
PXD066054,BPH,P19823,FALSE
PXD066054,BPH,P19957,FALSE
PXD066054,BPH,P20042,FALSE
PXD066054,BPH,P20073,FALSE
PXD066054,BPH,P20151,FALSE
PXD066054,BPH,P20231,FALSE
PXD066054,BPH,P20248,FALSE
PXD066054,BPH,P20337,FALSE
PXD066054,BPH,P20340,FALSE
PXD066054,BPH,P20618,TRUE
PXD066054,BPH,P20700,FALSE
PXD066054,BPH,P20774,FALSE
PXD066054,BPH,P20810,FALSE
PXD066054,BPH,P20962,FALSE
PXD066054,BPH,P21266,FALSE
PXD066054,BPH,P21281,FALSE
PXD066054,BPH,P21291,FALSE
PXD066054,BPH,P21333,FALSE
PXD066054,BPH,P21397,FALSE
PXD066054,BPH,P21399,FALSE
PXD066054,BPH,P21579,FALSE
PXD066054,BPH,P21796,FALSE
PXD066054,BPH,P21810,FALSE
PXD066054,BPH,P21926,FALSE
PXD066054,BPH,P21964,FALSE
PXD066054,BPH,P21980,FALSE
PXD066054,BPH,P22061,FALSE
PXD066054,BPH,P22087,FALSE
PXD066054,BPH,P22102,FALSE
PXD066054,BPH,P22234,FALSE
PXD066054,BPH,P22314,TRUE
PXD066054,BPH,P22392,FALSE
PXD066054,BPH,P22626,FALSE
PXD066054,BPH,P22695,FALSE
PXD066054,BPH,P22732,FALSE
PXD066054,BPH,P22830,FALSE
PXD066054,BPH,P23142,FALSE
PXD066054,BPH,P23193,FALSE
PXD066054,BPH,P23246,TRUE
PXD066054,BPH,P23284,FALSE
PXD066054,BPH,P23396,TRUE
PXD066054,BPH,P23511,FALSE
PXD066054,BPH,P23526,FALSE
PXD066054,BPH,P23528,FALSE
PXD066054,BPH,P23588,FALSE
PXD066054,BPH,P24534,FALSE
PXD066054,BPH,P24539,FALSE
PXD066054,BPH,P24666,FALSE
PXD066054,BPH,P24752,FALSE
PXD066054,BPH,P24844,FALSE
PXD066054,BPH,P24928,FALSE
PXD066054,BPH,P25098,FALSE
PXD066054,BPH,P25311,FALSE
PXD066054,BPH,P25398,FALSE
PXD066054,BPH,P25490,TRUE
PXD066054,BPH,P25685,FALSE
PXD066054,BPH,P25686,FALSE
PXD066054,BPH,P25705,FALSE
PXD066054,BPH,P25786,TRUE
PXD066054,BPH,P25788,TRUE
PXD066054,BPH,P25789,TRUE
PXD066054,BPH,P26038,FALSE
PXD066054,BPH,P26368,FALSE
PXD066054,BPH,P26373,FALSE
PXD066054,BPH,P26440,FALSE
PXD066054,BPH,P26447,FALSE
PXD066054,BPH,P26583,TRUE
PXD066054,BPH,P26599,FALSE
PXD066054,BPH,P26639,FALSE
PXD066054,BPH,P26640,FALSE
PXD066054,BPH,P26641,FALSE
PXD066054,BPH,P26885,FALSE
PXD066054,BPH,P27144,FALSE
PXD066054,BPH,P27338,FALSE
PXD066054,BPH,P27348,FALSE
PXD066054,BPH,P27487,FALSE
PXD066054,BPH,P27540,FALSE
PXD066054,BPH,P27658,FALSE
PXD066054,BPH,P27694,TRUE
PXD066054,BPH,P27695,TRUE
PXD066054,BPH,P27797,FALSE
PXD066054,BPH,P27816,FALSE
PXD066054,BPH,P27824,FALSE
PXD066054,BPH,P28070,TRUE
PXD066054,BPH,P28161,FALSE
PXD066054,BPH,P28370,FALSE
PXD066054,BPH,P28482,FALSE
PXD066054,BPH,P28676,FALSE
PXD066054,BPH,P28702,FALSE
PXD066054,BPH,P28838,FALSE
PXD066054,BPH,P28907,FALSE
PXD066054,BPH,P29350,FALSE
PXD066054,BPH,P29372,TRUE
PXD066054,BPH,P29373,FALSE
PXD066054,BPH,P29375,FALSE
PXD066054,BPH,P29401,FALSE
PXD066054,BPH,P29508,FALSE
PXD066054,BPH,P29536,FALSE
PXD066054,BPH,P29590,TRUE
PXD066054,BPH,P29692,FALSE
PXD066054,BPH,P29728,FALSE
PXD066054,BPH,P29966,FALSE
PXD066054,BPH,P30038,FALSE
PXD066054,BPH,P30041,FALSE
PXD066054,BPH,P30043,FALSE
PXD066054,BPH,P30044,FALSE
PXD066054,BPH,P30046,FALSE
PXD066054,BPH,P30049,FALSE
PXD066054,BPH,P30050,FALSE
PXD066054,BPH,P30084,FALSE
PXD066054,BPH,P30085,FALSE
PXD066054,BPH,P30086,FALSE
PXD066054,BPH,P30101,FALSE
PXD066054,BPH,P30153,FALSE
PXD066054,BPH,P30405,FALSE
PXD066054,BPH,P30626,FALSE
PXD066054,BPH,P30711,FALSE
PXD066054,BPH,P30740,FALSE
PXD066054,BPH,P30837,FALSE
PXD066054,BPH,P31025,FALSE
PXD066054,BPH,P31040,FALSE
PXD066054,BPH,P31146,FALSE
PXD066054,BPH,P31150,FALSE
PXD066054,BPH,P31153,FALSE
PXD066054,BPH,P31323,FALSE
PXD066054,BPH,P31483,FALSE
PXD066054,BPH,P31629,FALSE
PXD066054,BPH,P31689,FALSE
PXD066054,BPH,P31937,FALSE
PXD066054,BPH,P31942,FALSE
PXD066054,BPH,P31943,FALSE
PXD066054,BPH,P31946,FALSE
PXD066054,BPH,P31947,TRUE
PXD066054,BPH,P31948,FALSE
PXD066054,BPH,P31949,FALSE
PXD066054,BPH,P32119,FALSE
PXD066054,BPH,P32455,FALSE
PXD066054,BPH,P33176,FALSE
PXD066054,BPH,P33241,FALSE
PXD066054,BPH,P33316,FALSE
PXD066054,BPH,P33778,FALSE
PXD066054,BPH,P34096,FALSE
PXD066054,BPH,P34897,FALSE
PXD066054,BPH,P34913,FALSE
PXD066054,BPH,P34932,FALSE
PXD066054,BPH,P35080,FALSE
PXD066054,BPH,P35221,FALSE
PXD066054,BPH,P35237,FALSE
PXD066054,BPH,P35241,FALSE
PXD066054,BPH,P35249,TRUE
PXD066054,BPH,P35251,TRUE
PXD066054,BPH,P35268,FALSE
PXD066054,BPH,P35269,FALSE
PXD066054,BPH,P35270,FALSE
PXD066054,BPH,P35527,FALSE
PXD066054,BPH,P35555,FALSE
PXD066054,BPH,P35573,FALSE
PXD066054,BPH,P35579,FALSE
PXD066054,BPH,P35580,FALSE
PXD066054,BPH,P35606,FALSE
PXD066054,BPH,P35637,FALSE
PXD066054,BPH,P35658,FALSE
PXD066054,BPH,P35659,FALSE
PXD066054,BPH,P35749,FALSE
PXD066054,BPH,P35754,FALSE
PXD066054,BPH,P35900,FALSE
PXD066054,BPH,P35908,FALSE
PXD066054,BPH,P35914,FALSE
PXD066054,BPH,P35998,FALSE
PXD066054,BPH,P36405,FALSE
PXD066054,BPH,P36578,FALSE
PXD066054,BPH,P36871,FALSE
PXD066054,BPH,P36957,FALSE
PXD066054,BPH,P36959,FALSE
PXD066054,BPH,P36969,FALSE
PXD066054,BPH,P37108,FALSE
PXD066054,BPH,P37802,FALSE
PXD066054,BPH,P37837,FALSE
PXD066054,BPH,P37840,FALSE
PXD066054,BPH,P38117,FALSE
PXD066054,BPH,P38159,FALSE
PXD066054,BPH,P38646,FALSE
PXD066054,BPH,P38919,FALSE
PXD066054,BPH,P39019,FALSE
PXD066054,BPH,P39023,FALSE
PXD066054,BPH,P39687,TRUE
PXD066054,BPH,P39748,TRUE
PXD066054,BPH,P39880,FALSE
PXD066054,BPH,P40121,FALSE
PXD066054,BPH,P40123,FALSE
PXD066054,BPH,P40227,FALSE
PXD066054,BPH,P40306,FALSE
PXD066054,BPH,P40692,TRUE
PXD066054,BPH,P40763,FALSE
PXD066054,BPH,P40925,FALSE
PXD066054,BPH,P40926,FALSE
PXD066054,BPH,P40939,FALSE
PXD066054,BPH,P41091,FALSE
PXD066054,BPH,P41208,TRUE
PXD066054,BPH,P41218,TRUE
PXD066054,BPH,P41219,FALSE
PXD066054,BPH,P41236,FALSE
PXD066054,BPH,P41250,FALSE
PXD066054,BPH,P41252,FALSE
PXD066054,BPH,P42166,FALSE
PXD066054,BPH,P42167,FALSE
PXD066054,BPH,P42224,FALSE
PXD066054,BPH,P42226,FALSE
PXD066054,BPH,P42356,FALSE
PXD066054,BPH,P42566,FALSE
PXD066054,BPH,P42765,FALSE
PXD066054,BPH,P42766,FALSE
PXD066054,BPH,P42768,FALSE
PXD066054,BPH,P43034,FALSE
PXD066054,BPH,P43155,FALSE
PXD066054,BPH,P43243,FALSE
PXD066054,BPH,P43246,TRUE
PXD066054,BPH,P43487,FALSE
PXD066054,BPH,P43490,FALSE
PXD066054,BPH,P45880,FALSE
PXD066054,BPH,P45973,TRUE
PXD066054,BPH,P45974,FALSE
PXD066054,BPH,P45985,FALSE
PXD066054,BPH,P46060,FALSE
PXD066054,BPH,P46063,TRUE
PXD066054,BPH,P46087,FALSE
PXD066054,BPH,P46100,TRUE
PXD066054,BPH,P46459,FALSE
PXD066054,BPH,P46527,TRUE
PXD066054,BPH,P46734,FALSE
PXD066054,BPH,P46736,TRUE
PXD066054,BPH,P46776,FALSE
PXD066054,BPH,P46777,FALSE
PXD066054,BPH,P46779,FALSE
PXD066054,BPH,P46781,FALSE
PXD066054,BPH,P46782,FALSE
PXD066054,BPH,P46783,FALSE
PXD066054,BPH,P46821,FALSE
PXD066054,BPH,P46937,TRUE
PXD066054,BPH,P46939,FALSE
PXD066054,BPH,P46940,FALSE
PXD066054,BPH,P47736,FALSE
PXD066054,BPH,P47755,FALSE
PXD066054,BPH,P47756,FALSE
PXD066054,BPH,P47895,FALSE
PXD066054,BPH,P47914,FALSE
PXD066054,BPH,P48047,FALSE
PXD066054,BPH,P48382,FALSE
PXD066054,BPH,P48444,FALSE
PXD066054,BPH,P48634,FALSE
PXD066054,BPH,P48637,FALSE
PXD066054,BPH,P48643,FALSE
PXD066054,BPH,P48681,FALSE
PXD066054,BPH,P48735,FALSE
PXD066054,BPH,P49006,FALSE
PXD066054,BPH,P49189,FALSE
PXD066054,BPH,P49321,FALSE
PXD066054,BPH,P49327,FALSE
PXD066054,BPH,P49368,FALSE
PXD066054,BPH,P49411,FALSE
PXD066054,BPH,P49419,FALSE
PXD066054,BPH,P49427,FALSE
PXD066054,BPH,P49450,FALSE
PXD066054,BPH,P49454,FALSE
PXD066054,BPH,P49585,FALSE
PXD066054,BPH,P49588,FALSE
PXD066054,BPH,P49591,FALSE
PXD066054,BPH,P49720,TRUE
PXD066054,BPH,P49748,FALSE
PXD066054,BPH,P49750,FALSE
PXD066054,BPH,P49753,FALSE
PXD066054,BPH,P49755,FALSE
PXD066054,BPH,P49756,FALSE
PXD066054,BPH,P49773,FALSE
PXD066054,BPH,P49790,FALSE
PXD066054,BPH,P49792,FALSE
PXD066054,BPH,P49916,TRUE
PXD066054,BPH,P49959,TRUE
PXD066054,BPH,P49961,FALSE
PXD066054,BPH,P50135,FALSE
PXD066054,BPH,P50213,FALSE
PXD066054,BPH,P50238,TRUE
PXD066054,BPH,P50395,FALSE
PXD066054,BPH,P50402,FALSE
PXD066054,BPH,P50443,FALSE
PXD066054,BPH,P50479,FALSE
PXD066054,BPH,P50502,FALSE
PXD066054,BPH,P50548,FALSE
PXD066054,BPH,P50552,FALSE
PXD066054,BPH,P50750,FALSE
PXD066054,BPH,P50851,FALSE
PXD066054,BPH,P50914,FALSE
PXD066054,BPH,P50990,FALSE
PXD066054,BPH,P50991,FALSE
PXD066054,BPH,P50995,FALSE
PXD066054,BPH,P51003,FALSE
PXD066054,BPH,P51153,FALSE
PXD066054,BPH,P51159,FALSE
PXD066054,BPH,P51397,FALSE
PXD066054,BPH,P51452,FALSE
PXD066054,BPH,P51532,FALSE
PXD066054,BPH,P51580,FALSE
PXD066054,BPH,P51608,FALSE
PXD066054,BPH,P51610,FALSE
PXD066054,BPH,P51659,FALSE
PXD066054,BPH,P51665,FALSE
PXD066054,BPH,P51858,FALSE
PXD066054,BPH,P51884,FALSE
PXD066054,BPH,P51888,FALSE
PXD066054,BPH,P51911,FALSE
PXD066054,BPH,P51965,FALSE
PXD066054,BPH,P51991,FALSE
PXD066054,BPH,P52209,FALSE
PXD066054,BPH,P52272,FALSE
PXD066054,BPH,P52294,FALSE
PXD066054,BPH,P52298,FALSE
PXD066054,BPH,P52564,TRUE
PXD066054,BPH,P52565,FALSE
PXD066054,BPH,P52566,FALSE
PXD066054,BPH,P52594,FALSE
PXD066054,BPH,P52597,FALSE
PXD066054,BPH,P52701,TRUE
PXD066054,BPH,P52756,FALSE
PXD066054,BPH,P52758,FALSE
PXD066054,BPH,P52788,FALSE
PXD066054,BPH,P52907,FALSE
PXD066054,BPH,P52943,FALSE
PXD066054,BPH,P52948,FALSE
PXD066054,BPH,P53004,FALSE
PXD066054,BPH,P53007,FALSE
PXD066054,BPH,P53367,FALSE
PXD066054,BPH,P53396,FALSE
PXD066054,BPH,P53597,FALSE
PXD066054,BPH,P53618,FALSE
PXD066054,BPH,P53621,FALSE
PXD066054,BPH,P53814,FALSE
PXD066054,BPH,P53999,FALSE
PXD066054,BPH,P54108,FALSE
PXD066054,BPH,P54252,TRUE
PXD066054,BPH,P54253,FALSE
PXD066054,BPH,P54278,TRUE
PXD066054,BPH,P54577,FALSE
PXD066054,BPH,P54578,FALSE
PXD066054,BPH,P54652,FALSE
PXD066054,BPH,P54727,TRUE
PXD066054,BPH,P54868,FALSE
PXD066054,BPH,P54886,FALSE
PXD066054,BPH,P54920,FALSE
PXD066054,BPH,P55001,FALSE
PXD066054,BPH,P55008,FALSE
PXD066054,BPH,P55039,FALSE
PXD066054,BPH,P55072,TRUE
PXD066054,BPH,P55081,FALSE
PXD066054,BPH,P55083,FALSE
PXD066054,BPH,P55084,FALSE
PXD066054,BPH,P55196,FALSE
PXD066054,BPH,P55201,FALSE
PXD066054,BPH,P55210,FALSE
PXD066054,BPH,P55259,FALSE
PXD066054,BPH,P55263,FALSE
PXD066054,BPH,P55265,FALSE
PXD066054,BPH,P55268,FALSE
PXD066054,BPH,P55317,FALSE
PXD066054,BPH,P55327,FALSE
PXD066054,BPH,P55769,FALSE
PXD066054,BPH,P55786,FALSE
PXD066054,BPH,P55809,FALSE
PXD066054,BPH,P55854,FALSE
PXD066054,BPH,P55884,FALSE
PXD066054,BPH,P56181,FALSE
PXD066054,BPH,P56199,FALSE
PXD066054,BPH,P56211,FALSE
PXD066054,BPH,P56381,FALSE
PXD066054,BPH,P57735,FALSE
PXD066054,BPH,P57772,FALSE
PXD066054,BPH,P58546,FALSE
PXD066054,BPH,P58876,FALSE
PXD066054,BPH,P59998,FALSE
PXD066054,BPH,P60174,FALSE
PXD066054,BPH,P60468,FALSE
PXD066054,BPH,P60660,FALSE
PXD066054,BPH,P60709,FALSE
PXD066054,BPH,P60842,FALSE
PXD066054,BPH,P60866,FALSE
PXD066054,BPH,P60891,FALSE
PXD066054,BPH,P60900,TRUE
PXD066054,BPH,P60903,FALSE
PXD066054,BPH,P60953,FALSE
PXD066054,BPH,P60981,FALSE
PXD066054,BPH,P61019,FALSE
PXD066054,BPH,P61020,FALSE
PXD066054,BPH,P61026,FALSE
PXD066054,BPH,P61081,FALSE
PXD066054,BPH,P61086,FALSE
PXD066054,BPH,P61088,TRUE
PXD066054,BPH,P61106,FALSE
PXD066054,BPH,P61129,FALSE
PXD066054,BPH,P61158,FALSE
PXD066054,BPH,P61160,FALSE
PXD066054,BPH,P61163,FALSE
PXD066054,BPH,P61201,FALSE
PXD066054,BPH,P61221,FALSE
PXD066054,BPH,P61224,FALSE
PXD066054,BPH,P61225,FALSE
PXD066054,BPH,P61247,FALSE
PXD066054,BPH,P61254,TRUE
PXD066054,BPH,P61326,FALSE
PXD066054,BPH,P61513,FALSE
PXD066054,BPH,P61586,FALSE
PXD066054,BPH,P61604,FALSE
PXD066054,BPH,P61758,FALSE
PXD066054,BPH,P61769,FALSE
PXD066054,BPH,P61916,FALSE
PXD066054,BPH,P61956,FALSE
PXD066054,BPH,P61978,FALSE
PXD066054,BPH,P61981,FALSE
PXD066054,BPH,P62070,FALSE
PXD066054,BPH,P62081,FALSE
PXD066054,BPH,P62140,FALSE
PXD066054,BPH,P62191,FALSE
PXD066054,BPH,P62241,FALSE
PXD066054,BPH,P62258,FALSE
PXD066054,BPH,P62263,FALSE
PXD066054,BPH,P62266,FALSE
PXD066054,BPH,P62277,FALSE
PXD066054,BPH,P62280,FALSE
PXD066054,BPH,P62304,FALSE
PXD066054,BPH,P62308,FALSE
PXD066054,BPH,P62328,FALSE
PXD066054,BPH,P62330,FALSE
PXD066054,BPH,P62424,FALSE
PXD066054,BPH,P62495,FALSE
PXD066054,BPH,P62633,FALSE
PXD066054,BPH,P62701,FALSE
PXD066054,BPH,P62736,FALSE
PXD066054,BPH,P62750,FALSE
PXD066054,BPH,P62753,FALSE
PXD066054,BPH,P62805,FALSE
PXD066054,BPH,P62820,FALSE
PXD066054,BPH,P62826,FALSE
PXD066054,BPH,P62851,FALSE
PXD066054,BPH,P62857,FALSE
PXD066054,BPH,P62861,FALSE
PXD066054,BPH,P62873,FALSE
PXD066054,BPH,P62879,FALSE
PXD066054,BPH,P62888,FALSE
PXD066054,BPH,P62906,FALSE
PXD066054,BPH,P62913,FALSE
PXD066054,BPH,P62917,FALSE
PXD066054,BPH,P62937,FALSE
PXD066054,BPH,P62942,FALSE
PXD066054,BPH,P62979,FALSE
PXD066054,BPH,P62995,FALSE
PXD066054,BPH,P63000,FALSE
PXD066054,BPH,P63010,FALSE
PXD066054,BPH,P63027,FALSE
PXD066054,BPH,P63104,FALSE
PXD066054,BPH,P63151,FALSE
PXD066054,BPH,P63162,FALSE
PXD066054,BPH,P63167,FALSE
PXD066054,BPH,P63208,FALSE
PXD066054,BPH,P63218,FALSE
PXD066054,BPH,P63220,FALSE
PXD066054,BPH,P63241,FALSE
PXD066054,BPH,P63279,FALSE
PXD066054,BPH,P63313,FALSE
PXD066054,BPH,P67775,FALSE
PXD066054,BPH,P67809,FALSE
PXD066054,BPH,P67870,FALSE
PXD066054,BPH,P67936,FALSE
PXD066054,BPH,P68036,FALSE
PXD066054,BPH,P68104,FALSE
PXD066054,BPH,P68133,FALSE
PXD066054,BPH,P68363,FALSE
PXD066054,BPH,P68371,FALSE
PXD066054,BPH,P68402,FALSE
PXD066054,BPH,P68431,FALSE
PXD066054,BPH,P68871,FALSE
PXD066054,BPH,P69892,FALSE
PXD066054,BPH,P69905,FALSE
PXD066054,BPH,P78318,FALSE
PXD066054,BPH,P78332,FALSE
PXD066054,BPH,P78344,FALSE
PXD066054,BPH,P78345,FALSE
PXD066054,BPH,P78347,FALSE
PXD066054,BPH,P78371,FALSE
PXD066054,BPH,P78385,FALSE
PXD066054,BPH,P78386,FALSE
PXD066054,BPH,P78417,FALSE
PXD066054,BPH,P78527,TRUE
PXD066054,BPH,P78540,FALSE
PXD066054,BPH,P80188,FALSE
PXD066054,BPH,P80294,FALSE
PXD066054,BPH,P80297,FALSE
PXD066054,BPH,P80303,FALSE
PXD066054,BPH,P80404,FALSE
PXD066054,BPH,P80511,FALSE
PXD066054,BPH,P80723,FALSE
PXD066054,BPH,P81605,FALSE
PXD066054,BPH,P81877,FALSE
PXD066054,BPH,P82909,FALSE
PXD066054,BPH,P82970,FALSE
PXD066054,BPH,P82979,FALSE
PXD066054,BPH,P83111,FALSE
PXD066054,BPH,P83731,FALSE
PXD066054,BPH,P83916,TRUE
PXD066054,BPH,P84090,FALSE
PXD066054,BPH,P84095,FALSE
PXD066054,BPH,P84098,FALSE
PXD066054,BPH,P84157,FALSE
PXD066054,BPH,P84243,FALSE
PXD066054,BPH,P85037,FALSE
PXD066054,BPH,P98160,FALSE
PXD066054,BPH,P98175,FALSE
PXD066054,BPH,P99999,FALSE
PXD066054,BPH,Q00059,FALSE
PXD066054,BPH,Q00169,FALSE
PXD066054,BPH,Q00325,FALSE
PXD066054,BPH,Q00341,FALSE
PXD066054,BPH,Q00577,FALSE
PXD066054,BPH,Q00610,FALSE
PXD066054,BPH,Q00613,FALSE
PXD066054,BPH,Q00688,FALSE
PXD066054,BPH,Q00765,FALSE
PXD066054,BPH,Q00796,FALSE
PXD066054,BPH,Q00839,FALSE
PXD066054,BPH,Q01081,FALSE
PXD066054,BPH,Q01082,FALSE
PXD066054,BPH,Q01085,FALSE
PXD066054,BPH,Q01105,FALSE
PXD066054,BPH,Q01130,FALSE
PXD066054,BPH,Q01469,FALSE
PXD066054,BPH,Q01518,FALSE
PXD066054,BPH,Q01543,FALSE
PXD066054,BPH,Q01658,FALSE
PXD066054,BPH,Q01780,FALSE
PXD066054,BPH,Q01813,FALSE
PXD066054,BPH,Q01831,TRUE
PXD066054,BPH,Q01844,FALSE
PXD066054,BPH,Q01968,FALSE
PXD066054,BPH,Q01995,FALSE
PXD066054,BPH,Q02086,FALSE
PXD066054,BPH,Q02252,FALSE
PXD066054,BPH,Q02383,FALSE
PXD066054,BPH,Q02446,FALSE
PXD066054,BPH,Q02447,FALSE
PXD066054,BPH,Q02539,FALSE
PXD066054,BPH,Q02543,FALSE
PXD066054,BPH,Q02790,FALSE
PXD066054,BPH,Q02818,FALSE
PXD066054,BPH,Q02878,FALSE
PXD066054,BPH,Q02880,FALSE
