PXD,SampleGroup,ReferencePXD,SourceProteinID,IdentifierType,MappedBaseAccessions,IsDdr
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43731,UniProtKB,O43731,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43739,UniProtKB,O43739,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43741,UniProtKB,O43741,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43747,UniProtKB,O43747,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43752,UniProtKB,O43752,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43759,UniProtKB,O43759,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43760,UniProtKB,O43760,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43761,UniProtKB,O43761,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43765,UniProtKB,O43765,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43766,UniProtKB,O43766,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43768,UniProtKB,O43768,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43772,UniProtKB,O43772,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43776,UniProtKB,O43776,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43791,UniProtKB,O43791,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43795,UniProtKB,O43795,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43805,UniProtKB,O43805,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43808,UniProtKB,O43808,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43809,UniProtKB,O43809,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43813,UniProtKB,O43813,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43815,UniProtKB,O43815,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43818,UniProtKB,O43818,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43819,UniProtKB,O43819,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43823,UniProtKB,O43823,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43824,UniProtKB,O43824,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43826,UniProtKB,O43826,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43829,UniProtKB,O43829,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43837,UniProtKB,O43837,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43847,UniProtKB,O43847,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43852,UniProtKB,O43852,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43861,UniProtKB,O43861,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43865,UniProtKB,O43865,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43896,UniProtKB,O43896,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43909,UniProtKB,O43909,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43913,UniProtKB,O43913,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43920,UniProtKB,O43920,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43924,UniProtKB,O43924,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43929,UniProtKB,O43929,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O43933,UniProtKB,O43933,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60216,UniProtKB,O60216,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60220,UniProtKB,O60220,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60231,UniProtKB,O60231,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60232,UniProtKB,O60232,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60238,UniProtKB,O60238,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60239,UniProtKB,O60239,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60244,UniProtKB,O60244,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60256,UniProtKB,O60256,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60262,UniProtKB,O60262,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60264,UniProtKB,O60264,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60266,UniProtKB,O60266,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60268,UniProtKB,O60268,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60271,UniProtKB,O60271,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60281,UniProtKB,O60281,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60282,UniProtKB,O60282,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60287,UniProtKB,O60287,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60291,UniProtKB,O60291,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60292,UniProtKB,O60292,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60293,UniProtKB,O60293,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60303,UniProtKB,O60303,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60306,UniProtKB,O60306,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60307,UniProtKB,O60307,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60313,UniProtKB,O60313,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60318,UniProtKB,O60318,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60333,UniProtKB,O60333,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60336,UniProtKB,O60336,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60337,UniProtKB,O60337,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60341,UniProtKB,O60341,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60343,UniProtKB,O60343,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60353,UniProtKB,O60353,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60361,UniProtKB,O60361,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60422,UniProtKB,O60422,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60427,UniProtKB,O60427,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60437,UniProtKB,O60437,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60443,UniProtKB,O60443,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60447,UniProtKB,O60447,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60476,UniProtKB,O60476,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60487,UniProtKB,O60487,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60488,UniProtKB,O60488,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60493,UniProtKB,O60493,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60499,UniProtKB,O60499,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60502,UniProtKB,O60502,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60504,UniProtKB,O60504,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60506,UniProtKB,O60506,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60507,UniProtKB,O60507,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60508,UniProtKB,O60508,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60512,UniProtKB,O60512,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60513,UniProtKB,O60513,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60518,UniProtKB,O60518,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60524,UniProtKB,O60524,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60551,UniProtKB,O60551,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60563,UniProtKB,O60563,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60566,UniProtKB,O60566,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60568,UniProtKB,O60568,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60573,UniProtKB,O60573,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60583,UniProtKB,O60583,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60610,UniProtKB,O60610,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60613,UniProtKB,O60613,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60645,UniProtKB,O60645,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60658,UniProtKB,O60658,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60664,UniProtKB,O60664,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60669,UniProtKB,O60669,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60671,UniProtKB,O60671,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60678,UniProtKB,O60678,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60684,UniProtKB,O60684,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60701,UniProtKB,O60701,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60716,UniProtKB,O60716,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60725,UniProtKB,O60725,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60733,UniProtKB,O60733,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60739,UniProtKB,O60739,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60749,UniProtKB,O60749,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60762,UniProtKB,O60762,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60763,UniProtKB,O60763,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60779,UniProtKB,O60779,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60783,UniProtKB,O60783,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60784,UniProtKB,O60784,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60814,UniProtKB,O60814,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60825,UniProtKB,O60825,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60826,UniProtKB,O60826,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60828,UniProtKB,O60828,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60830,UniProtKB,O60830,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60831,UniProtKB,O60831,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60832,UniProtKB,O60832,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60841,UniProtKB,O60841,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60858,UniProtKB,O60858,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60869,UniProtKB,O60869,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60870,UniProtKB,O60870,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60879,UniProtKB,O60879,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60884,UniProtKB,O60884,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60885,UniProtKB,O60885,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60888,UniProtKB,O60888,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60890,UniProtKB,O60890,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60906,UniProtKB,O60906,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60907,UniProtKB,O60907,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60911,UniProtKB,O60911,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60921,UniProtKB,O60921,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60925,UniProtKB,O60925,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60927,UniProtKB,O60927,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60930,UniProtKB,O60930,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60934,UniProtKB,O60934,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60936,UniProtKB,O60936,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60941,UniProtKB,O60941,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O60942,UniProtKB,O60942,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75027,UniProtKB,O75027,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75030,UniProtKB,O75030,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75044,UniProtKB,O75044,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75052,UniProtKB,O75052,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75054,UniProtKB,O75054,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75061,UniProtKB,O75061,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75063,UniProtKB,O75063,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75083,UniProtKB,O75083,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75084,UniProtKB,O75084,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75093,UniProtKB,O75093,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75110,UniProtKB,O75110,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75113,UniProtKB,O75113,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75116,UniProtKB,O75116,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75122,UniProtKB,O75122,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75127,UniProtKB,O75127,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75128,UniProtKB,O75128,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75131,UniProtKB,O75131,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75132,UniProtKB,O75132,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75140,UniProtKB,O75140,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75143,UniProtKB,O75143,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75144,UniProtKB,O75144,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75145,UniProtKB,O75145,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75146,UniProtKB,O75146,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75150,UniProtKB,O75150,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75151,UniProtKB,O75151,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75152,UniProtKB,O75152,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75153,UniProtKB,O75153,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75157,UniProtKB,O75157,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75161,UniProtKB,O75161,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75164,UniProtKB,O75164,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75165,UniProtKB,O75165,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75167,UniProtKB,O75167,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75170,UniProtKB,O75170,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75175,UniProtKB,O75175,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75179,UniProtKB,O75179,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75182,UniProtKB,O75182,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75185,UniProtKB,O75185,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75190,UniProtKB,O75190,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75197,UniProtKB,O75197,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75208,UniProtKB,O75208,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75223,UniProtKB,O75223,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75251,UniProtKB,O75251,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75290,UniProtKB,O75290,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75298,UniProtKB,O75298,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75306,UniProtKB,O75306,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75312,UniProtKB,O75312,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75317,UniProtKB,O75317,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75319,UniProtKB,O75319,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75323,UniProtKB,O75323,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75326,UniProtKB,O75326,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75330,UniProtKB,O75330,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75333,UniProtKB,O75333,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75334,UniProtKB,O75334,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75340,UniProtKB,O75340,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75347,UniProtKB,O75347,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75348,UniProtKB,O75348,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75351,UniProtKB,O75351,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75352,UniProtKB,O75352,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75354,UniProtKB,O75354,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75367,UniProtKB,O75367,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75368,UniProtKB,O75368,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75369,UniProtKB,O75369,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75379,UniProtKB,O75379,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75380,UniProtKB,O75380,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75381,UniProtKB,O75381,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75382,UniProtKB,O75382,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75385,UniProtKB,O75385,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75386,UniProtKB,O75386,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75387,UniProtKB,O75387,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75390,UniProtKB,O75390,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75391,UniProtKB,O75391,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75394,UniProtKB,O75394,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75396,UniProtKB,O75396,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75400,UniProtKB,O75400,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75410,UniProtKB,O75410,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75414,UniProtKB,O75414,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75417,UniProtKB,O75417,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75419,UniProtKB,O75419,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75425,UniProtKB,O75425,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75427,UniProtKB,O75427,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75431,UniProtKB,O75431,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75436,UniProtKB,O75436,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75438,UniProtKB,O75438,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75439,UniProtKB,O75439,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75448,UniProtKB,O75448,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75449,UniProtKB,O75449,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75460,UniProtKB,O75460,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75461,UniProtKB,O75461,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75462,UniProtKB,O75462,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75467,UniProtKB,O75467,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75475,UniProtKB,O75475,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75477,UniProtKB,O75477,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75478,UniProtKB,O75478,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75489,UniProtKB,O75489,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75494,UniProtKB,O75494,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75496,UniProtKB,O75496,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75503,UniProtKB,O75503,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75521,UniProtKB,O75521,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75525,UniProtKB,O75525,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75528,UniProtKB,O75528,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75529,UniProtKB,O75529,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75530,UniProtKB,O75530,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75531,UniProtKB,O75531,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75533,UniProtKB,O75533,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75534,UniProtKB,O75534,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75554,UniProtKB,O75554,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75569,UniProtKB,O75569,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75570,UniProtKB,O75570,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75575,UniProtKB,O75575,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75581,UniProtKB,O75581,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75582,UniProtKB,O75582,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75586,UniProtKB,O75586,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75592,UniProtKB,O75592,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75600,UniProtKB,O75600,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75607,UniProtKB,O75607,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75608,UniProtKB,O75608,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75616,UniProtKB,O75616,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75618,UniProtKB,O75618,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75629,UniProtKB,O75629,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75643,UniProtKB,O75643,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75648,UniProtKB,O75648,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75663,UniProtKB,O75663,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75665,UniProtKB,O75665,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75674,UniProtKB,O75674,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75676,UniProtKB,O75676,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75683,UniProtKB,O75683,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75688,UniProtKB,O75688,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75689,UniProtKB,O75689,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75691,UniProtKB,O75691,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75694,UniProtKB,O75694,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75695,UniProtKB,O75695,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75717,UniProtKB,O75717,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75718,UniProtKB,O75718,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75746,UniProtKB,O75746,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75752,UniProtKB,O75752,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75771,UniProtKB,O75771,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75781,UniProtKB,O75781,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75787,UniProtKB,O75787,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75792,UniProtKB,O75792,TRUE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75794,UniProtKB,O75794,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75815,UniProtKB,O75815,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75817,UniProtKB,O75817,FALSE
PXD066351,HCT116 control and Roseburia co-culture,PXD066351,O75818,UniProtKB,O75818,FALSE
