PXD,SampleGroup,ReferencePXD,SourceProteinID,IdentifierType,MappedBaseAccessions,IsDdr
PXD036307,normal human lung,PXD010154,ENSP00000366050,ENSEMBLPROT,Q8IXQ3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366070,ENSEMBLPROT,Q5EBL4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366084,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366098,ENSEMBLPROT,O95070,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366109,ENSEMBLPROT,P04083;Q5TZZ9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366117,ENSEMBLPROT,Q5UCC4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366121,ENSEMBLPROT,Q6ZUM4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366124,ENSEMBLPROT,A0A0K0K1J1;P01034,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366135,ENSEMBLPROT,Q01780,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366156,ENSEMBLPROT,P19623,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366157,ENSEMBLPROT,Q86V85,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366161,ENSEMBLPROT,O76080,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366169,ENSEMBLPROT,Q7Z406,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366179,ENSEMBLPROT,Q96KC8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366190,ENSEMBLPROT,C9JCC6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366210,ENSEMBLPROT,Q8IV63,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000366216,ENSEMBLPROT,Q5H9A7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366221,ENSEMBLPROT,Q86V15,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366225,ENSEMBLPROT,Q9H115,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366235,ENSEMBLPROT,O00273,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366237,ENSEMBLPROT,O00273,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366243,ENSEMBLPROT,Q9UHN6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366244,ENSEMBLPROT,A0A024R178;P10398,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366245,ENSEMBLPROT,Q92993,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000366246,ENSEMBLPROT,Q9Y625,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366266,ENSEMBLPROT,Q9UHN6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366275,ENSEMBLPROT,Q6P4Q7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366290,ENSEMBLPROT,O60333,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366297,ENSEMBLPROT,O60333,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366307,ENSEMBLPROT,P07204,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366326,ENSEMBLPROT,O76041,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366387,ENSEMBLPROT,Q7Z304,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366395,ENSEMBLPROT,Q86TM6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366396,ENSEMBLPROT,Q9H0D6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366404,ENSEMBLPROT,A0A1U9X8R9;P14373,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366405,ENSEMBLPROT,X6R9N0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366410,ENSEMBLPROT,Q9HAN9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366418,ENSEMBLPROT,Q8WZA0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366450,ENSEMBLPROT,Q6UX71,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366452,ENSEMBLPROT,E5KQS5;Q9NRS6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366453,ENSEMBLPROT,Q9UDY2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366454,ENSEMBLPROT,O95171,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366460,ENSEMBLPROT,Q6UX71,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366466,ENSEMBLPROT,Q9NSA3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366471,ENSEMBLPROT,P05388,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366475,ENSEMBLPROT,Q2TAZ0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366509,ENSEMBLPROT,A0A0S2Z658;Q969J2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366513,ENSEMBLPROT,O94985,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366525,ENSEMBLPROT,A0A384MDR3;P02792,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366549,ENSEMBLPROT,A0A1X7SBT2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366563,ENSEMBLPROT,A0A2K8FKV1;O00329,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366567,ENSEMBLPROT,Q12851,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366568,ENSEMBLPROT,A0A024R1A3;P22314,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000366603,ENSEMBLPROT,O43493,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366607,ENSEMBLPROT,Q15637,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366620,ENSEMBLPROT,O95479,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366672,ENSEMBLPROT,Q8TEA8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366673,ENSEMBLPROT,O75503,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366684,ENSEMBLPROT,B1AKN3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366694,ENSEMBLPROT,A0A140VJM4;Q96CX2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366746,ENSEMBLPROT,Q92783,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366748,ENSEMBLPROT,Q9Y679,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366798,ENSEMBLPROT,O00479,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366800,ENSEMBLPROT,Q9NVH1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366819,ENSEMBLPROT,A0A140VJZ4;P15374,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366828,ENSEMBLPROT,Q9H1D9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366845,ENSEMBLPROT,B0QZ40,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366852,ENSEMBLPROT,O60343,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366897,ENSEMBLPROT,Q9Y4X4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366909,ENSEMBLPROT,A0A075B6H4;Q9H8E8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366915,ENSEMBLPROT,Q13887;Q5T6X2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366927,ENSEMBLPROT,A0A384MTJ7;P30837,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366934,ENSEMBLPROT,Q5SY16,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366936,ENSEMBLPROT,Q15464,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000366939,ENSEMBLPROT,Q9BQP7,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000366998,ENSEMBLPROT,Q9Y5X3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367004,ENSEMBLPROT,Q8N4H5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367011,ENSEMBLPROT,Q9Y2L1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367024,ENSEMBLPROT,Q86UY6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367028,ENSEMBLPROT,Q13428,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367029,ENSEMBLPROT,Q9GZS1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367039,ENSEMBLPROT,Q969G3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367041,ENSEMBLPROT,A0A0A0MRU9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367042,ENSEMBLPROT,Q9NX14,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367049,ENSEMBLPROT,Q08AG7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367074,ENSEMBLPROT,P48729,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367113,ENSEMBLPROT,Q9H7E2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367134,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367151,ENSEMBLPROT,O14917,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367195,ENSEMBLPROT,Q5VZR0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367196,ENSEMBLPROT,Q9H4G4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367202,ENSEMBLPROT,O95980,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367203,ENSEMBLPROT,O15550,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367207,ENSEMBLPROT,P01106,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000367208,ENSEMBLPROT,Q9Y2Z0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367229,ENSEMBLPROT,Q76N32,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367243,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367256,ENSEMBLPROT,O43312,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367263,ENSEMBLPROT,Q09666,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367265,ENSEMBLPROT,Q07065,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367299,ENSEMBLPROT,Q86VN1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367309,ENSEMBLPROT,P27338,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367316,ENSEMBLPROT,P53708,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367318,ENSEMBLPROT,Q92546,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367337,ENSEMBLPROT,Q13303,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367343,ENSEMBLPROT,Q9HCG7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367355,ENSEMBLPROT,A5YM69,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367356,ENSEMBLPROT,Q5VUB5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367392,ENSEMBLPROT,Q5VUC6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367394,ENSEMBLPROT,Q92888,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367405,ENSEMBLPROT,O14936,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367406,ENSEMBLPROT,Q6P1X5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367407,ENSEMBLPROT,O60551,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367424,ENSEMBLPROT,O60858,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367440,ENSEMBLPROT,A0A384MDM5;O95551,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000367444,ENSEMBLPROT,P78345,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367446,ENSEMBLPROT,Q16394,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367476,ENSEMBLPROT,O60308,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367485,ENSEMBLPROT,Q96DZ1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367498,ENSEMBLPROT,Q8N1G4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367541,ENSEMBLPROT,Q5TCU3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367542,ENSEMBLPROT,P07951;V9HW25,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367550,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367558,ENSEMBLPROT,Q93008,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000367562,ENSEMBLPROT,Q9Y320,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367564,ENSEMBLPROT,Q5BKX5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367570,ENSEMBLPROT,Q9UIL8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367573,ENSEMBLPROT,A0A0A0MRV3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367574,ENSEMBLPROT,P05155,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367575,ENSEMBLPROT,A0A348GSH7;P05155,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367581,ENSEMBLPROT,Q6UB99,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367595,ENSEMBLPROT,Q5T0D9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367596,ENSEMBLPROT,F5H5A1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367604,ENSEMBLPROT,Q9HD23,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367615,ENSEMBLPROT,P07741,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367623,ENSEMBLPROT,Q0VDF9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367629,ENSEMBLPROT,Q5VV41,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367637,ENSEMBLPROT,Q9HD23,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367683,ENSEMBLPROT,Q8TB03,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367697,ENSEMBLPROT,A0A1C7CYW4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367705,ENSEMBLPROT,Q6W2J9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367721,ENSEMBLPROT,A0A8V8NBT1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367727,ENSEMBLPROT,Q9NVE7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367731,ENSEMBLPROT,Q9H098,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367743,ENSEMBLPROT,P41732,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367755,ENSEMBLPROT,Q7Z624,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367756,ENSEMBLPROT,O14795,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367762,ENSEMBLPROT,Q15147,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367787,ENSEMBLPROT,P49916,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000367794,ENSEMBLPROT,P78539,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367797,ENSEMBLPROT,P12755,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367813,ENSEMBLPROT,O75688,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367828,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367830,ENSEMBLPROT,Q05513,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367835,ENSEMBLPROT,Q99633,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367841,ENSEMBLPROT,P51808,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367849,ENSEMBLPROT,Q9NPJ6,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367851,ENSEMBLPROT,A0A0S2Z3S6;P04839,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367880,ENSEMBLPROT,Q8TEQ8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367888,ENSEMBLPROT,O75096,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367890,ENSEMBLPROT,O95544,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367893,ENSEMBLPROT,P49903,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367910,ENSEMBLPROT,O15287;Q53XM5,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000367923,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367939,ENSEMBLPROT,O14949,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367969,ENSEMBLPROT,X6RA14,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367991,ENSEMBLPROT,Q92599,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367992,ENSEMBLPROT,A0A140VJJ2;P10768,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367993,ENSEMBLPROT,F8W8I8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000367997,ENSEMBLPROT,A0A0S2Z3J7;P11532,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368017,ENSEMBLPROT,O60293,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368020,ENSEMBLPROT,Q9Y496,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368022,ENSEMBLPROT,Q96CV9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368024,ENSEMBLPROT,Q9Y5Y5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368040,ENSEMBLPROT,Q96CV9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368062,ENSEMBLPROT,Q5T2N8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368069,ENSEMBLPROT,Q5VZ73,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368075,ENSEMBLPROT,P53990,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368077,ENSEMBLPROT,Q5VZ75,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368079,ENSEMBLPROT,Q6ZWL3,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368091,ENSEMBLPROT,Q9H1H9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368100,ENSEMBLPROT,Q92878,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000368102,ENSEMBLPROT,Q9BQI4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368103,ENSEMBLPROT,Q9H1H9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368119,ENSEMBLPROT,A0A0S2Z3Y7;P07902,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368122,ENSEMBLPROT,Q5SQQ7;Q8IU85,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368129,ENSEMBLPROT,Q9BZZ5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368140,ENSEMBLPROT,Q9UJA2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368145,ENSEMBLPROT,Q9UJA2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368152,ENSEMBLPROT,Q3KRA9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368165,ENSEMBLPROT,A6NFY7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368169,ENSEMBLPROT,O14640,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368173,ENSEMBLPROT,Q6UX07,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368178,ENSEMBLPROT,X6RA30,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368185,ENSEMBLPROT,P57740,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368209,ENSEMBLPROT,A6NCQ0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368212,ENSEMBLPROT,Q8N5C8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368229,ENSEMBLPROT,P32189,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368237,ENSEMBLPROT,Q8NHH9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368244,ENSEMBLPROT,P05060,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368275,ENSEMBLPROT,E9PDI2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368303,ENSEMBLPROT,A0A0S2Z4N4;P50479,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368305,ENSEMBLPROT,Q9NPB8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368318,ENSEMBLPROT,Q8N0Z8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368334,ENSEMBLPROT,P15559,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368335,ENSEMBLPROT,P15559,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368345,ENSEMBLPROT,P13693,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368350,ENSEMBLPROT,J3KPG2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368356,ENSEMBLPROT,O94806,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368358,ENSEMBLPROT,A6NMQ1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368390,ENSEMBLPROT,P55327,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368391,ENSEMBLPROT,P55327,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368429,ENSEMBLPROT,Q15853,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368436,ENSEMBLPROT,Q6UXM1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368438,ENSEMBLPROT,P12004,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000368447,ENSEMBLPROT,Q8IXQ4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368461,ENSEMBLPROT,Q96EB1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368468,ENSEMBLPROT,A0A384NPW7;Q96AQ8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368496,ENSEMBLPROT,Q96L58,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368517,ENSEMBLPROT,Q96DC8,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368528,ENSEMBLPROT,Q9BUR5,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368540,ENSEMBLPROT,Q5T6F2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368565,ENSEMBLPROT,Q99543,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368586,ENSEMBLPROT,Q9NXC2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368589,ENSEMBLPROT,Q9NXC2,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368605,ENSEMBLPROT,Q9Y305,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368609,ENSEMBLPROT,Q9P0N9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368612,ENSEMBLPROT,A3KMH1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368646,ENSEMBLPROT,Q13162;V9HW63,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368664,ENSEMBLPROT,Q9H4X1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368678,ENSEMBLPROT,O00468,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368684,ENSEMBLPROT,P50749,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368686,ENSEMBLPROT,Q16254,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368688,ENSEMBLPROT,Q5U5X0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368699,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368701,ENSEMBLPROT,O14524,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368716,ENSEMBLPROT,A4FU51;Q6N069,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368722,ENSEMBLPROT,P00338,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368730,ENSEMBLPROT,Q13946,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368752,ENSEMBLPROT,P04156;Q53YK7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368759,ENSEMBLPROT,Q14511,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368767,ENSEMBLPROT,Q12797,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368793,ENSEMBLPROT,O75570,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368801,ENSEMBLPROT,O75554,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368818,ENSEMBLPROT,Q6ZVM7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368823,ENSEMBLPROT,Q6UWP7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368831,ENSEMBLPROT,O60749,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368834,ENSEMBLPROT,P62699,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368856,ENSEMBLPROT,Q12986,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368868,ENSEMBLPROT,Q15723,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368880,ENSEMBLPROT,Q12778,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000368881,ENSEMBLPROT,O60870,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000368884,ENSEMBLPROT,A0A384MDW3;P51812,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368886,ENSEMBLPROT,Q9NUS5,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000368887,ENSEMBLPROT,A0A0S2Z5C3;Q9NWT1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368908,ENSEMBLPROT,Q9Y693,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368920,ENSEMBLPROT,Q5JS37,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368927,ENSEMBLPROT,P47813,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368932,ENSEMBLPROT,"",FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368935,ENSEMBLPROT,P53609,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368939,ENSEMBLPROT,P15408,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368945,ENSEMBLPROT,Q9NXR7,TRUE
PXD036307,normal human lung,PXD010154,ENSP00000368959,ENSEMBLPROT,Q00765,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368965,ENSEMBLPROT,Q68CP4,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368970,ENSEMBLPROT,P61960,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368981,ENSEMBLPROT,Q9H1N7,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000368982,ENSEMBLPROT,Q9BVA0,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369004,ENSEMBLPROT,A2AJT9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369009,ENSEMBLPROT,A2AJT9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369026,ENSEMBLPROT,Q99933,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369038,ENSEMBLPROT,O43324,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369040,ENSEMBLPROT,G3XAG1,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369042,ENSEMBLPROT,O95373,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369055,ENSEMBLPROT,P15291,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369066,ENSEMBLPROT,Q15063,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369075,ENSEMBLPROT,P07199,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369081,ENSEMBLPROT,Q8NBS9,FALSE
PXD036307,normal human lung,PXD010154,ENSP00000369100,ENSEMBLPROT,Q16875,FALSE
