PXD,SampleGroup,RegulatorBaseAccession,GeneSymbol,WholeProteomeRelativePercentile,DetectedSampleCount,QuantSampleCount,DetectedSampleFraction,MedianLog2SignalDetected,Measurement,SourceFile
PXD046800,hypertrophic scar,Q9H8M2,BRD9,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9H9T3,ELP3,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9NRC8,SIRT7,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9NTG7,SIRT3,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9NXA8,SIRT5,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9UBN7,HDAC6,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9UKN8,GTF3C4,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9UKV0,HDAC9,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9ULM3,YEATS2,0,0,4,0,,"",""
PXD046800,hypertrophic scar,Q9UPN9,TRIM33,0,0,4,0,,"",""
