EnsemblProteinID	MappingSource	MappingDate
ENSP00000369711	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000369756	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000370256	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000370322	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000370410	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000370414	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000370907	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000371020	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000371039	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000371735	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000371824	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000371886	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000372203	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000372265	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373248	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373287	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373288	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373311	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373318	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373709	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000373853	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000374371	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000374620	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000375738	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000375744	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000375839	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000375919	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000375975	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376233	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376339	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376341	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376478	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376508	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376587	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376869	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376889	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000376946	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377002	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377232	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377292	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377383	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377435	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377751	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000377873	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378046	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378097	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378249	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378336	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378377	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378392	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378461	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378499	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000378663	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379030	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379157	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379198	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379233	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379456	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379625	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379712	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000379820	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000380376	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000380414	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000380634	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000380704	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000380909	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000380954	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381045	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381167	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381173	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381234	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381565	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381745	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381872	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000381982	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000382241	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000382322	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000382674	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000382863	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000382924	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000383143	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000383191	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000383413	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000383444	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000383711	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384136	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384194	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384312	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384317	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384319	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384531	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384606	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384825	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384876	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384890	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384905	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000384954	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385083	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385185	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385221	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385276	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385434	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385519	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385565	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385618	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385660	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385681	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385701	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385750	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000385992	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386079	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386080	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386090	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386121	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386670	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386772	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386775	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386796	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386799	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386808	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386858	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000386878	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387333	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387426	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387536	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387577	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387612	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387673	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387730	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000387874	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000388152	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000388330	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000388744	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000388882	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000389049	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000389117	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000389152	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000389715	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000389739	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000389934	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390121	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390287	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390292	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390327	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390461	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390480	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390651	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000390839	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000391336	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000391430	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392057	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392178	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392601	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392709	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392843	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392853	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000392931	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000393050	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000393257	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000393460	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000393795	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000394524	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000394886	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000394999	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000395230	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000395264	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000395472	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000395490	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000395948	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000396068	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000396741	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000397248	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000397322	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000397726	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000397783	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000397796	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000398074	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000398495	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000399165	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000399423	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000399475	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000399483	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000399805	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000399828	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000400311	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000400815	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000401191	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000401249	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000401679	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000402918	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000402944	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000403542	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000403660	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000403712	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000404121	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000404134	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000404160	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000404212	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000404783	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000405014	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000405456	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000405580	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000405698	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000405847	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000406135	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000406883	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000406997	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000407270	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000407548	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000407604	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000407610	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000408126	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000408220	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000408321	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000408325	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000408702	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000408872	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000409158	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000409227	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000409843	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000410304	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000410373	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000410526	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000410907	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000411293	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000411409	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000411528	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000411690	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000411822	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000411824	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000412045	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000412197	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000412248	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000413107	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000413294	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000413376	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000413456	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000414138	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000414468	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000414532	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000415200	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000415419	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000415489	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000415537	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000415659	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000416094	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000416120	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000416761	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000417021	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000417551	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000417648	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000418233	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000419089	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000419117	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000419122	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000419340	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000419543	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000419591	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000420101	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000420136	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000420782	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000421059	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000421922	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000422176	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000422191	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000422707	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000422742	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000423679	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000424227	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000424540	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000426269	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427114	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427455	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428896	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429010	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429017	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429792	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000430063	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000430194	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000431126	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000431345	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000432016	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000432267	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000432340	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000432362	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000432485	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000432728	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000433557	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000433642	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000433700	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000433931	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000434259	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000434406	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000434691	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000435342	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000435530	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000435660	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000436155	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000436181	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000437420	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000437487	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000437604	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000437660	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000437797	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000437798	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438111	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438152	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438178	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438394	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438527	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438580	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438587	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438615	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438706	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438754	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438788	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000438909	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439000	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439045	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439357	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439462	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439565	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439585	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439831	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439924	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000439967	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440027	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440066	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440113	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440189	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440190	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440437	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440457	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440496	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440533	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440590	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440643	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440679	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440685	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440698	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000440705	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441253	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441279	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441370	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441462	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441528	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441603	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441637	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441640	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441689	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441722	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441739	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000441869	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442040	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442119	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442336	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442548	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442692	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
