EnsemblProteinID	MappingSource	MappingDate
ENSP00000442734	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442794	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000442869	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443164	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443191	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443282	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443380	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443429	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443680	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443687	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443730	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443780	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443883	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000443995	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444017	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444074	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444240	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444309	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444404	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444463	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444653	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444663	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444685	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444803	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444852	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444972	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000444978	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445069	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445200	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445359	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445697	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445701	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445752	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000445824	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000446238	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000446360	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000446443	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000446466	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000446514	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000449129	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000449241	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000451235	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000451494	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000451658	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000451674	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000451977	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000452316	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000452469	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000452780	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000453007	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000453102	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000453122	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000453334	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000453540	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000453969	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000454435	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000454547	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000454573	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000454980	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000455147	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000455882	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000455917	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000456100	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000457042	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000457067	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000457468	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000458866	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000459623	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000460272	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000462882	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000462904	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000463026	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000463329	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000463929	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000464810	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000465176	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000465295	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000465464	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000466654	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000466933	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000466935	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000466941	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000467016	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000467154	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000467226	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000467240	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000467811	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000468010	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000468097	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000469421	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000469534	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000470259	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000470286	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000471802	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000472965	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000473265	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000473461	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000474623	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000474823	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000474915	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000475721	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000476184	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000476257	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000476412	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000476710	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000476781	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000476795	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477484	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477503	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477544	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477577	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477612	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477632	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477638	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477664	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477719	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477794	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477796	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477808	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477809	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477812	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477813	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477818	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477835	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477851	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477863	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477866	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477893	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477895	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477899	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477928	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477933	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477949	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477961	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477974	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477976	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000477990	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478000	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478003	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478033	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478039	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478051	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478062	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478065	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478082	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478133	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478148	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478151	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478187	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478226	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478229	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478266	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478287	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478294	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478297	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478319	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478336	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478379	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478387	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478403	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478432	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478438	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478459	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478504	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478539	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478608	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478619	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478626	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478646	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478667	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478670	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478680	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478710	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478729	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478735	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478746	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478749	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478752	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478756	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478777	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478824	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478837	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478861	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478883	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478898	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478904	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000478914	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479012	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479018	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479038	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479051	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479068	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479084	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479090	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479107	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479111	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479141	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479146	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479189	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479202	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479215	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479236	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479264	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479268	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479361	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479379	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479389	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479408	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479419	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479450	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479453	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479467	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479487	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479498	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479510	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479522	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479537	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479544	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479554	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479556	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479558	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479572	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479581	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479606	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479619	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479630	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479637	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479647	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479680	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479692	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479694	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479696	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479709	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479736	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479755	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479764	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479820	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479847	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479890	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479918	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479928	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479933	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479950	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479957	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479973	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479989	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479991	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000479997	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480006	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480096	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480097	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480127	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480158	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480176	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480188	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480202	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480211	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480261	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480263	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480264	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480283	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480313	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480333	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480338	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480370	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480407	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480440	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480477	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480500	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480529	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480530	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480535	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480564	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480576	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480599	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480616	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480640	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480646	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480650	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480654	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480655	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480664	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480667	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480682	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480710	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480793	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480931	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480973	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480993	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000480994	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481055	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481065	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481066	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481090	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481092	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481122	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481128	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481135	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481148	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481164	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481168	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481197	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481224	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481239	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481254	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481317	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481324	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481335	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481360	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481363	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481390	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481408	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481411	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481439	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481440	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481451	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481466	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481511	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481521	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481541	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481555	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481606	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481659	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481660	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481686	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481712	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481717	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481724	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481729	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481736	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481751	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481770	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481789	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481793	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481796	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481879	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481882	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481902	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481918	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481932	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481958	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481959	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481984	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000481995	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482005	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482087	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482091	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482107	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482123	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482132	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482143	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482148	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482151	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482161	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482171	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482213	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482279	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000482310	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
