Model,Tuning,InnerMeanGroupMAE,OuterConnGroup
Core4_ridge,0.1,10.998834204072,8
GO6_knn,5,11.0657288415676,8
Mechanism10_ridge,1,11.5033144986462,8
GO6_knn,3,11.620138803905,8
GO6_ridge,0.3,11.6841199265028,8
Mechanism10_ridge,0.1,11.7083411677538,8
RNA128_knn,7,11.7384302194449,8
All16_ridge,1,11.8690424488335,8
Mechanism10_ridge,0.3,11.8869239405799,8
GO6_ridge,0.1,13.3662706412393,8
All16_ridge,0.3,13.451666465151,8
RNA128_knn,3,14.0539570296041,8
All16_ridge,0.1,14.6526965110548,8
Core4_ridge,0.1,7.73739984558392,9
Core4_ridge,0.3,7.79004650376966,9
Mechanism10_ridge,3,8.54338256710996,9
Core4_ridge,1,8.58634008218312,9
All16_ridge,3,8.63044498492855,9
GO6_ridge,0.1,8.67456539123825,9
MedianBaseline,0,8.76028742109991,9
Core4_huber,0.01,8.88965872716548,9
Mechanism10_ridge,10,8.97507561021763,9
All16_ridge,10,9.19931413274699,9
All16_ridge,1,9.21937550756865,9
Mechanism10_ridge,30,9.24372964687928,9
GO6_ridge,0.3,9.24569537112393,9
Mechanism10_ridge,1,9.30872670012706,9
Core4_ridge,3,9.33997177916992,9
All16_ridge,30,9.3678383583916,9
Mechanism10_ridge,100,9.37044843192002,9
All16_ridge,100,9.41769058847252,9
GO6_ridge,1,9.48443567999943,9
Core4_huber,1,9.48486870876059,9
Core4_ridge,100,9.48671245158556,9
GO6_huber,1,9.49140012901043,9
GO6_ridge,100,9.49886634770041,9
Core4_huber,0.3,9.5425194625447,9
Core4_ridge,30,9.55875412889907,9
GO6_huber,0.3,9.56661105655344,9
GO6_ridge,30,9.59844547605153,9
Core4_ridge,10,9.59862492000818,9
Core4_huber,0.1,9.64918452768812,9
Core4_huber,0.03,9.65133399929124,9
GO6_ridge,3,9.70503696237783,9
GO6_ridge,10,9.71567607106031,9
GO6_huber,0.1,9.73114568246768,9
GO6_huber,0.01,9.94951661611438,9
GO6_huber,0.03,10.0470851367071,9
RNA128_knn,7,10.0482146711252,9
All16_ridge,0.3,10.3604077146955,9
GO6_knn,7,10.4150941219004,9
All16_ridge,0.1,10.500057027837,9
Mechanism10_ridge,0.3,10.9033472987358,9
RNA128_knn,5,10.9756404552999,9
BalancedMedianBaseline,0,11.052225503685,9
GO6_knn,5,11.3718958028625,9
Mechanism10_ridge,0.1,12.0789914094719,9
GO6_knn,3,13.1684118339789,9
RNA128_knn,3,13.4301998828486,9
Mechanism10_ridge,10,7.36671640321618,10
Mechanism10_ridge,3,7.4600063894987,10
Mechanism10_ridge,1,7.59959024996902,10
All16_ridge,3,7.60256867592549,10
All16_ridge,10,7.68927178561009,10
Mechanism10_ridge,0.3,7.87523388083253,10
Mechanism10_ridge,30,7.94292994221358,10
All16_ridge,1,8.12135241296775,10
GO6_knn,7,8.16067336441413,10
All16_ridge,30,8.16719300770276,10
Core4_huber,0.01,8.21431759565712,10
Mechanism10_ridge,0.1,8.38244036117722,10
GO6_ridge,3,8.3839787482601,10
GO6_ridge,10,8.40949443502065,10
Mechanism10_ridge,100,8.44130026357824,10
GO6_huber,0.01,8.45209385032602,10
MedianBaseline,0,8.48118602652651,10
Core4_ridge,3,8.49362546695018,10
All16_ridge,100,8.53550108648753,10
GO6_huber,0.03,8.56483077087584,10
Core4_ridge,10,8.57254089806049,10
GO6_ridge,30,8.57744278366715,10
Core4_ridge,30,8.69428078037423,10
GO6_ridge,100,8.69722899761278,10
Core4_huber,0.03,8.70284813094704,10
Core4_ridge,100,8.74787602770112,10
GO6_knn,5,8.83698748535223,10
GO6_huber,0.1,8.89144974465859,10
Core4_ridge,1,8.94429165260539,10
GO6_huber,0.3,8.95943696868318,10
Core4_huber,0.1,8.99251279094751,10
GO6_ridge,1,9.00676319989755,10
GO6_huber,1,9.00783904130657,10
Core4_huber,0.3,9.01118040402377,10
Core4_huber,1,9.0257549277289,10
All16_ridge,0.3,9.27077680267918,10
RNA128_knn,7,9.3633138011353,10
Core4_ridge,0.3,9.51031279652837,10
Core4_ridge,0.1,10.0037125184731,10
GO6_knn,3,10.0678215673897,10
BalancedMedianBaseline,0,10.4563263130175,10
RNA128_knn,5,10.5608083584505,10
GO6_ridge,0.3,10.6707014564061,10
All16_ridge,0.1,10.7176867405039,10
RNA128_knn,3,11.8407711432922,10
GO6_ridge,0.1,12.8196092690787,10
Mechanism10_ridge,30,7.7872218516472,11
All16_ridge,10,7.97522057341649,11
All16_ridge,30,8.07122955943735,11
Mechanism10_ridge,10,8.18665184996602,11
BalancedMedianBaseline,0,8.20870035628077,11
Mechanism10_ridge,100,8.30726122049075,11
All16_ridge,100,8.41823130647338,11
GO6_ridge,3,8.42309258326778,11
Core4_huber,0.01,8.51403072149708,11
GO6_huber,0.01,8.52168384193828,11
GO6_ridge,10,8.54413851470036,11
GO6_ridge,30,8.60038228454935,11
Core4_ridge,3,8.60696492456484,11
GO6_ridge,100,8.60964775812027,11
Core4_ridge,100,8.63480961549616,11
Core4_ridge,10,8.6656261911219,11
Core4_ridge,30,8.66570117591673,11
GO6_huber,1,8.7023968465933,11
Core4_huber,1,8.71388742041913,11
GO6_huber,0.3,8.72395402258699,11
GO6_huber,0.03,8.73683059672218,11
Core4_ridge,1,8.75615239155377,11
Core4_huber,0.3,8.75843675331947,11
GO6_huber,0.1,8.77149067931797,11
Core4_huber,0.1,8.85142645924115,11
Core4_huber,0.03,8.90900133950804,11
GO6_ridge,1,8.94367110618354,11
MedianBaseline,0,9.03926970522069,11
RNA128_knn,7,9.1508735882429,11
Core4_ridge,0.3,9.20395334296686,11
All16_ridge,3,9.20851030018191,11
Mechanism10_ridge,3,9.39974653061974,11
GO6_knn,5,9.48670435783411,11
Core4_ridge,0.1,9.60903535585409,11
RNA128_knn,5,10.0103732434504,11
GO6_knn,7,10.171692414648,11
Mechanism10_ridge,1,10.4352759469228,11
GO6_ridge,0.3,10.4942900977134,11
GO6_knn,3,10.5974907368276,11
Mechanism10_ridge,0.1,10.6175628019103,11
All16_ridge,1,10.6742090965701,11
RNA128_knn,3,10.7952230132728,11
Mechanism10_ridge,0.3,10.8598944508884,11
GO6_ridge,0.1,12.0899852757775,11
All16_ridge,0.3,12.2203904376783,11
All16_ridge,0.1,13.4123891639954,11
Mechanism10_ridge,30,8.58473793198875,12
All16_ridge,10,8.66765719405616,12
Mechanism10_ridge,10,8.86605172391288,12
All16_ridge,30,8.88995007976387,12
Mechanism10_ridge,100,9.0743352393896,12
All16_ridge,100,9.19113862780041,12
GO6_ridge,100,9.39338817078215,12
Core4_ridge,100,9.4035843057994,12
GO6_ridge,30,9.46647420566764,12
Core4_ridge,30,9.49525353511227,12
GO6_ridge,10,9.54104651068938,12
Core4_ridge,10,9.59983412323796,12
GO6_ridge,3,9.60505463360051,12
Core4_huber,0.01,9.60693443700909,12
GO6_huber,0.01,9.62466971703324,12
MedianBaseline,0,9.6313318019398,12
Core4_ridge,3,9.68893685372409,12
GO6_huber,0.03,9.70345179925575,12
GO6_knn,7,9.73586906961143,12
GO6_huber,1,9.79218981665609,12
Core4_huber,1,9.80175511329158,12
GO6_huber,0.3,9.81985018552502,12
Core4_huber,0.3,9.85136432934165,12
GO6_huber,0.1,9.86092363466148,12
Core4_huber,0.03,9.95306007332935,12
GO6_ridge,1,9.96426883365418,12
Core4_huber,0.1,9.97459237719571,12
All16_ridge,3,9.97843773453395,12
Core4_ridge,1,10.1599502366657,12
Mechanism10_ridge,3,10.1882433233188,12
GO6_knn,5,10.3109112961149,12
RNA128_knn,7,10.3818247530768,12
Core4_ridge,0.3,10.7410371894848,12
Mechanism10_ridge,0.1,10.8153266577723,12
GO6_knn,3,10.9755756706465,12
BalancedMedianBaseline,0,11.0097600902522,12
Core4_ridge,0.1,11.2589453838578,12
Mechanism10_ridge,1,11.2769418675511,12
Mechanism10_ridge,0.3,11.3964471667113,12
All16_ridge,1,11.6081866887279,12
GO6_ridge,0.3,11.654021382639,12
RNA128_knn,5,11.7343985330338,12
RNA128_knn,3,12.4428865979385,12
All16_ridge,0.3,13.0431441554407,12
GO6_ridge,0.1,13.4482048724463,12
All16_ridge,0.1,14.0055307403837,12
Mechanism10_ridge,30,8.97368819244243,13
All16_ridge,10,9.00495917029473,13
Mechanism10_ridge,10,9.20073711838283,13
All16_ridge,30,9.24979821730043,13
Mechanism10_ridge,100,9.44998521841788,13
All16_ridge,100,9.5572042425634,13
GO6_ridge,3,9.63764350952824,13
Core4_huber,0.01,9.67788613692556,13
GO6_ridge,100,9.74385134261586,13
Core4_ridge,100,9.748517933163,13
Core4_ridge,3,9.75820831729418,13
GO6_ridge,10,9.76279335415763,13
GO6_ridge,30,9.77782590914357,13
GO6_huber,0.01,9.78792530623021,13
Core4_ridge,30,9.79580571048855,13
Core4_ridge,10,9.81509167483949,13
GO6_knn,7,9.84985323918355,13
GO6_ridge,1,9.88058342530985,13
GO6_knn,5,9.95769657038195,13
Core4_ridge,1,10.0682278134532,13
GO6_huber,1,10.1418328987394,13
Core4_huber,1,10.1476094806824,13
GO6_huber,0.3,10.1798450347095,13
Core4_huber,0.3,10.1973864708327,13
MedianBaseline,0,10.2463572660937,13
GO6_huber,0.03,10.2478371777147,13
GO6_huber,0.1,10.2607658916305,13
All16_ridge,3,10.267095374561,13
Core4_huber,0.03,10.2713553632563,13
Core4_huber,0.1,10.3035307134013,13
Mechanism10_ridge,3,10.5098205106564,13
Core4_ridge,0.3,10.5198179253954,13
RNA128_knn,7,10.7434414318895,13
Core4_ridge,0.1,10.9902154840659,13
BalancedMedianBaseline,0,11.5395330649244,13
GO6_ridge,0.3,11.5726854384015,13
Mechanism10_ridge,1,11.7614437473364,13
RNA128_knn,5,11.9879761526924,13
All16_ridge,1,11.9886791583782,13
Mechanism10_ridge,0.1,12.3613688771283,13
Mechanism10_ridge,0.3,12.3965151211877,13
GO6_knn,3,12.5052690726067,13
GO6_ridge,0.1,13.5395048214769,13
All16_ridge,0.3,13.7859916598863,13
RNA128_knn,3,14.8911598043269,13
All16_ridge,0.1,14.9771037946626,13
All16_ridge,10,8.5098403481144,14
Mechanism10_ridge,30,8.63124860294907,14
Mechanism10_ridge,10,8.80998163125799,14
All16_ridge,30,8.8428300624002,14
GO6_huber,0.01,9.00072300934261,14
MedianBaseline,0,9.06041607282995,14
GO6_ridge,10,9.0663038814032,14
Core4_ridge,10,9.08348134103442,14
Core4_huber,0.03,9.08571509679969,14
Mechanism10_ridge,100,9.10818770329555,14
GO6_ridge,3,9.15082241379662,14
All16_ridge,100,9.19487238395139,14
Core4_ridge,30,9.21327200743065,14
GO6_huber,0.03,9.25354533027087,14
GO6_ridge,30,9.28169265116666,14
Core4_ridge,100,9.3209274078144,14
GO6_ridge,100,9.34965823487849,14
Core4_huber,0.01,9.42133216863068,14
GO6_ridge,1,9.44502679333841,14
Mechanism10_ridge,0.1,9.47359125142656,14
Core4_huber,0.1,9.47839020589673,14
GO6_knn,7,9.49445365958873,14
Core4_ridge,3,9.56926848291908,14
Core4_huber,0.3,9.57628629235493,14
GO6_huber,0.1,9.57765228974061,14
All16_ridge,3,9.59416905432836,14
Core4_huber,1,9.60648478964139,14
GO6_huber,0.3,9.61327519712543,14
GO6_huber,1,9.61885460113299,14
Mechanism10_ridge,3,9.90585479953681,14
GO6_knn,3,9.98461279006854,14
Core4_ridge,1,9.99987021997632,14
GO6_knn,5,10.3150590505301,14
Mechanism10_ridge,0.3,10.3630021921637,14
Core4_ridge,0.3,10.3952885966941,14
Mechanism10_ridge,1,10.5587858373837,14
GO6_ridge,0.3,10.5796453207065,14
Core4_ridge,0.1,10.7854612891292,14
All16_ridge,1,10.8882690531398,14
RNA128_knn,7,11.0080312688772,14
BalancedMedianBaseline,0,11.035556359321,14
GO6_ridge,0.1,11.6611018703848,14
All16_ridge,0.3,11.9453163416691,14
RNA128_knn,5,11.9556905934522,14
All16_ridge,0.1,12.6491823433105,14
RNA128_knn,3,13.5759997286753,14
Mechanism10_ridge,30,8.62037643548591,15
All16_ridge,10,8.73456296650477,15
Mechanism10_ridge,10,8.8977736924174,15
All16_ridge,30,8.92938664058074,15
MedianBaseline,0,9.15233676620763,15
Mechanism10_ridge,100,9.16074929663415,15
All16_ridge,100,9.28162692196432,15
Core4_huber,0.01,9.43803885933246,15
GO6_ridge,100,9.49328324116955,15
Core4_ridge,100,9.49503989087833,15
GO6_ridge,3,9.52142917939274,15
GO6_ridge,30,9.53008785744601,15
Core4_ridge,30,9.53777447714133,15
GO6_ridge,10,9.5435487063381,15
Core4_ridge,10,9.56737898334147,15
GO6_huber,0.01,9.67265898093024,15
Core4_ridge,3,9.69367390856965,15
GO6_huber,1,9.75085141750195,15
Core4_huber,1,9.75235057202674,15
GO6_huber,0.3,9.79147826546865,15
Core4_huber,0.3,9.79519988800796,15
Core4_huber,0.03,9.8472744103079,15
GO6_huber,0.03,9.86001134992843,15
Core4_huber,0.1,9.88364024986585,15
