"TimestampUTC"	"TaskID"	"Source"	"Accession"	"GroupIDs"	"SelectedSamples"	"SourceURL"	"RelativeTarget"	"State"	"Bytes"	"SHA256"	"Detail"
"2026-09-14 11:05:14 UTC"	"GEO_GSE203529_RSEM_ARCHIVE"	"GEO"	"GSE203529"	"KLA31_25"	"WT untreated HEK293T; replicate roster unresolved"	"https://ftp.ncbi.nlm.nih.gov/geo/series/GSE203nnn/GSE203529/suppl/GSE203529_RAW.tar"	"geo/GSE203529/supplement/GSE203529_RAW.tar"	"complete"	31016960	"9f7f83a13e5912cb5093d63eaa266fffa14189d646b9feb1fde29301dd5143d9"	"downloaded with wget continuation support"
"2026-09-14 11:05:33 UTC"	"GEO_GSE132714_ARCHIVE_PROBE"	"GEO"	"GSE132714"	"KLA31_08"	"BPH_1-BPH_18; transitional-zone clinical fields to audit"	"https://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132714/suppl/GSE132714_RAW.tar"	"geo/GSE132714/supplement/GSE132714_RAW.tar"	"complete"	8796160	"8de7a48170fe83af158e16871a61eed0f0fefb89855263c7c4f50134002f6fb6"	"downloaded with wget continuation support"
