PXD,SampleGroup,GroupID,SampleID,KlaExpressionMedian,ReferenceKey,GroupIDs,Category,ReferenceLabelEn,RowOrder,CategoryLabel
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A43J-01A,4.38336024067691,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A4OM-01A,4.42750787641007,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A88S-01A,4.22843876604662,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A88W-01A,4.36961539529927,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A88Z-01A,4.28395811672974,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A8NK-01A,4.38032829090261,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L5-A8NQ-01A,4.22335385989338,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-L7-A56G-01A,4.35025234623146,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49K-01A,4.38849908393212,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49L-01A,4.42594356985717,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49M-01A,4.33447923117839,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49N-01A,4.34056745087378,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49O-01A,4.41113426428255,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49P-01A,4.3409052270719,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49R-01A,4.29074896357494,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49S-01A,4.36112196151642,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49U-01A,4.40734886427676,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49V-01A,4.43890824470835,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49W-01A,4.35168437936061,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49X-01A,4.38569031708887,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A49Y-01A,4.33350745395743,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A1-01A,4.32610686854475,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A2-01A,4.40907773647414,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A3-01A,4.35575283545881,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A4-01A,4.34842575268635,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A5-01A,4.38512899367064,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A6-01A,4.42361792619758,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A8-01A,4.4140613145106,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4A9-01A,4.25911220426723,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4MQ-01A,4.4560994836111,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A4MR-01A,4.27389646532657,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A5U5-01A,4.37611197575852,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A5U6-01A,4.33369857897428,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A5U7-01A,4.40619460445192,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A7HV-01A,4.33213812739904,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A7HW-01A,4.32068658796813,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A7HX-01A,4.32500316547659,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A7HY-01A,4.24322549752146,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A7HZ-01A,4.31793358653819,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A8HZ-01A,4.35276374675008,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A8I0-01A,4.24569617934647,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A8I1-01A,4.25623626960457,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A9FO-01A,4.41016010811437,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A9FP-01A,4.32050141986255,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A9FQ-01A,4.35168437936061,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-LN-A9FR-01A,4.33369857897428,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-Q9-A6FU-01A,4.34277913474233,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-S8-A6BW-01A,4.28547976721603,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-V5-A7RC-01B,4.37650103083229,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-V5-AASV-01A,4.33943836487929,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EO-01A,4.36669287146122,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EP-01A,4.37821052329732,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8ER-01A,4.33739968103794,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8ET-01A,4.30780935651738,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EU-01A,4.35297596264401,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EW-01A,4.33642936391823,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EX-01A,4.32633194284171,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EY-01A,4.35501764464749,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8EZ-01A,4.30927630784758,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-A8Q7-01A,4.45136938196909,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-AA4G-01A,4.35007227130434,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-AA7B-01A,4.30588670833789,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-AA7D-01A,4.41801241431572,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-VR-AA7I-01A,4.29222795113631,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-XP-A8T6-01A,4.29038372467392,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-XP-A8T8-01A,4.33681704633488,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-Z6-A8JD-01A,4.37764127831934,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-Z6-A8JE-01A,4.40979166187916,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-Z6-A9VB-01A,4.36451316540444,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064038,MEC and NEC ESCC groups,KLA31_10,TCGA-Z6-AAPN-01A,4.27813791795606,TCGA_ESCA_ESCC,KLA31_10,cancer_tissue,Independent ESCC tumor whole proteome,10,"tumor
tissues"
PXD064912,human sperm,KLA31_07,GSM1602978,2.8144424289851,sperm_GroupI,KLA31_07,normal_tissue,Human sperm,7,"non-tumor
tissues"
PXD064912,human sperm,KLA31_07,GSM1602981,2.77511021841062,sperm_GroupI,KLA31_07,normal_tissue,Human sperm,7,"non-tumor
tissues"
PXD064912,human sperm,KLA31_07,GSM1602982,2.8167075591218,sperm_GroupI,KLA31_07,normal_tissue,Human sperm,7,"non-tumor
tissues"
PXD064912,human sperm,KLA31_07,GSM1602983,2.6998719587647,sperm_GroupI,KLA31_07,normal_tissue,Human sperm,7,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890639,4.3184774995763,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890640,4.21702098235125,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890641,4.2829016323002,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890642,4.38424524932231,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890643,4.33255499819519,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890644,4.39437614783045,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890645,4.25803242361128,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890646,4.34563163942223,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890647,4.19382702994445,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890648,4.25530908625587,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890649,4.33824189046082,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890650,4.28781114739713,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890651,4.28078769306054,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890652,4.29797481884027,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890653,4.2354915064878,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890654,4.32113858469396,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890655,4.37984873401787,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,BPH,KLA31_08,GSM3890656,4.33177126167173,GSE132714_BPH,KLA31_08,normal_tissue,Benign prostatic hyperplasia tissue,8,"non-tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8VL-01A,4.18477883000524,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8VO-01A,4.21964274318221,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8VT-01A,4.27337271588707,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8VV-01A,4.22343711454108,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8VX-01A,4.21229244150263,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8W1-01A,4.24334152045428,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-A8W3-01A,4.27414799545803,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-AAYF-01A,4.21964274318221,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-AAYO-01A,4.17963373282098,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-2A-AAYU-01A,4.23801563616195,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-4L-AA1F-01A,4.17209645440546,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5737-01A,4.19046931285592,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5738-01A,4.229798544835,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5739-01A,4.25721191549246,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5740-01A,4.25513851007934,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5741-01A,4.19297151344366,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5743-01A,4.23684423750482,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5744-01A,4.19695499633478,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5745-01A,4.19179630740864,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5746-01A,4.27780479242785,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5748-01A,4.28901778297535,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5750-01A,4.30683155049016,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5751-01A,4.33045767748921,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5752-01A,4.34527922622166,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5753-01A,4.31066999326431,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5754-01A,4.23037513918294,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5761-01A,4.36068675229119,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5762-01A,4.29662407532487,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5763-01A,4.23840779818532,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5764-01A,4.29398865060553,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5765-01A,4.29964701583337,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5766-01A,4.27184590057947,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5767-01A,4.22211011227846,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5768-01A,4.307603651766,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5769-01A,4.30533960125889,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5771-01A,4.16987792939273,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5772-01A,4.29945691627956,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5788-01A,4.30855659258623,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5789-01A,4.24711668468862,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5790-01A,4.29398865060553,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5791-01A,4.23684375764403,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5792-01A,4.20639209915064,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-CH-5794-01A,4.2181353029451,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-EJ-5494-01A,4.27414799545803,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-EJ-5495-01A,4.31163139216243,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-EJ-5496-01A,4.29512026197147,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
PXD066054,prostate cancer,KLA31_11,TCGA-EJ-5497-01A,4.29016560230254,TCGA_PRAD_primary,KLA31_11,cancer_tissue,Prostate cancer tissue,11,"tumor
tissues"
