PXD,SampleGroup,GroupID,ReferenceKey,RegulatorBaseAccession,Role,DisplayName,GeneSymbol,EnsemblGeneID,QsmoothLog2TPM,Category,ReferenceLabelEn,RowOrder,QsmoothZScore
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9H8M2,Reader,BRD9,BRD9,ENSG00000028310,4.87329031953872,normal_tissue,Adjacent skin tissue,4,0.991655577560801
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9H9T3,Writer,ELP3,ELP3,ENSG00000134014,4.49723770695137,normal_tissue,Adjacent skin tissue,4,0.51045864386101
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9NRC8,Eraser,SIRT7,SIRT7,ENSG00000187531,5.07092520544799,normal_tissue,Adjacent skin tissue,4,1.26780595168689
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9NTG7,Eraser,SIRT3,SIRT3,ENSG00000142082,3.19236868118552,normal_tissue,Adjacent skin tissue,4,-0.0401877004995849
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9NXA8,Eraser,SIRT5,SIRT5,ENSG00000124523,2.90702009049267,normal_tissue,Adjacent skin tissue,4,0.607858182663652
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9UBN7,Writer-Eraser,HDAC6,HDAC6,ENSG00000094631,3.67984352074326,normal_tissue,Adjacent skin tissue,4,0.41121152789891
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9UKN8,Writer,GTF3C4,GTF3C4,ENSG00000125484,4.99986862855757,normal_tissue,Adjacent skin tissue,4,0.378863547365138
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9UKV0,Eraser,HDAC9,HDAC9,ENSG00000048052,1.02562209702811,normal_tissue,Adjacent skin tissue,4,-0.0578486364574266
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9ULM3,Reader,YEATS2,YEATS2,ENSG00000163872,4.99369918889994,normal_tissue,Adjacent skin tissue,4,0.622857663923493
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9UPN9,Reader,TRIM33,TRIM33,ENSG00000197323,5.89551788212814,normal_tissue,Adjacent skin tissue,4,1.14449129509022
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9UQL6,Eraser,HDAC5,HDAC5,ENSG00000108840,6.32764425768922,normal_tissue,Adjacent skin tissue,4,1.71258598036465
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9Y232,Reader,CDYL,CDYL,ENSG00000153046,5.73320400805558,normal_tissue,Adjacent skin tissue,4,0.980100984585091
PXD046800,adjacent skin,KLA31_04,GSE181540_adjacent_NS_input,Q9Y6E7,Eraser,SIRT4,SIRT4,ENSG00000089163,3.2942259159115,normal_tissue,Adjacent skin tissue,4,0.575427246230008
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,O14929,Writer,HAT1,HAT1,ENSG00000128708,4.76151864531468,normal_tissue,Hypertrophic scar tissue,3,0.122788338508685
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,O15379,Writer-Eraser,HDAC3,HDAC3,ENSG00000171720,4.67575462728153,normal_tissue,Hypertrophic scar tissue,3,-0.124973793242554
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,O60885,Reader,BRD4,BRD4,ENSG00000141867,3.89978599006019,normal_tissue,Hypertrophic scar tissue,3,-0.462859875360454
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,O75607,Writer,NPM3,NPM3,ENSG00000107833,3.83119972077812,normal_tissue,Hypertrophic scar tissue,3,-0.957404178029174
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,O95251,Writer,KAT7,KAT7,ENSG00000136504,3.40417858742344,normal_tissue,Hypertrophic scar tissue,3,-0.100339288786324
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,P05783,Writer,KRT18,KRT18,ENSG00000111057,1.92162279929679,normal_tissue,Hypertrophic scar tissue,3,-1.33699962366221
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,P41227,Writer,NAA10,NAA10,ENSG00000102030,4.30462024863662,normal_tissue,Hypertrophic scar tissue,3,-0.0293541310858255
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,P42568,Reader,MLLT3,MLLT3,ENSG00000171843,3.73446029868528,normal_tissue,Hypertrophic scar tissue,3,0.866089978513096
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,P49588,Writer,AARS1,AARS1,ENSG00000090861,4.85847051817583,normal_tissue,Hypertrophic scar tissue,3,-0.681507515801817
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,P51532,Reader,SMARCA4,SMARCA4,ENSG00000127616,4.05557365218982,normal_tissue,Hypertrophic scar tissue,3,-0.385939197889663
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,P56524,Eraser,HDAC4,HDAC4,ENSG00000068024,3.7221576639006,normal_tissue,Hypertrophic scar tissue,3,1.0718191930361
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q09472,Writer,EP300,EP300,ENSG00000100393,5.85443128627159,normal_tissue,Hypertrophic scar tissue,3,0.787994505255155
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q13547,Writer-Eraser,HDAC1,HDAC1,ENSG00000116478,5.56703546568409,normal_tissue,Hypertrophic scar tissue,3,-0.407037755883314
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q56NI9,Writer,ESCO2,ESCO2,ENSG00000171320,1.75895435541788,normal_tissue,Hypertrophic scar tissue,3,-0.104760950102514
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q5JTZ9,Writer,AARS2,AARS2,ENSG00000124608,2.74849687509415,normal_tissue,Hypertrophic scar tissue,3,-0.794739038377688
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q5SQI0,Writer,ATAT1,ATAT1,ENSG00000137343,3.1331073253397,normal_tissue,Hypertrophic scar tissue,3,0.15996878282343
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q8IXJ6,Eraser,SIRT2,SIRT2,ENSG00000068903,3.58900691877812,normal_tissue,Hypertrophic scar tissue,3,-0.535520971193221
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q8N6T7,Eraser,SIRT6,SIRT6,ENSG00000077463,1.73295392079045,normal_tissue,Hypertrophic scar tissue,3,-1.51144898292022
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q8WUI4,Eraser,HDAC7,HDAC7,ENSG00000061273,3.41285409073539,normal_tissue,Hypertrophic scar tissue,3,-0.301094884348096
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q8WYB5,Writer,KAT6B,KAT6B,ENSG00000156650,4.14364196573603,normal_tissue,Hypertrophic scar tissue,3,1.36164071432838
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92769,Writer-Eraser,HDAC2,HDAC2,ENSG00000196591,4.77135053527165,normal_tissue,Hypertrophic scar tissue,3,0.336396975589525
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92785,Reader,DPF2,DPF2,ENSG00000133884,3.56668165677696,normal_tissue,Hypertrophic scar tissue,3,-0.402285313985249
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92793,Writer,CREBBP,CREBBP,ENSG00000005339,4.72134650362195,normal_tissue,Hypertrophic scar tissue,3,0.376295895442771
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92794,Writer,KAT6A,KAT6A,ENSG00000083168,5.16549013227305,normal_tissue,Hypertrophic scar tissue,3,1.2120832226055
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92830,Writer,GCN5 (KAT2A),KAT2A,ENSG00000108773,3.19893922131083,normal_tissue,Hypertrophic scar tissue,3,-0.943277946190457
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92831,Writer,KAT2B,KAT2B,ENSG00000114166,5.99586014639274,normal_tissue,Hypertrophic scar tissue,3,1.20279641745968
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q92993,Writer,KAT5,KAT5,ENSG00000172977,4.39246610703176,normal_tissue,Hypertrophic scar tissue,3,0.0870703970015624
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q969S8,Writer-Eraser,HDAC10,HDAC10,ENSG00000100429,1.42545023780789,normal_tissue,Hypertrophic scar tissue,3,-0.374552898679826
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q96DB2,Eraser,HDAC11,HDAC11,ENSG00000163517,3.79253759472431,normal_tissue,Hypertrophic scar tissue,3,0.526102868997343
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q96EB6,Eraser,SIRT1,SIRT1,ENSG00000096717,5.2858570925629,normal_tissue,Hypertrophic scar tissue,3,0.661976878716527
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q99497,Writer-Eraser,PARK7,PARK7,ENSG00000116288,6.99878843761629,normal_tissue,Hypertrophic scar tissue,3,-0.159784560457183
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9BWD1,Writer,ACAT2,ACAT2,ENSG00000120437,5.05110143723292,normal_tissue,Hypertrophic scar tissue,3,-0.383914891526022
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9BY41,Eraser,HDAC8,HDAC8,ENSG00000147099,2.06941600310949,normal_tissue,Hypertrophic scar tissue,3,0.603682435771309
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9BY41,Writer-Eraser,HDAC8,HDAC8,ENSG00000147099,2.06941600310949,normal_tissue,Hypertrophic scar tissue,3,0.603682435771309
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9H7Z6,Writer,KAT8,KAT8,ENSG00000103510,2.78914917301828,normal_tissue,Hypertrophic scar tissue,3,-1.05455107761151
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9H8E8,Writer,CSRP2BP,CSRP2BP,ENSG00000149474,3.58580464419328,normal_tissue,Hypertrophic scar tissue,3,0.00586521347499782
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9H8M2,Reader,BRD9,BRD9,ENSG00000028310,4.09467567251201,normal_tissue,Hypertrophic scar tissue,3,0.372575703020345
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9H9T3,Writer,ELP3,ELP3,ENSG00000134014,4.93202502959544,normal_tissue,Hypertrophic scar tissue,3,0.92393701272623
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9NRC8,Eraser,SIRT7,SIRT7,ENSG00000187531,2.72565324579244,normal_tissue,Hypertrophic scar tissue,3,-0.415935106482047
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9NTG7,Eraser,SIRT3,SIRT3,ENSG00000142082,2.80409105781349,normal_tissue,Hypertrophic scar tissue,3,-0.448166618133862
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9NXA8,Eraser,SIRT5,SIRT5,ENSG00000124523,2.64167454411477,normal_tissue,Hypertrophic scar tissue,3,0.330642093284252
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9UBN7,Writer-Eraser,HDAC6,HDAC6,ENSG00000094631,2.52533914702327,normal_tissue,Hypertrophic scar tissue,3,-0.519620327943105
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9UKN8,Writer,GTF3C4,GTF3C4,ENSG00000125484,5.06907255019131,normal_tissue,Hypertrophic scar tissue,3,0.424316709409971
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9UKV0,Eraser,HDAC9,HDAC9,ENSG00000048052,2.60849668430664,normal_tissue,Hypertrophic scar tissue,3,1.2077800670294
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9ULM3,Reader,YEATS2,YEATS2,ENSG00000163872,5.01928257742038,normal_tissue,Hypertrophic scar tissue,3,0.639645274496564
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9UPN9,Reader,TRIM33,TRIM33,ENSG00000197323,6.12152511744311,normal_tissue,Hypertrophic scar tissue,3,1.33636322704528
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9UQL6,Eraser,HDAC5,HDAC5,ENSG00000108840,3.21159762336958,normal_tissue,Hypertrophic scar tissue,3,-0.672392477361402
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9Y232,Reader,CDYL,CDYL,ENSG00000153046,5.63953844903233,normal_tissue,Hypertrophic scar tissue,3,0.899905987525906
PXD046800,hypertrophic scar,KLA31_03,GSE181540_HS_input,Q9Y6E7,Eraser,SIRT4,SIRT4,ENSG00000089163,-0.999999976756356,normal_tissue,Hypertrophic scar tissue,3,-1.88755263740092
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,O14929,Writer,HAT1,HAT1,ENSG00000128708,3.31330828748881,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.895323519906108
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,O15379,Writer-Eraser,HDAC3,HDAC3,ENSG00000171720,3.11505710383181,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.39616395646617
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,O60885,Reader,BRD4,BRD4,ENSG00000141867,1.79387096538074,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.14608420504028
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,O75607,Writer,NPM3,NPM3,ENSG00000107833,4.01666891699487,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.859989240351544
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,O95251,Writer,KAT7,KAT7,ENSG00000136504,1.60386480453658,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.48775113159547
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,P05783,Writer,KRT18,KRT18,ENSG00000111057,4.56979407568187,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.59042302340605
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,P41227,Writer,NAA10,NAA10,ENSG00000102030,2.33165407149782,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.48048462587769
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,P42568,Reader,MLLT3,MLLT3,ENSG00000171843,0.857726593450159,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.23185323784809
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,P49588,Writer,AARS1,AARS1,ENSG00000090861,3.70059042398351,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.51808146090316
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,P51532,Reader,SMARCA4,SMARCA4,ENSG00000127616,1.24071682771672,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.05434182226373
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,P56524,Eraser,HDAC4,HDAC4,ENSG00000068024,0.604946236167026,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.28354805792968
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q09472,Writer,EP300,EP300,ENSG00000100393,1.69404799632277,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.24312653232837
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q13547,Writer-Eraser,HDAC1,HDAC1,ENSG00000116478,2.8492110029644,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.97004305699782
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q56NI9,Writer,ESCO2,ESCO2,ENSG00000171320,1.8989495185028,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.0358794124238976
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q5JTZ9,Writer,AARS2,AARS2,ENSG00000124608,2.23618265109206,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.21010150890797
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q5SQI0,Writer,ATAT1,ATAT1,ENSG00000137343,0.730353708831131,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.50318826584386
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q8IXJ6,Eraser,SIRT2,SIRT2,ENSG00000068903,1.1431488217484,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.56062630550081
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q8N6T7,Eraser,SIRT6,SIRT6,ENSG00000077463,1.82181467417367,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.44348492477479
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q8WUI4,Eraser,HDAC7,HDAC7,ENSG00000061273,0.478164959038861,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.15085522191278
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q8WYB5,Writer,KAT6B,KAT6B,ENSG00000156650,-0.282594116589492,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.85462885352397
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92769,Writer-Eraser,HDAC2,HDAC2,ENSG00000196591,0.873950408855894,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.33021692508322
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92785,Reader,DPF2,DPF2,ENSG00000133884,1.34009225523357,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.31181719835193
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92793,Writer,CREBBP,CREBBP,ENSG00000005339,1.74235063870863,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.2731643276441
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92794,Writer,KAT6A,KAT6A,ENSG00000083168,1.5013038020958,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.39927480108457
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92830,Writer,GCN5 (KAT2A),KAT2A,ENSG00000108773,3.26566597365765,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.907606223868895
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92831,Writer,KAT2B,KAT2B,ENSG00000114166,-0.151517244137003,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.51422659220685
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q92993,Writer,KAT5,KAT5,ENSG00000172977,2.92428775305302,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.962899594641382
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q969S8,Writer-Eraser,HDAC10,HDAC10,ENSG00000100429,0.534042733315544,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.895511656192587
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q96DB2,Eraser,HDAC11,HDAC11,ENSG00000163517,1.00352235261748,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.49104022933502
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q96EB6,Eraser,SIRT1,SIRT1,ENSG00000096717,2.08153774309999,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.84349879499436
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q99497,Writer-Eraser,PARK7,PARK7,ENSG00000116288,2.91788977213957,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-3.02690777007659
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9BWD1,Writer,ACAT2,ACAT2,ENSG00000120437,5.1716009381007,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-0.296319620709423
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9BY41,Eraser,HDAC8,HDAC8,ENSG00000147099,-0.0906938911666866,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.3251669546966
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9BY41,Writer-Eraser,HDAC8,HDAC8,ENSG00000147099,-0.0906938911666866,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.3251669546966
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9H7Z6,Writer,KAT8,KAT8,ENSG00000103510,2.47519241117123,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.36209453109844
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9H8E8,Writer,CSRP2BP,CSRP2BP,ENSG00000149474,1.67970313364156,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.85644469465016
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9H8M2,Reader,BRD9,BRD9,ENSG00000028310,1.02804296362687,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-2.06571723165283
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9H9T3,Writer,ELP3,ELP3,ENSG00000134014,2.46760366099412,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.41970291101652
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9NRC8,Eraser,SIRT7,SIRT7,ENSG00000187531,1.57762737186688,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.24013730265406
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9NTG7,Eraser,SIRT3,SIRT3,ENSG00000142082,1.43394428507478,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.8878349474273
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9NXA8,Eraser,SIRT5,SIRT5,ENSG00000124523,0.998344014857184,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.38620474698557
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9UBN7,Writer-Eraser,HDAC6,HDAC6,ENSG00000094631,0.708582721727075,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.98440018799889
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9UKN8,Writer,GTF3C4,GTF3C4,ENSG00000125484,2.36973974206084,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.34860610543047
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9UKV0,Eraser,HDAC9,HDAC9,ENSG00000048052,-0.999999981718766,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.67748765642962
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9ULM3,Reader,YEATS2,YEATS2,ENSG00000163872,1.09554139430769,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.93508163937511
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9UPN9,Reader,TRIM33,TRIM33,ENSG00000197323,2.75370564130161,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.52279315554836
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9UQL6,Eraser,HDAC5,HDAC5,ENSG00000108840,1.9816982504214,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.61374023427411
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9Y232,Reader,CDYL,CDYL,ENSG00000153046,3.0148458554441,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,-1.34731505101854
PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,KLA31_18,HepG2_DMSO24h,Q9Y6E7,Eraser,SIRT4,SIRT4,ENSG00000089163,7.06307668316068,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",19,2.73707496951146
PXD050470,human hippocampus,KLA31_05,GTEx_v8_Hippocampus,O14929,Writer,HAT1,HAT1,ENSG00000128708,1.93603238395714,normal_tissue,Human hippocampus tissue,5,-1.86356747846999
PXD050470,human hippocampus,KLA31_05,GTEx_v8_Hippocampus,O15379,Writer-Eraser,HDAC3,HDAC3,ENSG00000171720,3.07345807600818,normal_tissue,Human hippocampus tissue,5,-1.43004641874635
PXD050470,human hippocampus,KLA31_05,GTEx_v8_Hippocampus,O60885,Reader,BRD4,BRD4,ENSG00000141867,2.89123565915262,normal_tissue,Human hippocampus tissue,5,-1.26897808753697
PXD050470,human hippocampus,KLA31_05,GTEx_v8_Hippocampus,O75607,Writer,NPM3,NPM3,ENSG00000107833,3.15955893729683,normal_tissue,Human hippocampus tissue,5,-1.31017351331071
PXD050470,human hippocampus,KLA31_05,GTEx_v8_Hippocampus,O95251,Writer,KAT7,KAT7,ENSG00000136504,2.06922716565366,normal_tissue,Human hippocampus tissue,5,-1.12911962127279
PXD050470,human hippocampus,KLA31_05,GTEx_v8_Hippocampus,P05783,Writer,KRT18,KRT18,ENSG00000111057,0.266295243841114,normal_tissue,Human hippocampus tissue,5,-1.80367216470322
