PXD,SampleGroup,GroupID,ReferenceKey,RegulatorBaseAccession,Role,DisplayName,GeneSymbol,EnsemblGeneID,QsmoothLog2TPM,Category,ReferenceLabelEn,RowOrder,QsmoothZScore
PXD028488,HCT116,KLA31_14,HCT116_control,O14929,Writer,HAT1,HAT1,ENSG00000128708,5.66604042827181,cancer_cells,HCT116 cells,15,0.758679629056872
PXD028488,HCT116,KLA31_14,HCT116_control,O15379,Writer-Eraser,HDAC3,HDAC3,ENSG00000171720,5.76024592891185,cancer_cells,HCT116 cells,15,0.758345782793443
PXD028488,HCT116,KLA31_14,HCT116_control,O60885,Reader,BRD4,BRD4,ENSG00000141867,4.3522673607379,cancer_cells,HCT116 cells,15,-0.101198724304499
PXD028488,HCT116,KLA31_14,HCT116_control,O75607,Writer,NPM3,NPM3,ENSG00000107833,8.89130395917116,cancer_cells,HCT116 cells,15,1.70034033739593
PXD028488,HCT116,KLA31_14,HCT116_control,O95251,Writer,KAT7,KAT7,ENSG00000136504,4.41867525395621,cancer_cells,HCT116 cells,15,0.681482581943876
PXD028488,HCT116,KLA31_14,HCT116_control,P05783,Writer,KRT18,KRT18,ENSG00000111057,9.46480764424408,cancer_cells,HCT116 cells,15,0.789586880339137
PXD028488,HCT116,KLA31_14,HCT116_control,P41227,Writer,NAA10,NAA10,ENSG00000102030,4.5266917312,cancer_cells,HCT116 cells,15,0.133981005676983
PXD028488,HCT116,KLA31_14,HCT116_control,P42568,Reader,MLLT3,MLLT3,ENSG00000171843,2.165679895619,cancer_cells,HCT116 cells,15,-0.277989572049363
PXD028488,HCT116,KLA31_14,HCT116_control,P49588,Writer,AARS1,AARS1,ENSG00000090861,7.56487129368853,cancer_cells,HCT116 cells,15,1.27388008016107
PXD028488,HCT116,KLA31_14,HCT116_control,P51532,Reader,SMARCA4,SMARCA4,ENSG00000127616,5.35061297561842,cancer_cells,HCT116 cells,15,0.381647624676468
PXD028488,HCT116,KLA31_14,HCT116_control,P56524,Eraser,HDAC4,HDAC4,ENSG00000068024,2.98997636433815,cancer_cells,HCT116 cells,15,0.518582463754369
PXD028488,HCT116,KLA31_14,HCT116_control,Q09472,Writer,EP300,EP300,ENSG00000100393,5.20198527904691,cancer_cells,HCT116 cells,15,0.312643394417857
PXD028488,HCT116,KLA31_14,HCT116_control,Q13547,Writer-Eraser,HDAC1,HDAC1,ENSG00000116478,8.01562151323772,cancer_cells,HCT116 cells,15,1.00113007285555
PXD028488,HCT116,KLA31_14,HCT116_control,Q56NI9,Writer,ESCO2,ESCO2,ENSG00000171320,4.28429558547559,cancer_cells,HCT116 cells,15,1.13777760091919
PXD028488,HCT116,KLA31_14,HCT116_control,Q5JTZ9,Writer,AARS2,AARS2,ENSG00000124608,3.87870024891525,cancer_cells,HCT116 cells,15,0.121581539030437
PXD028488,HCT116,KLA31_14,HCT116_control,Q5SQI0,Writer,ATAT1,ATAT1,ENSG00000137343,3.871244395347,cancer_cells,HCT116 cells,15,0.6708983523101
PXD028488,HCT116,KLA31_14,HCT116_control,Q8IXJ6,Eraser,SIRT2,SIRT2,ENSG00000068903,3.36487918263361,cancer_cells,HCT116 cells,15,-0.721092764824148
PXD028488,HCT116,KLA31_14,HCT116_control,Q8N6T7,Eraser,SIRT6,SIRT6,ENSG00000077463,5.3333339923619,cancer_cells,HCT116 cells,15,1.24225758846838
PXD028488,HCT116,KLA31_14,HCT116_control,Q8WUI4,Eraser,HDAC7,HDAC7,ENSG00000061273,4.05736410544867,cancer_cells,HCT116 cells,15,0.105145439202174
PXD028488,HCT116,KLA31_14,HCT116_control,Q8WYB5,Writer,KAT6B,KAT6B,ENSG00000156650,2.1049126768638,cancer_cells,HCT116 cells,15,-0.11977664501047
PXD028488,HCT116,KLA31_14,HCT116_control,Q92769,Writer-Eraser,HDAC2,HDAC2,ENSG00000196591,5.46637540404842,cancer_cells,HCT116 cells,15,0.811935261697662
PXD028488,HCT116,KLA31_14,HCT116_control,Q92785,Reader,DPF2,DPF2,ENSG00000133884,5.05211801439985,cancer_cells,HCT116 cells,15,0.871630786177746
PXD028488,HCT116,KLA31_14,HCT116_control,Q92793,Writer,CREBBP,CREBBP,ENSG00000005339,5.06849506036627,cancer_cells,HCT116 cells,15,0.685042981475686
PXD028488,HCT116,KLA31_14,HCT116_control,Q92794,Writer,KAT6A,KAT6A,ENSG00000083168,3.83125496021138,cancer_cells,HCT116 cells,15,0.261212986188186
PXD028488,HCT116,KLA31_14,HCT116_control,Q92830,Writer,GCN5 (KAT2A),KAT2A,ENSG00000108773,5.51763823888857,cancer_cells,HCT116 cells,15,0.296284666903732
PXD028488,HCT116,KLA31_14,HCT116_control,Q92831,Writer,KAT2B,KAT2B,ENSG00000114166,2.51043511468589,cancer_cells,HCT116 cells,15,-0.904672218072656
PXD028488,HCT116,KLA31_14,HCT116_control,Q92993,Writer,KAT5,KAT5,ENSG00000172977,4.35843130113112,cancer_cells,HCT116 cells,15,0.0627303535931978
PXD028488,HCT116,KLA31_14,HCT116_control,Q969S8,Writer-Eraser,HDAC10,HDAC10,ENSG00000100429,1.35139212021589,cancer_cells,HCT116 cells,15,-0.417834141803793
PXD028488,HCT116,KLA31_14,HCT116_control,Q96DB2,Eraser,HDAC11,HDAC11,ENSG00000163517,3.28650601182627,cancer_cells,HCT116 cells,15,0.160117735760883
PXD028488,HCT116,KLA31_14,HCT116_control,Q96EB6,Eraser,SIRT1,SIRT1,ENSG00000096717,5.18273211776117,cancer_cells,HCT116 cells,15,0.581342869574745
PXD028488,HCT116,KLA31_14,HCT116_control,Q99497,Writer-Eraser,PARK7,PARK7,ENSG00000116288,8.33795929888575,cancer_cells,HCT116 cells,15,0.781078757339301
PXD028488,HCT116,KLA31_14,HCT116_control,Q9BWD1,Writer,ACAT2,ACAT2,ENSG00000120437,5.4301040128966,cancer_cells,HCT116 cells,15,-0.108404760642769
PXD028488,HCT116,KLA31_14,HCT116_control,Q9BY41,Eraser,HDAC8,HDAC8,ENSG00000147099,0.789619556958112,cancer_cells,HCT116 cells,15,-0.539099513250437
PXD028488,HCT116,KLA31_14,HCT116_control,Q9BY41,Writer-Eraser,HDAC8,HDAC8,ENSG00000147099,0.789619556958112,cancer_cells,HCT116 cells,15,-0.539099513250437
PXD028488,HCT116,KLA31_14,HCT116_control,Q9H7Z6,Writer,KAT8,KAT8,ENSG00000103510,4.60489316007545,cancer_cells,HCT116 cells,15,0.724102050107185
PXD028488,HCT116,KLA31_14,HCT116_control,Q9H8E8,Writer,CSRP2BP,CSRP2BP,ENSG00000149474,3.13661340557124,cancer_cells,HCT116 cells,15,-0.433006110899906
PXD028488,HCT116,KLA31_14,HCT116_control,Q9H8M2,Reader,BRD9,BRD9,ENSG00000028310,4.4109966764245,cancer_cells,HCT116 cells,15,0.624083901799372
PXD028488,HCT116,KLA31_14,HCT116_control,Q9H9T3,Writer,ELP3,ELP3,ENSG00000134014,5.14831149150011,cancer_cells,HCT116 cells,15,1.12962326165392
PXD028488,HCT116,KLA31_14,HCT116_control,Q9NRC8,Eraser,SIRT7,SIRT7,ENSG00000187531,5.34913404118452,cancer_cells,HCT116 cells,15,1.46754041640277
PXD028488,HCT116,KLA31_14,HCT116_control,Q9NTG7,Eraser,SIRT3,SIRT3,ENSG00000142082,3.47645273418636,cancer_cells,HCT116 cells,15,0.258310841481525
PXD028488,HCT116,KLA31_14,HCT116_control,Q9NXA8,Eraser,SIRT5,SIRT5,ENSG00000124523,2.29091480743927,cancer_cells,HCT116 cells,15,-0.0358092899790198
PXD028488,HCT116,KLA31_14,HCT116_control,Q9UBN7,Writer-Eraser,HDAC6,HDAC6,ENSG00000094631,3.57211038870728,cancer_cells,HCT116 cells,15,0.324350504665536
PXD028488,HCT116,KLA31_14,HCT116_control,Q9UKN8,Writer,GTF3C4,GTF3C4,ENSG00000125484,5.35329492121771,cancer_cells,HCT116 cells,15,0.610994070779779
PXD028488,HCT116,KLA31_14,HCT116_control,Q9UKV0,Eraser,HDAC9,HDAC9,ENSG00000048052,1.24289754859755,cancer_cells,HCT116 cells,15,0.1158796236836
PXD028488,HCT116,KLA31_14,HCT116_control,Q9ULM3,Reader,YEATS2,YEATS2,ENSG00000163872,4.71573818467293,cancer_cells,HCT116 cells,15,0.440461923432185
PXD028488,HCT116,KLA31_14,HCT116_control,Q9UPN9,Reader,TRIM33,TRIM33,ENSG00000197323,5.18834183888221,cancer_cells,HCT116 cells,15,0.544124526031559
PXD028488,HCT116,KLA31_14,HCT116_control,Q9UQL6,Eraser,HDAC5,HDAC5,ENSG00000108840,4.57125759436658,cancer_cells,HCT116 cells,15,0.368272224169387
PXD028488,HCT116,KLA31_14,HCT116_control,Q9Y232,Reader,CDYL,CDYL,ENSG00000153046,5.29044901739444,cancer_cells,HCT116 cells,15,0.60102103733152
PXD028488,HCT116,KLA31_14,HCT116_control,Q9Y6E7,Eraser,SIRT4,SIRT4,ENSG00000089163,1.74702545078701,cancer_cells,HCT116 cells,15,-0.311979172713304
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,O14929,Writer,HAT1,HAT1,ENSG00000128708,6.55385106042195,normal_cells,HEK293T cells (control lysate),28,1.38282275007125
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,O15379,Writer-Eraser,HDAC3,HDAC3,ENSG00000171720,6.90277196662007,normal_cells,HEK293T cells (control lysate),28,1.6889347268646
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,O60885,Reader,BRD4,BRD4,ENSG00000141867,4.95834989063584,normal_cells,HEK293T cells (control lysate),28,0.383233386280494
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,O75607,Writer,NPM3,NPM3,ENSG00000107833,8.80068630107143,normal_cells,HEK293T cells (control lysate),28,1.65274475982109
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,O95251,Writer,KAT7,KAT7,ENSG00000136504,4.71987120708139,normal_cells,HEK293T cells (control lysate),28,0.913599247574228
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,P05783,Writer,KRT18,KRT18,ENSG00000111057,6.2312290688992,normal_cells,HEK293T cells (control lysate),28,-0.122028663930927
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,P41227,Writer,NAA10,NAA10,ENSG00000102030,6.86304396180853,normal_cells,HEK293T cells (control lysate),28,1.85238449768602
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,P42568,Reader,MLLT3,MLLT3,ENSG00000171843,4.50725281239714,normal_cells,HEK293T cells (control lysate),28,1.42967179661676
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,P49588,Writer,AARS1,AARS1,ENSG00000090861,6.73835620504137,normal_cells,HEK293T cells (control lysate),28,0.676718947619398
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,P51532,Reader,SMARCA4,SMARCA4,ENSG00000127616,6.37607074817004,normal_cells,HEK293T cells (control lysate),28,0.989449919995755
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,P56524,Eraser,HDAC4,HDAC4,ENSG00000068024,1.85403844110814,normal_cells,HEK293T cells (control lysate),28,-0.339733067781892
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q09472,Writer,EP300,EP300,ENSG00000100393,5.41616002314595,normal_cells,HEK293T cells (control lysate),28,0.468684202995774
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q13547,Writer-Eraser,HDAC1,HDAC1,ENSG00000116478,8.51755979324211,normal_cells,HEK293T cells (control lysate),28,1.28979190633323
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q56NI9,Writer,ESCO2,ESCO2,ENSG00000171320,3.49331143221875,normal_cells,HEK293T cells (control lysate),28,0.748591263654812
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q5JTZ9,Writer,AARS2,AARS2,ENSG00000124608,5.74024386556681,normal_cells,HEK293T cells (control lysate),28,1.63084151930596
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q5SQI0,Writer,ATAT1,ATAT1,ENSG00000137343,4.06468015239202,normal_cells,HEK293T cells (control lysate),28,0.804792248289831
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q8IXJ6,Eraser,SIRT2,SIRT2,ENSG00000068903,4.84439778961297,normal_cells,HEK293T cells (control lysate),28,0.503909219894358
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q8N6T7,Eraser,SIRT6,SIRT6,ENSG00000077463,4.67734193809164,normal_cells,HEK293T cells (control lysate),28,0.740530105615641
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q8WUI4,Eraser,HDAC7,HDAC7,ENSG00000061273,3.62031719972579,normal_cells,HEK293T cells (control lysate),28,-0.170329064427519
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q8WYB5,Writer,KAT6B,KAT6B,ENSG00000156650,2.57467211228305,normal_cells,HEK293T cells (control lysate),28,0.221568224139987
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92769,Writer-Eraser,HDAC2,HDAC2,ENSG00000196591,6.60793214959469,normal_cells,HEK293T cells (control lysate),28,1.59299211686843
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92785,Reader,DPF2,DPF2,ENSG00000133884,5.2793340812885,normal_cells,HEK293T cells (control lysate),28,1.06649218454043
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92793,Writer,CREBBP,CREBBP,ENSG00000005339,4.42189420711319,normal_cells,HEK293T cells (control lysate),28,0.109968923439719
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92794,Writer,KAT6A,KAT6A,ENSG00000083168,3.65141320889044,normal_cells,HEK293T cells (control lysate),28,0.133045049847543
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92830,Writer,GCN5 (KAT2A),KAT2A,ENSG00000108773,6.88881454930253,normal_cells,HEK293T cells (control lysate),28,1.02930731342434
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92831,Writer,KAT2B,KAT2B,ENSG00000114166,3.74164864017267,normal_cells,HEK293T cells (control lysate),28,-0.160216702604029
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q92993,Writer,KAT5,KAT5,ENSG00000172977,5.29638424450935,normal_cells,HEK293T cells (control lysate),28,0.733508833231902
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q969S8,Writer-Eraser,HDAC10,HDAC10,ENSG00000100429,3.99019999900261,normal_cells,HEK293T cells (control lysate),28,1.12434501522553
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q96DB2,Eraser,HDAC11,HDAC11,ENSG00000163517,3.27260612442816,normal_cells,HEK293T cells (control lysate),28,0.150064702880534
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q96EB6,Eraser,SIRT1,SIRT1,ENSG00000096717,5.83682801712963,normal_cells,HEK293T cells (control lysate),28,1.09278420403987
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q99497,Writer-Eraser,PARK7,PARK7,ENSG00000116288,8.53558845259214,normal_cells,HEK293T cells (control lysate),28,0.919927373768457
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9BWD1,Writer,ACAT2,ACAT2,ENSG00000120437,7.33966002204464,normal_cells,HEK293T cells (control lysate),28,1.27971780049816
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9BY41,Eraser,HDAC8,HDAC8,ENSG00000147099,3.31555915918143,normal_cells,HEK293T cells (control lysate),28,1.71641400252826
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9BY41,Writer-Eraser,HDAC8,HDAC8,ENSG00000147099,3.31555915918143,normal_cells,HEK293T cells (control lysate),28,1.71641400252826
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9H7Z6,Writer,KAT8,KAT8,ENSG00000103510,4.74774889920619,normal_cells,HEK293T cells (control lysate),28,0.864039623371172
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9H8E8,Writer,CSRP2BP,CSRP2BP,ENSG00000149474,4.67370976280893,normal_cells,HEK293T cells (control lysate),28,1.06877632827264
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9H8M2,Reader,BRD9,BRD9,ENSG00000028310,3.99316090253467,normal_cells,HEK293T cells (control lysate),28,0.291860870205982
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9H9T3,Writer,ELP3,ELP3,ENSG00000134014,4.62859557625919,normal_cells,HEK293T cells (control lysate),28,0.635378655807796
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9NRC8,Eraser,SIRT7,SIRT7,ENSG00000187531,3.84193889334259,normal_cells,HEK293T cells (control lysate),28,0.385479829507265
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9NTG7,Eraser,SIRT3,SIRT3,ENSG00000142082,4.20709125215806,normal_cells,HEK293T cells (control lysate),28,1.02602212279427
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9NXA8,Eraser,SIRT5,SIRT5,ENSG00000124523,2.7492357319593,normal_cells,HEK293T cells (control lysate),28,0.443015156523074
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9UBN7,Writer-Eraser,HDAC6,HDAC6,ENSG00000094631,4.11537992198958,normal_cells,HEK293T cells (control lysate),28,0.762367544183688
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9UKN8,Writer,GTF3C4,GTF3C4,ENSG00000125484,5.71032966400491,normal_cells,HEK293T cells (control lysate),28,0.845494625610037
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9UKV0,Eraser,HDAC9,HDAC9,ENSG00000048052,-0.21011779675055,normal_cells,HEK293T cells (control lysate),28,-1.04591673242644
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9ULM3,Reader,YEATS2,YEATS2,ENSG00000163872,4.55203052057867,normal_cells,HEK293T cells (control lysate),28,0.333038291474846
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9UPN9,Reader,TRIM33,TRIM33,ENSG00000197323,4.98346051787483,normal_cells,HEK293T cells (control lysate),28,0.370187727820629
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9UQL6,Eraser,HDAC5,HDAC5,ENSG00000108840,5.05236574718283,normal_cells,HEK293T cells (control lysate),28,0.736505667040713
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9Y232,Reader,CDYL,CDYL,ENSG00000153046,5.30874053245488,normal_cells,HEK293T cells (control lysate),28,0.616681948468729
PXD028488,HEK293T,KLA31_25,GSE203529_HEK293T_WT,Q9Y6E7,Eraser,SIRT4,SIRT4,ENSG00000089163,2.78754533203798,normal_cells,HEK293T cells (control lysate),28,0.284817456084212
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,O14929,Writer,HAT1,HAT1,ENSG00000128708,4.90461558932777,cancer_cells,TALL-104 cells (sodium lactate),18,0.223387464053789
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,O15379,Writer-Eraser,HDAC3,HDAC3,ENSG00000171720,5.70854476315201,cancer_cells,TALL-104 cells (sodium lactate),18,0.716235116021939
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,O60885,Reader,BRD4,BRD4,ENSG00000141867,5.24207697763496,cancer_cells,TALL-104 cells (sodium lactate),18,0.610011926833809
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,O75607,Writer,NPM3,NPM3,ENSG00000107833,5.04516883891456,cancer_cells,TALL-104 cells (sodium lactate),18,-0.319784948539309
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,O95251,Writer,KAT7,KAT7,ENSG00000136504,5.85236673540202,cancer_cells,TALL-104 cells (sodium lactate),18,1.78635694284717
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,P05783,Writer,KRT18,KRT18,ENSG00000111057,1.67153992568956,cancer_cells,TALL-104 cells (sodium lactate),18,-1.40750337967864
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,P41227,Writer,NAA10,NAA10,ENSG00000102030,4.42044321410012,cancer_cells,TALL-104 cells (sodium lactate),18,0.0558344743392573
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,P42568,Reader,MLLT3,MLLT3,ENSG00000171843,3.3191722626381,cancer_cells,TALL-104 cells (sodium lactate),18,0.563228884183917
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,P49588,Writer,AARS1,AARS1,ENSG00000090861,7.4462139919294,cancer_cells,TALL-104 cells (sodium lactate),18,1.18814960811512
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,P51532,Reader,SMARCA4,SMARCA4,ENSG00000127616,5.80061377080526,cancer_cells,TALL-104 cells (sodium lactate),18,0.648369008560949
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,P56524,Eraser,HDAC4,HDAC4,ENSG00000068024,4.62319123138021,cancer_cells,TALL-104 cells (sodium lactate),18,1.75264082033437
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q09472,Writer,EP300,EP300,ENSG00000100393,6.99715080613183,cancer_cells,TALL-104 cells (sodium lactate),18,1.62054307958335
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q13547,Writer-Eraser,HDAC1,HDAC1,ENSG00000116478,7.93648601397392,cancer_cells,TALL-104 cells (sodium lactate),18,0.955619699925908
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q56NI9,Writer,ESCO2,ESCO2,ENSG00000171320,1.77152280364378,cancer_cells,TALL-104 cells (sodium lactate),18,-0.0985769218764181
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q5JTZ9,Writer,AARS2,AARS2,ENSG00000124608,5.04011588640494,cancer_cells,TALL-104 cells (sodium lactate),18,1.06320768544454
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q5SQI0,Writer,ATAT1,ATAT1,ENSG00000137343,3.83781007230921,cancer_cells,TALL-104 cells (sodium lactate),18,0.647755517503541
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q8IXJ6,Eraser,SIRT2,SIRT2,ENSG00000068903,5.48914738727281,cancer_cells,TALL-104 cells (sodium lactate),18,1.03774470736571
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q8N6T7,Eraser,SIRT6,SIRT6,ENSG00000077463,4.62625411649576,cancer_cells,TALL-104 cells (sodium lactate),18,0.701456211401717
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q8WUI4,Eraser,HDAC7,HDAC7,ENSG00000061273,5.95512973298784,cancer_cells,TALL-104 cells (sodium lactate),18,1.30132378392047
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q8WYB5,Writer,KAT6B,KAT6B,ENSG00000156650,5.44396044232375,cancer_cells,TALL-104 cells (sodium lactate),18,2.30650101255448
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92769,Writer-Eraser,HDAC2,HDAC2,ENSG00000196591,4.95951600455471,cancer_cells,TALL-104 cells (sodium lactate),18,0.465140404475865
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92785,Reader,DPF2,DPF2,ENSG00000133884,5.27410615817077,cancer_cells,TALL-104 cells (sodium lactate),18,1.06200869698075
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92793,Writer,CREBBP,CREBBP,ENSG00000005339,6.31829483063231,cancer_cells,TALL-104 cells (sodium lactate),18,1.79659027066245
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92794,Writer,KAT6A,KAT6A,ENSG00000083168,6.52924358860502,cancer_cells,TALL-104 cells (sodium lactate),18,2.18399027361928
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92830,Writer,GCN5 (KAT2A),KAT2A,ENSG00000108773,5.90245142751785,cancer_cells,TALL-104 cells (sodium lactate),18,0.502003493726164
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92831,Writer,KAT2B,KAT2B,ENSG00000114166,8.12746579442074,cancer_cells,TALL-104 cells (sodium lactate),18,2.49167568058434
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q92993,Writer,KAT5,KAT5,ENSG00000172977,6.12788392643499,cancer_cells,TALL-104 cells (sodium lactate),18,1.32815710039687
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q969S8,Writer-Eraser,HDAC10,HDAC10,ENSG00000100429,2.9839178270669,cancer_cells,TALL-104 cells (sodium lactate),18,0.536250897376003
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q96DB2,Eraser,HDAC11,HDAC11,ENSG00000163517,1.39097007684817,cancer_cells,TALL-104 cells (sodium lactate),18,-1.21082035419869
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q96EB6,Eraser,SIRT1,SIRT1,ENSG00000096717,5.27065400335111,cancer_cells,TALL-104 cells (sodium lactate),18,0.650089496083526
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q99497,Writer-Eraser,PARK7,PARK7,ENSG00000116288,7.31786653626769,cancer_cells,TALL-104 cells (sodium lactate),18,0.0643906267543789
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9BWD1,Writer,ACAT2,ACAT2,ENSG00000120437,5.1034912190999,cancer_cells,TALL-104 cells (sodium lactate),18,-0.345830940160147
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9BY41,Eraser,HDAC8,HDAC8,ENSG00000147099,3.74580478657739,cancer_cells,TALL-104 cells (sodium lactate),18,2.10059770464137
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9BY41,Writer-Eraser,HDAC8,HDAC8,ENSG00000147099,3.74580478657739,cancer_cells,TALL-104 cells (sodium lactate),18,2.10059770464137
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9H7Z6,Writer,KAT8,KAT8,ENSG00000103510,5.28446879448,cancer_cells,TALL-104 cells (sodium lactate),18,1.38979574716527
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9H8E8,Writer,CSRP2BP,CSRP2BP,ENSG00000149474,4.67216051399614,cancer_cells,TALL-104 cells (sodium lactate),18,1.0672626725737
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9H8M2,Reader,BRD9,BRD9,ENSG00000028310,5.02684503051162,cancer_cells,TALL-104 cells (sodium lactate),18,1.11374759261242
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9H9T3,Writer,ELP3,ELP3,ENSG00000134014,5.43687659071183,cancer_cells,TALL-104 cells (sodium lactate),18,1.40404576736982
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9NRC8,Eraser,SIRT7,SIRT7,ENSG00000187531,5.45796967795784,cancer_cells,TALL-104 cells (sodium lactate),18,1.54567678326323
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9NTG7,Eraser,SIRT3,SIRT3,ENSG00000142082,4.6191330360619,cancer_cells,TALL-104 cells (sodium lactate),18,1.45897099983042
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9NXA8,Eraser,SIRT5,SIRT5,ENSG00000124523,4.26394245337027,cancer_cells,TALL-104 cells (sodium lactate),18,2.02548405264024
PXD028488,TALL-104,KLA31_17,GSE163787_TALL104,Q9UBN7,Writer-Eraser,HDAC6,HDAC6,ENSG00000094631,5.3787193034442,cancer_cells,TALL-104 cells (sodium lactate),18,1.7809488226665
