UniProt,Term,AnnotationID,Qualifier,AnnotatedGO,Evidence,ECO,Reference,Taxon,AssignedBy,AnnotationDate,SourceSymbol,ExcludedNOT,DirectAnnotation,Ensembl,Entrez,Symbol,Experimental,CommonMatrix
B7Z9E5,GO:0006096,UniProtKB:B7Z9E5!266203698,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,B7Z9E5,FALSE,TRUE,,,,FALSE,FALSE
B7Z9S6,GO:0006099,UniProtKB:B7Z9S6!415560733,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,B7Z9S6,FALSE,TRUE,,,,FALSE,FALSE
B7ZAF6,GO:0006099,UniProtKB:B7ZAF6!27183076,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLA2,FALSE,TRUE,,,,FALSE,FALSE
B7ZW15,GO:0006096,UniProtKB:B7ZW15!266204458,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,B7ZW15,FALSE,TRUE,,,,FALSE,FALSE
C9J8F3,GO:0006096,UniProtKB:C9J8F3!266374802,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE,ENSG00000109107,,ALDOC,FALSE,TRUE
C9JH23,GO:0006096,UniProtKB:C9JH23!206585667,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,BPGM,FALSE,TRUE,ENSG00000172331,,BPGM,FALSE,TRUE
C9JQD1,GO:0006096,UniProtKB:C9JQD1!296242039,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GCK,FALSE,TRUE,ENSG00000106633,,GCK,FALSE,TRUE
ComplexPortal:CPX-1992,GO:0006094,ComplexPortal:CPX-1992!477961304,involved_in,GO:0006094,NAS,ECO:0005547,PMID:12379646,9606,ComplexPortal,20250326,pfkfb1-pfkb1_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1992,GO:0006096,ComplexPortal:CPX-1992!477961305,involved_in,GO:0006096,NAS,ECO:0005547,PMID:12379646,9606,ComplexPortal,20250326,pfkfb1-pfkb1_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1994,GO:0006094,ComplexPortal:CPX-1994!477961324,involved_in,GO:0006094,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,pfkfb2-pfkb2_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1994,GO:0006096,ComplexPortal:CPX-1994!477961325,involved_in,GO:0006096,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,pfkfb2-pfkb2_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1995,GO:0006094,ComplexPortal:CPX-1995!477961329,involved_in,GO:0006094,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,pfkfb3-pfkb3_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1995,GO:0006096,ComplexPortal:CPX-1995!477961330,involved_in,GO:0006096,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,pfkfb3-pfkb3_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1996,GO:0006094,ComplexPortal:CPX-1996!477961331,involved_in,GO:0006094,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,pfkfb4-pfkb4_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1996,GO:0006096,ComplexPortal:CPX-1996!477961332,involved_in,GO:0006096,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,pfkfb4-pfkb4_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-1997,GO:0006096,ComplexPortal:CPX-1997!477961333,enables,GO:0003872,NAS,ECO:0005547,PMID:24817713,9606,ComplexPortal,20250327,pfkm-pfkm_human,FALSE,FALSE,,,,FALSE,FALSE
ComplexPortal:CPX-1997,GO:0006096,ComplexPortal:CPX-1997!477961334,involved_in,GO:0006096,NAS,ECO:0005547,PMID:24817713,9606,ComplexPortal,20250327,pfkm-pfkm_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-3094,GO:0006096,ComplexPortal:CPX-3094!477965879,enables,GO:0004743,IDA,ECO:0000314,PMID:23270483,9606,ComplexPortal,20240823,pkl_human,FALSE,FALSE,,,,TRUE,FALSE
ComplexPortal:CPX-3094,GO:0006096,ComplexPortal:CPX-3094!477965880,involved_in,GO:0006096,NAS,ECO:0005547,PMID:23270483,9606,ComplexPortal,20240823,pkl_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-553,GO:0006099,ComplexPortal:CPX-553!477969497,involved_in,GO:0006099,IDA,ECO:0000314,PMID:14555658,9606,ComplexPortal,20241013,isocit_dh_human,FALSE,TRUE,,,,TRUE,FALSE
ComplexPortal:CPX-561,GO:0006099,ComplexPortal:CPX-561!477969576,involved_in,GO:0006099,NAS,ECO:0005547,PMID:30030361,9606,ComplexPortal,20260108,succinate_dh_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-6175,GO:0006099,ComplexPortal:CPX-6175!477970833,involved_in,GO:0006099,NAS,ECO:0005547,PMID:32627745,9606,ComplexPortal,20251105,scs_gtp_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-6176,GO:0006099,ComplexPortal:CPX-6176!477970838,involved_in,GO:0006099,NAS,ECO:0005547,PMID:32627745,9606,ComplexPortal,20240823,scs_atp_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-6573,GO:0006089,ComplexPortal:CPX-6573!477971665,involved_in,GO:0006089,IDA,ECO:0000314,PMID:24816116,9606,ComplexPortal,20250326,ldha4_human,FALSE,TRUE,,,,TRUE,FALSE
ComplexPortal:CPX-6599,GO:0006089,ComplexPortal:CPX-6599!477971725,involved_in,GO:0006089,IDA,ECO:0000314,PMID:15117937,9606,ComplexPortal,20250326,ldhb4_human,FALSE,TRUE,,,,TRUE,FALSE
ComplexPortal:CPX-6602,GO:0006089,ComplexPortal:CPX-6602!477971743,involved_in,GO:0006089,NAS,ECO:0005547,PMID:33505966,9606,ComplexPortal,20250326,ldhc4_human,FALSE,TRUE,,,,FALSE,FALSE
ComplexPortal:CPX-6622,GO:0006089,ComplexPortal:CPX-6622!477971761,involved_in,GO:0006089,IDA,ECO:0000314,PMID:18351441,9606,ComplexPortal,20250326,ldhal6b_human,FALSE,TRUE,,,,TRUE,FALSE
ComplexPortal:CPX-9061,GO:0006099,ComplexPortal:CPX-9061!477975192,involved_in,GO:0006099,NAS,ECO:0005547,PMID:36854377,9606,ComplexPortal,20260108,ogdh_human,FALSE,TRUE,,,,FALSE,FALSE
D6RBX6,GO:0006099,UniProtKB:D6RBX6!176817526,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,SDHC,FALSE,TRUE,ENSG00000143252,,SDHC,FALSE,TRUE
D6RFM5,GO:0006099,UniProtKB:D6RFM5!475573300,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SDHA,FALSE,TRUE,ENSG00000073578,6389,SDHA,FALSE,TRUE
E2DRY6,GO:0006096,UniProtKB:E2DRY6!386040588,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,E2DRY6,FALSE,TRUE,ENSG00000074800,2023,ENO1,FALSE,TRUE
E5KS55,GO:0006099,UniProtKB:E5KS55!87345266,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLA2,FALSE,TRUE,,,,FALSE,FALSE
E5KS60,GO:0006099,UniProtKB:E5KS60!57487572,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLA2,FALSE,TRUE,ENSG00000136143,8803,SUCLA2,FALSE,TRUE
E5RG95,GO:0006096,UniProtKB:E5RG95!27604313,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO3,FALSE,TRUE,ENSG00000108515,,ENO3,FALSE,TRUE
E5RGZ4,GO:0006096,UniProtKB:E5RGZ4!356225552,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO3,FALSE,TRUE,ENSG00000108515,,ENO3,FALSE,TRUE
E5RI09,GO:0006096,UniProtKB:E5RI09!147118510,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO3,FALSE,TRUE,ENSG00000108515,,ENO3,FALSE,TRUE
E7EQB8,GO:0006099,UniProtKB:E7EQB8!266643403,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,IDH3G,FALSE,TRUE,ENSG00000067829,,IDH3G,FALSE,TRUE
E9PB90,GO:0006096,UniProtKB:E9PB90!416025262,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,HK2,FALSE,TRUE,ENSG00000159399,3099,HK2,FALSE,TRUE
E9PDQ8,GO:0006099,UniProtKB:E9PDQ8!386135280,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLG2,FALSE,TRUE,ENSG00000172340,,SUCLG2,FALSE,TRUE
E9PF84,GO:0006099,UniProtKB:E9PF84!27651097,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,IDH3G,FALSE,TRUE,ENSG00000067829,,IDH3G,FALSE,TRUE
F5H0C8,GO:0006096,UniProtKB:F5H0C8!326497385,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO2,FALSE,TRUE,ENSG00000111674,,ENO2,FALSE,TRUE
F5H1C3,GO:0006096,UniProtKB:F5H1C3!475854446,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO2,FALSE,TRUE,ENSG00000111674,,ENO2,FALSE,TRUE
F6VWJ1,GO:0006099,UniProtKB:F6VWJ1!416154752,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,CS,FALSE,TRUE,ENSG00000062485,,CS,FALSE,TRUE
F8VP00,GO:0006096,UniProtKB:F8VP00!87581934,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VP00,GO:0006096,UniProtKB:F8VP00!87581936,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VSF7,GO:0006096,UniProtKB:F8VSF7!57726062,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VSF7,GO:0006096,UniProtKB:F8VSF7!57726064,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VTQ3,GO:0006096,UniProtKB:F8VTQ3!356454968,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,FALSE,ENSG00000152556,5213,PFKM,FALSE,TRUE
F8VTQ3,GO:0006096,UniProtKB:F8VTQ3!356454971,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,5213,PFKM,FALSE,TRUE
F8VUB8,GO:0006096,UniProtKB:F8VUB8!177192121,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VUB8,GO:0006096,UniProtKB:F8VUB8!177192123,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VVE3,GO:0006096,UniProtKB:F8VVE3!446096883,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VVE3,GO:0006096,UniProtKB:F8VVE3!446096885,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VW30,GO:0006096,UniProtKB:F8VW30!27839992,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VW30,GO:0006096,UniProtKB:F8VW30!27839994,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VX13,GO:0006096,UniProtKB:F8VX13!27840005,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VX13,GO:0006096,UniProtKB:F8VX13!27840007,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VYK8,GO:0006096,UniProtKB:F8VYK8!87582212,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VYK8,GO:0006096,UniProtKB:F8VYK8!87582214,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VZI0,GO:0006096,UniProtKB:F8VZI0!296727004,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VZI0,GO:0006096,UniProtKB:F8VZI0!296727006,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VZQ1,GO:0006096,UniProtKB:F8VZQ1!117473969,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
F8VZQ1,GO:0006096,UniProtKB:F8VZQ1!117473971,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
F8W0N3,GO:0015727,UniProtKB:F8W0N3!296727025,enables,GO:0015129,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,SLC16A7,FALSE,FALSE,ENSG00000118596,,SLC16A7,FALSE,TRUE
F8W0N3,GO:0015727,UniProtKB:F8W0N3!296727030,involved_in,GO:0035873,IEA,ECO:0000366,GO_REF:0000108,9606,GOC,20260727,SLC16A7,FALSE,FALSE,ENSG00000118596,,SLC16A7,FALSE,TRUE
F8W6W2,GO:0006096,UniProtKB:F8W6W2!446097080,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,FALSE,ENSG00000143627,,PKLR,FALSE,TRUE
F8W6W2,GO:0006096,UniProtKB:F8W6W2!446097082,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,TRUE,ENSG00000143627,,PKLR,FALSE,TRUE
G3XAL0,GO:0006099,UniProtKB:G3XAL0!267018621,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,MDH2,FALSE,TRUE,ENSG00000146701,4191,MDH2,FALSE,TRUE
G5E9Q7,GO:0006099,UniProtKB:G5E9Q7!57908325,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,IDH3G,FALSE,TRUE,ENSG00000067829,,IDH3G,FALSE,TRUE
H0Y3Y3,GO:0006096,UniProtKB:H0Y3Y3!297004946,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKP,FALSE,FALSE,ENSG00000067057,,PFKP,FALSE,TRUE
H0Y3Y3,GO:0006096,UniProtKB:H0Y3Y3!297004948,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE,ENSG00000067057,,PFKP,FALSE,TRUE
H0Y757,GO:0006096,UniProtKB:H0Y757!177468949,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKP,FALSE,FALSE,ENSG00000067057,,PFKP,FALSE,TRUE
H0Y757,GO:0006096,UniProtKB:H0Y757!177468950,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE,ENSG00000067057,,PFKP,FALSE,TRUE
H0Y852,GO:0006099,UniProtKB:H0Y852!28115523,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLG2,FALSE,TRUE,ENSG00000172340,,SUCLG2,FALSE,TRUE
H0Y9N6,GO:0006096,UniProtKB:H0Y9N6!117751302,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,HK3,FALSE,TRUE,ENSG00000160883,,HK3,FALSE,TRUE
H0YHB8,GO:0006096,UniProtKB:H0YHB8!297005387,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,ENSG00000152556,,PFKM,FALSE,TRUE
H0YHB8,GO:0006096,UniProtKB:H0YHB8!297005388,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,TRUE,ENSG00000152556,,PFKM,FALSE,TRUE
H0YM31,GO:0006094,UniProtKB:H0YM31!117751777,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000100889,,PCK2,FALSE,TRUE
H0YM31,GO:0006094,UniProtKB:H0YM31!117751777,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000285241,,PCK2,FALSE,FALSE
H0YMA5,GO:0006094,UniProtKB:H0YMA5!147630709,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000100889,,PCK2,FALSE,TRUE
H0YMA5,GO:0006094,UniProtKB:H0YMA5!147630709,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000285241,,PCK2,FALSE,FALSE
H0YML5,GO:0006094,UniProtKB:H0YML5!28116052,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000100889,,PCK2,FALSE,TRUE
H0YML5,GO:0006094,UniProtKB:H0YML5!28116052,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000285241,,PCK2,FALSE,FALSE
H0YMU6,GO:0006094,UniProtKB:H0YMU6!386602450,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000100889,,PCK2,FALSE,TRUE
H0YMU6,GO:0006094,UniProtKB:H0YMU6!386602450,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000285241,,PCK2,FALSE,FALSE
H0YMY3,GO:0006094,UniProtKB:H0YMY3!297005608,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000100889,,PCK2,FALSE,TRUE
H0YMY3,GO:0006094,UniProtKB:H0YMY3!297005608,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000285241,,PCK2,FALSE,FALSE
H0YNG4,GO:0006094,UniProtKB:H0YNG4!87862058,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000100889,,PCK2,FALSE,TRUE
H0YNG4,GO:0006094,UniProtKB:H0YNG4!87862058,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,ENSG00000285241,,PCK2,FALSE,FALSE
H3BMQ8,GO:0006096,UniProtKB:H3BMQ8!207411048,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BPS8,GO:0006096,UniProtKB:H3BPS8!326932070,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BQ34,GO:0006096,UniProtKB:H3BQ34!87926008,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,,PKM,FALSE,TRUE
H3BQ34,GO:0006096,UniProtKB:H3BQ34!87926010,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,,PKM,FALSE,TRUE
H3BQN4,GO:0006094,UniProtKB:H3BQN4!117817519,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BQN4,GO:0006096,UniProtKB:H3BQN4!117817520,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BR04,GO:0006096,UniProtKB:H3BR04!147695219,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BR68,GO:0006096,UniProtKB:H3BR68!207411183,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BRS6,GO:0006096,UniProtKB:H3BRS6!326932129,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000104,9606,UniProt,20260727,ADPGK,FALSE,TRUE,ENSG00000159322,,ADPGK,FALSE,TRUE
H3BT25,GO:0006096,UniProtKB:H3BT25!356798379,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,,PKM,FALSE,TRUE
H3BT25,GO:0006096,UniProtKB:H3BT25!356798381,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,,PKM,FALSE,TRUE
H3BTJ2,GO:0006096,UniProtKB:H3BTJ2!87926105,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,,PKM,FALSE,TRUE
H3BTJ2,GO:0006096,UniProtKB:H3BTJ2!87926107,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,,PKM,FALSE,TRUE
H3BTN5,GO:0006096,UniProtKB:H3BTN5!207411255,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,,PKM,FALSE,TRUE
H3BTN5,GO:0006096,UniProtKB:H3BTN5!207411257,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,,PKM,FALSE,TRUE
H3BU13,GO:0006096,UniProtKB:H3BU13!147695348,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,,PKM,FALSE,TRUE
H3BU13,GO:0006096,UniProtKB:H3BU13!147695350,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,,PKM,FALSE,TRUE
H3BU35,GO:0006096,UniProtKB:H3BU35!147695357,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000104,9606,UniProt,20260727,ADPGK,FALSE,TRUE,ENSG00000159322,,ADPGK,FALSE,TRUE
H3BU78,GO:0006096,UniProtKB:H3BU78!267201516,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BUH7,GO:0006096,UniProtKB:H3BUH7!386666436,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
H3BUW1,GO:0006096,UniProtKB:H3BUW1!28179826,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,,PKM,FALSE,TRUE
H3BUW1,GO:0006096,UniProtKB:H3BUW1!28179828,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,,PKM,FALSE,TRUE
H7BXV0,GO:0006096,UniProtKB:H7BXV0!237334472,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000104,9606,UniProt,20260727,GCK,FALSE,TRUE,ENSG00000106633,2645,GCK,FALSE,TRUE
J3KPS3,GO:0006094,UniProtKB:J3KPS3!88112927,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
J3KPS3,GO:0006096,UniProtKB:J3KPS3!88112928,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE,ENSG00000149925,,ALDOA,FALSE,TRUE
J3KSV6,GO:0006096,UniProtKB:J3KSV6!147881902,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE,ENSG00000109107,,ALDOC,FALSE,TRUE
J3KTM6,GO:0015727,UniProtKB:J3KTM6!446625992,enables,GO:0015129,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,SLC16A3,FALSE,FALSE,ENSG00000141526,,SLC16A3,FALSE,TRUE
J3KTM6,GO:0015727,UniProtKB:J3KTM6!446625994,involved_in,GO:0035873,IEA,ECO:0000366,GO_REF:0000108,9606,GOC,20260727,SLC16A3,FALSE,FALSE,ENSG00000141526,,SLC16A3,FALSE,TRUE
