UniProt,Term,AnnotationID,Qualifier,AnnotatedGO,Evidence,ECO,Reference,Taxon,AssignedBy,AnnotationDate,SourceSymbol,ExcludedNOT,DirectAnnotation,Ensembl,Entrez,Symbol,Experimental,CommonMatrix
A0A024QZ64,GO:0006094,UniProtKB:A0A024QZ64!54991,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A024QZ64,FALSE,TRUE,ENSG00000109107,230,ALDOC,FALSE,TRUE
A0A024QZ64,GO:0006096,UniProtKB:A0A024QZ64!54992,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,A0A024QZ64,FALSE,TRUE,ENSG00000109107,230,ALDOC,FALSE,TRUE
A0A024R0Y5,GO:0006096,UniProtKB:A0A024R0Y5!448160186,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,FALSE,ENSG00000152556,5213,PFKM,FALSE,TRUE
A0A024R0Y5,GO:0006096,UniProtKB:A0A024R0Y5!448160191,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,5213,PFKM,FALSE,TRUE
A0A024R4F1,GO:0006094,UniProtKB:A0A024R4F1!239033555,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,HEL-S-17,FALSE,TRUE,ENSG00000074800,2023,ENO1,FALSE,TRUE
A0A024R4F1,GO:0006096,UniProtKB:A0A024R4F1!239033556,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,HEL-S-17,FALSE,TRUE,ENSG00000074800,2023,ENO1,FALSE,TRUE
A0A024R4K3,GO:0006094,UniProtKB:A0A024R4K3!149411153,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A024R4K3,FALSE,TRUE,ENSG00000146701,4191,MDH2,FALSE,TRUE
A0A024R4K3,GO:0006099,UniProtKB:A0A024R4K3!149411154,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,A0A024R4K3,FALSE,TRUE,ENSG00000146701,4191,MDH2,FALSE,TRUE
A0A024R713,GO:0006099,UniProtKB:A0A024R713!328658536,involved_in,GO:0006099,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A024R713,FALSE,TRUE,ENSG00000091140,1738,DLD,FALSE,TRUE
A0A024R782,GO:0006096,UniProtKB:A0A024R782!119540094,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,A0A024R782,FALSE,TRUE,ENSG00000172331,669,BPGM,FALSE,TRUE
A0A087WWT1,GO:0006099,UniProtKB:A0A087WWT1!119788291,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SDHB,FALSE,TRUE,ENSG00000117118,,SDHB,FALSE,TRUE
A0A087WXX8,GO:0006099,UniProtKB:A0A087WXX8!448407381,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SDHB,FALSE,TRUE,ENSG00000117118,,SDHB,FALSE,TRUE
A0A087WZN1,GO:0006099,UniProtKB:A0A087WZN1!239283157,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,IDH3B,FALSE,TRUE,ENSG00000101365,3420,IDH3B,FALSE,TRUE
A0A087X2E5,GO:0006099,UniProtKB:A0A087X2E5!149661398,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,IDH3B,FALSE,TRUE,ENSG00000101365,3420,IDH3B,FALSE,TRUE
A0A0A0MRZ0,GO:0006096,UniProtKB:A0A0A0MRZ0!209617613,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,5315,PKM,FALSE,TRUE
A0A0A0MRZ0,GO:0006096,UniProtKB:A0A0A0MRZ0!209617615,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PKM,FALSE,TRUE,ENSG00000067225,5315,PKM,FALSE,TRUE
A0A0C4DGI3,GO:0006099,UniProtKB:A0A0C4DGI3!359141501,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,CS,FALSE,TRUE,ENSG00000062485,,CS,FALSE,TRUE
A0A0J9YX90,GO:0006094,UniProtKB:A0A0J9YX90!120543765,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YX90,GO:0006096,UniProtKB:A0A0J9YX90!120543766,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YXH9,GO:0006094,UniProtKB:A0A0J9YXH9!419293393,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YXH9,GO:0006096,UniProtKB:A0A0J9YXH9!419293394,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YXM3,GO:0006094,UniProtKB:A0A0J9YXM3!389409743,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YXM3,GO:0006096,UniProtKB:A0A0J9YXM3!389409744,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YXP8,GO:0006094,UniProtKB:A0A0J9YXP8!120543775,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YXP8,GO:0006096,UniProtKB:A0A0J9YXP8!120543776,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YYH3,GO:0006094,UniProtKB:A0A0J9YYH3!60808043,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YYH3,GO:0006096,UniProtKB:A0A0J9YYH3!60808044,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YYI8,GO:0006094,UniProtKB:A0A0J9YYI8!359539823,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0J9YYI8,GO:0006096,UniProtKB:A0A0J9YYI8!359539824,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,GPI,FALSE,TRUE,ENSG00000282019,,GPI,FALSE,FALSE
A0A0K0K1H7,GO:0006099,UniProtKB:A0A0K0K1H7!329678843,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,HEL-S-284,FALSE,TRUE,,,,FALSE,FALSE
A0A0K0K1K1,GO:0006096,UniProtKB:A0A0K0K1K1!299820086,involved_in,GO:0006096,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,HEL-S-278,FALSE,TRUE,ENSG00000105679,26330,GAPDHS,FALSE,TRUE
A0A0S2Z3W2,GO:0006099,UniProtKB:A0A0S2Z3W2!150750606,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,FH,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z408,GO:0006099,UniProtKB:A0A0S2Z408!449496681,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,FH,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z430,GO:0006094,UniProtKB:A0A0S2Z430!180606552,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000100889,5106,PCK2,FALSE,TRUE
A0A0S2Z430,GO:0006094,UniProtKB:A0A0S2Z430!180606552,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000285241,5106,PCK2,FALSE,FALSE
A0A0S2Z451,GO:0006094,UniProtKB:A0A0S2Z451!270271880,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000100889,5106,PCK2,FALSE,TRUE
A0A0S2Z451,GO:0006094,UniProtKB:A0A0S2Z451!270271880,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000285241,5106,PCK2,FALSE,FALSE
A0A0S2Z4A1,GO:0006096,UniProtKB:A0A0S2Z4A1!240380382,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,,,,FALSE,FALSE
A0A0S2Z4A1,GO:0006096,UniProtKB:A0A0S2Z4A1!240380385,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z4A8,GO:0006096,UniProtKB:A0A0S2Z4A8!240380388,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE,,,,FALSE,FALSE
A0A0S2Z4A8,GO:0006096,UniProtKB:A0A0S2Z4A8!240380390,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z4B0,GO:0006099,UniProtKB:A0A0S2Z4B0!359874690,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,SDHC,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z4B6,GO:0006099,UniProtKB:A0A0S2Z4B6!270271904,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,SDHC,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z4B7,GO:0006099,UniProtKB:A0A0S2Z4B7!300147078,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SDHC,FALSE,TRUE,ENSG00000143252,6391,SDHC,FALSE,TRUE
A0A0S2Z4C0,GO:0006094,UniProtKB:A0A0S2Z4C0!120880450,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z4C3,GO:0006099,UniProtKB:A0A0S2Z4C3!180606577,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,FH,FALSE,TRUE,ENSG00000091483,2271,FH,FALSE,TRUE
A0A0S2Z4C9,GO:0006099,UniProtKB:A0A0S2Z4C9!61141881,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,SDHC,FALSE,TRUE,ENSG00000143252,6391,SDHC,FALSE,TRUE
A0A0S2Z4H0,GO:0006099,UniProtKB:A0A0S2Z4H0!120880459,involved_in,GO:0006099,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,FH,FALSE,TRUE,,,,FALSE,FALSE
A0A0S2Z4I1,GO:0006096,UniProtKB:A0A0S2Z4I1!449496735,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,FALSE,ENSG00000152556,5213,PFKM,FALSE,TRUE
A0A0S2Z4I1,GO:0006096,UniProtKB:A0A0S2Z4I1!449496738,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,5213,PFKM,FALSE,TRUE
A0A0S2Z4J3,GO:0006099,UniProtKB:A0A0S2Z4J3!180606619,involved_in,GO:0006099,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,SDHD,FALSE,TRUE,ENSG00000204370,6392,SDHD,FALSE,TRUE
A0A0S2Z511,GO:0006099,UniProtKB:A0A0S2Z511!359874816,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLA2,FALSE,TRUE,,,,FALSE,FALSE
A0A0U1RQF8,GO:0006099,UniProtKB:A0A0U1RQF8!91031129,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A0U1RQU7,GO:0006099,UniProtKB:A0A0U1RQU7!91031150,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A0U1RRI1,GO:0006099,UniProtKB:A0A0U1RRI1!449535148,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A140VJR3,GO:0006096,UniProtKB:A0A140VJR3!61388783,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,A0A140VJR3,FALSE,TRUE,ENSG00000170950,5232,PGK2,FALSE,TRUE
A0A140VK69,GO:0006094,UniProtKB:A0A140VK69!240627714,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A140VK69,FALSE,TRUE,ENSG00000120053,2805,GOT1,FALSE,TRUE
A0A1W6AYU6,GO:0006094,UniProtKB:A0A1W6AYU6!362068966,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE,ENSG00000105220,2821,GPI,FALSE,TRUE
A0A1W6AYU6,GO:0006094,UniProtKB:A0A1W6AYU6!362068966,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE,ENSG00000282019,2821,GPI,FALSE,FALSE
A0A1W6AYU6,GO:0006096,UniProtKB:A0A1W6AYU6!362068967,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE,ENSG00000105220,2821,GPI,FALSE,TRUE
A0A1W6AYU6,GO:0006096,UniProtKB:A0A1W6AYU6!362068967,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE,ENSG00000282019,2821,GPI,FALSE,FALSE
A0A2R8Y5P4,GO:0006099,UniProtKB:A0A2R8Y5P4!423207736,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A2R8Y5P6,GO:0006099,UniProtKB:A0A2R8Y5P6!243948321,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A2R8Y6C7,GO:0006094,UniProtKB:A0A2R8Y6C7!453057342,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000105220,,GPI,FALSE,TRUE
A0A2R8Y6C7,GO:0006096,UniProtKB:A0A2R8Y6C7!453057343,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000105220,,GPI,FALSE,TRUE
A0A2R8Y6E6,GO:0006099,UniProtKB:A0A2R8Y6E6!154313745,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A2R8Y6G6,GO:0006094,UniProtKB:A0A2R8Y6G6!453057348,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE,ENSG00000074800,2023,ENO1,FALSE,TRUE
A0A2R8Y6G6,GO:0006096,UniProtKB:A0A2R8Y6G6!453057349,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO1,FALSE,TRUE,ENSG00000074800,2023,ENO1,FALSE,TRUE
A0A2R8Y6Y7,GO:0006099,UniProtKB:A0A2R8Y6Y7!94558805,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A2R8Y798,GO:0006096,UniProtKB:A0A2R8Y798!243948385,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO1,FALSE,TRUE,ENSG00000074800,,ENO1,FALSE,TRUE
A0A2R8Y879,GO:0006096,UniProtKB:A0A2R8Y879!393310404,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO1,FALSE,TRUE,ENSG00000074800,,ENO1,FALSE,TRUE
A0A2R8Y891,GO:0006096,UniProtKB:A0A2R8Y891!423207803,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,FALSE,ENSG00000152556,5213,PFKM,FALSE,TRUE
A0A2R8Y891,GO:0006096,UniProtKB:A0A2R8Y891!423207806,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE,ENSG00000152556,5213,PFKM,FALSE,TRUE
A0A2R8YDQ9,GO:0006099,UniProtKB:A0A2R8YDQ9!154313935,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,SUCLA2,FALSE,TRUE,ENSG00000136143,,SUCLA2,FALSE,TRUE
A0A2R8YEG5,GO:0006096,UniProtKB:A0A2R8YEG5!64706885,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO1,FALSE,TRUE,ENSG00000074800,,ENO1,FALSE,TRUE
A0A2R8YEM5,GO:0006096,UniProtKB:A0A2R8YEM5!273836853,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO1,FALSE,TRUE,ENSG00000074800,,ENO1,FALSE,TRUE
A0A2R8YF08,GO:0006094,UniProtKB:A0A2R8YF08!303709096,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000105220,,GPI,FALSE,TRUE
A0A2R8YF08,GO:0006096,UniProtKB:A0A2R8YF08!303709097,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000105220,,GPI,FALSE,TRUE
A0A2U3TZU2,GO:0006094,UniProtKB:A0A2U3TZU2!333850208,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000105220,2821,GPI,FALSE,TRUE
A0A2U3TZU2,GO:0006096,UniProtKB:A0A2U3TZU2!333850209,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE,ENSG00000105220,2821,GPI,FALSE,TRUE
A0A384MTT2,GO:0006094,UniProtKB:A0A384MTT2!65616265,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000100889,5106,PCK2,FALSE,TRUE
A0A384MTT2,GO:0006094,UniProtKB:A0A384MTT2!65616265,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE,ENSG00000285241,5106,PCK2,FALSE,FALSE
A0A3B3IS80,GO:0006094,UniProtKB:A0A3B3IS80!274899359,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOB,FALSE,TRUE,ENSG00000136872,,ALDOB,FALSE,TRUE
A0A3B3IS80,GO:0006096,UniProtKB:A0A3B3IS80!274899360,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOB,FALSE,TRUE,ENSG00000136872,,ALDOB,FALSE,TRUE
A0A3B3ITZ0,GO:0006096,UniProtKB:A0A3B3ITZ0!364494683,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOB,FALSE,TRUE,ENSG00000136872,,ALDOB,FALSE,TRUE
A0A3B3IUC7,GO:0006094,UniProtKB:A0A3B3IUC7!245012566,involved_in,GO:0006094,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,FBP1,FALSE,TRUE,ENSG00000165140,,FBP1,FALSE,TRUE
A0A494C1T6,GO:0006099,UniProtKB:A0A494C1T6!455328406,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,A0A494C1T6,FALSE,TRUE,ENSG00000286001,,"",FALSE,FALSE
A0A4D6DDG8,GO:0006096,UniProtKB:A0A4D6DDG8!455390817,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,FALSE,,,,FALSE,FALSE
A0A4D6DDG8,GO:0006096,UniProtKB:A0A4D6DDG8!455390819,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,TRUE,,,,FALSE,FALSE
A0A4D6DDP3,GO:0006096,UniProtKB:A0A4D6DDP3!156644345,enables,GO:0004743,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PKLR,FALSE,FALSE,,,,FALSE,FALSE
A0A4D6DDP3,GO:0006096,UniProtKB:A0A4D6DDP3!156644347,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,TRUE,,,,FALSE,FALSE
A0A5F9ZGW4,GO:0006096,UniProtKB:A0A5F9ZGW4!397083377,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GCK,FALSE,TRUE,ENSG00000106633,2645,GCK,FALSE,TRUE
A0A5F9ZHE0,GO:0006096,UniProtKB:A0A5F9ZHE0!158084146,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GCK,FALSE,TRUE,ENSG00000106633,,GCK,FALSE,TRUE
A0A5H1ZRQ0,GO:0006096,UniProtKB:A0A5H1ZRQ0!307480553,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO4,FALSE,TRUE,ENSG00000188316,,ENO4,FALSE,TRUE
A0A7I2V3F1,GO:0006099,UniProtKB:A0A7I2V3F1!309632600,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ACO2,FALSE,TRUE,ENSG00000100412,,ACO2,FALSE,TRUE
A0A7I2V3U0,GO:0006099,UniProtKB:A0A7I2V3U0!399241055,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ACO2,FALSE,TRUE,ENSG00000100412,,ACO2,FALSE,TRUE
A0A7I2V3Z0,GO:0006096,UniProtKB:A0A7I2V3Z0!309632635,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,FALSE,ENSG00000067057,5214,PFKP,FALSE,TRUE
A0A7I2V3Z0,GO:0006096,UniProtKB:A0A7I2V3Z0!309632638,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE,ENSG00000067057,5214,PFKP,FALSE,TRUE
A0A7I2V586,GO:0006099,UniProtKB:A0A7I2V586!429118754,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ACO2,FALSE,TRUE,ENSG00000100412,,ACO2,FALSE,TRUE
A0A7I2V5A1,GO:0006099,UniProtKB:A0A7I2V5A1!399241152,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ACO2,FALSE,TRUE,ENSG00000100412,,ACO2,FALSE,TRUE
A0A7I2V5S1,GO:0006096,UniProtKB:A0A7I2V5S1!339493460,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKP,FALSE,FALSE,ENSG00000067057,,PFKP,FALSE,TRUE
A0A7I2V5S1,GO:0006096,UniProtKB:A0A7I2V5S1!339493462,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE,ENSG00000067057,,PFKP,FALSE,TRUE
A0A7I2V5T4,GO:0006099,UniProtKB:A0A7I2V5T4!429118801,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ACO2,FALSE,TRUE,ENSG00000100412,,ACO2,FALSE,TRUE
A0A7I2V614,GO:0006099,UniProtKB:A0A7I2V614!339493469,involved_in,GO:0006099,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ACO2,FALSE,TRUE,ENSG00000100412,,ACO2,FALSE,TRUE
A0A7I2YQB6,GO:0006096,UniProtKB:A0A7I2YQB6!369361744,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKP,FALSE,FALSE,ENSG00000067057,,PFKP,FALSE,TRUE
A0A7I2YQB6,GO:0006096,UniProtKB:A0A7I2YQB6!369361745,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE,ENSG00000067057,,PFKP,FALSE,TRUE
A0A804F6T5,GO:0006096,UniProtKB:A0A804F6T5!132286020,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,5315,PKM,FALSE,TRUE
A0A804F6T5,GO:0006096,UniProtKB:A0A804F6T5!132286022,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,5315,PKM,FALSE,TRUE
A0A804F729,GO:0006096,UniProtKB:A0A804F729!431023931,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE,ENSG00000067225,5315,PKM,FALSE,TRUE
A0A804F729,GO:0006096,UniProtKB:A0A804F729!431023933,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE,ENSG00000067225,5315,PKM,FALSE,TRUE
A0A804HI24,GO:0006099,UniProtKB:A0A804HI24!42654859,involved_in,GO:0006099,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,FH,FALSE,TRUE,ENSG00000091483,,FH,FALSE,TRUE
