Term,AnnotationID,UniProt,Qualifier,AnnotatedGO,Evidence,ECO,Reference,Taxon,AssignedBy,AnnotationDate,SourceSymbol,ExcludedNOT,DirectAnnotation
GO:0006089,UniProtKB:O15055!88503203,O15055,involved_in,GO:0019249,ISS,ECO:0000250,GO_REF:0000024,9606,UniProt,20140423,PER2,FALSE,FALSE
GO:0006089,UniProtKB:P00338!447040093,P00338,involved_in,GO:0006089,IDA,ECO:0000314,PMID:24816116,9606,ComplexPortal,20250326,LDHA,FALSE,TRUE
GO:0006089,UniProtKB:P00338!447040094,P00338,involved_in,GO:0006089,IDA,ECO:0000314,PMID:34381247,9606,UniProt,20240722,LDHA,FALSE,TRUE
GO:0006089,UniProtKB:P00338!447040096,P00338,involved_in,GO:0019244,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260530,LDHA,FALSE,FALSE
GO:0006089,UniProtKB:P07195!357412715,P07195,involved_in,GO:0006089,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,LDHB,FALSE,TRUE
GO:0006089,UniProtKB:P07195!357412716,P07195,involved_in,GO:0006089,IDA,ECO:0000314,PMID:15117937,9606,ComplexPortal,20250326,LDHB,FALSE,TRUE
GO:0006089,UniProtKB:P07195!357412717,P07195,involved_in,GO:0019244,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260530,LDHB,FALSE,FALSE
GO:0006089,UniProtKB:P07864!447047364,P07864,acts_upstream_of_or_within,GO:0019244,ISS,ECO:0000250,GO_REF:0000024,9606,UniProt,20260529,LDHC,FALSE,FALSE
GO:0006089,UniProtKB:P07864!447047365,P07864,acts_upstream_of_or_within,GO:0019244,IDA,ECO:0000314,PMID:35646544,9606,UniProt,20260529,LDHC,FALSE,FALSE
GO:0006089,UniProtKB:P07864!447047381,P07864,involved_in,GO:0006089,NAS,ECO:0005547,PMID:33505966,9606,ComplexPortal,20250326,LDHC,FALSE,TRUE
GO:0006089,UniProtKB:P07864!447047382,P07864,involved_in,GO:0006089,IDA,ECO:0000314,PMID:35646544,9606,UniProt,20260529,LDHC,FALSE,TRUE
GO:0006089,UniProtKB:P07864!447047383,P07864,involved_in,GO:0019244,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260530,LDHC,FALSE,FALSE
GO:0006089,UniProtKB:Q5U077!417461691,Q5U077,involved_in,GO:0006089,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,HEL-S-281,FALSE,TRUE
GO:0006089,UniProtKB:Q6ZMR3!208395930,Q6ZMR3,involved_in,GO:0019244,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260530,LDHAL6A,FALSE,FALSE
GO:0006089,UniProtKB:Q86WU2!477312530,Q86WU2,involved_in,GO:1903457,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20180508,LDHD,FALSE,FALSE
GO:0006089,UniProtKB:Q86WU2!477312531,Q86WU2,involved_in,GO:1903457,IMP,ECO:0000315,PMID:30931947,9606,UniProt,20190809,LDHD,FALSE,FALSE
GO:0006089,UniProtKB:Q8N465!88989601,Q8N465,involved_in,GO:0006089,ISS,ECO:0000250,PMID:15070399,9606,HGNC-UCL,20250119,D2HGDH,FALSE,TRUE
GO:0006089,UniProtKB:Q99497!477392285,Q99497,involved_in,GO:0019249,IDA,ECO:0000314,PMID:22523093,9606,ParkinsonsUK-UCL,20160804,PARK7,FALSE,FALSE
GO:0006089,UniProtKB:Q9BYZ2!89043592,Q9BYZ2,involved_in,GO:0006089,IDA,ECO:0000314,PMID:18351441,9606,ComplexPortal,20250326,LDHAL6B,FALSE,TRUE
GO:0006089,UniProtKB:Q9BYZ2!89043593,Q9BYZ2,involved_in,GO:0019244,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260530,LDHAL6B,FALSE,FALSE
GO:0006089,UniProtKB:Q9BYZ2!89043594,Q9BYZ2,involved_in,GO:0019244,TAS,ECO:0000304,Reactome:R-HSA-6807826,9606,Reactome,20260316,LDHAL6B,FALSE,FALSE
GO:0006089,UniProtKB:Q9HD23!387798281,Q9HD23,involved_in,GO:0006089,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,MRS2,FALSE,TRUE
GO:0006089,ComplexPortal:CPX-6573!477971665,ComplexPortal:CPX-6573,involved_in,GO:0006089,IDA,ECO:0000314,PMID:24816116,9606,ComplexPortal,20250326,ldha4_human,FALSE,TRUE
GO:0006089,ComplexPortal:CPX-6599!477971725,ComplexPortal:CPX-6599,involved_in,GO:0006089,IDA,ECO:0000314,PMID:15117937,9606,ComplexPortal,20250326,ldhb4_human,FALSE,TRUE
GO:0006089,ComplexPortal:CPX-6602!477971743,ComplexPortal:CPX-6602,involved_in,GO:0006089,NAS,ECO:0005547,PMID:33505966,9606,ComplexPortal,20250326,ldhc4_human,FALSE,TRUE
GO:0006089,ComplexPortal:CPX-6622!477971761,ComplexPortal:CPX-6622,involved_in,GO:0006089,IDA,ECO:0000314,PMID:18351441,9606,ComplexPortal,20250326,ldhal6b_human,FALSE,TRUE
GO:0006094,UniProtKB:A0A024QZ64!54991,A0A024QZ64,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A024QZ64,FALSE,TRUE
GO:0006094,UniProtKB:A0A024R4F1!239033555,A0A024R4F1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,HEL-S-17,FALSE,TRUE
GO:0006094,UniProtKB:A0A024R4K3!149411153,A0A024R4K3,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A024R4K3,FALSE,TRUE
GO:0006094,UniProtKB:A0A0J9YX90!120543765,A0A0J9YX90,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A0J9YXH9!419293393,A0A0J9YXH9,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A0J9YXM3!389409743,A0A0J9YXM3,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A0J9YXP8!120543775,A0A0J9YXP8,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A0J9YYH3!60808043,A0A0J9YYH3,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A0J9YYI8!359539823,A0A0J9YYI8,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A0S2Z430!180606552,A0A0S2Z430,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0A0S2Z451!270271880,A0A0S2Z451,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0A0S2Z4C0!120880450,A0A0S2Z4C0,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0A140VK69!240627714,A0A140VK69,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,A0A140VK69,FALSE,TRUE
GO:0006094,UniProtKB:A0A1W6AYU6!362068966,A0A1W6AYU6,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE
GO:0006094,UniProtKB:A0A2R8Y6C7!453057342,A0A2R8Y6C7,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A2R8Y6G6!453057348,A0A2R8Y6G6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0A2R8YF08!303709096,A0A2R8YF08,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A2U3TZU2!333850208,A0A2U3TZU2,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0A384MTT2!65616265,A0A384MTT2,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0A3B3IS80!274899359,A0A3B3IS80,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOB,FALSE,TRUE
GO:0006094,UniProtKB:A0A3B3IUC7!245012566,A0A3B3IUC7,involved_in,GO:0006094,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,FBP1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8PAE3!116318964,A0ACI8PAE3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8PLF8!205914160,A0ACI8PLF8,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8PXQ6!415057431,A0ACI8PXQ6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8Q1G6!116320438,A0ACI8Q1G6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8Q1R9!415057717,A0ACI8Q1R9,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8Q6G1!86423797,A0ACI8Q6G1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8QBD2!146195909,A0ACI8QBD2,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8QFF4!26682315,A0ACI8QFF4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8QNC4!265705880,A0ACI8QNC4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8QSA6!86425139,A0ACI8QSA6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8QTP1!56566989,A0ACI8QTP1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8QZI2!474790824,A0ACI8QZI2,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,G6PC1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8R102!56567490,A0ACI8R102,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8R103!56567496,A0ACI8R103,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8R111!205917542,A0ACI8R111,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8R1A4!325443641,A0ACI8R1A4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8R1H8!176040160,A0ACI8R1H8,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8R4H1!26684119,A0ACI8R4H1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,PPARGC1A,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RAW3!116323162,A0ACI8RAW3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8REJ0!385168243,A0ACI8REJ0,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOB,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RI56!385168534,A0ACI8RI56,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOB,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RJN4!385168677,A0ACI8RJN4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RLY7!176041879,A0ACI8RLY7,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RMZ3!116324062,A0ACI8RMZ3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RQ81!146199403,A0ACI8RQ81,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,PPARGC1A,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RSK5!325445527,A0ACI8RSK5,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RVJ0!265708880,A0ACI8RVJ0,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8RZX5!56570082,A0ACI8RZX5,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8S2A6!444940359,A0ACI8S2A6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8S881!116325510,A0ACI8S881,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8S926!235810460,A0ACI8S926,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8SBU3!474794381,A0ACI8SBU3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8SDH1!385170906,A0ACI8SDH1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8SE43!86429636,A0ACI8SE43,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8SED6!56571336,A0ACI8SED6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOB,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8SGL5!415064090,A0ACI8SGL5,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8T1C3!56573119,A0ACI8T1C3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8T1C6!116327623,A0ACI8T1C6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8T1X5!295575776,A0ACI8T1X5,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,GAPDH,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8TQY7!444945526,A0ACI8TQY7,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8TTM8!325451067,A0ACI8TTM8,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8TTY0!86434032,A0ACI8TTY0,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8TU42!325451126,A0ACI8TU42,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8TVF2!385175009,A0ACI8TVF2,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8TVG1!474798973,A0ACI8TVG1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8U1K7!86434546,A0ACI8U1K7,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8ULV1!295580278,A0ACI8ULV1,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8UP55!56577650,A0ACI8UP55,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PC,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8V471!116333591,A0ACI8V471,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8VAX0!415072341,A0ACI8VAX0,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK1,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8VJ25!385179700,A0ACI8VJ25,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8VJ28!385179707,A0ACI8VJ28,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8VJ41!295582929,A0ACI8VJ41,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8VMG8!205930207,A0ACI8VMG8,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO2,FALSE,TRUE
GO:0006094,UniProtKB:A0ACI8VN19!146210974,A0ACI8VN19,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006094,UniProtKB:A2I2P0!116478866,A2I2P0,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,CRY1,FALSE,TRUE
GO:0006094,UniProtKB:A8K3B0!445217806,A8K3B0,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,A8K3B0,FALSE,TRUE
GO:0006094,UniProtKB:A8K430!385444611,A8K430,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,A8K430,FALSE,TRUE
GO:0006094,UniProtKB:B2RE74!266074964,B2RE74,involved_in,GO:0006094,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,B2RE74,FALSE,TRUE
GO:0006094,UniProtKB:B4DE36!415461810,B4DE36,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE
GO:0006094,UniProtKB:B4DUI5!415462685,B4DUI5,involved_in,GO:0006094,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,B4DUI5,FALSE,TRUE
GO:0006094,UniProtKB:B4DVJ0!56970025,B4DVJ0,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE
GO:0006094,UniProtKB:B4E1E8!325841237,B4E1E8,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B4E1E8,FALSE,TRUE
GO:0006094,UniProtKB:B7Z1N6!355804503,B7Z1N6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,B7Z1N6,FALSE,TRUE
GO:0006094,UniProtKB:B7Z1Y2!385667076,B7Z1Y2,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,B7Z1Y2,FALSE,TRUE
GO:0006094,UniProtKB:H0YM31!117751777,H0YM31,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:H0YMA5!147630709,H0YMA5,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:H0YML5!28116052,H0YML5,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:H0YMU6!386602450,H0YMU6,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:H0YMY3!297005608,H0YMY3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:H0YNG4!87862058,H0YNG4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PCK2,FALSE,TRUE
GO:0006094,UniProtKB:H3BQN4!117817519,H3BQN4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006094,UniProtKB:J3KPS3!88112927,J3KPS3,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006094,UniProtKB:K7EIL4!416845290,K7EIL4,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7ELR7!416845404,K7ELR7,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7ENA0!177823436,K7ENA0,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7EP41!237593569,K7EP41,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7EPY4!28470899,K7EPY4,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7EQ48!476581472,K7EQ48,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7ERC6!267491968,K7ERC6,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7ERK8!446727615,K7ERK8,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006094,UniProtKB:K7ESF4!357091088,K7ESF4,involved_in,GO:0006094,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE
GO:0006094,UniProtKB:O00757!178107881,O00757,involved_in,GO:0006094,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,FBP2,FALSE,TRUE
GO:0006094,UniProtKB:O00757!178107882,O00757,involved_in,GO:0006094,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,FBP2,FALSE,TRUE
GO:0006094,UniProtKB:O00757!178107883,O00757,involved_in,GO:0006094,TAS,ECO:0000304,Reactome:R-HSA-70263,9606,Reactome,20260316,FBP2,FALSE,TRUE
GO:0006094,UniProtKB:O14556!237882051,O14556,involved_in,GO:0006094,TAS,ECO:0000304,Reactome:R-HSA-70263,9606,Reactome,20260316,GAPDHS,FALSE,TRUE
GO:0006094,UniProtKB:O15055!88503197,O15055,involved_in,GO:0006094,ISS,ECO:0000250,GO_REF:0000024,9606,UniProt,20140507,PER2,FALSE,TRUE
GO:0006094,UniProtKB:O43826!387251731,O43826,involved_in,GO:0006094,TAS,ECO:0000304,Reactome:R-HSA-70263,9606,Reactome,20260316,SLC37A4,FALSE,TRUE
GO:0006094,UniProtKB:O60825!88516445,O60825,involved_in,GO:0006094,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,PFKFB2,FALSE,TRUE
GO:0006094,UniProtKB:P00558!417160637,P00558,involved_in,GO:0006094,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20220413,PGK1,FALSE,TRUE
GO:0006094,UniProtKB:P00558!417160638,P00558,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,PGK1,FALSE,TRUE
GO:0006094,UniProtKB:P00558!417160639,P00558,involved_in,GO:0006094,TAS,ECO:0000304,Reactome:R-HSA-70263,9606,Reactome,20260316,PGK1,FALSE,TRUE
GO:0006094,UniProtKB:P02753!118423637,P02753,involved_in,GO:0006094,ISS,ECO:0000250,GO_REF:0000024,9606,BHF-UCL,20081104,RBP4,FALSE,TRUE
GO:0006094,UniProtKB:P02753!118423638,P02753,involved_in,GO:0006094,IEA,ECO:0000265,GO_REF:0000107,9606,Ensembl,20260724,RBP4,FALSE,TRUE
GO:0006094,UniProtKB:P02753!118423639,P02753,involved_in,GO:0006094,IMP,ECO:0000315,PMID:18466349,9606,BHF-UCL,20080730,RBP4,FALSE,TRUE
GO:0006094,UniProtKB:P04075!327539697,P04075,involved_in,GO:0006094,IEA,ECO:0000256,GO_REF:0000117,9606,UniProt,20260727,ALDOA,FALSE,TRUE
