Term,AnnotationID,UniProt,Qualifier,AnnotatedGO,Evidence,ECO,Reference,Taxon,AssignedBy,AnnotationDate,SourceSymbol,ExcludedNOT,DirectAnnotation
GO:0006096,UniProtKB:B4E162!56970219,B4E162,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B4E162,FALSE,TRUE
GO:0006096,UniProtKB:B4E1H9!27085348,B4E1H9,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B4E1H9,FALSE,TRUE
GO:0006096,UniProtKB:B7Z1H6!445441714,B7Z1H6,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z1H6,FALSE,TRUE
GO:0006096,UniProtKB:B7Z1L5!57067371,B7Z1L5,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z1L5,FALSE,TRUE
GO:0006096,UniProtKB:B7Z1N6!355804504,B7Z1N6,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z1N6,FALSE,TRUE
GO:0006096,UniProtKB:B7Z1Y2!385667077,B7Z1Y2,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z1Y2,FALSE,TRUE
GO:0006096,UniProtKB:B7Z1Z9!146695536,B7Z1Z9,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z1Z9,FALSE,TRUE
GO:0006096,UniProtKB:B7Z3K7!415560350,B7Z3K7,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z3K7,FALSE,TRUE
GO:0006096,UniProtKB:B7Z3K9!475292615,B7Z3K9,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,B7Z3K9,FALSE,TRUE
GO:0006096,UniProtKB:B7Z9E5!266203698,B7Z9E5,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,B7Z9E5,FALSE,TRUE
GO:0006096,UniProtKB:B7ZW15!266204458,B7ZW15,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,B7ZW15,FALSE,TRUE
GO:0006096,UniProtKB:C9J8F3!266374802,C9J8F3,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:C9JH23!206585667,C9JH23,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,BPGM,FALSE,TRUE
GO:0006096,UniProtKB:C9JQD1!296242039,C9JQD1,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GCK,FALSE,TRUE
GO:0006096,UniProtKB:E2DRY6!386040588,E2DRY6,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,E2DRY6,FALSE,TRUE
GO:0006096,UniProtKB:E5RG95!27604313,E5RG95,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:E5RGZ4!356225552,E5RGZ4,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:E5RI09!147118510,E5RI09,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:E9PB90!416025262,E9PB90,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,HK2,FALSE,TRUE
GO:0006096,UniProtKB:F5H0C8!326497385,F5H0C8,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO2,FALSE,TRUE
GO:0006096,UniProtKB:F5H1C3!475854446,F5H1C3,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO2,FALSE,TRUE
GO:0006096,UniProtKB:F8VP00!87581934,F8VP00,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VP00!87581936,F8VP00,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VSF7!57726062,F8VSF7,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VSF7!57726064,F8VSF7,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VTQ3!356454968,F8VTQ3,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VTQ3!356454971,F8VTQ3,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VUB8!177192121,F8VUB8,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VUB8!177192123,F8VUB8,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VVE3!446096883,F8VVE3,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VVE3!446096885,F8VVE3,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VW30!27839992,F8VW30,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VW30!27839994,F8VW30,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VX13!27840005,F8VX13,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VX13!27840007,F8VX13,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VYK8!87582212,F8VYK8,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VYK8!87582214,F8VYK8,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VZI0!296727004,F8VZI0,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VZI0!296727006,F8VZI0,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8VZQ1!117473969,F8VZQ1,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:F8VZQ1!117473971,F8VZQ1,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:F8W6W2!446097080,F8W6W2,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,FALSE
GO:0006096,UniProtKB:F8W6W2!446097082,F8W6W2,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKLR,FALSE,TRUE
GO:0006096,UniProtKB:H0Y3Y3!297004946,H0Y3Y3,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKP,FALSE,FALSE
GO:0006096,UniProtKB:H0Y3Y3!297004948,H0Y3Y3,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE
GO:0006096,UniProtKB:H0Y757!177468949,H0Y757,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKP,FALSE,FALSE
GO:0006096,UniProtKB:H0Y757!177468950,H0Y757,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKP,FALSE,TRUE
GO:0006096,UniProtKB:H0Y9N6!117751302,H0Y9N6,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,HK3,FALSE,TRUE
GO:0006096,UniProtKB:H0YHB8!297005387,H0YHB8,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:H0YHB8!297005388,H0YHB8,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:H3BMQ8!207411048,H3BMQ8,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BPS8!326932070,H3BPS8,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BQ34!87926008,H3BQ34,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:H3BQ34!87926010,H3BQ34,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:H3BQN4!117817520,H3BQN4,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BR04!147695219,H3BR04,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BR68!207411183,H3BR68,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BRS6!326932129,H3BRS6,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000104,9606,UniProt,20260727,ADPGK,FALSE,TRUE
GO:0006096,UniProtKB:H3BT25!356798379,H3BT25,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:H3BT25!356798381,H3BT25,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:H3BTJ2!87926105,H3BTJ2,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:H3BTJ2!87926107,H3BTJ2,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:H3BTN5!207411255,H3BTN5,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:H3BTN5!207411257,H3BTN5,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:H3BU13!147695348,H3BU13,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:H3BU13!147695350,H3BU13,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:H3BU35!147695357,H3BU35,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000104,9606,UniProt,20260727,ADPGK,FALSE,TRUE
GO:0006096,UniProtKB:H3BU78!267201516,H3BU78,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BUH7!386666436,H3BUH7,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:H3BUW1!28179826,H3BUW1,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:H3BUW1!28179828,H3BUW1,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:H7BXV0!237334472,H7BXV0,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000104,9606,UniProt,20260727,GCK,FALSE,TRUE
GO:0006096,UniProtKB:J3KPS3!88112928,J3KPS3,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:J3KSV6!147881902,J3KSV6,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:J3QKK1!297265072,J3QKK1,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:J3QKP5!28374369,J3QKP5,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:K7EIL4!416845291,K7EIL4,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7EKH5!386954667,K7EKH5,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:K7EKN2!88214504,K7EKN2,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:K7ELR7!416845405,K7ELR7,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7EM90!416845426,K7EM90,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006096,UniProtKB:K7ENA0!177823437,K7ENA0,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7EP41!237593570,K7EP41,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7EPM1!267491885,K7EPM1,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:K7EPY4!28470900,K7EPY4,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7EQ48!476581473,K7EQ48,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7ERC6!267491969,K7ERC6,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7ERK8!446727616,K7ERK8,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:K7ERS8!297360799,K7ERS8,involved_in,GO:0006096,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,ENO1,FALSE,TRUE
GO:0006096,UniProtKB:K7ESF4!357091089,K7ESF4,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,pgi,FALSE,TRUE
GO:0006096,UniProtKB:O14556!237882052,O14556,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,GAPDHS,FALSE,TRUE
GO:0006096,UniProtKB:O14556!237882053,O14556,involved_in,GO:0006096,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,GAPDHS,FALSE,TRUE
GO:0006096,UniProtKB:O14943!476870248,O14943,enables,GO:0003872,IEA,ECO:0000256,GO_REF:0000002,9606,InterPro,20260727,PFK-P,FALSE,FALSE
GO:0006096,UniProtKB:O14943!476870249,O14943,enables,GO:0003872,IDA,ECO:0000314,PMID:10814514,9606,MGI,20081007,PFK-P,FALSE,FALSE
GO:0006096,UniProtKB:O14943!476870251,O14943,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFK-P,FALSE,TRUE
GO:0006096,UniProtKB:O60825!88516446,O60825,involved_in,GO:0006096,IDA,ECO:0000314,PMID:11069105,9606,UniProt,20110728,PFKFB2,FALSE,TRUE
GO:0006096,UniProtKB:O60825!88516447,O60825,involved_in,GO:0006096,NAS,ECO:0005547,PMID:15581487,9606,ComplexPortal,20250326,PFKFB2,FALSE,TRUE
GO:0006096,UniProtKB:P00338!447040095,P00338,involved_in,GO:0006096,NAS,ECO:0000303,PMID:1953713,9606,UniProt,20010920,LDHA,FALSE,TRUE
GO:0006096,UniProtKB:P00558!417160640,P00558,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20240729,PGK1,FALSE,TRUE
GO:0006096,UniProtKB:P00558!417160641,P00558,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PGK1,FALSE,TRUE
GO:0006096,UniProtKB:P00558!417160642,P00558,involved_in,GO:0006096,IMP,ECO:0000315,PMID:7391028,9606,CAFA,20160610,PGK1,FALSE,TRUE
GO:0006096,UniProtKB:P04075!327539699,P04075,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:P04075!327539700,P04075,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:P04075!327539701,P04075,involved_in,GO:0006096,IMP,ECO:0000315,PMID:14615364,9606,BHF-UCL,20081006,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:P04075!327539702,P04075,involved_in,GO:0006096,IDA,ECO:0000314,PMID:14766013,9606,UniProt,20250623,ALDOA,FALSE,TRUE
GO:0006096,UniProtKB:P04406!208024901,P04406,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,GAPDH,FALSE,TRUE
GO:0006096,UniProtKB:P04406!208024902,P04406,involved_in,GO:0006096,IEA,ECO:0007322,GO_REF:0000041,9606,UniProt,20260227,GAPDH,FALSE,TRUE
GO:0006096,UniProtKB:P05062!208025642,P05062,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,ALDOB,FALSE,TRUE
GO:0006096,UniProtKB:P05062!208025643,P05062,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOB,FALSE,TRUE
GO:0006096,UniProtKB:P05062!208025644,P05062,involved_in,GO:0006096,IDA,ECO:0000314,PMID:10625657,9606,BHF-UCL,20081006,ALDOB,FALSE,TRUE
GO:0006096,UniProtKB:P05062!208025645,P05062,involved_in,GO:0006096,IDA,ECO:0000314,PMID:10970798,9606,UniProt,20230421,ALDOB,FALSE,TRUE
GO:0006096,UniProtKB:P06733!208026637,P06733,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,ENO1,FALSE,TRUE
GO:0006096,UniProtKB:P06733!208026638,P06733,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO1,FALSE,TRUE
GO:0006096,UniProtKB:P06744!88536439,P06744,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260528,GPI,FALSE,TRUE
GO:0006096,UniProtKB:P06744!88536440,P06744,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,GPI,FALSE,TRUE
GO:0006096,UniProtKB:P07205!417167185,P07205,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20240729,PGK2,FALSE,TRUE
GO:0006096,UniProtKB:P07205!417167186,P07205,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PGK2,FALSE,TRUE
GO:0006096,UniProtKB:P07205!417167187,P07205,involved_in,GO:0006096,NAS,ECO:0000303,PMID:3453121,9606,UniProt,20010816,PGK2,FALSE,TRUE
GO:0006096,UniProtKB:P07738!208027598,P07738,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,BPGM,FALSE,TRUE
GO:0006096,UniProtKB:P08237!178146868,P08237,enables,GO:0003872,ISS,ECO:0000250,GO_REF:0000024,9606,UniProt,20090429,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146869,P08237,enables,GO:0003872,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260529,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146870,P08237,enables,GO:0003872,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146871,P08237,enables,GO:0003872,IMP,ECO:0000315,PMID:25796446,9606,CAFA,20171019,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146872,P08237,enables,GO:0003872,EXP,ECO:0000269,PMID:2960695,9606,Reactome,20260222,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146873,P08237,enables,GO:0003872,IMP,ECO:0000315,PMID:6444532,9606,UniProt,20090206,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146874,P08237,enables,GO:0003872,EXP,ECO:0000269,PMID:6444721,9606,Reactome,20260222,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146875,P08237,enables,GO:0003872,IDA,ECO:0000314,PMID:6444721,9606,UniProt,20090206,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146876,P08237,enables,GO:0003872,EXP,ECO:0000269,PMID:6451249,9606,Reactome,20260222,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146877,P08237,enables,GO:0003872,EXP,ECO:0000269,PMID:7825568,9606,Reactome,20260222,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146878,P08237,enables,GO:0003872,IDA,ECO:0000314,PMID:8780720,9606,UniProt,20081007,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146879,P08237,enables,GO:0003872,IDA,ECO:0000314,PMID:8780720,9606,BHF-UCL,20081008,PFKM,FALSE,FALSE
GO:0006096,UniProtKB:P08237!178146921,P08237,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:P08237!178146922,P08237,involved_in,GO:0006096,NAS,ECO:0005547,PMID:24817713,9606,ComplexPortal,20250327,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:P08237!178146923,P08237,involved_in,GO:0006096,IMP,ECO:0000315,PMID:6444532,9606,UniProt,20090206,PFKM,FALSE,TRUE
GO:0006096,UniProtKB:P09104!267813607,P09104,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,ENO2,FALSE,TRUE
GO:0006096,UniProtKB:P09104!267813608,P09104,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO2,FALSE,TRUE
GO:0006096,UniProtKB:P09104!267813609,P09104,involved_in,GO:0006096,ISS,ECO:0000250,PMID:22087329,9606,CAFA,20160621,ENO2,FALSE,TRUE
GO:0006096,UniProtKB:P09972!88540306,P09972,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:P09972!88540307,P09972,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ALDOC,FALSE,TRUE
GO:0006096,UniProtKB:P13929!417181352,P13929,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20250902,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:P13929!417181353,P13929,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,ENO3,FALSE,TRUE
GO:0006096,UniProtKB:P14618!476915878,P14618,enables,GO:0004743,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260528,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915879,P14618,enables,GO:0004743,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915880,P14618,enables,GO:0004743,EXP,ECO:0000269,PMID:11960989,9606,Reactome,20260222,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915881,P14618,enables,GO:0004743,EXP,ECO:0000269,PMID:15996096,9606,Reactome,20260222,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915882,P14618,enables,GO:0004743,EXP,ECO:0000269,PMID:1854723,9606,UniProt,20251027,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915883,P14618,enables,GO:0004743,IDA,ECO:0000314,PMID:20005212,9606,CACAO,20121118,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915884,P14618,enables,GO:0004743,TAS,ECO:0000304,PMID:2040271,9606,UniProt,20010903,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915885,P14618,enables,GO:0004743,IDA,ECO:0000314,PMID:20847263,9606,UniProt,20250627,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915886,P14618,enables,GO:0004743,TAS,ECO:0000304,PMID:2813362,9606,UniProt,20010903,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915887,P14618,enables,GO:0004743,TAS,ECO:0000304,PMID:2854097,9606,UniProt,20050308,PKM,FALSE,FALSE
GO:0006096,UniProtKB:P14618!476915910,P14618,involved_in,GO:0006096,IBA,ECO:0000318,GO_REF:0000033,9606,GO_Central,20260528,PKM,FALSE,TRUE
GO:0006096,UniProtKB:P14618!476915911,P14618,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PKM,FALSE,TRUE
GO:0006096,UniProtKB:P15259!327557961,P15259,involved_in,GO:0006096,IEA,ECO:0000501,GO_REF:0000120,9606,UniProt,20260727,PGAM2,FALSE,TRUE
