run_accession	experiment_accession	sample_accession	sample_title	scientific_name	library_strategy	library_source	library_selection	fastq_ftp	fastq_md5
SRR6007996	SRX3162226	SAMN07606509	MCF7_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007996/SRR6007996.fastq.gz	ceba55c0445894ca7a1fc806ce62200c
SRR6007999	SRX3162226	SAMN07606509	MCF7_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6007999/SRR6007999.fastq.gz	24650b12727620a13257d7175a0d8db6
SRR6008010	SRX3162229	SAMN07606506	MCF7_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6008010/SRR6008010.fastq.gz	62b45716710def3d61049e0d1f3afab3
SRR6008011	SRX3162229	SAMN07606506	MCF7_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6008011/SRR6008011.fastq.gz	5dcdf15a7760537380ef51db99b9d375
SRR6008016	SRX3162231	SAMN07606504	MCF10A_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6008016/SRR6008016.fastq.gz	aab2cccce535ed3363dcf234e9afd11d
SRR6008017	SRX3162231	SAMN07606504	MCF10A_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6008017/SRR6008017.fastq.gz	c84b0ff8cf0930b42f7dee3ae8000f77
SRR6008021	SRX3162232	SAMN07606503	MCF10A_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6008021/SRR6008021.fastq.gz	fc0b22449db2af9053155563dd1b8a36
SRR6008023	SRX3162232	SAMN07606503	MCF10A_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6008023/SRR6008023.fastq.gz	633a798b23f8940b1f92672d01614481
SRR6008025	SRX3162233	SAMN07606502	MCF10A_C_rep3	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6008025/SRR6008025.fastq.gz	b827cd7bbde8ef33578a741c03bf16d2
SRR6007920	SRX3162207	SAMN07606501	BT474_24hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6007920/SRR6007920.fastq.gz	871b96275eb04be7ba3849dad360a69d
SRR6007939	SRX3162211	SAMN07606524	BT474_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6007939/SRR6007939.fastq.gz	07615dd712514fc65687eaff34566502
SRR6007924	SRX3162208	SAMN07606527	BT474_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007924/SRR6007924.fastq.gz	1615239e906cd83850f4d56d442ea73b
SRR6007941	SRX3162212	SAMN07606523	BT474_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007941/SRR6007941.fastq.gz	3d39aef4cc425c53c1066b3f7bd75899
SRR6007926	SRX3162208	SAMN07606527	BT474_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007926/SRR6007926.fastq.gz	1c0114e2905f32ec1651d1af1ae37ff7
SRR6007942	SRX3162212	SAMN07606523	BT474_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6007942/SRR6007942.fastq.gz	2ea7dab2cc96c2ce56966cfe87e5e0c1
SRR6007927	SRX3162208	SAMN07606527	BT474_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6007927/SRR6007927.fastq.gz	045c1777ff592c6998189e63e7105d51
SRR6007928	SRX3162209	SAMN07606526	BT474_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007928/SRR6007928.fastq.gz	3ccef1405a48c2eed57dca846f3b5b7b
SRR6007943	SRX3162212	SAMN07606523	BT474_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6007943/SRR6007943.fastq.gz	fb973226b0aa11c6cdcb70d38b0aa465
SRR6007934	SRX3162210	SAMN07606525	BT474_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007934/SRR6007934.fastq.gz	e05ca493968c00d1409fbef5d0162857
SRR6007954	SRX3162215	SAMN07606520	BT549_24hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007954/SRR6007954.fastq.gz	6468f6e485323cdfbcaa905c8379a9ad
SRR6007935	SRX3162210	SAMN07606525	BT474_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007935/SRR6007935.fastq.gz	6bb97f3e64036ef04668fd164588eb50
SRR6007956	SRX3162216	SAMN07606519	BT549_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007956/SRR6007956.fastq.gz	a0244bb06396f0310446ce83ede93bc2
SRR6007936	SRX3162211	SAMN07606524	BT474_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007936/SRR6007936.fastq.gz	40332a69bdfe3c54dea09cc9236f549c
SRR6007945	SRX3162213	SAMN07606522	BT474_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007945/SRR6007945.fastq.gz	0448caa021ce93e18e068bda9ca4ca25
SRR6007955	SRX3162215	SAMN07606520	BT549_24hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007955/SRR6007955.fastq.gz	9c0a012df321287660f876479102ce9d
SRR6007961	SRX3162217	SAMN07606518	BT549_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007961/SRR6007961.fastq.gz	6163e857ad22e17dd51c4ab26806c93f
SRR6007965	SRX3162218	SAMN07606517	BT549_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007965/SRR6007965.fastq.gz	327e27a7f13072829b7b96b77e42923d
SRR6007969	SRX3162219	SAMN07606516	BT549_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6007969/SRR6007969.fastq.gz	86ce9868f1efee30c9701f822037e4a3
SRR6007977	SRX3162221	SAMN07606514	BT549_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6007977/SRR6007977.fastq.gz	002f28014d7fe0e8911fd289216f4276
SRR6007978	SRX3162221	SAMN07606514	BT549_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007978/SRR6007978.fastq.gz	a4fcf7d065379748f1a97f8913e4c355
SRR6007958	SRX3162216	SAMN07606519	BT549_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007958/SRR6007958.fastq.gz	70fc6a850bbeaf74a58d467f7de9da1d
SRR6007967	SRX3162218	SAMN07606517	BT549_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6007967/SRR6007967.fastq.gz	2917e0e3c7ddf2860e66422293102c82
SRR6007979	SRX3162221	SAMN07606514	BT549_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6007979/SRR6007979.fastq.gz	4766100add7aa39bc6b03def24838f15
SRR6007968	SRX3162219	SAMN07606516	BT549_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007968/SRR6007968.fastq.gz	784683276f713a14f80f3f2f5c3a23e7
SRR6007980	SRX3162222	SAMN07606513	BT549_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6007980/SRR6007980.fastq.gz	c98b3233e32dedc6e2fd3ddb2977c5e0
SRR6007985	SRX3162223	SAMN07606512	MCF7_24hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007985/SRR6007985.fastq.gz	7da679f6eb2f027630b406753318b000
SRR6007995	SRX3162225	SAMN07606510	MCF7_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007995/SRR6007995.fastq.gz	162d5bc48e9505324bfee5964f6b974c
SRR6008000	SRX3162227	SAMN07606508	MCF7_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6008000/SRR6008000.fastq.gz	544a869890ea1c4e3f6b5f6e53966b31
SRR6007973	SRX3162220	SAMN07606515	BT549_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6007973/SRR6007973.fastq.gz	72c89bcacccc17bb9b43c45fb9b13c56
SRR6008001	SRX3162227	SAMN07606508	MCF7_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6008001/SRR6008001.fastq.gz	7ad6ffe60abf78796a726273a8ff3412
SRR6007974	SRX3162220	SAMN07606515	BT549_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007974/SRR6007974.fastq.gz	730e82757b40a1228c764d98a9a40263
SRR6008007	SRX3162228	SAMN07606507	MCF7_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6008007/SRR6008007.fastq.gz	2e27f2408262ade41bd38dc81cdb71be
SRR6007976	SRX3162221	SAMN07606514	BT549_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007976/SRR6007976.fastq.gz	d9bf3f4db07fef823980c82c57bf5a49
SRR6007988	SRX3162224	SAMN07606511	MCF7_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007988/SRR6007988.fastq.gz	2a53b801635dac904086a3f78891e4ad
SRR6008008	SRX3162229	SAMN07606506	MCF7_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6008008/SRR6008008.fastq.gz	5b7384a6da67c5a270b2d1eea0330ace
SRR6007990	SRX3162224	SAMN07606511	MCF7_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6007990/SRR6007990.fastq.gz	0abdecf301514251e723af8e59796006
SRR6008015	SRX3162230	SAMN07606505	MCF7_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6008015/SRR6008015.fastq.gz	072297fac2a4bfae7ce47b38dbaac106
SRR6008002	SRX3162227	SAMN07606508	MCF7_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6008002/SRR6008002.fastq.gz	5f6f476eb93d97d9048f5968db17bd46
SRR6008019	SRX3162231	SAMN07606504	MCF10A_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6008019/SRR6008019.fastq.gz	48333ff8527756c9f0c5c411299c531a
SRR6008020	SRX3162232	SAMN07606503	MCF10A_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6008020/SRR6008020.fastq.gz	0c0ce34b432331f60dc766a40254855c
SRR6008005	SRX3162228	SAMN07606507	MCF7_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6008005/SRR6008005.fastq.gz	b92e22e2c82e560b1249290dfb474236
SRR6008024	SRX3162233	SAMN07606502	MCF10A_C_rep3	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6008024/SRR6008024.fastq.gz	e565b56ad608f84e64fd0995eeef4d8b
SRR6008012	SRX3162230	SAMN07606505	MCF7_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6008012/SRR6008012.fastq.gz	3b0546d2e034398b2392a5b671cfea90
SRR6008027	SRX3162233	SAMN07606502	MCF10A_C_rep3	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6008027/SRR6008027.fastq.gz	11c6d8da4e0daff2e13affa8bab310f6
SRR6008013	SRX3162230	SAMN07606505	MCF7_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6008013/SRR6008013.fastq.gz	034935bbc2fbc43efab2893c9533736c
SRR6007921	SRX3162207	SAMN07606501	BT474_24hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007921/SRR6007921.fastq.gz	e8a64d0796ee9858f9e980e169a5fe27
SRR6007925	SRX3162208	SAMN07606527	BT474_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007925/SRR6007925.fastq.gz	bcfcdb2c5d3e5e3e2d24b6ffb91207f1
SRR6007929	SRX3162209	SAMN07606526	BT474_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6007929/SRR6007929.fastq.gz	c75cbae6564cba7d8764c95b80d0ad8c
SRR6007930	SRX3162209	SAMN07606526	BT474_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6007930/SRR6007930.fastq.gz	f77797729f450b4a1d9e03355e4040ed
SRR6007933	SRX3162210	SAMN07606525	BT474_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6007933/SRR6007933.fastq.gz	dcc4502ffb20a73cf285252f00cd09ab
SRR6007938	SRX3162211	SAMN07606524	BT474_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6007938/SRR6007938.fastq.gz	cd96fd3e49ed1b4d374cb0188e38ec33
SRR6007944	SRX3162213	SAMN07606522	BT474_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007944/SRR6007944.fastq.gz	491c726713beb59c72aef13a5de74742
SRR6007950	SRX3162214	SAMN07606521	BT474_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6007950/SRR6007950.fastq.gz	624c0efe17aa172e7de22c5b6285a70d
SRR6007959	SRX3162216	SAMN07606519	BT549_24hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6007959/SRR6007959.fastq.gz	2ba6eca0610b82d7277aac6c5ea48660
SRR6007962	SRX3162217	SAMN07606518	BT549_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6007962/SRR6007962.fastq.gz	5ff43f2e5fef440179e7f0cb38040c9d
SRR6007964	SRX3162218	SAMN07606517	BT549_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007964/SRR6007964.fastq.gz	a2830b090c2da43e675b3a22784b5942
SRR6007966	SRX3162218	SAMN07606517	BT549_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007966/SRR6007966.fastq.gz	4ddd3a20aa53e544a356d801f6eb62d8
SRR6007972	SRX3162220	SAMN07606515	BT549_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6007972/SRR6007972.fastq.gz	1721e939019c2769ac7af5a7e302ebdb
SRR6007975	SRX3162220	SAMN07606515	BT549_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6007975/SRR6007975.fastq.gz	115a065bfd20059a63ba8179ab5ee4b1
SRR6007982	SRX3162222	SAMN07606513	BT549_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6007982/SRR6007982.fastq.gz	b875d5ea36dca7004222ef5039d8ba42
SRR6007986	SRX3162223	SAMN07606512	MCF7_24hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6007986/SRR6007986.fastq.gz	994aedefc5458229cfb6c483653ae8a5
SRR6007994	SRX3162225	SAMN07606510	MCF7_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6007994/SRR6007994.fastq.gz	172d970dcd57fc92bfb6fd252e46dcce
SRR6008003	SRX3162227	SAMN07606508	MCF7_72hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6008003/SRR6008003.fastq.gz	85bd8183f1ccfa4dded232dd7f8e5d1f
SRR6008004	SRX3162228	SAMN07606507	MCF7_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6008004/SRR6008004.fastq.gz	69b30c023e00547f28b7605424efe4fc
SRR6008006	SRX3162228	SAMN07606507	MCF7_72hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6008006/SRR6008006.fastq.gz	6cbfcce90e40b26a3843590d2ac5a791
SRR6008009	SRX3162229	SAMN07606506	MCF7_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6008009/SRR6008009.fastq.gz	25c249c075e27b9fb04030a78f717d42
SRR6008018	SRX3162231	SAMN07606504	MCF10A_C_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6008018/SRR6008018.fastq.gz	72d88ebd4c95b4cef0bd083612c73627
SRR6008022	SRX3162232	SAMN07606503	MCF10A_C_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6008022/SRR6008022.fastq.gz	344b6d2aed1122c3bb4de54d2174894d
SRR6007931	SRX3162209	SAMN07606526	BT474_48hrs_rep1	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6007931/SRR6007931.fastq.gz	f69039d411d72f029dc64d48eaea1c5b
SRR6007932	SRX3162210	SAMN07606525	BT474_48hrs_rep2	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6007932/SRR6007932.fastq.gz	60fe13bcd7a984e0a9c62e0a0c18befa
