dropped_train_group,Model,n_remaining_folds,n_remaining_rows,eqw_AP_orig,eqw_AP_new,diff_eqw_AP,eqw_LL_orig,eqw_LL_new,diff_eqw_LL,eqw_Brier_orig,eqw_Brier_new,diff_eqw_Brier
1,M0,18,6632,0.371123134048399,0.371123134048399,-5.55111512312578e-17,0.670207563535859,0.670801609223176,0.000594045687316802,0.238504256929902,0.238802973719092,0.000298716789189857
1,MP,18,6632,0.699510429867667,0.696940525387354,-0.00256990448031313,0.575008862393374,0.576560810954892,0.00155194856151886,0.194382420011757,0.194957851177713,0.000575431165956264
1,MP_cal,18,6632,0.699510429867667,0.696940525387354,-0.00256990448031313,0.573676540475448,0.572144851044133,-0.00153168943131521,0.194899588357751,0.194239978289724,-0.000659610068027006
1,ME,18,6632,0.498418541546786,0.498418541546787,5.55111512312578e-17,0.66555328613572,0.666215320938966,0.000662034803246336,0.235426545830807,0.235797279428042,0.00037073359723433
1,ME2,18,6632,0.494509880349872,0.494627906950106,0.000118026600234022,0.679747343663116,0.680214680526038,0.000467336862921552,0.242290871375021,0.242559137456215,0.000268266081194291
1,ME_P,18,6632,0.708115626654997,0.705792438736348,-0.00232318791864938,0.576738512322912,0.576356776411953,-0.00038173591095958,0.195529294211295,0.195416621726709,-0.000112672484586823
1,ME2P,18,6632,0.707921081933744,0.707322243957487,-0.000598837976257149,0.599109833118328,0.599228574689103,0.000118741570774294,0.204341147590339,0.204596653236684,0.000255505646345577
2,M0,18,6464,0.377869165794431,0.377869165794431,5.55111512312578e-17,0.671980007622124,0.674008003806747,0.00202799618462335,0.239387945459577,0.240413088439159,0.00102514297958159
2,MP,18,6464,0.707357505619699,0.702131040661321,-0.00522646495837731,0.574776472670258,0.579842872799361,0.00506640012910353,0.194319075673471,0.196449541397891,0.00213046572442008
2,MP_cal,18,6464,0.707357505619699,0.702131040661321,-0.00522646495837731,0.573755854139672,0.576007002062269,0.00225114792259706,0.194965512734539,0.19597745623345,0.00101194349891015
2,ME,18,6464,0.499907643643788,0.499907643643788,1.11022302462516e-16,0.668524680205908,0.67087748694321,0.00235280673730165,0.236878559365332,0.238257990923955,0.00137943155862258
2,ME2,18,6464,0.495998982446873,0.496281026028378,0.000282043581504576,0.683366279254829,0.684740758479255,0.00137447922442557,0.244041201068435,0.244910048400877,0.000868847332442469
2,ME_P,18,6464,0.71335741313979,0.706418377068052,-0.00693903607173785,0.577694279023914,0.580858144714786,0.00316386569087279,0.195990784553077,0.197556878114218,0.00156609356114171
