ConnGroup,dropped_train_group,Model,N,Pos,AP_new,LogLoss_new,Brier_new,ROC_new,AP_orig,LogLoss_orig,Brier_orig,ROC_orig,diff_AP,diff_LogLoss,diff_Brier,diff_ROC
4,1,MP,146,25,0.477958615422131,0.604430921468661,0.210376807882922,0.764132231404959,0.507072153692925,0.590105149151892,0.204734924557639,0.768595041322314,-0.0291135382707944,0.0143257723167689,0.00564188332528312,-0.00446280991735537
5,1,MP,228,8,0.271024979725543,0.622623944191897,0.218438978622884,0.791477272727273,0.292081554191196,0.614748611284955,0.215313284783294,0.790056818181818,-0.0210565744656526,0.00787533290694176,0.00312569383959013,0.0014204545454547
6,1,MP,276,5,0.0439086710023875,0.653901399951808,0.22517316719348,0.717712177121771,0.0445351791264003,0.645505496730541,0.221390882791666,0.721033210332103,-0.000626508124012846,0.00839590322126671,0.00378228440181366,-0.00332103321033173
7,1,MP,561,257,0.812465102701266,0.541113156229423,0.178205060600777,0.816717438050379,0.809641730255759,0.543535576692664,0.180027778653934,0.812634394839238,0.00282337244550734,-0.00242242046324148,-0.00182271805315687,0.00408304321114084
8,1,MP,320,157,0.819435031081986,0.563543029878283,0.18733483361088,0.794361298894143,0.816005108355322,0.567939233434807,0.188962877424044,0.791430581063655,0.00342992272666409,-0.00439620355652448,-0.00162804381316434,0.00293071783048737
9,1,MP,288,82,0.629469714902251,0.544730575618501,0.181074147154571,0.774360644091878,0.630780549548471,0.542515776736445,0.179919264453227,0.775455837082643,-0.00131083464622017,0.00221479888205611,0.00115488270134417,-0.00109519299076521
10,1,MP,677,358,0.91835339445927,0.456272301812037,0.145067393195217,0.917159944659463,0.921148186153207,0.457852184983101,0.145889675587365,0.918928740302271,-0.00279479169393726,-0.00157988317106383,-0.000822282392147739,-0.00176879564280796
11,1,MP,1193,375,0.555264912609714,0.617148651356313,0.213465605754474,0.719957620211899,0.556786508886677,0.612091531791435,0.211281295622712,0.721066014669927,-0.00152159627696258,0.00505711956487787,0.00218431013176221,-0.00110839445802813
12,1,MP,303,228,0.921170128649634,0.823278682471487,0.287744551265138,0.789649122807018,0.921265319834541,0.827472610090691,0.289478325240095,0.791023391812866,-9.5191184906529e-05,-0.00419392761920367,-0.00173377397495694,-0.00137426900584847
13,1,MP,175,86,0.850498652077142,0.470294371603258,0.153123806775703,0.872484975176378,0.842616443006938,0.474984934236286,0.155333547580898,0.868630781290828,0.00788220907020432,-0.00469056263302814,-0.00220974080519545,0.00385419388555031
14,1,MP,177,28,0.68585175051153,0.540289001437208,0.183732506584173,0.920182166826462,0.675545566033652,0.533620992501976,0.180645434912642,0.919103547459252,0.0103061844778779,0.00666800893523167,0.00308707167153108,0.0010786193672101
15,1,MP,627,384,0.874421211746346,0.66486800830426,0.230635091228203,0.814520104595336,0.875118076715491,0.668298079394011,0.232117472868872,0.815725737311385,-0.00069686496914545,-0.00343007108975146,-0.00148238164066911,-0.0012056327160489
16,1,MP,193,90,0.786187889466599,0.574123361774223,0.190183764128573,0.780960086299892,0.778268195285482,0.579335039004122,0.192355742983181,0.775728155339806,0.00791969418111693,-0.0052116772298989,-0.00217197885460779,0.00523193096008612
17,1,MP,287,141,0.910411514719267,0.463964264009007,0.148135278064039,0.910667443893909,0.91014612933295,0.466104700375446,0.149272002347979,0.909963081706014,0.00026538538631693,-0.00214043636643868,-0.00113672428393999,0.000704362187894492
18,1,MP,432,230,0.901670781789127,0.500251107493266,0.164238850782914,0.88852776582006,0.901948090038083,0.5031924618743,0.165606420245448,0.888570813603099,-0.000277308248955444,-0.00294135438103382,-0.0013675694625345,-4.30477830386522e-05
