ReferenceKey,Ensembl,QsmoothA,UnsmoothedLog2TPM,Symbol,GroupID,Samples,SharedReference,RowOrder,PXD,SampleGroup,Category,KlaLabelEn,RNALabel,PlotLabel,GeneZ
GSE103520_MCF10A_control,ENSG00000183048,0.233661117642839,0.233661117642839,SLC25A10,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-2.07629436276077
GSE103520_MCF10A_control,ENSG00000188316,-0.215966800696965,-0.215966800696965,ENO4,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-0.623143883906939
GSE103520_MCF10A_control,ENSG00000197444,-0.978478346417898,-0.978478346417898,OGDHL,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-0.958056274528253
GSE103520_MCF10A_control,ENSG00000198814,0.539044722327242,0.539044722327242,GK,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-1.6308307055425
GSE103520_MCF10A_control,ENSG00000204370,4.25229342345821,4.25229342345821,SDHD,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-1.2150258787847
GSE103520_MCF10A_control,ENSG00000214756,0.629589272197871,0.629589272197871,CSKMT,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-1.3436307666775
GSE103520_MCF10A_control,ENSG00000226784,3.44773229407055,3.44773229407055,PGAM4,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,0.518317168356055
GSE103520_MCF10A_control,ENSG00000256870,-0.999999962210558,-1,SLC5A8,KLA31_29,3,FALSE,32,PXD060185,MCF10A,normal_cells,MCF10A cells,MCF10A control,29 MCF10A control,-0.405803785744669
GSE114691_control_placenta,ENSG00000004799,6.10420977670038,6.10420977670038,PDK4,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,1.14907076893303
GSE114691_control_placenta,ENSG00000004864,3.86274243732329,3.86274243732329,SLC25A13,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,-0.588571246216466
GSE114691_control_placenta,ENSG00000005882,3.11427086570974,3.11427086570974,PDK2,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,-0.216834327330662
GSE114691_control_placenta,ENSG00000008405,3.54463666628359,3.54463666628359,CRY1,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,-0.410351581795415
GSE114691_control_placenta,ENSG00000014641,4.76117561821312,4.76117561821312,MDH1,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,-0.928405200318635
GSE114691_control_placenta,ENSG00000060762,3.65969032562813,3.65969032562813,MPC1,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,-1.20925305370478
GSE114691_control_placenta,ENSG00000062485,5.13563514475072,5.13563514475072,CS,KLA31_06,21,FALSE,6,PXD063047,normal pregnancy placenta,normal_tissue,Normal-pregnancy placenta,Placenta control,06 Placenta control,-0.853955953493447
