Ensembl,ReferenceKey,SampleN,MedianB,Q25,Q75,Min,Max
ENSG00000008405,GSE114691_control_placenta,21,3.60726228461467,3.45838797165134,3.91746793083234,3.13160770237756,4.18398475956222
ENSG00000014641,GSE114691_control_placenta,21,4.89567272829007,4.83084878702553,4.99076260355861,4.51431732872579,5.31815936981597
ENSG00000060762,GSE114691_control_placenta,21,3.80088115751954,3.68232604226987,3.94826370612789,3.43382041091641,4.038037120502
ENSG00000062485,GSE114691_control_placenta,21,5.36217251871155,5.28158816230421,5.48369885492588,5.18907913517324,5.63803472201419
ENSG00000063854,GSE114691_control_placenta,21,3.10540776370168,3.07533290400154,3.27812497743347,2.9645116700128,3.46042218314777
ENSG00000067057,GSE114691_control_placenta,21,1.81670411970638,1.5224303053576,2.23292286015332,1.30753827152164,2.96070805109915
ENSG00000067225,GSE114691_control_placenta,21,6.23021639901222,5.94510252759441,6.37072883178357,5.73009266266265,6.72934720423449
ENSG00000067829,GSE114691_control_placenta,21,4.92506142254986,4.87823534312695,4.9823468573217,4.77524208156486,5.18052443452197
ENSG00000067992,GSE114691_control_placenta,21,0.0823411514641018,-0.0231880536932019,0.161299863752548,-0.240958893415505,0.338329978015329
ENSG00000068976,GSE114691_control_placenta,21,0.90804256418564,0.833738658893125,0.994853930468754,0.486506589376032,1.14783784897785
ENSG00000073578,GSE114691_control_placenta,21,5.14805114189696,5.03744495011126,5.24640915776581,4.81896489470706,5.32265819830636
ENSG00000074800,GSE114691_control_placenta,21,7.00634989697731,6.80694281063989,7.29282475269417,6.35332110450069,7.72130596826301
ENSG00000076555,GSE114691_control_placenta,21,1.2958491833547,1.19714682922463,1.44736559510073,0.981324081667154,1.80429247213385
ENSG00000079739,GSE114691_control_placenta,21,5.51744447042528,5.28045537379289,5.8273726888804,4.35774811859289,6.12467569414093
ENSG00000087299,GSE114691_control_placenta,21,1.05330427132436,0.94235784344342,1.16511772622801,0.858701936101626,1.26701567890751
ENSG00000090861,GSE114691_control_placenta,21,4.46187970875758,4.31511699831966,4.58498407212922,4.17609968695679,4.88125147572796
ENSG00000091140,GSE114691_control_placenta,21,4.24642693030459,4.17793857381112,4.33031537736885,3.89963486156965,4.55439251975273
ENSG00000091483,GSE114691_control_placenta,21,3.50453925368829,3.43613168665619,3.62753798430724,3.16273543829019,3.9945410350898
ENSG00000100156,GSE114691_control_placenta,21,-0.0907115597684965,-0.251122514825794,0.0335017517606878,-0.422869342370122,0.136409262137707
ENSG00000100412,GSE114691_control_placenta,21,4.1223765614174,4.04043336750579,4.20767358172925,3.86823870071444,4.30634623474348
ENSG00000100504,GSE114691_control_placenta,21,5.0379973457724,4.91497774120526,5.17933070347669,4.18888954762,5.45827474114774
ENSG00000100889,GSE114691_control_placenta,21,2.2897058760963,2.0346971200689,2.44032581264264,1.86219204263102,2.94223599582433
ENSG00000100994,GSE114691_control_placenta,21,4.41895769034312,4.26318180554626,4.52607614736767,4.04988214320024,4.65479102438652
ENSG00000101365,GSE114691_control_placenta,21,5.40854661445465,5.35548339068488,5.48842297338262,5.27933052859483,5.81147061485786
ENSG00000102144,GSE114691_control_placenta,21,6.5886307608281,6.50627345304401,6.72498318003132,6.25455856292044,6.8382859817052
ENSG00000104635,GSE114691_control_placenta,21,2.72167202405263,2.47105545913723,3.87462717745414,1.94298847041826,4.9224178595941
ENSG00000105220,GSE114691_control_placenta,21,4.05900911160076,3.92508639700047,4.19283654287757,3.55848313340813,4.6705271325605
ENSG00000105679,GSE114691_control_placenta,21,-0.286550735121427,-0.462538935839967,-0.0529980383523009,-0.854390878435298,0.146703646483293
ENSG00000105953,GSE114691_control_placenta,21,6.34912528393569,6.18002075751976,6.4265764246907,5.8963491742122,6.58993465242116
ENSG00000106633,GSE114691_control_placenta,21,-0.331972048246435,-0.52649465125762,-0.0167730567668845,-0.727309495851204,0.538185532076037
ENSG00000108515,GSE114691_control_placenta,21,3.0137275090122,2.93463650419788,3.13706596556013,2.77231033548024,3.30554938208854
ENSG00000108528,GSE114691_control_placenta,21,5.25969888078707,5.17622976278371,5.33090838319227,5.102222341452,5.5493163772337
ENSG00000109107,GSE114691_control_placenta,21,0.492289105321471,0.366405540495964,0.579844307784221,0.0169066159683194,0.945209882814438
ENSG00000109819,GSE114691_control_placenta,21,-0.949726522167616,-0.965596673584291,-0.911013782085894,-0.99561928740495,-0.720385673236194
ENSG00000111640,GSE114691_control_placenta,21,9.68701915318742,9.21557008290979,9.79515305807234,8.8232858265318,10.4996728849716
ENSG00000111669,GSE114691_control_placenta,21,8.09890012743727,8.02909149565722,8.17902035739248,7.70135960365826,8.2960579622917
ENSG00000111674,GSE114691_control_placenta,21,1.51946874272283,1.23410678664855,1.69555618245247,0.4196675823561,1.94102588194806
ENSG00000111716,GSE114691_control_placenta,21,7.21669113420832,6.94241783302159,7.62624740950658,5.88588856931558,8.33574741839749
ENSG00000112992,GSE114691_control_placenta,21,2.57130541787534,2.40461978122844,2.76538380629487,2.09836223655369,3.1101380109242
