Model,Candidate,Intercept,Slope,Gradient,UnseenRate,Dropped,Test
SHRINK_CAL,row_8,-0.180306384011915,1.17937778945238,4.16667749003001e-07,0,11,9
SHRINK,group_2,0,1,,0.00147710487444609,11,10
SHRINK_CAL,original,-0.412621457997049,0.840387563943416,2.08165100304761e-09,0.00147710487444609,11,10
SHRINK,group_2,0,1,,0.0099009900990099,11,12
SHRINK_CAL,row_8,-0.186872734473107,1.20239312872412,1.13697172914124e-06,0.0099009900990099,11,12
SHRINK,group_2,0,1,,0,11,13
SHRINK_CAL,row_8,-0.191555317238395,1.15759192784788,5.02577877439765e-07,0,11,13
SHRINK,group_2,0,1,,0,11,14
SHRINK_CAL,row_8,-0.165293061625959,1.21407814080783,1.94679611036723e-07,0,11,14
SHRINK,group_2,0,1,,0.00637958532695375,11,15
SHRINK_CAL,row_8,-0.142239663911106,1.22428623374921,1.53093518441252e-06,0.00637958532695375,11,15
SHRINK,group_2,0,1,,0,11,16
SHRINK_CAL,row_8,-0.185877491526384,1.20173800622453,7.25961038672881e-07,0,11,16
SHRINK,group_2,0,1,,0,11,17
SHRINK_CAL,row_8,-0.190909288807338,1.18978886890943,9.3039289533647e-07,0,11,17
SHRINK,group_2,0,1,,0,11,18
SHRINK_CAL,row_8,-0.167544383784455,1.21181922875503,1.51639332250354e-06,0,11,18
SHRINK,group_2,0,1,,0.00619195046439629,11,19
SHRINK_CAL,row_8,-0.178610106451547,1.22276669461519,9.61660666070726e-07,0.00619195046439629,11,19
SHRINK,group_2,0,1,,0,12,1
SHRINK_CAL,row_8,-0.125393073767608,1.18743575816649,1.7339052396713e-06,0,12,1
SHRINK,group_2,0,1,,0.00357142857142857,12,2
SHRINK_CAL,row_8,-0.136257374578602,1.19230173252323,9.98405660199272e-07,0.00357142857142857,12,2
SHRINK,group_2,0,1,,0,12,3
SHRINK_CAL,row_8,-0.112741418027534,1.21425397569937,1.82476769434553e-06,0,12,3
SHRINK,group_2,0,1,,0,12,4
SHRINK_CAL,row_8,-0.113674058260331,1.21051646426338,1.30648403223795e-06,0,12,4
SHRINK,group_2,0,1,,0,12,5
SHRINK_CAL,row_8,-0.120084968601824,1.20599930854785,7.287230309581e-07,0,12,5
SHRINK,group_2,0,1,,0.0072463768115942,12,6
SHRINK_CAL,group_2,-0.175861342453471,0.968545011859144,2.14523186227612e-08,0.0072463768115942,12,6
SHRINK,group_2,0,1,,0,12,7
SHRINK_CAL,row_8,-0.134072274327739,1.12784144553355,9.41907354487731e-08,0,12,7
SHRINK,group_2,0,1,,0,12,8
SHRINK_CAL,row_8,-0.149773493881731,1.13344644744364,1.99170939876273e-06,0,12,8
SHRINK,group_2,0,1,,0,12,9
SHRINK_CAL,row_8,-0.161559265059507,1.1046757865023,8.15900825922034e-07,0,12,9
SHRINK,group_2,0,1,,0.00147710487444609,12,10
SHRINK_CAL,group_2,-0.198852222946503,0.87098835311284,2.05209147331005e-06,0.00147710487444609,12,10
SHRINK,group_2,0,1,,0.00502933780385583,12,11
SHRINK_CAL,row_8,-0.186872734473107,1.20239312872412,1.13697172914124e-06,0.00502933780385583,12,11
SHRINK,group_2,0,1,,0,12,13
SHRINK_CAL,row_8,-0.165131970809555,1.12983721386765,7.75051560087964e-07,0,12,13
SHRINK,group_2,0,1,,0,12,14
SHRINK_CAL,group_2,-0.148254767252132,0.95313216485727,3.42474605181481e-08,0,12,14
SHRINK,group_2,0,1,,0.00318979266347687,12,15
SHRINK_CAL,row_8,-0.102586523073563,1.21341981814781,7.24134753796353e-07,0.00318979266347687,12,15
SHRINK,group_2,0,1,,0,12,16
SHRINK_CAL,row_8,-0.152310758318127,1.17470732787958,2.1481249175882e-06,0,12,16
SHRINK,group_2,0,1,,0,12,17
SHRINK_CAL,row_8,-0.158934452844224,1.16553610400279,1.83063389984421e-06,0,12,17
SHRINK,group_2,0,1,,0,12,18
SHRINK_CAL,row_8,-0.132604722650874,1.1889212878525,4.71790891483278e-06,0,12,18
SHRINK,group_2,0,1,,0.00619195046439629,12,19
SHRINK_CAL,row_8,-0.143186076979191,1.20070059194379,3.49105936354408e-06,0.00619195046439629,12,19
SHRINK,row_8,0,1,,0,13,1
SHRINK_CAL,row_8,-0.147459197576148,1.08796203119016,3.51559159773385e-07,0,13,1
SHRINK,row_8,0,1,,0.00357142857142857,13,2
SHRINK_CAL,row_8,-0.151355867071037,1.10297965391057,9.1353449345119e-09,0.00357142857142857,13,2
SHRINK,group_2,0,1,,0,13,3
SHRINK_CAL,row_8,-0.126551757635574,1.13942969626143,1.04589959142445e-06,0,13,3
SHRINK,group_2,0,1,,0,13,4
SHRINK_CAL,row_8,-0.124603815757043,1.13749794379912,8.14767562105017e-07,0,13,4
SHRINK,group_2,0,1,,0,13,5
SHRINK_CAL,row_8,-0.126447184790175,1.1388189235954,4.65812456324876e-07,0,13,5
SHRINK,group_2,0,1,,0.0072463768115942,13,6
SHRINK_CAL,row_8,-0.137294608171938,1.13916169780411,3.55440244223786e-07,0.0072463768115942,13,6
SHRINK,row_8,0,1,,0,13,7
SHRINK_CAL,row_8,-0.15138624455619,1.05455882480292,7.84705410066932e-07,0,13,7
SHRINK,group_2,0,1,,0,13,8
SHRINK_CAL,row_8,-0.1641564145164,1.05925539986524,6.88664153519281e-07,0,13,8
SHRINK,row_8,0,1,,0,13,9
SHRINK_CAL,row_8,-0.169755991341083,1.03444783440587,1.62082483841754e-08,0,13,9
SHRINK,group_2,0,1,,0.00147710487444609,13,10
SHRINK_CAL,row_8,-0.140713734142177,1.05474974208324,2.58908149639936e-06,0.00147710487444609,13,10
SHRINK,group_2,0,1,,0.00167644593461861,13,11
SHRINK_CAL,row_8,-0.191555317238395,1.15759192784788,5.02577877439765e-07,0.00167644593461861,13,11
SHRINK,group_2,0,1,,0,13,12
SHRINK_CAL,row_8,-0.165131970809555,1.12983721386765,7.75051560087964e-07,0,13,12
SHRINK,row_8,0,1,,0,13,14
SHRINK_CAL,row_8,-0.134071021828613,1.09623434980339,7.15151817186083e-08,0,13,14
SHRINK,row_8,0,1,,0.00318979266347687,13,15
SHRINK_CAL,row_8,-0.13068806014972,1.11491708247052,8.10333901918661e-07,0.00318979266347687,13,15
SHRINK,row_8,0,1,,0,13,16
SHRINK_CAL,row_8,-0.164827682591957,1.09780477878449,8.11706578882944e-07,0,13,16
SHRINK,row_8,0,1,,0,13,17
SHRINK_CAL,row_8,-0.174271156367983,1.07860434320223,1.16042387885871e-06,0,13,17
SHRINK,row_8,0,1,,0,13,18
SHRINK_CAL,row_8,-0.154407464241857,1.09883845913649,1.20651722930075e-06,0,13,18
SHRINK,row_8,0,1,,0.00619195046439629,13,19
SHRINK_CAL,row_8,-0.16095306281565,1.11103085091846,8.38675526277678e-07,0.00619195046439629,13,19
SHRINK,row_8,0,1,,0,14,1
SHRINK_CAL,row_8,-0.10317907591602,1.14887712323984,2.36066600921639e-07,0,14,1
SHRINK,row_8,0,1,,0.00357142857142857,14,2
SHRINK_CAL,row_8,-0.111216931480815,1.16300226885021,2.72185648013401e-08,0.00357142857142857,14,2
SHRINK,group_2,0,1,,0,14,3
SHRINK_CAL,row_8,-0.0832054036039027,1.19855191091067,3.14521697974274e-08,0,14,3
SHRINK,group_2,0,1,,0,14,4
SHRINK_CAL,row_8,-0.0830203150879086,1.19663205124495,7.82672118134213e-09,0,14,4
SHRINK,group_2,0,1,,0,14,5
SHRINK_CAL,row_8,-0.0864335389936317,1.20144184989057,8.16192668139093e-10,0,14,5
SHRINK,group_2,0,1,,0.0072463768115942,14,6
SHRINK_CAL,row_8,-0.0981599057812652,1.20183300350448,1.38480712546894e-08,0.0072463768115942,14,6
SHRINK,group_2,0,1,,0,14,7
SHRINK_CAL,row_8,-0.09089863662487,1.15936640609819,6.72813525218568e-07,0,14,7
SHRINK,group_2,0,1,,0,14,8
SHRINK_CAL,row_8,-0.105268645419393,1.15919660111099,8.50087709836593e-07,0,14,8
SHRINK,group_2,0,1,,0,14,9
SHRINK_CAL,row_8,-0.113287607730713,1.13665676383655,4.03739634813441e-07,0,14,9
SHRINK,group_2,0,1,,0.00147710487444609,14,10
SHRINK_CAL,row_8,-0.0767709203175903,1.16612402941108,7.65249027671541e-07,0.00147710487444609,14,10
SHRINK,group_2,0,1,,0.00167644593461861,14,11
SHRINK_CAL,row_8,-0.165293061625959,1.21407814080783,1.94679611036723e-07,0.00167644593461861,14,11
SHRINK,group_2,0,1,,0,14,12
SHRINK_CAL,group_2,-0.148254767252132,0.95313216485727,3.42474605181481e-08,0,14,12
SHRINK,row_8,0,1,,0,14,13
SHRINK_CAL,row_8,-0.134071021828613,1.09623434980339,7.15151817186083e-08,0,14,13
SHRINK,row_8,0,1,,0.00318979266347687,14,15
SHRINK_CAL,row_8,-0.0874553966430863,1.15443042129246,1.30967228263487e-06,0.00318979266347687,14,15
SHRINK,row_8,0,1,,0,14,16
SHRINK_CAL,row_8,-0.125166361911648,1.11906744867868,4.07413180025199e-07,0,14,16
SHRINK,row_8,0,1,,0,14,17
SHRINK_CAL,row_8,-0.133040089208074,1.10378945009035,4.1581670589565e-08,0,14,17
SHRINK,row_8,0,1,,0,14,18
SHRINK_CAL,row_8,-0.115696981248362,1.11983950973461,9.32433305835125e-07,0,14,18
SHRINK,row_8,0,1,,0.00619195046439629,14,19
SHRINK_CAL,row_8,-0.121363192210884,1.13414511800661,7.67830239403527e-07,0.00619195046439629,14,19
SHRINK,row_8,0,1,,0,15,1
SHRINK_CAL,row_8,-0.100714135300818,1.15293450680424,1.80814612722486e-06,0,15,1
SHRINK,row_8,0,1,,0.0107142857142857,15,2
SHRINK_CAL,row_8,-0.111995265213096,1.15681450646095,1.07016462592176e-06,0.0107142857142857,15,2
SHRINK,row_8,0,1,,0,15,3
SHRINK_CAL,row_8,-0.0754306179211299,1.20034971491158,8.5566966450056e-07,0,15,3
SHRINK,row_8,0,1,,0,15,4
SHRINK_CAL,row_8,-0.0769595997330358,1.19600503225633,5.57950842665917e-07,0,15,4
SHRINK,row_8,0,1,,0,15,5
SHRINK_CAL,row_8,-0.0856178866854303,1.19250048268662,3.35675006076346e-07,0,15,5
SHRINK,row_8,0,1,,0.0072463768115942,15,6
SHRINK_CAL,row_8,-0.0964971719865199,1.19684617054838,4.07426804154367e-07,0.0072463768115942,15,6
SHRINK,group_2,0,1,,0,15,7
SHRINK_CAL,row_8,-0.0730975878670153,1.17869630834776,3.01946938747449e-06,0,15,7
SHRINK,group_2,0,1,,0,15,8
SHRINK_CAL,row_8,-0.0916042787035714,1.17724861535443,3.82544908356103e-06,0,15,8
SHRINK,row_8,0,1,,0,15,9
SHRINK_CAL,row_8,-0.109906323727961,1.14454701930812,1.94370399632057e-06,0,15,9
SHRINK,group_2,0,1,,0.00147710487444609,15,10
SHRINK_CAL,row_8,-0.0462195336909977,1.19893565054466,1.96410389480015e-06,0.00147710487444609,15,10
SHRINK,group_2,0,1,,0.00251466890192791,15,11
SHRINK_CAL,row_8,-0.142239663911106,1.22428623374921,1.53093518441252e-06,0.00251466890192791,15,11
SHRINK,group_2,0,1,,0,15,12
SHRINK_CAL,row_8,-0.102586523073563,1.21341981814781,7.24134753796353e-07,0,15,12
SHRINK,row_8,0,1,,0,15,13
SHRINK_CAL,row_8,-0.13068806014972,1.11491708247052,8.10333901918661e-07,0,15,13
SHRINK,row_8,0,1,,0,15,14
SHRINK_CAL,row_8,-0.0874553966430863,1.15443042129246,1.30967228263487e-06,0,15,14
SHRINK,row_8,0,1,,0,15,16
SHRINK_CAL,row_8,-0.117189699702028,1.14437446862253,2.47359896262452e-06,0,15,16
SHRINK,row_8,0,1,,0,15,17
SHRINK_CAL,row_8,-0.1304299744535,1.11258006092256,2.37861249063816e-06,0,15,17
SHRINK,row_8,0,1,,0,15,18
SHRINK_CAL,row_8,-0.106728313279696,1.12921070268096,3.2433627479928e-06,0,15,18
SHRINK,row_8,0,1,,0.00619195046439629,15,19
SHRINK_CAL,row_8,-0.114968830676538,1.1414316710333,2.63785596474098e-06,0.00619195046439629,15,19
SHRINK,row_8,0,1,,0,16,1
SHRINK_CAL,row_8,-0.136597040382739,1.13660710947277,6.47201300855389e-07,0,16,1
SHRINK,row_8,0,1,,0.00357142857142857,16,2
SHRINK_CAL,row_8,-0.141266697793723,1.15446801043353,4.50007231620099e-07,0.00357142857142857,16,2
SHRINK,row_8,0,1,,0,16,3
SHRINK_CAL,row_8,-0.114810398028874,1.19175801942143,8.91174288574433e-07,0,16,3
SHRINK,row_8,0,1,,0,16,4
SHRINK_CAL,row_8,-0.114065226393366,1.18642765364283,6.01503672743436e-07,0,16,4
SHRINK,row_8,0,1,,0,16,5
SHRINK_CAL,row_8,-0.116960379405821,1.18922812590809,2.59991387282393e-07,0,16,5
SHRINK,row_8,0,1,,0.0072463768115942,16,6
SHRINK_CAL,row_8,-0.127177626716196,1.1930963542543,2.59114447035587e-07,0.0072463768115942,16,6
SHRINK,group_2,0,1,,0,16,7
SHRINK_CAL,row_8,-0.116847920367499,1.15956168346343,2.37921616075507e-06,0,16,7
SHRINK,row_8,0,1,,0,16,8
SHRINK_CAL,row_8,-0.133537229442754,1.15735005011261,1.77813201014928e-06,0,16,8
SHRINK,row_8,0,1,,0,16,9
SHRINK_CAL,row_8,-0.141849830865053,1.13714626205833,6.11392231410164e-07,0,16,9
SHRINK,row_8,0,1,,0.00147710487444609,16,10
SHRINK_CAL,row_8,-0.0989208336822062,1.16983080160776,5.13610945431832e-06,0.00147710487444609,16,10
SHRINK,group_2,0,1,,0.00167644593461861,16,11
SHRINK_CAL,row_8,-0.185877491526384,1.20173800622453,7.25961038672881e-07,0.00167644593461861,16,11
SHRINK,group_2,0,1,,0,16,12
SHRINK_CAL,row_8,-0.152310758318127,1.17470732787958,2.1481249175882e-06,0,16,12
SHRINK,row_8,0,1,,0,16,13
SHRINK_CAL,row_8,-0.164827682591957,1.09780477878449,8.11706578882944e-07,0,16,13
SHRINK,row_8,0,1,,0,16,14
SHRINK_CAL,row_8,-0.125166361911648,1.11906744867868,4.07413180025199e-07,0,16,14
SHRINK,row_8,0,1,,0.00318979266347687,16,15
SHRINK_CAL,row_8,-0.117189699702028,1.14437446862253,2.47359896262452e-06,0.00318979266347687,16,15
SHRINK,row_8,0,1,,0,16,17
SHRINK_CAL,row_8,-0.162891759040358,1.10519497928111,7.3654596172059e-07,0,16,17
SHRINK,row_8,0,1,,0,16,18
SHRINK_CAL,row_8,-0.143983548407034,1.12110202263496,3.40155049675288e-08,0,16,18
SHRINK,row_8,0,1,,0.00619195046439629,16,19
SHRINK_CAL,row_8,-0.148689632310427,1.14151834548687,9.34175882731808e-07,0.00619195046439629,16,19
SHRINK,row_8,0,1,,0,17,1
SHRINK_CAL,row_8,-0.143617929685242,1.12082089337813,4.87686761896616e-07,0,17,1
SHRINK,row_8,0,1,,0.00357142857142857,17,2
SHRINK_CAL,row_8,-0.148864996733285,1.13156711359399,3.95009110054547e-07,0.00357142857142857,17,2
SHRINK,row_8,0,1,,0,17,3
SHRINK_CAL,row_8,-0.122429721475182,1.17033527640446,1.45017243893469e-06,0,17,3
SHRINK,row_8,0,1,,0,17,4
SHRINK_CAL,row_8,-0.120928818797803,1.16775365412588,1.02184978745258e-06,0,17,4
SHRINK,row_8,0,1,,0,17,5
SHRINK_CAL,row_8,-0.124873313416771,1.16686942091099,5.26280832432966e-07,0,17,5
SHRINK,row_8,0,1,,0.0072463768115942,17,6
SHRINK_CAL,row_8,-0.135056624979133,1.17055455933806,4.72534815068105e-07,0.0072463768115942,17,6
SHRINK,row_8,0,1,,0,17,7
SHRINK_CAL,row_8,-0.123869577112681,1.14260290697103,2.3750197076803e-06,0,17,7
SHRINK,row_8,0,1,,0,17,8
SHRINK_CAL,row_8,-0.139230278214789,1.14519855755046,1.68078728122049e-06,0,17,8
SHRINK,row_8,0,1,,0,17,9
SHRINK_CAL,row_8,-0.149999615184517,1.11558290033351,1.23864727566013e-08,0,17,9
SHRINK,row_8,0,1,,0.00147710487444609,17,10
SHRINK_CAL,row_8,-0.103498252119837,1.15982190093282,7.82923750938976e-07,0.00147710487444609,17,10
SHRINK,group_2,0,1,,0.00167644593461861,17,11
SHRINK_CAL,row_8,-0.190909288807338,1.18978886890943,9.3039289533647e-07,0.00167644593461861,17,11
SHRINK,group_2,0,1,,0,17,12
SHRINK_CAL,row_8,-0.158934452844224,1.16553610400279,1.83063389984421e-06,0,17,12
SHRINK,row_8,0,1,,0,17,13
SHRINK_CAL,row_8,-0.174271156367983,1.07860434320223,1.16042387885871e-06,0,17,13
SHRINK,row_8,0,1,,0,17,14
SHRINK_CAL,row_8,-0.133040089208074,1.10378945009035,4.1581670589565e-08,0,17,14
SHRINK,row_8,0,1,,0.00318979266347687,17,15
SHRINK_CAL,row_8,-0.1304299744535,1.11258006092256,2.37861249063816e-06,0.00318979266347687,17,15
SHRINK,row_8,0,1,,0,17,16
SHRINK_CAL,row_8,-0.162891759040358,1.10519497928111,7.3654596172059e-07,0,17,16
SHRINK,row_8,0,1,,0,17,18
SHRINK_CAL,row_8,-0.146564109043078,1.10465381040802,9.82727179578771e-07,0,17,18
SHRINK,row_8,0,1,,0.00619195046439629,17,19
SHRINK_CAL,row_8,-0.153180167265549,1.11789435440689,1.14175224447642e-07,0.00619195046439629,17,19
SHRINK,row_8,0,1,,0,18,1
SHRINK_CAL,row_8,-0.129091509988389,1.12804413872525,1.05699601383808e-06,0,18,1
SHRINK,row_8,0,1,,0.00357142857142857,18,2
SHRINK_CAL,row_8,-0.135146269173718,1.14004598502042,7.98915536976257e-07,0.00357142857142857,18,2
SHRINK,row_8,0,1,,0,18,3
SHRINK_CAL,row_8,-0.105055917021706,1.18076705278974,1.65158925066974e-06,0,18,3
SHRINK,row_8,0,1,,0,18,4
SHRINK_CAL,row_8,-0.102656154177472,1.1815417920191,1.03374444860347e-06,0,18,4
SHRINK,row_8,0,1,,0,18,5
SHRINK_CAL,row_8,-0.107044909999558,1.18246419971001,5.03626634483904e-07,0,18,5
SHRINK,row_8,0,1,,0.0072463768115942,18,6
SHRINK_CAL,row_8,-0.117374187167054,1.18637654754696,5.25450728690657e-07,0.0072463768115942,18,6
SHRINK,row_8,0,1,,0,18,7
SHRINK_CAL,row_8,-0.101491104233551,1.15931160644195,4.18981471177098e-06,0,18,7
SHRINK,row_8,0,1,,0,18,8
SHRINK_CAL,row_8,-0.118511859957827,1.16000537474787,3.51844917686637e-06,0,18,8
SHRINK,row_8,0,1,,0,18,9
SHRINK_CAL,row_8,-0.130893466974862,1.13324063957447,1.15978989250211e-06,0,18,9
SHRINK,row_8,0,1,,0.00147710487444609,18,10
SHRINK_CAL,row_8,-0.0763091137115394,1.18521265541016,5.07062028958099e-06,0.00147710487444609,18,10
SHRINK,group_2,0,1,,0.00167644593461861,18,11
SHRINK_CAL,row_8,-0.167544383784455,1.21181922875503,1.51639332250354e-06,0.00167644593461861,18,11
SHRINK,group_2,0,1,,0,18,12
SHRINK_CAL,row_8,-0.132604722650874,1.1889212878525,4.71790891483278e-06,0,18,12
SHRINK,row_8,0,1,,0,18,13
SHRINK_CAL,row_8,-0.154407464241857,1.09883845913649,1.20651722930075e-06,0,18,13
SHRINK,row_8,0,1,,0,18,14
SHRINK_CAL,row_8,-0.115696981248362,1.11983950973461,9.32433305835125e-07,0,18,14
SHRINK,row_8,0,1,,0.00318979266347687,18,15
SHRINK_CAL,row_8,-0.106728313279696,1.12921070268096,3.2433627479928e-06,0.00318979266347687,18,15
SHRINK,row_8,0,1,,0,18,16
SHRINK_CAL,row_8,-0.143983548407034,1.12110202263496,3.40155049675288e-08,0,18,16
SHRINK,row_8,0,1,,0,18,17
SHRINK_CAL,row_8,-0.146564109043078,1.10465381040802,9.82727179578771e-07,0,18,17
SHRINK,row_8,0,1,,0.00619195046439629,18,19
SHRINK_CAL,row_8,-0.137798053120679,1.12588452651996,8.62507626353305e-07,0.00619195046439629,18,19
SHRINK,row_8,0,1,,0,19,1
SHRINK_CAL,row_8,-0.137303478662511,1.13410135779067,6.85732437098749e-07,0,19,1
SHRINK,row_8,0,1,,0.00357142857142857,19,2
SHRINK_CAL,row_8,-0.144424657258917,1.14469805434541,4.72877088925921e-07,0.00357142857142857,19,2
SHRINK,row_8,0,1,,0,19,3
SHRINK_CAL,row_8,-0.116872266496226,1.18551033857325,1.26877649139714e-06,0,19,3
SHRINK,row_8,0,1,,0,19,4
SHRINK_CAL,row_8,-0.113611816074872,1.18593124517769,8.29929403700419e-07,0,19,4
SHRINK,row_8,0,1,,0,19,5
SHRINK_CAL,row_8,-0.118154062288247,1.18596547361849,4.05941067052268e-07,0,19,5
SHRINK,row_8,0,1,,0.0072463768115942,19,6
SHRINK_CAL,row_8,-0.128723989609269,1.18905647825495,3.94696952099362e-07,0.0072463768115942,19,6
SHRINK,row_8,0,1,,0,19,7
SHRINK_CAL,row_8,-0.113173277530366,1.16398827944058,2.95867087652293e-06,0,19,7
SHRINK,row_8,0,1,,0,19,8
SHRINK_CAL,row_8,-0.126481223633041,1.17155628046031,2.55911047378637e-06,0,19,8
SHRINK,row_8,0,1,,0,19,9
SHRINK_CAL,row_8,-0.137382215186742,1.14667957640545,9.26872313453165e-07,0,19,9
SHRINK,row_8,0,1,,0.00147710487444609,19,10
SHRINK_CAL,row_8,-0.0841695425400797,1.19509178985492,4.4779606115473e-06,0.00147710487444609,19,10
SHRINK,group_2,0,1,,0.00167644593461861,19,11
SHRINK_CAL,row_8,-0.178610106451547,1.22276669461519,9.61660666070726e-07,0.00167644593461861,19,11
SHRINK,group_2,0,1,,0,19,12
SHRINK_CAL,row_8,-0.143186076979191,1.20070059194379,3.49105936354408e-06,0,19,12
SHRINK,row_8,0,1,,0,19,13
SHRINK_CAL,row_8,-0.16095306281565,1.11103085091846,8.38675526277678e-07,0,19,13
SHRINK,row_8,0,1,,0,19,14
SHRINK_CAL,row_8,-0.121363192210884,1.13414511800661,7.67830239403527e-07,0,19,14
SHRINK,row_8,0,1,,0.00318979266347687,19,15
SHRINK_CAL,row_8,-0.114968830676538,1.1414316710333,2.63785596474098e-06,0.00318979266347687,19,15
SHRINK,row_8,0,1,,0,19,16
SHRINK_CAL,row_8,-0.148689632310427,1.14151834548687,9.34175882731808e-07,0,19,16
SHRINK,row_8,0,1,,0,19,17
SHRINK_CAL,row_8,-0.153180167265549,1.11789435440689,1.14175224447642e-07,0,19,17
SHRINK,row_8,0,1,,0,19,18
SHRINK_CAL,row_8,-0.137798053120679,1.12588452651996,8.62507626353305e-07,0,19,18
