Model,MeanDelta,Better,Worse,BootstrapLow,BootstrapHigh,DeleteOneLow,DeleteOneHigh
SHRINK,-0.0051103082560925,10,9,-0.0116802681831998,0.00113042636264057,-0.00606387368992058,-0.00381891406624161
SHRINK_CAL,-0.00778825881304532,9,10,-0.0287168107502051,0.0128072701630281,-0.0120751839693171,-0.00333294717349138
