ConnGroup,LogLoss,Model,Candidate,InnerFold,OuterGroup
17,0.445091389390321,SHRINK,original,5,6
11,0.564855271407773,SHRINK_CAL,original,5,6
16,0.590953762727232,SHRINK_CAL,original,5,6
17,0.51232163092087,SHRINK_CAL,original,5,6
3,0.595228463413554,SHRINK,group_0.5,1,6
8,0.60934719343874,SHRINK,group_0.5,1,6
12,0.984976244714463,SHRINK,group_0.5,1,6
13,0.489611267003112,SHRINK,group_0.5,1,6
3,0.526060115968751,SHRINK_CAL,group_0.5,1,6
8,0.614365983856787,SHRINK_CAL,group_0.5,1,6
12,0.948643779844692,SHRINK_CAL,group_0.5,1,6
13,0.536695478287235,SHRINK_CAL,group_0.5,1,6
7,0.570240328060342,SHRINK,group_0.5,2,6
15,0.77132745126594,SHRINK,group_0.5,2,6
18,0.574235358764032,SHRINK,group_0.5,2,6
19,0.657651609981066,SHRINK,group_0.5,2,6
7,0.610444713258308,SHRINK_CAL,group_0.5,2,6
15,0.773042426559493,SHRINK_CAL,group_0.5,2,6
18,0.637871970540317,SHRINK_CAL,group_0.5,2,6
19,0.684671779713828,SHRINK_CAL,group_0.5,2,6
4,0.697340081632919,SHRINK,group_0.5,3,6
5,0.743606178758814,SHRINK,group_0.5,3,6
9,0.588694887656454,SHRINK,group_0.5,3,6
14,0.658053004665542,SHRINK,group_0.5,3,6
4,0.572957321980757,SHRINK_CAL,group_0.5,3,6
5,0.588276619689753,SHRINK_CAL,group_0.5,3,6
9,0.549069396166324,SHRINK_CAL,group_0.5,3,6
14,0.553685812756152,SHRINK_CAL,group_0.5,3,6
1,0.563256082754552,SHRINK,group_0.5,4,6
2,0.539920214353938,SHRINK,group_0.5,4,6
10,0.423128727205633,SHRINK,group_0.5,4,6
1,0.501622592501477,SHRINK_CAL,group_0.5,4,6
2,0.478115953554634,SHRINK_CAL,group_0.5,4,6
10,0.509027501878476,SHRINK_CAL,group_0.5,4,6
11,0.619259155127799,SHRINK,group_0.5,5,6
16,0.571545512732959,SHRINK,group_0.5,5,6
17,0.472310558389193,SHRINK,group_0.5,5,6
11,0.57398535341271,SHRINK_CAL,group_0.5,5,6
16,0.584336550253254,SHRINK_CAL,group_0.5,5,6
17,0.534770830323928,SHRINK_CAL,group_0.5,5,6
3,0.556971978854491,SHRINK,group_2,1,6
8,0.594074220410611,SHRINK,group_2,1,6
12,0.885169896306531,SHRINK,group_2,1,6
13,0.502776110418315,SHRINK,group_2,1,6
3,0.522251144922744,SHRINK_CAL,group_2,1,6
8,0.610438307832374,SHRINK_CAL,group_2,1,6
12,0.92612575275816,SHRINK_CAL,group_2,1,6
13,0.529085049751939,SHRINK_CAL,group_2,1,6
7,0.570225311140729,SHRINK,group_2,2,6
15,0.735876396148194,SHRINK,group_2,2,6
18,0.575348419980004,SHRINK,group_2,2,6
19,0.647341200010171,SHRINK,group_2,2,6
7,0.606372215904434,SHRINK_CAL,group_2,2,6
15,0.76889962870664,SHRINK_CAL,group_2,2,6
18,0.629644772522067,SHRINK_CAL,group_2,2,6
19,0.683277198103195,SHRINK_CAL,group_2,2,6
4,0.654165642775972,SHRINK,group_2,3,6
5,0.696580168423522,SHRINK,group_2,3,6
9,0.570551791875622,SHRINK,group_2,3,6
14,0.625281868792103,SHRINK,group_2,3,6
4,0.58249495289753,SHRINK_CAL,group_2,3,6
5,0.600853760492859,SHRINK_CAL,group_2,3,6
9,0.544450674437435,SHRINK_CAL,group_2,3,6
14,0.557971411787275,SHRINK_CAL,group_2,3,6
1,0.552529976193188,SHRINK,group_2,4,6
2,0.52560469712012,SHRINK,group_2,4,6
10,0.441624775628365,SHRINK,group_2,4,6
1,0.506600380012159,SHRINK_CAL,group_2,4,6
2,0.476518006700933,SHRINK_CAL,group_2,4,6
10,0.492612560042287,SHRINK_CAL,group_2,4,6
11,0.587191896125019,SHRINK,group_2,5,6
16,0.559247253712333,SHRINK,group_2,5,6
17,0.486953081474722,SHRINK,group_2,5,6
11,0.56688896164623,SHRINK_CAL,group_2,5,6
16,0.574314862319071,SHRINK_CAL,group_2,5,6
17,0.522904304265625,SHRINK_CAL,group_2,5,6
3,0.530938892703216,SHRINK,group_8,1,6
8,0.604470412765545,SHRINK,group_8,1,6
12,0.832038375547483,SHRINK,group_8,1,6
13,0.549976463867891,SHRINK,group_8,1,6
3,0.52158020739731,SHRINK_CAL,group_8,1,6
8,0.606133329180721,SHRINK_CAL,group_8,1,6
12,0.889402147918748,SHRINK_CAL,group_8,1,6
13,0.531446852848017,SHRINK_CAL,group_8,1,6
7,0.598565796735563,SHRINK,group_8,2,6
15,0.734635221418829,SHRINK,group_8,2,6
18,0.615736841081999,SHRINK,group_8,2,6
19,0.664762279942626,SHRINK,group_8,2,6
7,0.613347609312846,SHRINK_CAL,group_8,2,6
15,0.76758396667603,SHRINK_CAL,group_8,2,6
18,0.63804692217534,SHRINK_CAL,group_8,2,6
19,0.688133699956862,SHRINK_CAL,group_8,2,6
4,0.610039747704733,SHRINK,group_8,3,6
5,0.635233536664858,SHRINK,group_8,3,6
9,0.569712844524978,SHRINK,group_8,3,6
14,0.592458641952047,SHRINK,group_8,3,6
4,0.588789706955696,SHRINK_CAL,group_8,3,6
5,0.605096443858312,SHRINK_CAL,group_8,3,6
9,0.545280346323078,SHRINK_CAL,group_8,3,6
14,0.561744951752849,SHRINK_CAL,group_8,3,6
1,0.540383964977473,SHRINK,group_8,4,6
2,0.516842814802481,SHRINK,group_8,4,6
10,0.503808382369908,SHRINK,group_8,4,6
1,0.514673500268235,SHRINK_CAL,group_8,4,6
2,0.480626236198276,SHRINK_CAL,group_8,4,6
10,0.49579831691121,SHRINK_CAL,group_8,4,6
11,0.572357404729034,SHRINK,group_8,5,6
16,0.575593196241205,SHRINK,group_8,5,6
17,0.542534317788629,SHRINK,group_8,5,6
11,0.561782569052018,SHRINK_CAL,group_8,5,6
16,0.568214772231434,SHRINK_CAL,group_8,5,6
17,0.522812387518636,SHRINK_CAL,group_8,5,6
3,0.546130117783413,SHRINK,group_32,1,6
8,0.658127688958851,SHRINK,group_32,1,6
12,0.849984047481596,SHRINK,group_32,1,6
13,0.636166487286959,SHRINK,group_32,1,6
3,0.525355665566961,SHRINK_CAL,group_32,1,6
8,0.631445331220145,SHRINK_CAL,group_32,1,6
12,0.855205504596301,SHRINK_CAL,group_32,1,6
13,0.594255078949957,SHRINK_CAL,group_32,1,6
7,0.655775474210989,SHRINK,group_32,2,6
15,0.772854835068287,SHRINK,group_32,2,6
18,0.689910909085658,SHRINK,group_32,2,6
19,0.713164737239001,SHRINK,group_32,2,6
7,0.664562762178968,SHRINK_CAL,group_32,2,6
15,0.790840762776151,SHRINK_CAL,group_32,2,6
18,0.70332887992571,SHRINK_CAL,group_32,2,6
19,0.726352075002585,SHRINK_CAL,group_32,2,6
4,0.602106848782096,SHRINK,group_32,3,6
5,0.600757938415937,SHRINK,group_32,3,6
9,0.602163714932926,SHRINK,group_32,3,6
14,0.593709117495561,SHRINK,group_32,3,6
4,0.581664616401202,SHRINK_CAL,group_32,3,6
5,0.582013938188561,SHRINK_CAL,group_32,3,6
9,0.574840784872451,SHRINK_CAL,group_32,3,6
14,0.567711839253782,SHRINK_CAL,group_32,3,6
1,0.553395428595491,SHRINK,group_32,4,6
2,0.525316592779452,SHRINK,group_32,4,6
10,0.607652742071049,SHRINK,group_32,4,6
1,0.532897707969845,SHRINK_CAL,group_32,4,6
2,0.501910642560222,SHRINK_CAL,group_32,4,6
10,0.581069829879098,SHRINK_CAL,group_32,4,6
11,0.590846369673773,SHRINK,group_32,5,6
16,0.632297093247801,SHRINK,group_32,5,6
17,0.630563462746673,SHRINK,group_32,5,6
11,0.566629033341365,SHRINK_CAL,group_32,5,6
16,0.596156113435285,SHRINK_CAL,group_32,5,6
17,0.582467722709107,SHRINK_CAL,group_32,5,6
3,0.637069981399104,SHRINK,row_0.5,1,6
8,0.585354047287899,SHRINK,row_0.5,1,6
12,0.944418285264979,SHRINK,row_0.5,1,6
13,0.464872811197238,SHRINK,row_0.5,1,6
3,0.536529425937726,SHRINK_CAL,row_0.5,1,6
8,0.600255186783298,SHRINK_CAL,row_0.5,1,6
12,0.942207711588933,SHRINK_CAL,row_0.5,1,6
13,0.524063550167562,SHRINK_CAL,row_0.5,1,6
7,0.56629805751731,SHRINK,row_0.5,2,6
15,0.756921669439062,SHRINK,row_0.5,2,6
18,0.552799495088155,SHRINK,row_0.5,2,6
19,0.645213009544821,SHRINK,row_0.5,2,6
7,0.609241365690676,SHRINK_CAL,row_0.5,2,6
15,0.767685224909049,SHRINK_CAL,row_0.5,2,6
18,0.62830379771094,SHRINK_CAL,row_0.5,2,6
19,0.680364430689465,SHRINK_CAL,row_0.5,2,6
4,0.694902696424265,SHRINK,row_0.5,3,6
5,0.739642361442252,SHRINK,row_0.5,3,6
9,0.598712503335307,SHRINK,row_0.5,3,6
14,0.612927406937802,SHRINK,row_0.5,3,6
4,0.574322126784711,SHRINK_CAL,row_0.5,3,6
5,0.592254217816548,SHRINK_CAL,row_0.5,3,6
9,0.560533985643263,SHRINK_CAL,row_0.5,3,6
14,0.537602091885607,SHRINK_CAL,row_0.5,3,6
1,0.545615312044114,SHRINK,row_0.5,4,6
2,0.545034902002556,SHRINK,row_0.5,4,6
10,0.431886669978868,SHRINK,row_0.5,4,6
1,0.493459928910001,SHRINK_CAL,row_0.5,4,6
2,0.481686730924773,SHRINK_CAL,row_0.5,4,6
10,0.517944804790509,SHRINK_CAL,row_0.5,4,6
11,0.6566882649983,SHRINK,row_0.5,5,6
16,0.598637156104761,SHRINK,row_0.5,5,6
17,0.436286407875701,SHRINK,row_0.5,5,6
11,0.573665669696577,SHRINK_CAL,row_0.5,5,6
16,0.596344506817241,SHRINK_CAL,row_0.5,5,6
17,0.523254040415779,SHRINK_CAL,row_0.5,5,6
3,0.596926821368132,SHRINK,row_2,1,6
8,0.570298171419633,SHRINK,row_2,1,6
12,0.852417828129476,SHRINK,row_2,1,6
13,0.473411776293545,SHRINK,row_2,1,6
3,0.534826703726524,SHRINK_CAL,row_2,1,6
8,0.594044634702485,SHRINK_CAL,row_2,1,6
12,0.917948581091364,SHRINK_CAL,row_2,1,6
13,0.51273694634229,SHRINK_CAL,row_2,1,6
7,0.564505773618359,SHRINK,row_2,2,6
15,0.72273780724293,SHRINK,row_2,2,6
18,0.549882810330803,SHRINK,row_2,2,6
19,0.636520379374238,SHRINK,row_2,2,6
7,0.604766099926129,SHRINK_CAL,row_2,2,6
15,0.761857917134673,SHRINK_CAL,row_2,2,6
18,0.616837575907462,SHRINK_CAL,row_2,2,6
19,0.678592649888382,SHRINK_CAL,row_2,2,6
4,0.661404163926242,SHRINK,row_2,3,6
5,0.70558069868436,SHRINK,row_2,3,6
9,0.580535472288275,SHRINK,row_2,3,6
14,0.595533487791867,SHRINK,row_2,3,6
4,0.582986290111297,SHRINK_CAL,row_2,3,6
5,0.604688689373104,SHRINK_CAL,row_2,3,6
9,0.555525436094729,SHRINK_CAL,row_2,3,6
14,0.5390221940135,SHRINK_CAL,row_2,3,6
1,0.539653139441383,SHRINK,row_2,4,6
2,0.530368772331177,SHRINK,row_2,4,6
10,0.441990567850006,SHRINK,row_2,4,6
1,0.496373371157972,SHRINK_CAL,row_2,4,6
2,0.479573772091355,SHRINK_CAL,row_2,4,6
10,0.499902344861696,SHRINK_CAL,row_2,4,6
11,0.617694633430848,SHRINK,row_2,5,6
16,0.577667830595927,SHRINK,row_2,5,6
17,0.446649535798986,SHRINK,row_2,5,6
11,0.567814858666836,SHRINK_CAL,row_2,5,6
16,0.589168957527661,SHRINK_CAL,row_2,5,6
17,0.510092371171253,SHRINK_CAL,row_2,5,6
3,0.553414343179458,SHRINK,row_8,1,6
8,0.572205782761543,SHRINK,row_8,1,6
12,0.797528125628102,SHRINK,row_8,1,6
13,0.506859694935001,SHRINK,row_8,1,6
3,0.536140354439439,SHRINK_CAL,row_8,1,6
8,0.587368883377684,SHRINK_CAL,row_8,1,6
12,0.884271628827412,SHRINK_CAL,row_8,1,6
13,0.506355864102506,SHRINK_CAL,row_8,1,6
7,0.583787218822033,SHRINK,row_8,2,6
15,0.715396258052174,SHRINK,row_8,2,6
18,0.580648378696592,SHRINK,row_8,2,6
19,0.648496468385185,SHRINK,row_8,2,6
7,0.607693871090831,SHRINK_CAL,row_8,2,6
15,0.758614733350037,SHRINK_CAL,row_8,2,6
18,0.617297377077803,SHRINK_CAL,row_8,2,6
19,0.681685857220348,SHRINK_CAL,row_8,2,6
4,0.619160697460108,SHRINK,row_8,3,6
5,0.651924183702533,SHRINK,row_8,3,6
9,0.569936054030335,SHRINK,row_8,3,6
14,0.574514765833902,SHRINK,row_8,3,6
4,0.594208609411668,SHRINK_CAL,row_8,3,6
5,0.614958083982416,SHRINK_CAL,row_8,3,6
9,0.553684930734153,SHRINK_CAL,row_8,3,6
14,0.544133396727104,SHRINK_CAL,row_8,3,6
1,0.530293305716665,SHRINK,row_8,4,6
2,0.518409408727412,SHRINK,row_8,4,6
10,0.484994406817526,SHRINK,row_8,4,6
1,0.503539058407304,SHRINK_CAL,row_8,4,6
2,0.481953149382254,SHRINK_CAL,row_8,4,6
10,0.492358115218904,SHRINK_CAL,row_8,4,6
11,0.584487981508213,SHRINK,row_8,5,6
16,0.572899864667736,SHRINK,row_8,5,6
17,0.494968072803047,SHRINK,row_8,5,6
11,0.564931434172783,SHRINK_CAL,row_8,5,6
16,0.58326292631734,SHRINK_CAL,row_8,5,6
17,0.503267859453137,SHRINK_CAL,row_8,5,6
3,0.542065700594611,SHRINK,row_32,1,6
8,0.620277614267434,SHRINK,row_32,1,6
12,0.814872184305567,SHRINK,row_32,1,6
13,0.588801272816451,SHRINK,row_32,1,6
3,0.526672394552384,SHRINK_CAL,row_32,1,6
8,0.59217230841766,SHRINK_CAL,row_32,1,6
12,0.841597857428037,SHRINK_CAL,row_32,1,6
13,0.536493379463716,SHRINK_CAL,row_32,1,6
7,0.635718726771335,SHRINK,row_32,2,6
15,0.751114649819816,SHRINK,row_32,2,6
18,0.655454613529412,SHRINK,row_32,2,6
19,0.693586684147021,SHRINK,row_32,2,6
7,0.639773253072792,SHRINK_CAL,row_32,2,6
15,0.772124538806971,SHRINK_CAL,row_32,2,6
18,0.662936230382623,SHRINK_CAL,row_32,2,6
19,0.705942227085149,SHRINK_CAL,row_32,2,6
4,0.598556927562491,SHRINK,row_32,3,6
5,0.6077811485308,SHRINK,row_32,3,6
9,0.589563924103804,SHRINK,row_32,3,6
14,0.575564935251394,SHRINK,row_32,3,6
4,0.585864547713647,SHRINK_CAL,row_32,3,6
5,0.596882319181175,SHRINK_CAL,row_32,3,6
9,0.562108504868176,SHRINK_CAL,row_32,3,6
14,0.547757946760302,SHRINK_CAL,row_32,3,6
1,0.539901025493971,SHRINK,row_32,4,6
2,0.521473276093506,SHRINK,row_32,4,6
10,0.577850755784047,SHRINK,row_32,4,6
1,0.515434093946498,SHRINK_CAL,row_32,4,6
2,0.493763384927828,SHRINK_CAL,row_32,4,6
10,0.542387689114151,SHRINK_CAL,row_32,4,6
11,0.585171064342969,SHRINK,row_32,5,6
16,0.613178882841719,SHRINK,row_32,5,6
17,0.589893761105582,SHRINK,row_32,5,6
11,0.561885460582918,SHRINK_CAL,row_32,5,6
16,0.587524063766944,SHRINK_CAL,row_32,5,6
17,0.538005627798526,SHRINK_CAL,row_32,5,6
3,0.56506594591482,SHRINK,original,1,7
8,0.587215436934586,SHRINK,original,1,7
12,0.823273752214986,SHRINK,original,1,7
13,0.491078039408521,SHRINK,original,1,7
3,0.500172139789954,SHRINK_CAL,original,1,7
8,0.643252598315218,SHRINK_CAL,original,1,7
12,0.977106130468523,SHRINK_CAL,original,1,7
13,0.556876087365635,SHRINK_CAL,original,1,7
6,0.551826696918582,SHRINK,original,2,7
15,0.685983362760108,SHRINK,original,2,7
18,0.537802326766904,SHRINK,original,2,7
19,0.622482595880655,SHRINK,original,2,7
6,0.4200456341903,SHRINK_CAL,original,2,7
15,0.76496020809357,SHRINK_CAL,original,2,7
18,0.62171968536335,SHRINK_CAL,original,2,7
19,0.686201945960222,SHRINK_CAL,original,2,7
4,0.617883879408193,SHRINK,original,3,7
5,0.665791814951162,SHRINK,original,3,7
9,0.589638381342946,SHRINK,original,3,7
14,0.565376989665104,SHRINK,original,3,7
4,0.542587058066696,SHRINK_CAL,original,3,7
5,0.556152806787828,SHRINK_CAL,original,3,7
9,0.556233572399278,SHRINK_CAL,original,3,7
14,0.500388375000048,SHRINK_CAL,original,3,7
1,0.511598728225017,SHRINK,original,4,7
2,0.519013179436513,SHRINK,original,4,7
10,0.458325656703234,SHRINK,original,4,7
1,0.460536491388227,SHRINK_CAL,original,4,7
2,0.443699727136175,SHRINK_CAL,original,4,7
10,0.517296423793246,SHRINK_CAL,original,4,7
11,0.601823658388753,SHRINK,original,5,7
16,0.581116596927316,SHRINK,original,5,7
17,0.461515562811845,SHRINK,original,5,7
11,0.557767278630476,SHRINK_CAL,original,5,7
16,0.611709615247893,SHRINK_CAL,original,5,7
17,0.538305749784581,SHRINK_CAL,original,5,7
3,0.529810797415106,SHRINK,group_0.5,1,7
8,0.659215455038431,SHRINK,group_0.5,1,7
12,1.0524475480178,SHRINK,group_0.5,1,7
13,0.520764925275116,SHRINK,group_0.5,1,7
3,0.496152635067085,SHRINK_CAL,group_0.5,1,7
8,0.661793030111577,SHRINK_CAL,group_0.5,1,7
12,0.997572958558645,SHRINK_CAL,group_0.5,1,7
13,0.580169803371511,SHRINK_CAL,group_0.5,1,7
6,0.517792484623987,SHRINK,group_0.5,2,7
15,0.77132745126594,SHRINK,group_0.5,2,7
18,0.574235358764032,SHRINK,group_0.5,2,7
19,0.657651609981066,SHRINK,group_0.5,2,7
6,0.416198055900021,SHRINK_CAL,group_0.5,2,7
15,0.773042426559493,SHRINK_CAL,group_0.5,2,7
18,0.637871970540317,SHRINK_CAL,group_0.5,2,7
19,0.684671779713828,SHRINK_CAL,group_0.5,2,7
4,0.603912613456007,SHRINK,group_0.5,3,7
5,0.642884699498681,SHRINK,group_0.5,3,7
9,0.579058502089924,SHRINK,group_0.5,3,7
14,0.576476419721078,SHRINK,group_0.5,3,7
4,0.535424260465527,SHRINK_CAL,group_0.5,3,7
5,0.544988942292005,SHRINK_CAL,group_0.5,3,7
9,0.552897818364844,SHRINK_CAL,group_0.5,3,7
14,0.521392638910087,SHRINK_CAL,group_0.5,3,7
1,0.517522981630667,SHRINK,group_0.5,4,7
2,0.479532713576209,SHRINK,group_0.5,4,7
10,0.447369887570552,SHRINK,group_0.5,4,7
1,0.482955824811909,SHRINK_CAL,group_0.5,4,7
2,0.443988959659711,SHRINK_CAL,group_0.5,4,7
10,0.523188096468552,SHRINK_CAL,group_0.5,4,7
11,0.594193329175666,SHRINK,group_0.5,5,7
16,0.586198596275424,SHRINK,group_0.5,5,7
17,0.500955166184808,SHRINK,group_0.5,5,7
11,0.567701248957194,SHRINK_CAL,group_0.5,5,7
16,0.605965432249579,SHRINK_CAL,group_0.5,5,7
17,0.563890581027488,SHRINK_CAL,group_0.5,5,7
3,0.5126170319606,SHRINK,group_2,1,7
8,0.635256723162034,SHRINK,group_2,1,7
12,0.95070136174111,SHRINK,group_2,1,7
13,0.533577410924517,SHRINK,group_2,1,7
3,0.491498384554221,SHRINK_CAL,group_2,1,7
8,0.654622555553405,SHRINK_CAL,group_2,1,7
12,0.97734714053315,SHRINK_CAL,group_2,1,7
13,0.573324097796416,SHRINK_CAL,group_2,1,7
6,0.486168056919808,SHRINK,group_2,2,7
15,0.735876396148194,SHRINK,group_2,2,7
18,0.575348419980004,SHRINK,group_2,2,7
19,0.647341200010171,SHRINK,group_2,2,7
6,0.416280407000106,SHRINK_CAL,group_2,2,7
15,0.76889962870664,SHRINK_CAL,group_2,2,7
18,0.629644772522067,SHRINK_CAL,group_2,2,7
19,0.683277198103195,SHRINK_CAL,group_2,2,7
4,0.584280852625547,SHRINK,group_2,3,7
5,0.613456357682479,SHRINK,group_2,3,7
9,0.559937523991828,SHRINK,group_2,3,7
14,0.561527558166874,SHRINK,group_2,3,7
4,0.54069943031696,SHRINK_CAL,group_2,3,7
5,0.549047152858783,SHRINK_CAL,group_2,3,7
9,0.543233616262132,SHRINK_CAL,group_2,3,7
14,0.519608432224149,SHRINK_CAL,group_2,3,7
1,0.505287669051508,SHRINK,group_2,4,7
2,0.475784192438904,SHRINK,group_2,4,7
10,0.466085719467054,SHRINK,group_2,4,7
1,0.47754323833053,SHRINK_CAL,group_2,4,7
2,0.440836864662537,SHRINK_CAL,group_2,4,7
10,0.504340499873792,SHRINK_CAL,group_2,4,7
11,0.570977314338805,SHRINK,group_2,5,7
16,0.574092768920713,SHRINK,group_2,5,7
17,0.514574740845469,SHRINK,group_2,5,7
11,0.56050742241135,SHRINK_CAL,group_2,5,7
16,0.593867669829395,SHRINK_CAL,group_2,5,7
17,0.552863111449641,SHRINK_CAL,group_2,5,7
3,0.504824539877116,SHRINK,group_8,1,7
8,0.637773519307537,SHRINK,group_8,1,7
12,0.896083695541329,SHRINK,group_8,1,7
13,0.578990798377525,SHRINK,group_8,1,7
3,0.492790092901139,SHRINK_CAL,group_8,1,7
8,0.648334208961791,SHRINK_CAL,group_8,1,7
12,0.9449909126676,SHRINK_CAL,group_8,1,7
13,0.579333497401272,SHRINK_CAL,group_8,1,7
6,0.449887412315386,SHRINK,group_8,2,7
15,0.734635221418829,SHRINK,group_8,2,7
18,0.615736841081999,SHRINK,group_8,2,7
19,0.664762279942626,SHRINK,group_8,2,7
6,0.413507712521427,SHRINK_CAL,group_8,2,7
15,0.76758396667603,SHRINK_CAL,group_8,2,7
18,0.63804692217534,SHRINK_CAL,group_8,2,7
19,0.688133699956862,SHRINK_CAL,group_8,2,7
4,0.561561290271446,SHRINK,group_8,3,7
5,0.571082884673907,SHRINK,group_8,3,7
9,0.558355391881293,SHRINK,group_8,3,7
14,0.546176133097812,SHRINK,group_8,3,7
4,0.544862248541684,SHRINK_CAL,group_8,3,7
5,0.548300666269439,SHRINK_CAL,group_8,3,7
9,0.538643388555716,SHRINK_CAL,group_8,3,7
14,0.519614350281331,SHRINK_CAL,group_8,3,7
1,0.502080628768904,SHRINK,group_8,4,7
2,0.474478703399256,SHRINK,group_8,4,7
10,0.527587449099136,SHRINK,group_8,4,7
1,0.479553659982485,SHRINK_CAL,group_8,4,7
2,0.441702885987024,SHRINK_CAL,group_8,4,7
10,0.500801229406982,SHRINK_CAL,group_8,4,7
11,0.563235721883754,SHRINK,group_8,5,7
16,0.591175281144305,SHRINK,group_8,5,7
17,0.567739587438516,SHRINK,group_8,5,7
11,0.555225096183752,SHRINK_CAL,group_8,5,7
16,0.587122794182874,SHRINK_CAL,group_8,5,7
17,0.55511623390662,SHRINK_CAL,group_8,5,7
3,0.531120578694378,SHRINK,group_32,1,7
8,0.685418958451409,SHRINK,group_32,1,7
12,0.911993864098025,SHRINK,group_32,1,7
13,0.662082559772843,SHRINK,group_32,1,7
3,0.518414876077491,SHRINK_CAL,group_32,1,7
8,0.679861951541782,SHRINK_CAL,group_32,1,7
12,0.925811837630395,SHRINK_CAL,group_32,1,7
13,0.650178421090657,SHRINK_CAL,group_32,1,7
6,0.429564903218899,SHRINK,group_32,2,7
15,0.772854835068287,SHRINK,group_32,2,7
18,0.689910909085658,SHRINK,group_32,2,7
19,0.713164737239001,SHRINK,group_32,2,7
6,0.40996872789063,SHRINK_CAL,group_32,2,7
15,0.790840762776151,SHRINK_CAL,group_32,2,7
18,0.70332887992571,SHRINK_CAL,group_32,2,7
19,0.726352075002585,SHRINK_CAL,group_32,2,7
4,0.565128215631629,SHRINK,group_32,3,7
5,0.546864493875168,SHRINK,group_32,3,7
9,0.58793506398944,SHRINK,group_32,3,7
14,0.556456583008227,SHRINK,group_32,3,7
4,0.543218366680168,SHRINK_CAL,group_32,3,7
5,0.527856425299956,SHRINK_CAL,group_32,3,7
9,0.56208932458117,SHRINK_CAL,group_32,3,7
14,0.529078517015444,SHRINK_CAL,group_32,3,7
1,0.524610212304993,SHRINK,group_32,4,7
2,0.486154444831271,SHRINK,group_32,4,7
10,0.628787147434795,SHRINK,group_32,4,7
1,0.494372476487077,SHRINK_CAL,group_32,4,7
2,0.457313748345652,SHRINK_CAL,group_32,4,7
10,0.572611046552798,SHRINK_CAL,group_32,4,7
11,0.58500324625277,SHRINK,group_32,5,7
16,0.647668159029025,SHRINK,group_32,5,7
17,0.651921626670695,SHRINK,group_32,5,7
11,0.565482374997121,SHRINK_CAL,group_32,5,7
16,0.620130661862096,SHRINK_CAL,group_32,5,7
17,0.61709586472208,SHRINK_CAL,group_32,5,7
3,0.57607631245821,SHRINK,row_0.5,1,7
8,0.627584661500699,SHRINK,row_0.5,1,7
12,0.986763444336495,SHRINK,row_0.5,1,7
13,0.486790605156831,SHRINK,row_0.5,1,7
3,0.505300639641169,SHRINK_CAL,row_0.5,1,7
8,0.648282119362006,SHRINK_CAL,row_0.5,1,7
12,0.995052246906899,SHRINK_CAL,row_0.5,1,7
13,0.562260246630299,SHRINK_CAL,row_0.5,1,7
6,0.532928436543187,SHRINK,row_0.5,2,7
15,0.756921669439062,SHRINK,row_0.5,2,7
18,0.552799495088155,SHRINK,row_0.5,2,7
19,0.645213009544821,SHRINK,row_0.5,2,7
6,0.417431992401773,SHRINK_CAL,row_0.5,2,7
15,0.767685224909049,SHRINK_CAL,row_0.5,2,7
18,0.62830379771094,SHRINK_CAL,row_0.5,2,7
19,0.680364430689465,SHRINK_CAL,row_0.5,2,7
4,0.621809349150596,SHRINK,row_0.5,3,7
5,0.668842713345599,SHRINK,row_0.5,3,7
9,0.601171843956793,SHRINK,row_0.5,3,7
14,0.561307980573428,SHRINK,row_0.5,3,7
4,0.538295935282085,SHRINK_CAL,row_0.5,3,7
5,0.552861730827378,SHRINK_CAL,row_0.5,3,7
9,0.564423271912555,SHRINK_CAL,row_0.5,3,7
14,0.508525497164687,SHRINK_CAL,row_0.5,3,7
1,0.510888286553379,SHRINK,row_0.5,4,7
2,0.494746483236397,SHRINK,row_0.5,4,7
10,0.451414993576131,SHRINK,row_0.5,4,7
1,0.474666605971699,SHRINK_CAL,row_0.5,4,7
2,0.448060971218541,SHRINK_CAL,row_0.5,4,7
10,0.533923964639135,SHRINK_CAL,row_0.5,4,7
11,0.623977357505391,SHRINK,row_0.5,5,7
16,0.607064167579981,SHRINK,row_0.5,5,7
17,0.453491880369794,SHRINK,row_0.5,5,7
11,0.566766440825943,SHRINK_CAL,row_0.5,5,7
16,0.61865196713484,SHRINK_CAL,row_0.5,5,7
17,0.548278840281223,SHRINK_CAL,row_0.5,5,7
3,0.55248673213683,SHRINK,row_2,1,7
8,0.604560381772499,SHRINK,row_2,1,7
12,0.895219656104111,SHRINK,row_2,1,7
13,0.495814222258057,SHRINK,row_2,1,7
3,0.503813151104109,SHRINK_CAL,row_2,1,7
8,0.638974803402632,SHRINK_CAL,row_2,1,7
12,0.972129623891128,SHRINK_CAL,row_2,1,7
13,0.55139538546722,SHRINK_CAL,row_2,1,7
6,0.506408321982284,SHRINK,row_2,2,7
15,0.72273780724293,SHRINK,row_2,2,7
18,0.549882810330803,SHRINK,row_2,2,7
19,0.636520379374238,SHRINK,row_2,2,7
6,0.418672232724066,SHRINK_CAL,row_2,2,7
15,0.761857917134673,SHRINK_CAL,row_2,2,7
18,0.616837575907462,SHRINK_CAL,row_2,2,7
19,0.678592649888382,SHRINK_CAL,row_2,2,7
4,0.605588655259457,SHRINK,row_2,3,7
5,0.643331361744427,SHRINK,row_2,3,7
9,0.57972390843921,SHRINK,row_2,3,7
14,0.551884744725704,SHRINK,row_2,3,7
4,0.544658869899479,SHRINK_CAL,row_2,3,7
