ConnGroup,LogLoss,Model,Candidate,InnerFold,OuterGroup
17,0.656491618491975,SHRINK,group_32,5,10
11,0.575216887099686,SHRINK_CAL,group_32,5,10
16,0.643900130046017,SHRINK_CAL,group_32,5,10
17,0.650064877531088,SHRINK_CAL,group_32,5,10
3,0.553776831415686,SHRINK,row_0.5,1,10
7,0.565003935965885,SHRINK,row_0.5,1,10
12,1.00811296517062,SHRINK,row_0.5,1,10
13,0.501937562284185,SHRINK,row_0.5,1,10
3,0.502442239471492,SHRINK_CAL,row_0.5,1,10
7,0.61503048931439,SHRINK_CAL,row_0.5,1,10
12,0.986671185139422,SHRINK_CAL,row_0.5,1,10
13,0.587210022470222,SHRINK_CAL,row_0.5,1,10
6,0.513991008829962,SHRINK,row_0.5,2,10
15,0.7821971324271,SHRINK,row_0.5,2,10
18,0.597178274676296,SHRINK,row_0.5,2,10
19,0.663126901819328,SHRINK,row_0.5,2,10
6,0.411324270093062,SHRINK_CAL,row_0.5,2,10
15,0.791807228299952,SHRINK_CAL,row_0.5,2,10
18,0.647147678280797,SHRINK_CAL,row_0.5,2,10
19,0.691000704749961,SHRINK_CAL,row_0.5,2,10
4,0.598296487790015,SHRINK,row_0.5,3,10
5,0.604357779066757,SHRINK,row_0.5,3,10
8,0.58750155402295,SHRINK,row_0.5,3,10
14,0.528719740600573,SHRINK,row_0.5,3,10
4,0.522161844142278,SHRINK_CAL,row_0.5,3,10
5,0.505603905886585,SHRINK_CAL,row_0.5,3,10
8,0.597431989036398,SHRINK_CAL,row_0.5,3,10
14,0.48691669803868,SHRINK_CAL,row_0.5,3,10
1,0.528565375759682,SHRINK,row_0.5,4,10
2,0.525961167254379,SHRINK,row_0.5,4,10
9,0.567300839633022,SHRINK,row_0.5,4,10
1,0.483631579744682,SHRINK_CAL,row_0.5,4,10
2,0.465606319139717,SHRINK_CAL,row_0.5,4,10
9,0.543333522146422,SHRINK_CAL,row_0.5,4,10
11,0.61122912569666,SHRINK,row_0.5,5,10
16,0.590126015801826,SHRINK,row_0.5,5,10
17,0.473218167646427,SHRINK,row_0.5,5,10
11,0.565481887283608,SHRINK_CAL,row_0.5,5,10
16,0.622556658592145,SHRINK_CAL,row_0.5,5,10
17,0.580609049673491,SHRINK_CAL,row_0.5,5,10
3,0.539353866453799,SHRINK,row_2,1,10
7,0.565519517943316,SHRINK,row_2,1,10
12,0.920198013562279,SHRINK,row_2,1,10
13,0.512388980220987,SHRINK,row_2,1,10
3,0.500404637975451,SHRINK_CAL,row_2,1,10
7,0.61030835899785,SHRINK_CAL,row_2,1,10
12,0.967518566852834,SHRINK_CAL,row_2,1,10
13,0.575832991859535,SHRINK_CAL,row_2,1,10
6,0.488310527267037,SHRINK,row_2,2,10
15,0.748170632906713,SHRINK,row_2,2,10
18,0.591065093596538,SHRINK,row_2,2,10
19,0.652980715190025,SHRINK,row_2,2,10
6,0.414253979944749,SHRINK_CAL,row_2,2,10
15,0.787391130759664,SHRINK_CAL,row_2,2,10
18,0.637616563500254,SHRINK_CAL,row_2,2,10
19,0.690035295883514,SHRINK_CAL,row_2,2,10
4,0.575441760563097,SHRINK,row_2,3,10
5,0.586893100767838,SHRINK,row_2,3,10
8,0.573078420666162,SHRINK,row_2,3,10
14,0.521494736093763,SHRINK,row_2,3,10
4,0.521026756680635,SHRINK_CAL,row_2,3,10
5,0.510016102847024,SHRINK_CAL,row_2,3,10
8,0.588296200879598,SHRINK_CAL,row_2,3,10
14,0.482580355629349,SHRINK_CAL,row_2,3,10
1,0.522781782692979,SHRINK,row_2,4,10
2,0.514989704505788,SHRINK,row_2,4,10
9,0.553544131463671,SHRINK,row_2,4,10
1,0.483495621086729,SHRINK_CAL,row_2,4,10
2,0.463120622640087,SHRINK_CAL,row_2,4,10
9,0.535778408639595,SHRINK_CAL,row_2,4,10
11,0.584519620852824,SHRINK,row_2,5,10
16,0.578166665202803,SHRINK,row_2,5,10
17,0.48470509947299,SHRINK,row_2,5,10
11,0.558312947344188,SHRINK_CAL,row_2,5,10
16,0.613721761514822,SHRINK_CAL,row_2,5,10
17,0.568398727393545,SHRINK_CAL,row_2,5,10
3,0.519826687516234,SHRINK,row_8,1,10
7,0.588176190306288,SHRINK,row_8,1,10
12,0.872474468886846,SHRINK,row_8,1,10
13,0.549788207650284,SHRINK,row_8,1,10
3,0.501840823045912,SHRINK_CAL,row_8,1,10
7,0.612052038558492,SHRINK_CAL,row_8,1,10
12,0.941237392367193,SHRINK_CAL,row_8,1,10
13,0.57564981141998,SHRINK_CAL,row_8,1,10
6,0.454378876840763,SHRINK,row_8,2,10
15,0.738307218129494,SHRINK,row_8,2,10
18,0.614713834542345,SHRINK,row_8,2,10
19,0.662515848893987,SHRINK,row_8,2,10
6,0.416154362509799,SHRINK_CAL,row_8,2,10
15,0.782282744889467,SHRINK_CAL,row_8,2,10
18,0.635065978675109,SHRINK_CAL,row_8,2,10
19,0.690067667093949,SHRINK_CAL,row_8,2,10
4,0.547575250547855,SHRINK,row_8,3,10
5,0.552259626584509,SHRINK,row_8,3,10
8,0.575837790642708,SHRINK,row_8,3,10
14,0.513184953192573,SHRINK,row_8,3,10
4,0.523139819949325,SHRINK_CAL,row_8,3,10
5,0.514863517183729,SHRINK_CAL,row_8,3,10
8,0.583414875737211,SHRINK_CAL,row_8,3,10
14,0.48349680169637,SHRINK_CAL,row_8,3,10
1,0.514754194058943,SHRINK,row_8,4,10
2,0.501940231482806,SHRINK,row_8,4,10
9,0.546058250074628,SHRINK,row_8,4,10
1,0.488178011652636,SHRINK_CAL,row_8,4,10
2,0.463449675590718,SHRINK_CAL,row_8,4,10
9,0.529790255987804,SHRINK_CAL,row_8,4,10
11,0.566532454477034,SHRINK,row_8,5,10
16,0.585701001564675,SHRINK,row_8,5,10
17,0.534711391661707,SHRINK,row_8,5,10
11,0.554221378711981,SHRINK_CAL,row_8,5,10
16,0.607187229670492,SHRINK_CAL,row_8,5,10
17,0.565700596458484,SHRINK_CAL,row_8,5,10
3,0.526705015593734,SHRINK,row_32,1,10
7,0.644907022606749,SHRINK,row_32,1,10
12,0.892568486675081,SHRINK,row_32,1,10
13,0.631627570593238,SHRINK,row_32,1,10
3,0.514467949438099,SHRINK_CAL,row_32,1,10
7,0.646838406278954,SHRINK_CAL,row_32,1,10
12,0.925798268449369,SHRINK_CAL,row_32,1,10
13,0.629882603607145,SHRINK_CAL,row_32,1,10
6,0.428333134244346,SHRINK,row_32,2,10
15,0.768432174721591,SHRINK,row_32,2,10
18,0.678280967095556,SHRINK,row_32,2,10
19,0.704837252321918,SHRINK,row_32,2,10
6,0.405950350750494,SHRINK_CAL,row_32,2,10
15,0.782017675807403,SHRINK_CAL,row_32,2,10
18,0.663494509763769,SHRINK_CAL,row_32,2,10
19,0.703437587879251,SHRINK_CAL,row_32,2,10
4,0.541777421846823,SHRINK,row_32,3,10
5,0.522415348522984,SHRINK,row_32,3,10
8,0.619872992103766,SHRINK,row_32,3,10
14,0.523914408170171,SHRINK,row_32,3,10
4,0.522546530938736,SHRINK_CAL,row_32,3,10
5,0.503730613434098,SHRINK_CAL,row_32,3,10
8,0.603580932231381,SHRINK_CAL,row_32,3,10
14,0.496143695902048,SHRINK_CAL,row_32,3,10
1,0.525681946576333,SHRINK,row_32,4,10
2,0.501592597633679,SHRINK,row_32,4,10
9,0.565383024455185,SHRINK,row_32,4,10
1,0.494722175010861,SHRINK_CAL,row_32,4,10
2,0.469150466331393,SHRINK_CAL,row_32,4,10
9,0.534415884313589,SHRINK_CAL,row_32,4,10
11,0.578931981512601,SHRINK,row_32,5,10
16,0.634931724729786,SHRINK,row_32,5,10
17,0.626288890469012,SHRINK,row_32,5,10
11,0.564407414764289,SHRINK_CAL,row_32,5,10
16,0.629075928428705,SHRINK_CAL,row_32,5,10
17,0.615971890430099,SHRINK_CAL,row_32,5,10
3,0.598505929025513,SHRINK,original,1,11
7,0.530150998165845,SHRINK,original,1,11
12,0.789595573698055,SHRINK,original,1,11
13,0.471850538126981,SHRINK,original,1,11
3,0.502198725541992,SHRINK_CAL,original,1,11
7,0.595231212312137,SHRINK_CAL,original,1,11
12,0.937703883164407,SHRINK_CAL,original,1,11
13,0.549368281098005,SHRINK_CAL,original,1,11
6,0.607555965398281,SHRINK,original,2,11
15,0.677352946044935,SHRINK,original,2,11
18,0.519137939490094,SHRINK,original,2,11
19,0.593474554831044,SHRINK,original,2,11
6,0.430824286955564,SHRINK_CAL,original,2,11
15,0.779893687953631,SHRINK_CAL,original,2,11
18,0.603437644513438,SHRINK_CAL,original,2,11
19,0.673270326905577,SHRINK_CAL,original,2,11
4,0.655926180249984,SHRINK,original,3,11
5,0.698376177593303,SHRINK,original,3,11
8,0.559263379785487,SHRINK,original,3,11
14,0.641181678699784,SHRINK,original,3,11
4,0.543843943678631,SHRINK_CAL,original,3,11
5,0.542497703103109,SHRINK_CAL,original,3,11
8,0.57206715649009,SHRINK_CAL,original,3,11
14,0.523044624336007,SHRINK_CAL,original,3,11
1,0.598869678882883,SHRINK,original,4,11
2,0.610110125707149,SHRINK,original,4,11
9,0.577607760628185,SHRINK,original,4,11
1,0.500267977747807,SHRINK_CAL,original,4,11
2,0.483338243783858,SHRINK_CAL,original,4,11
9,0.526681729789305,SHRINK_CAL,original,4,11
10,0.445660908420017,SHRINK,original,5,11
16,0.573227775130192,SHRINK,original,5,11
17,0.479930962646203,SHRINK,original,5,11
10,0.550586890467313,SHRINK_CAL,original,5,11
16,0.615597978447129,SHRINK_CAL,original,5,11
17,0.570026048867567,SHRINK_CAL,original,5,11
3,0.534641624183197,SHRINK,group_0.5,1,11
7,0.553019324267725,SHRINK,group_0.5,1,11
12,1.05648711395114,SHRINK,group_0.5,1,11
13,0.50253387241627,SHRINK,group_0.5,1,11
3,0.503874164606645,SHRINK_CAL,group_0.5,1,11
7,0.588906266350099,SHRINK_CAL,group_0.5,1,11
12,0.964618133292849,SHRINK_CAL,group_0.5,1,11
13,0.567631791438327,SHRINK_CAL,group_0.5,1,11
6,0.54199949597763,SHRINK,group_0.5,2,11
15,0.80535959247672,SHRINK,group_0.5,2,11
18,0.56893417541053,SHRINK,group_0.5,2,11
19,0.664582671351341,SHRINK,group_0.5,2,11
6,0.42940239741198,SHRINK_CAL,group_0.5,2,11
15,0.792433973075101,SHRINK_CAL,group_0.5,2,11
18,0.620002219556289,SHRINK_CAL,group_0.5,2,11
19,0.67941512689915,SHRINK_CAL,group_0.5,2,11
4,0.615004768175447,SHRINK,group_0.5,3,11
5,0.620712821178202,SHRINK,group_0.5,3,11
8,0.591440186836488,SHRINK,group_0.5,3,11
14,0.598969291426944,SHRINK,group_0.5,3,11
4,0.535775370988709,SHRINK_CAL,group_0.5,3,11
5,0.521969838398317,SHRINK_CAL,group_0.5,3,11
8,0.590464413706923,SHRINK_CAL,group_0.5,3,11
14,0.527748385935994,SHRINK_CAL,group_0.5,3,11
1,0.552010755309309,SHRINK,group_0.5,4,11
2,0.534170047195047,SHRINK,group_0.5,4,11
9,0.551021310240637,SHRINK,group_0.5,4,11
1,0.506252044628659,SHRINK_CAL,group_0.5,4,11
2,0.482136109776026,SHRINK_CAL,group_0.5,4,11
9,0.532637566774222,SHRINK_CAL,group_0.5,4,11
10,0.46668855642296,SHRINK,group_0.5,5,11
16,0.577113828689635,SHRINK,group_0.5,5,11
17,0.508881021014653,SHRINK,group_0.5,5,11
10,0.573409530813059,SHRINK_CAL,group_0.5,5,11
16,0.612890805807701,SHRINK_CAL,group_0.5,5,11
17,0.589034229896723,SHRINK_CAL,group_0.5,5,11
3,0.52252828133888,SHRINK,group_2,1,11
7,0.556784479638908,SHRINK,group_2,1,11
12,0.940638283119038,SHRINK,group_2,1,11
13,0.516658613353196,SHRINK,group_2,1,11
3,0.50065917372406,SHRINK_CAL,group_2,1,11
7,0.589172029495573,SHRINK_CAL,group_2,1,11
12,0.944846551290094,SHRINK_CAL,group_2,1,11
13,0.561985333973609,SHRINK_CAL,group_2,1,11
6,0.506127756528376,SHRINK,group_2,2,11
15,0.740857605286081,SHRINK,group_2,2,11
18,0.567402393033636,SHRINK,group_2,2,11
19,0.635462690674939,SHRINK,group_2,2,11
6,0.43182824354828,SHRINK_CAL,group_2,2,11
15,0.780750620585653,SHRINK_CAL,group_2,2,11
18,0.611094454426688,SHRINK_CAL,group_2,2,11
19,0.672150071186597,SHRINK_CAL,group_2,2,11
4,0.587552867106479,SHRINK,group_2,3,11
5,0.597193883982923,SHRINK,group_2,3,11
8,0.574734328339156,SHRINK,group_2,3,11
14,0.577430401944747,SHRINK,group_2,3,11
4,0.537533561189829,SHRINK_CAL,group_2,3,11
5,0.52861890243667,SHRINK_CAL,group_2,3,11
8,0.583503455918028,SHRINK_CAL,group_2,3,11
14,0.52634386008969,SHRINK_CAL,group_2,3,11
1,0.542903410794079,SHRINK,group_2,4,11
2,0.523787843030664,SHRINK,group_2,4,11
9,0.539979010817698,SHRINK,group_2,4,11
1,0.508754452673281,SHRINK_CAL,group_2,4,11
2,0.480894782271454,SHRINK_CAL,group_2,4,11
9,0.524939923123158,SHRINK_CAL,group_2,4,11
10,0.488007750207775,SHRINK,group_2,5,11
16,0.571043388560003,SHRINK,group_2,5,11
17,0.522179780578553,SHRINK,group_2,5,11
10,0.5583136413713,SHRINK_CAL,group_2,5,11
16,0.602826141969349,SHRINK_CAL,group_2,5,11
17,0.579289770609157,SHRINK_CAL,group_2,5,11
3,0.514342838426106,SHRINK,group_8,1,11
7,0.590122942527679,SHRINK,group_8,1,11
12,0.878306449230231,SHRINK,group_8,1,11
13,0.564980111039644,SHRINK,group_8,1,11
3,0.503230879464849,SHRINK_CAL,group_8,1,11
7,0.601505668288193,SHRINK_CAL,group_8,1,11
12,0.917132695306133,SHRINK_CAL,group_8,1,11
13,0.576021264343844,SHRINK_CAL,group_8,1,11
6,0.467392778697546,SHRINK,group_8,2,11
15,0.726021696567327,SHRINK,group_8,2,11
18,0.605791503473781,SHRINK,group_8,2,11
19,0.64903754605369,SHRINK,group_8,2,11
6,0.432347010157072,SHRINK_CAL,group_8,2,11
15,0.76782545256799,SHRINK_CAL,group_8,2,11
18,0.612340886898423,SHRINK_CAL,group_8,2,11
19,0.668632421293356,SHRINK_CAL,group_8,2,11
4,0.55940544427838,SHRINK,group_8,3,11
5,0.559645842860427,SHRINK,group_8,3,11
8,0.582181184763691,SHRINK,group_8,3,11
14,0.553009003862679,SHRINK,group_8,3,11
4,0.540688664708176,SHRINK_CAL,group_8,3,11
5,0.53300041416304,SHRINK_CAL,group_8,3,11
8,0.579515749590433,SHRINK_CAL,group_8,3,11
14,0.526618762261658,SHRINK_CAL,group_8,3,11
1,0.534343971338054,SHRINK,group_8,4,11
2,0.515023470563208,SHRINK,group_8,4,11
9,0.544078241502631,SHRINK,group_8,4,11
1,0.515330234660009,SHRINK_CAL,group_8,4,11
2,0.482963731243764,SHRINK_CAL,group_8,4,11
9,0.520683842280609,SHRINK_CAL,group_8,4,11
10,0.553692051019058,SHRINK,group_8,5,11
16,0.592055332483301,SHRINK,group_8,5,11
17,0.574108167936181,SHRINK,group_8,5,11
10,0.563119389868221,SHRINK_CAL,group_8,5,11
16,0.600327574680608,SHRINK_CAL,group_8,5,11
17,0.584627379615411,SHRINK_CAL,group_8,5,11
3,0.537367867591987,SHRINK,group_32,1,11
7,0.653722355478348,SHRINK,group_32,1,11
12,0.890371715785396,SHRINK,group_32,1,11
13,0.650893504684743,SHRINK,group_32,1,11
3,0.536035192863382,SHRINK_CAL,group_32,1,11
7,0.663719352834398,SHRINK_CAL,group_32,1,11
12,0.91135410254055,SHRINK_CAL,group_32,1,11
13,0.663403129396218,SHRINK_CAL,group_32,1,11
6,0.445329509681855,SHRINK,group_32,2,11
15,0.760756862477769,SHRINK,group_32,2,11
18,0.68005615682998,SHRINK,group_32,2,11
19,0.700610027028402,SHRINK,group_32,2,11
6,0.420403836101109,SHRINK_CAL,group_32,2,11
15,0.769301663209502,SHRINK_CAL,group_32,2,11
18,0.661811627754139,SHRINK_CAL,group_32,2,11
19,0.694045050790484,SHRINK_CAL,group_32,2,11
4,0.560808721770821,SHRINK,group_32,3,11
5,0.538278178419747,SHRINK,group_32,3,11
8,0.633205330609744,SHRINK,group_32,3,11
14,0.556151125761951,SHRINK,group_32,3,11
4,0.538619672821229,SHRINK_CAL,group_32,3,11
5,0.518845428514218,SHRINK_CAL,group_32,3,11
8,0.60856369017489,SHRINK_CAL,group_32,3,11
14,0.530660993372948,SHRINK_CAL,group_32,3,11
1,0.550198135250859,SHRINK,group_32,4,11
2,0.522155241293789,SHRINK,group_32,4,11
9,0.577427261864691,SHRINK,group_32,4,11
1,0.520355724619184,SHRINK_CAL,group_32,4,11
2,0.492576460858378,SHRINK_CAL,group_32,4,11
9,0.539801014250533,SHRINK_CAL,group_32,4,11
10,0.656751085799092,SHRINK,group_32,5,11
16,0.649881513691943,SHRINK,group_32,5,11
17,0.656491618491975,SHRINK,group_32,5,11
10,0.64704911152565,SHRINK_CAL,group_32,5,11
16,0.643900130046017,SHRINK_CAL,group_32,5,11
17,0.650064877531088,SHRINK_CAL,group_32,5,11
3,0.60154193080825,SHRINK,row_0.5,1,11
7,0.533437640108238,SHRINK,row_0.5,1,11
12,0.97134558989244,SHRINK,row_0.5,1,11
13,0.463934905848126,SHRINK,row_0.5,1,11
3,0.508604478953654,SHRINK_CAL,row_0.5,1,11
7,0.591204495705718,SHRINK_CAL,row_0.5,1,11
12,0.954996601324281,SHRINK_CAL,row_0.5,1,11
13,0.557502852588073,SHRINK_CAL,row_0.5,1,11
6,0.599713440726438,SHRINK,row_0.5,2,11
15,0.787845104360654,SHRINK,row_0.5,2,11
18,0.535758609808615,SHRINK,row_0.5,2,11
19,0.646819005774567,SHRINK,row_0.5,2,11
6,0.427561449161294,SHRINK_CAL,row_0.5,2,11
15,0.790273415618813,SHRINK_CAL,row_0.5,2,11
18,0.608630168990811,SHRINK_CAL,row_0.5,2,11
19,0.675979920454501,SHRINK_CAL,row_0.5,2,11
4,0.67390426153787,SHRINK,row_0.5,3,11
5,0.70485100025065,SHRINK,row_0.5,3,11
8,0.580976991894079,SHRINK,row_0.5,3,11
14,0.649491774635628,SHRINK,row_0.5,3,11
4,0.542967138274465,SHRINK_CAL,row_0.5,3,11
5,0.535710428532677,SHRINK_CAL,row_0.5,3,11
8,0.579921585503055,SHRINK_CAL,row_0.5,3,11
14,0.527306498295604,SHRINK_CAL,row_0.5,3,11
1,0.597847883808084,SHRINK,row_0.5,4,11
2,0.601143468593123,SHRINK,row_0.5,4,11
9,0.581617941136077,SHRINK,row_0.5,4,11
1,0.502503021317365,SHRINK_CAL,row_0.5,4,11
2,0.48428635062907,SHRINK_CAL,row_0.5,4,11
9,0.532859989571473,SHRINK_CAL,row_0.5,4,11
10,0.435084502360011,SHRINK,row_0.5,5,11
16,0.590126015801826,SHRINK,row_0.5,5,11
17,0.473218167646427,SHRINK,row_0.5,5,11
10,0.567837477537881,SHRINK_CAL,row_0.5,5,11
16,0.622556658592145,SHRINK_CAL,row_0.5,5,11
17,0.580609049673491,SHRINK_CAL,row_0.5,5,11
3,0.579563510369969,SHRINK,row_2,1,11
7,0.534803407790926,SHRINK,row_2,1,11
12,0.864503591283952,SHRINK,row_2,1,11
13,0.473878060650231,SHRINK,row_2,1,11
3,0.50792690689346,SHRINK_CAL,row_2,1,11
7,0.589750213623734,SHRINK_CAL,row_2,1,11
12,0.933688794426386,SHRINK_CAL,row_2,1,11
13,0.548050276155422,SHRINK_CAL,row_2,1,11
6,0.558379810658476,SHRINK,row_2,2,11
15,0.718995243127241,SHRINK,row_2,2,11
18,0.53071559105301,SHRINK,row_2,2,11
19,0.613869691671168,SHRINK,row_2,2,11
6,0.431001950096293,SHRINK_CAL,row_2,2,11
15,0.77808456353973,SHRINK_CAL,row_2,2,11
18,0.597665174121785,SHRINK_CAL,row_2,2,11
19,0.668559712608826,SHRINK_CAL,row_2,2,11
4,0.64094605346855,SHRINK,row_2,3,11
5,0.672584962548176,SHRINK,row_2,3,11
8,0.562532694298987,SHRINK,row_2,3,11
14,0.622522084787581,SHRINK,row_2,3,11
4,0.547453407260549,SHRINK_CAL,row_2,3,11
5,0.545172691041447,SHRINK_CAL,row_2,3,11
8,0.572206660125263,SHRINK_CAL,row_2,3,11
14,0.527946493171901,SHRINK_CAL,row_2,3,11
1,0.583977134518725,SHRINK,row_2,4,11
2,0.581206532533257,SHRINK,row_2,4,11
9,0.564182283165183,SHRINK,row_2,4,11
1,0.505901497722758,SHRINK_CAL,row_2,4,11
2,0.484559588683274,SHRINK_CAL,row_2,4,11
9,0.526535906338563,SHRINK_CAL,row_2,4,11
10,0.452103806957945,SHRINK,row_2,5,11
16,0.578166665202803,SHRINK,row_2,5,11
17,0.48470509947299,SHRINK,row_2,5,11
10,0.550296366074725,SHRINK_CAL,row_2,5,11
16,0.613721761514822,SHRINK_CAL,row_2,5,11
17,0.568398727393545,SHRINK_CAL,row_2,5,11
3,0.545343659424571,SHRINK,row_8,1,11
7,0.561574732443408,SHRINK,row_8,1,11
12,0.814308960848621,SHRINK,row_8,1,11
13,0.513974939953896,SHRINK,row_8,1,11
3,0.511715474120463,SHRINK_CAL,row_8,1,11
7,0.594886199887367,SHRINK_CAL,row_8,1,11
12,0.905393216554114,SHRINK_CAL,row_8,1,11
13,0.550874742508829,SHRINK_CAL,row_8,1,11
6,0.503979304808685,SHRINK,row_8,2,11
15,0.698111708921642,SHRINK,row_8,2,11
18,0.564494376821741,SHRINK,row_8,2,11
19,0.621849863112541,SHRINK,row_8,2,11
6,0.435775507526474,SHRINK_CAL,row_8,2,11
15,0.764316430763707,SHRINK_CAL,row_8,2,11
18,0.593312521310874,SHRINK_CAL,row_8,2,11
19,0.663134990237972,SHRINK_CAL,row_8,2,11
4,0.593556862476461,SHRINK,row_8,3,11
5,0.611253509259753,SHRINK,row_8,3,11
8,0.560778679015399,SHRINK,row_8,3,11
14,0.579658872380438,SHRINK,row_8,3,11
4,0.556771321724366,SHRINK_CAL,row_8,3,11
5,0.555539478625907,SHRINK_CAL,row_8,3,11
8,0.566489277948882,SHRINK_CAL,row_8,3,11
14,0.53258011641522,SHRINK_CAL,row_8,3,11
1,0.558609529801044,SHRINK,row_8,4,11
2,0.55027268076583,SHRINK,row_8,4,11
9,0.551047973361398,SHRINK,row_8,4,11
1,0.516335878317389,SHRINK_CAL,row_8,4,11
2,0.488621451714673,SHRINK_CAL,row_8,4,11
9,0.522455979344342,SHRINK_CAL,row_8,4,11
10,0.511424720667506,SHRINK,row_8,5,11
16,0.585701001564675,SHRINK,row_8,5,11
17,0.534711391661707,SHRINK,row_8,5,11
10,0.544349854885423,SHRINK_CAL,row_8,5,11
16,0.607187229670492,SHRINK_CAL,row_8,5,11
17,0.565700596458484,SHRINK_CAL,row_8,5,11
3,0.539207564789033,SHRINK,row_32,1,11
7,0.626612352078228,SHRINK,row_32,1,11
12,0.846691088787696,SHRINK,row_32,1,11
13,0.605902646179281,SHRINK,row_32,1,11
3,0.525737154043115,SHRINK_CAL,row_32,1,11
7,0.637038639846055,SHRINK_CAL,row_32,1,11
12,0.893091462199599,SHRINK_CAL,row_32,1,11
13,0.615957256514904,SHRINK_CAL,row_32,1,11
6,0.461049806432262,SHRINK,row_32,2,11
15,0.736929008804169,SHRINK,row_32,2,11
18,0.646610534847794,SHRINK,row_32,2,11
19,0.677151273175106,SHRINK,row_32,2,11
6,0.425522618331058,SHRINK_CAL,row_32,2,11
15,0.757562683480115,SHRINK_CAL,row_32,2,11
18,0.626628598702951,SHRINK_CAL,row_32,2,11
19,0.675895170570814,SHRINK_CAL,row_32,2,11
4,0.569420324193832,SHRINK,row_32,3,11
5,0.559078332236152,SHRINK,row_32,3,11
8,0.607107919033008,SHRINK,row_32,3,11
14,0.560332724998597,SHRINK,row_32,3,11
4,0.547346108536542,SHRINK_CAL,row_32,3,11
5,0.537314534022279,SHRINK_CAL,row_32,3,11
8,0.578030566309549,SHRINK_CAL,row_32,3,11
14,0.529260166446392,SHRINK_CAL,row_32,3,11
1,0.551675470817362,SHRINK,row_32,4,11
2,0.533017804480237,SHRINK,row_32,4,11
9,0.569041938495565,SHRINK,row_32,4,11
1,0.520191435216132,SHRINK_CAL,row_32,4,11
2,0.493193507541389,SHRINK_CAL,row_32,4,11
9,0.528224217912707,SHRINK_CAL,row_32,4,11
10,0.62126639042485,SHRINK,row_32,5,11
16,0.634931724729786,SHRINK,row_32,5,11
17,0.626288890469012,SHRINK,row_32,5,11
10,0.606024494117613,SHRINK_CAL,row_32,5,11
16,0.629075928428705,SHRINK_CAL,row_32,5,11
17,0.615971890430099,SHRINK_CAL,row_32,5,11
3,0.598505929025513,SHRINK,original,1,12
7,0.530150998165845,SHRINK,original,1,12
11,0.599011691239512,SHRINK,original,1,12
13,0.471850538126981,SHRINK,original,1,12
3,0.502198725541992,SHRINK_CAL,original,1,12
7,0.595231212312137,SHRINK_CAL,original,1,12
11,0.555510310973371,SHRINK_CAL,original,1,12
13,0.549368281098005,SHRINK_CAL,original,1,12
6,0.530144343724042,SHRINK,original,2,12
15,0.716225910230126,SHRINK,original,2,12
18,0.553709623592655,SHRINK,original,2,12
19,0.625880182910624,SHRINK,original,2,12
6,0.391639911478018,SHRINK_CAL,original,2,12
15,0.83554874666045,SHRINK_CAL,original,2,12
18,0.643744418539657,SHRINK_CAL,original,2,12
19,0.716973624028761,SHRINK_CAL,original,2,12
4,0.596476548507788,SHRINK,original,3,12
5,0.605531047088609,SHRINK,original,3,12
8,0.558224842393794,SHRINK,original,3,12
14,0.535441318088443,SHRINK,original,3,12
4,0.523425270324922,SHRINK_CAL,original,3,12
5,0.500595234435423,SHRINK_CAL,original,3,12
8,0.579255709838942,SHRINK_CAL,original,3,12
14,0.460507243642405,SHRINK_CAL,original,3,12
1,0.532579223646504,SHRINK,original,4,12
2,0.524715739169206,SHRINK,original,4,12
9,0.547074020770496,SHRINK,original,4,12
1,0.459873496412463,SHRINK_CAL,original,4,12
2,0.42833425750863,SHRINK_CAL,original,4,12
9,0.514626683178497,SHRINK_CAL,original,4,12
10,0.482315182804207,SHRINK,original,5,12
16,0.581464229442892,SHRINK,original,5,12
17,0.498280896037635,SHRINK,original,5,12
10,0.584070789381886,SHRINK_CAL,original,5,12
16,0.635504612552517,SHRINK_CAL,original,5,12
17,0.591071813511046,SHRINK_CAL,original,5,12
3,0.534641624183197,SHRINK,group_0.5,1,12
7,0.553019324267725,SHRINK,group_0.5,1,12
11,0.601110910302475,SHRINK,group_0.5,1,12
13,0.50253387241627,SHRINK,group_0.5,1,12
3,0.503874164606645,SHRINK_CAL,group_0.5,1,12
7,0.588906266350099,SHRINK_CAL,group_0.5,1,12
11,0.567257991571861,SHRINK_CAL,group_0.5,1,12
13,0.567631791438327,SHRINK_CAL,group_0.5,1,12
6,0.470348895218687,SHRINK,group_0.5,2,12
15,0.865101953928556,SHRINK,group_0.5,2,12
18,0.634365454417814,SHRINK,group_0.5,2,12
19,0.711355664999354,SHRINK,group_0.5,2,12
6,0.384998100141027,SHRINK_CAL,group_0.5,2,12
15,0.857981893339587,SHRINK_CAL,group_0.5,2,12
18,0.664245960746871,SHRINK_CAL,group_0.5,2,12
19,0.722385945679278,SHRINK_CAL,group_0.5,2,12
4,0.571665809349348,SHRINK,group_0.5,3,12
5,0.546800763087633,SHRINK,group_0.5,3,12
8,0.595451238403311,SHRINK,group_0.5,3,12
14,0.53037452662603,SHRINK,group_0.5,3,12
4,0.509466594492239,SHRINK_CAL,group_0.5,3,12
5,0.474127599040017,SHRINK_CAL,group_0.5,3,12
8,0.595603147482719,SHRINK_CAL,group_0.5,3,12
14,0.482776725444309,SHRINK_CAL,group_0.5,3,12
