SampleKey,PXD,SampleID,PublicationGroup,Category,ConditionLabel,EvidenceTier,Pathway,PositiveProteinCount,NegativeProteinCount,AnyPathwayProteinCount,KlaDdrProteinCount,FractionOfKlaDdrProteins
PXD046800__NSP3,PXD046800,NSP3,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,BER,3,0,3,18,0.166666666666667
PXD046800__NSP3,PXD046800,NSP3,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,FA,0,0,0,18,0
PXD046800__NSP3,PXD046800,NSP3,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,HR,6,0,6,18,0.333333333333333
PXD046800__NSP3,PXD046800,NSP3,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,MMR,1,0,1,18,0.0555555555555556
PXD046800__NSP3,PXD046800,NSP3,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,NER,1,0,1,18,0.0555555555555556
PXD046800__NSP3,PXD046800,NSP3,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,NHEJ,5,0,5,18,0.277777777777778
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,AEJ,0,0,0,19,0
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,BER,3,0,3,19,0.157894736842105
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,FA,1,0,1,19,0.0526315789473684
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,HR,6,0,6,19,0.315789473684211
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,MMR,1,0,1,19,0.0526315789473684
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,NER,1,0,1,19,0.0526315789473684
PXD046800__NSP4,PXD046800,NSP4,adjacent skin,normal_tissue,Adjacent skin,A_same_source_same_sample,NHEJ,4,0,4,19,0.210526315789474
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,AEJ,0,0,0,13,0
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,BER,2,0,2,13,0.153846153846154
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,FA,0,0,0,13,0
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,HR,4,0,4,13,0.307692307692308
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,MMR,0,0,0,13,0
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NER,0,0,0,13,0
PXD046800__HSP1,PXD046800,HSP1,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NHEJ,4,0,4,13,0.307692307692308
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,AEJ,0,0,0,13,0
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,BER,3,0,3,13,0.230769230769231
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,FA,1,0,1,13,0.0769230769230769
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,HR,5,0,5,13,0.384615384615385
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,MMR,1,0,1,13,0.0769230769230769
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NER,1,0,1,13,0.0769230769230769
PXD046800__HSP2,PXD046800,HSP2,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NHEJ,3,0,3,13,0.230769230769231
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,AEJ,0,0,0,14,0
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,BER,2,0,2,14,0.142857142857143
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,FA,0,0,0,14,0
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,HR,4,0,4,14,0.285714285714286
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,MMR,0,0,0,14,0
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NER,0,0,0,14,0
PXD046800__HSP3,PXD046800,HSP3,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NHEJ,3,0,3,14,0.214285714285714
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,AEJ,0,0,0,14,0
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,BER,2,0,2,14,0.142857142857143
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,FA,0,0,0,14,0
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,HR,3,0,3,14,0.214285714285714
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,MMR,0,0,0,14,0
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NER,0,0,0,14,0
PXD046800__HSP4,PXD046800,HSP4,hypertrophic scar,normal_tissue,Hypertrophic scar,A_same_source_same_sample,NHEJ,4,0,4,14,0.285714285714286
PXD050470__H072,PXD050470,H072,human hippocampus,normal_tissue,Human hippocampus,A_same_source_same_sample,AEJ,1,0,1,29,0.0344827586206897
PXD050470__H072,PXD050470,H072,human hippocampus,normal_tissue,Human hippocampus,A_same_source_same_sample,BER,5,0,5,29,0.172413793103448
PXD050470__H072,PXD050470,H072,human hippocampus,normal_tissue,Human hippocampus,A_same_source_same_sample,FA,1,0,1,29,0.0344827586206897
PXD050470__H072,PXD050470,H072,human hippocampus,normal_tissue,Human hippocampus,A_same_source_same_sample,HR,7,1,8,29,0.275862068965517
