RowOrder,PXD,SampleGroup,Category,DisplayGroup,Dataset,SampleID,ConditionLabel,SampleClass,ObservationType,ReferencePXD,ObsKey,SourceFile,Parser,QuantitationField,QuantitationTransform,QuantitationColumn,SourceColumnStatus,MKI67_SourceValue,MKI67_Intensity,MKI67_RowCount,MKI67_ReportedGroup,ACTB_SourceValue,ACTB_Intensity,ACTB_RowCount,ACTB_ReportedGroup,TUBB_SourceValue,TUBB_Intensity,TUBB_RowCount,TUBB_ReportedGroup,H3C1_SourceValue,H3C1_Intensity,H3C1_RowCount,H3C1_ReportedGroup,MKI67_over_ACTB,MKI67_over_ACTB_Status,MKI67_over_TUBB,MKI67_over_TUBB_Status,MKI67_over_H3C1,MKI67_over_H3C1_Status
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N13,N13,N sperm,sample,PXD066517,PXD064912__human sperm__N13,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[30] 20240275_N13.raw.PG.Quantity,sample_column_found,,,1,P46013,642382.875,642382.875,1,P60709,42091.50390625,42091.50390625,1,P07437,87834.890625,87834.890625,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N14,N14,N sperm,sample,PXD066517,PXD064912__human sperm__N14,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[31] 20240275_N14.raw.PG.Quantity,sample_column_found,,,1,P46013,765063.125,765063.125,1,P60709,44968.86328125,44968.86328125,1,P07437,70099.828125,70099.828125,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N15,N15,N sperm,sample,PXD066517,PXD064912__human sperm__N15,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[32] 20240275_N15.raw.PG.Quantity,sample_column_found,,,1,P46013,446194.5625,446194.5625,1,P60709,33449.33203125,33449.33203125,1,P07437,84995.6953125,84995.6953125,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N16,N16,N sperm,sample,PXD066517,PXD064912__human sperm__N16,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[33] 20240275_N16.raw.PG.Quantity,sample_column_found,,,1,P46013,283592.0625,283592.0625,1,P60709,19332.048828125,19332.048828125,1,P07437,72128.0859375,72128.0859375,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N2,N2,N sperm,sample,PXD066517,PXD064912__human sperm__N2,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[19] 20240275_N2.raw.PG.Quantity,sample_column_found,,,1,P46013,415339.6875,415339.6875,1,P60709,24809.775390625,24809.775390625,1,P07437,136281.390625,136281.390625,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N3,N3,N sperm,sample,PXD066517,PXD064912__human sperm__N3,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[20] 20240275_N3.raw.PG.Quantity,sample_column_found,,,1,P46013,201298.9375,201298.9375,1,P60709,15961.416015625,15961.416015625,1,P07437,87269.2265625,87269.2265625,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N4,N4,N sperm,sample,PXD066517,PXD064912__human sperm__N4,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[21] 20240275_N4.raw.PG.Quantity,sample_column_found,,,1,P46013,309491.71875,309491.71875,1,P60709,26435.015625,26435.015625,1,P07437,64130.0546875,64130.0546875,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N5,N5,N sperm,sample,PXD066517,PXD064912__human sperm__N5,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[22] 20240275_N5.raw.PG.Quantity,sample_column_found,,,1,P46013,536087.6875,536087.6875,1,P60709,46491.9375,46491.9375,1,P07437,82771.7109375,82771.7109375,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N6,N6,N sperm,sample,PXD066517,PXD064912__human sperm__N6,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[23] 20240275_N6.raw.PG.Quantity,sample_column_found,,,1,P46013,283606.375,283606.375,1,P60709,27584.265625,27584.265625,1,P07437,90330.6875,90330.6875,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N7,N7,N sperm,sample,PXD066517,PXD064912__human sperm__N7,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[24] 20240275_N7.raw.PG.Quantity,sample_column_found,,,1,P46013,263781.5,263781.5,1,P60709,19189.412109375,19189.412109375,1,P07437,112921.3671875,112921.3671875,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N8,N8,N sperm,sample,PXD066517,PXD064912__human sperm__N8,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[25] 20240275_N8.raw.PG.Quantity,sample_column_found,,,1,P46013,286653.25,286653.25,1,P60709,36649.875,36649.875,1,P07437,83567.1171875,83567.1171875,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
7,PXD064912,human sperm,normal_tissue,Human sperm,Whole proteome,N9,N9,N sperm,sample,PXD066517,PXD064912__human sperm__N9,PXD066517/search_results/20240275.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[26] 20240275_N9.raw.PG.Quantity,sample_column_found,,,1,P46013,469540.84375,469540.84375,1,P60709,27760.2578125,27760.2578125,1,P07437,140125.0625,140125.0625,1,P68431,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Whole proteome,NAT1,NAT1,replicate,sample,PXD066054,PXD066054__BPH__NAT1,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[1] XB08700B1DA_NAT1_Slot2-20_1_15621.htrms.PG.Quantity,sample_column_found,33.3695793151855,33.3695793151855,1,P46013,8544.0361328125,8544.0361328125,1,P60709;P63261,7290.1220703125,7290.1220703125,1,P07437,17164.736328125,17164.736328125,1,P68431;P84243;Q16695;Q71DI3,0.00390559903966617,valid,0.00457736907466559,valid,0.00194407759474338,valid
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Whole proteome,NAT2,NAT2,replicate,sample,PXD066054,PXD066054__BPH__NAT2,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[2] XB08700B1DA_NAT2_Slot2-21_1_15622.htrms.PG.Quantity,sample_column_found,76.318115234375,76.318115234375,1,P46013,9146.3857421875,9146.3857421875,1,P60709;P63261,10747.5771484375,10747.5771484375,1,P07437,19370.923828125,19370.923828125,1,P68431;P84243;Q16695;Q71DI3,0.00834407353741483,valid,0.00710095998198722,valid,0.00393982836913371,valid
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Whole proteome,NAT3,NAT3,replicate,sample,PXD066054,PXD066054__BPH__NAT3,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[3] XB08700B1DA_NAT3_Slot2-22_1_15625.htrms.PG.Quantity,sample_column_found,10.0475807189941,10.0475807189941,1,P46013,9078.623046875,9078.623046875,1,P60709;P63261,9707.3837890625,9707.3837890625,1,P07437,14525.4375,14525.4375,1,P68431;P84243;Q16695;Q71DI3,0.00110672958521531,valid,0.00103504517152345,valid,0.00069172310431229,valid
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Whole proteome,NAT4,NAT4,replicate,sample,PXD066054,PXD066054__BPH__NAT4,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[4] XB08700B1DA_NAT4_Slot2-23_1_15627.htrms.PG.Quantity,sample_column_found,18.9286403656006,18.9286403656006,1,P46013,9258.3056640625,9258.3056640625,1,P60709;P63261,9174.0791015625,9174.0791015625,1,P07437,15459.0439453125,15459.0439453125,1,P68431;P84243;Q16695;Q71DI3,0.00204450371940893,valid,0.00206327416147706,valid,0.00122443796864554,valid
8,PXD066054,BPH,normal_tissue,Benign prostatic hyperplasia tissue,Whole proteome,NAT5,NAT5,replicate,sample,PXD066054,PXD066054__BPH__NAT5,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[5] XB08700B1DA_NAT5_Slot2-24_1_15629.htrms.PG.Quantity,sample_column_found,41.2881622314453,41.2881622314453,1,P46013,5913.8642578125,5913.8642578125,1,P60709;P63261,9997.8369140625,9997.8369140625,1,P07437,8317.8486328125,8317.8486328125,1,P68431;P84243;Q16695;Q71DI3,0.00698158774559319,valid,0.00412970951480227,valid,0.00496380302817372,valid
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Non-rec1,Non-rec1,Non-rec,sample,PXD065775,PXD075377__adjacent liver__Non-rec1,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec1,sample_column_found,,,0,,1,1,1,P60709,1,1,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Non-rec2,Non-rec2,Non-rec,sample,PXD065775,PXD075377__adjacent liver__Non-rec2,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec2,sample_column_found,,,0,,0.842898666858673,0.842898666858673,1,P60709,1.01681137084961,1.01681137084961,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Non-rec3,Non-rec3,Non-rec,sample,PXD065775,PXD075377__adjacent liver__Non-rec3,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec3,sample_column_found,,,0,,1.096071600914,1.096071600914,1,P60709,1.06685936450958,1.06685936450958,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Non-rec4,Non-rec4,Non-rec,sample,PXD065775,PXD075377__adjacent liver__Non-rec4,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec4,sample_column_found,,,0,,0.667492926120758,0.667492926120758,1,P60709,1.69626927375793,1.69626927375793,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Rec1,Rec1,Rec,sample,PXD065775,PXD075377__adjacent liver__Rec1,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec1,sample_column_found,,,0,,0.8399458527565,0.8399458527565,1,P60709,1.38985955715179,1.38985955715179,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Rec2,Rec2,Rec,sample,PXD065775,PXD075377__adjacent liver__Rec2,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec2,sample_column_found,,,0,,0.740940093994141,0.740940093994141,1,P60709,1.3340665102005,1.3340665102005,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Rec3,Rec3,Rec,sample,PXD065775,PXD075377__adjacent liver__Rec3,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec3,sample_column_found,,,0,,0.582141041755676,0.582141041755676,1,P60709,1.44159865379333,1.44159865379333,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
9,PXD075377,adjacent liver,normal_tissue,Adjacent liver tissue,Whole proteome,Rec4,Rec4,Rec,sample,PXD065775,PXD075377__adjacent liver__Rec4,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec4,sample_column_found,,,0,,0.817156195640564,0.817156195640564,1,P60709,1.12877595424652,1.12877595424652,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-001T,ESCC-001T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-001T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-001T,sample_column_found,0.877472253494415,0.877472253494415,1,P46013,1.189,1.189,1,P60709,1.39315910342377,1.39315910342377,1,P07437,,,1,P68431,0.737991802770744,valid,0.62984353426538,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-002T,ESCC-002T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-002T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-002T,sample_column_found,1.39263338296533,1.39263338296533,1,P46013,1.462,1.462,1,P60709,1.34441425894732,1.34441425894732,1,P07437,,,1,P68431,0.952553613519378,valid,1.03586626941592,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-003T,ESCC-003T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-003T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-003T,sample_column_found,0.780424630988121,0.780424630988121,1,P46013,1.023,1.023,1,P60709,1.12427625163431,1.12427625163431,1,P07437,,,1,P68431,0.762878427163364,valid,0.694157356658252,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-004T,ESCC-004T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-004T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-004T,sample_column_found,1.18074607382659,1.18074607382659,1,P46013,0.692,0.692,1,P60709,0.503172588144025,0.503172588144025,1,P07437,,,1,P68431,1.70628045350663,valid,2.34660254085348,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-005T,ESCC-005T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-005T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-005T,sample_column_found,1.33602226983666,1.33602226983666,1,P46013,1.182,1.182,1,P60709,1.00241414044317,1.00241414044317,1,P07437,,,1,P68431,1.1303064888635,valid,1.33280469212655,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-006T,ESCC-006T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-006T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-006T,sample_column_found,0.893454860063684,0.893454860063684,1,P46013,,,1,P60709,1.12889549480792,1.12889549480792,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.791441603029609,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-007T,ESCC-007T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-007T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-007T,sample_column_found,0.893458699379491,0.893458699379491,1,P46013,,,1,P60709,1.14979991470962,1.14979991470962,1,P07437,1.12693572365544,1.12693572365544,1,P68431,,ACTB missing or non-positive,0.77705580592701,valid,0.792821347859468,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-008T,ESCC-008T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-008T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-008T,sample_column_found,2.6904411387632,2.6904411387632,1,P46013,,,1,P60709,1.47755270105077,1.47755270105077,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.82087660010359,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-009T,ESCC-009T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-009T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-009T,sample_column_found,0.581921257541478,0.581921257541478,1,P46013,,,1,P60709,0.931008972345766,0.931008972345766,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.625043662119895,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-010T,ESCC-010T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-010T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-010T,sample_column_found,0.803605546128708,0.803605546128708,1,P46013,,,1,P60709,1.03372150067136,1.03372150067136,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.777390762992546,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-011T,ESCC-011T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-011T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-011T,sample_column_found,0.597875808614044,0.597875808614044,1,P46013,,,1,P60709,0.796257673716773,0.796257673716773,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.750857201568028,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-012T,ESCC-012T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-012T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-012T,sample_column_found,1.78473557043327,1.78473557043327,1,P46013,,,1,P60709,0.997515303783631,0.997515303783631,1,P07437,1.15753126366419,1.15753126366419,1,P68431,,ACTB missing or non-positive,1.78918114204731,valid,1.54184653707205,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-013T,ESCC-013T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-013T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-013T,sample_column_found,1.6384086128826,1.6384086128826,1,P46013,,,1,P60709,0.43326985153415,0.43326985153415,1,P07437,,,1,P68431,,ACTB missing or non-positive,3.78149692871825,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-014T,ESCC-014T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-014T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-014T,sample_column_found,1.25564220144786,1.25564220144786,1,P46013,,,1,P60709,1.07314658706231,1.07314658706231,1,P07437,1.24115907302143,1.24115907302143,1,P68431,,ACTB missing or non-positive,1.17005655759026,valid,1.01166903480887,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-015T,ESCC-015T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-015T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-015T,sample_column_found,1.11709678151086,1.11709678151086,1,P46013,,,1,P60709,1.31577773094892,1.31577773094892,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.849001130840865,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-016T,ESCC-016T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-016T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-016T,sample_column_found,1.36736109922919,1.36736109922919,1,P46013,,,1,P60709,1.44778132207971,1.44778132207971,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.944452783287052,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-017T,ESCC-017T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-017T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-017T,sample_column_found,1.29491511131069,1.29491511131069,1,P46013,,,1,P60709,1.19783600003526,1.19783600003526,1,P07437,1.18506724967206,1.18506724967206,1,P68431,,ACTB missing or non-positive,1.0810454112855,valid,1.09269335699643,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-018T,ESCC-018T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-018T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-018T,sample_column_found,0.919640639288047,0.919640639288047,1,P46013,,,1,P60709,1.00671370310131,1.00671370310131,1,P07437,0.859734674245737,0.859734674245737,1,P68431,,ACTB missing or non-positive,0.913507620344271,valid,1.06967959631833,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-019T,ESCC-019T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-019T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-019T,sample_column_found,0.784565646549489,0.784565646549489,1,P46013,,,1,P60709,0.864410612888771,0.864410612888771,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.907630742671648,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-020T,ESCC-020T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-020T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-020T,sample_column_found,0.659866470938974,0.659866470938974,1,P46013,,,1,P60709,1.30619682514104,1.30619682514104,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.505181499631744,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-021T,ESCC-021T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-021T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-021T,sample_column_found,1.13127798688221,1.13127798688221,1,P46013,,,1,P60709,1.01591210241898,1.01591210241898,1,P07437,0.843417052907739,0.843417052907739,1,P68431,,ACTB missing or non-positive,1.11355892324595,valid,1.34130319393241,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-022T,ESCC-022T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-022T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-022T,sample_column_found,0.945370129540598,0.945370129540598,1,P46013,,,1,P60709,1.09629085161365,1.09629085161365,1,P07437,0.949258401270514,0.949258401270514,1,P68431,,ACTB missing or non-positive,0.862335144135419,valid,0.995903884838194,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-023T,ESCC-023T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-023T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-023T,sample_column_found,1.41998608544099,1.41998608544099,1,P46013,,,1,P60709,1.35438266665762,1.35438266665762,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.04843787534971,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-024T,ESCC-024T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-024T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-024T,sample_column_found,0.622173489072111,0.622173489072111,1,P46013,,,1,P60709,1.1665012106971,1.1665012106971,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.533367203879969,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-025T,ESCC-025T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-025T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-025T,sample_column_found,1.09309599118223,1.09309599118223,1,P46013,,,1,P60709,1.2223650648824,1.2223650648824,1,P07437,0.936223524267599,0.936223524267599,1,P68431,,ACTB missing or non-positive,0.894246753761237,valid,1.1675587750664,valid
