RowOrder,PXD,SampleGroup,Category,DisplayGroup,Dataset,SampleID,ConditionLabel,SampleClass,ObservationType,ReferencePXD,ObsKey,SourceFile,Parser,QuantitationField,QuantitationTransform,QuantitationColumn,SourceColumnStatus,MKI67_SourceValue,MKI67_Intensity,MKI67_RowCount,MKI67_ReportedGroup,ACTB_SourceValue,ACTB_Intensity,ACTB_RowCount,ACTB_ReportedGroup,TUBB_SourceValue,TUBB_Intensity,TUBB_RowCount,TUBB_ReportedGroup,H3C1_SourceValue,H3C1_Intensity,H3C1_RowCount,H3C1_ReportedGroup,MKI67_over_ACTB,MKI67_over_ACTB_Status,MKI67_over_TUBB,MKI67_over_TUBB_Status,MKI67_over_H3C1,MKI67_over_H3C1_Status
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-074T,ESCC-074T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-074T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-074T,sample_column_found,0.917034478929973,0.917034478929973,1,P46013,,,1,P60709,1.06852596665413,1.06852596665413,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.858223859361582,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-075T,ESCC-075T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-075T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-075T,sample_column_found,1.0285408003692,1.0285408003692,1,P46013,,,1,P60709,1.06794449969266,1.06794449969266,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.963103233047411,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-076T,ESCC-076T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-076T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-076T,sample_column_found,1.04023764266304,1.04023764266304,1,P46013,,,1,P60709,0.94360319811304,0.94360319811304,1,P07437,1.23625268896111,1.23625268896111,1,P68431,,ACTB missing or non-positive,1.10241004348358,valid,0.841444190133336,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-077T,ESCC-077T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-077T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-077T,sample_column_found,1.09407988528481,1.09407988528481,1,P46013,,,1,P60709,0.993626150333684,0.993626150333684,1,P07437,,,1,P68431,,ACTB missing or non-positive,1.10109811916423,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-078T,ESCC-078T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-078T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-078T,sample_column_found,1.0549678507384,1.0549678507384,1,P46013,,,1,P60709,1.0872876317176,1.0872876317176,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.970274856407459,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-079T,ESCC-079T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-079T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-079T,sample_column_found,2.09386089263582,2.09386089263582,1,P46013,,,1,P60709,0.784001073686944,0.784001073686944,1,P07437,,,1,P68431,,ACTB missing or non-positive,2.67073727691336,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-080T,ESCC-080T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-080T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-080T,sample_column_found,0.716701606012658,0.716701606012658,1,P46013,,,1,P60709,1.0567458443098,1.0567458443098,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.678215684378454,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-081T,ESCC-081T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-081T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-081T,sample_column_found,2.83720812763713,2.83720812763713,1,P46013,,,1,P60709,1.11884747870565,1.11884747870565,1,P07437,,,1,P68431,,ACTB missing or non-positive,2.53583100613444,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-082T,ESCC-082T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-082T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-082T,sample_column_found,0.862178014614749,0.862178014614749,1,P46013,,,1,P60709,1.05191137436407,1.05191137436407,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.819629900034094,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-083T,ESCC-083T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-083T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-083T,sample_column_found,0.919104534187151,0.919104534187151,1,P46013,,,1,P60709,1.17132875644884,1.17132875644884,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.784668291567974,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-084T,ESCC-084T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-084T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-084T,sample_column_found,1.11782983887627,1.11782983887627,1,P46013,,,1,P60709,1.1443300439775,1.1443300439775,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.976842166086001,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-085T,ESCC-085T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-085T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-085T,sample_column_found,1.17857291032609,1.17857291032609,1,P46013,,,1,P60709,1.29758302379558,1.29758302379558,1,P07437,0.851879819687598,0.851879819687598,1,P68431,,ACTB missing or non-positive,0.908283237922324,valid,1.38349668942539,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-086T,ESCC-086T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-086T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-086T,sample_column_found,2.03175923492047,2.03175923492047,1,P46013,,,1,P60709,0.952223820623746,0.952223820623746,1,P07437,,,1,P68431,,ACTB missing or non-positive,2.13369923217168,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-087T,ESCC-087T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-087T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-087T,sample_column_found,0.77663815625,0.77663815625,1,P46013,,,1,P60709,0.948748253718891,0.948748253718891,1,P07437,1.55998658140266,1.55998658140266,1,P68431,,ACTB missing or non-positive,0.818592448740479,valid,0.497849254287615,valid
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-088T,ESCC-088T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-088T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-088T,sample_column_found,0.755570168870068,0.755570168870068,1,P46013,,,1,P60709,1.46000729748854,1.46000729748854,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.51751122762864,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-089T,ESCC-089T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-089T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-089T,sample_column_found,0.791796135870688,0.791796135870688,1,P46013,,,1,P60709,1.00829806960268,1.00829806960268,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.785279829190485,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-090T,ESCC-090T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-090T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-090T,sample_column_found,0.532004201094815,0.532004201094815,1,P46013,,,1,P60709,1.02075901382022,1.02075901382022,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.521184916216193,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-091T,ESCC-091T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-091T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-091T,sample_column_found,0.707187867879747,0.707187867879747,1,P46013,,,1,P60709,0.897928549789252,0.897928549789252,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.787576993788345,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-092T,ESCC-092T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-092T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-092T,sample_column_found,0.795982757120253,0.795982757120253,1,P46013,,,1,P60709,1.03027629522304,1.03027629522304,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.772591547345981,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-093T,ESCC-093T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-093T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-093T,sample_column_found,0.607822158491561,0.607822158491561,1,P46013,,,1,P60709,1.05063748682824,1.05063748682824,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.5785270049011,valid,,H3C1 missing or non-positive
10,PXD064038,MEC and NEC ESCC groups,cancer_tissue,ESCC MEC/NEC groups,Whole proteome,ESCC-094T,ESCC-094T,ESCC tumor tissue,sample,PXD065830,PXD064038__MEC and NEC ESCC groups__ESCC-094T,data/PXD065830/supplementary/Dataset1.xlsx,PXD065830 ESCC-T protein matrix,value,identity,ESCC-094T,sample_column_found,1.17864644646624,1.17864644646624,1,P46013,,,1,P60709,1.35809148006674,1.35809148006674,1,P07437,,,1,P68431,,ACTB missing or non-positive,0.867869700801244,valid,,H3C1 missing or non-positive
11,PXD066054,prostate cancer,cancer_tissue,Prostate cancer tissue,Whole proteome,PCa1,PCa1,replicate,sample,PXD066054,PXD066054__prostate cancer__PCa1,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[6] XB08700B1DA_PCa1_Slot2-25_1_15631.htrms.PG.Quantity,sample_column_found,80.1265869140625,80.1265869140625,1,P46013,6814.31396484375,6814.31396484375,1,P60709;P63261,4446.05029296875,4446.05029296875,1,P07437,19144.44140625,19144.44140625,1,P68431;P84243;Q16695;Q71DI3,0.011758569876212,valid,0.0180219704308742,valid,0.00418537084544571,valid
11,PXD066054,prostate cancer,cancer_tissue,Prostate cancer tissue,Whole proteome,PCa2,PCa2,replicate,sample,PXD066054,PXD066054__prostate cancer__PCa2,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[7] XB08700B1DA_PCa2_Slot2-26_1_15633.htrms.PG.Quantity,sample_column_found,33.3171882629395,33.3171882629395,1,P46013,13473.9375,13473.9375,1,P60709;P63261,14334.6982421875,14334.6982421875,1,P07437,23534.412109375,23534.412109375,1,P68431;P84243;Q16695;Q71DI3,0.0024727135822724,valid,0.00232423366715079,valid,0.00141567964851212,valid
11,PXD066054,prostate cancer,cancer_tissue,Prostate cancer tissue,Whole proteome,PCa3,PCa3,replicate,sample,PXD066054,PXD066054__prostate cancer__PCa3,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[8] XB08700B1DA_PCa3_Slot2-27_1_15635.htrms.PG.Quantity,sample_column_found,24.6003475189209,24.6003475189209,1,P46013,6753.1279296875,6753.1279296875,1,P60709;P63261,2927.64916992188,2927.64916992188,1,P07437,19462.390625,19462.390625,1,P68431;P84243;Q16695;Q71DI3,0.00364280786252768,valid,0.00840276484343148,valid,0.00126399413067586,valid
11,PXD066054,prostate cancer,cancer_tissue,Prostate cancer tissue,Whole proteome,PCa4,PCa4,replicate,sample,PXD066054,PXD066054__prostate cancer__PCa4,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[9] XB08700B1DA_PCa4_Slot2-28_1_15637.htrms.PG.Quantity,sample_column_found,31.4902286529541,31.4902286529541,1,P46013,8229.26171875,8229.26171875,1,P60709;P63261,8530.9443359375,8530.9443359375,1,P07437,17121.787109375,17121.787109375,1,P68431;P84243;Q16695;Q71DI3,0.00382661649722539,valid,0.00369129458743485,valid,0.0018391905267711,valid
11,PXD066054,prostate cancer,cancer_tissue,Prostate cancer tissue,Whole proteome,PCa5,PCa5,replicate,sample,PXD066054,PXD066054__prostate cancer__PCa5,PXD066054/search_results/extracted/DA/Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[10] XB08700B1DA_PCa5_Slot2-29_1_15639.htrms.PG.Quantity,sample_column_found,49.1598815917969,49.1598815917969,1,P46013,5766.23046875,5766.23046875,1,P60709;P63261,5988.73779296875,5988.73779296875,1,P07437,9831.7216796875,9831.7216796875,1,P68431;P84243;Q16695;Q71DI3,0.00852547983612832,valid,0.00820872165241805,valid,0.0050001294985152,valid
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Non-rec1,Non-rec1,Non-rec,sample,PXD065775,PXD075377__HCC__Non-rec1,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec1,sample_column_found,,,0,,1,1,1,P60709,1,1,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Non-rec2,Non-rec2,Non-rec,sample,PXD065775,PXD075377__HCC__Non-rec2,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec2,sample_column_found,,,0,,0.854858100414276,0.854858100414276,1,P60709,0.739654958248138,0.739654958248138,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Non-rec3,Non-rec3,Non-rec,sample,PXD065775,PXD075377__HCC__Non-rec3,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec3,sample_column_found,,,0,,0.921494722366333,0.921494722366333,1,P60709,0.895305931568146,0.895305931568146,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Non-rec4,Non-rec4,Non-rec,sample,PXD065775,PXD075377__HCC__Non-rec4,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Non-rec4,sample_column_found,,,0,,1.00726556777954,1.00726556777954,1,P60709,0.660189151763916,0.660189151763916,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Rec1,Rec1,Rec,sample,PXD065775,PXD075377__HCC__Rec1,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec1,sample_column_found,,,0,,0.73076319694519,0.73076319694519,1,P60709,1.19905185699463,1.19905185699463,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Rec2,Rec2,Rec,sample,PXD065775,PXD075377__HCC__Rec2,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec2,sample_column_found,,,0,,1.05624604225159,1.05624604225159,1,P60709,1.01362299919128,1.01362299919128,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Rec3,Rec3,Rec,sample,PXD065775,PXD075377__HCC__Rec3,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec3,sample_column_found,,,0,,1.39931583404541,1.39931583404541,1,P60709,0.747089982032776,0.747089982032776,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
12,PXD075377,HCC,cancer_tissue,HCC tissue,Whole proteome,Rec4,Rec4,Rec,sample,PXD065775,PXD075377__HCC__Rec4,PXD065775/search_results/20170330_01-24_patients_iTRAQ.xlsx,iTRAQ protein table,sample iTRAQ ratio,identity,Rec4,sample_column_found,,,0,,1.10025250911713,1.10025250911713,1,P60709,0.75310081243515,0.75310081243515,1,P07437,,,0,,,MKI67 missing or non-positive,,MKI67 missing or non-positive,,MKI67 missing or non-positive
14,PXD060185,MCF7,cancer_cells,MCF7 cells,Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD060185__MCF7__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,6.27296930548845,77.330696685924,1,P46013;KI67_HUMAN,,,0,,7.9847325278757,253.305137537083,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.305286728243335,valid,,H3C1 missing or non-positive
15,PXD028488,HCT116,cancer_cells,HCT116 cells,Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD028488__HCT116__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,6.16147951874573,71.5797459743813,1,P46013;KI67_HUMAN,,,0,,9.37864535641777,665.661701826921,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.10753171735422,valid,,H3C1 missing or non-positive
16,PXD053474,HCT116,cancer_cells,HCT116 cells (subcellular fractions),Whole proteome,PXD030304_aggregate,PXD030304_aggregate,aggregate,aggregate,PXD030304,PXD053474__HCT116__PXD030304_aggregate,PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,ProCan averaged protein matrix,matrix protein abundance,back_transform_2^x,Project_Identifier,sample_profile_found,6.16147951874573,71.5797459743813,1,P46013;KI67_HUMAN,,,0,,9.37864535641777,665.661701826921,1,P07437;TBB5_HUMAN,,,0,,,ACTB missing or non-positive,0.10753171735422,valid,,H3C1 missing or non-positive
17,PXD066351,HCT116 control and Roseburia co-culture,cancer_cells,HCT116 cells (control and Roseburia co-culture),Whole proteome,NC116,NC116,control,sample,PXD066351,PXD066351__HCT116 control and Roseburia co-culture__NC116,PXD066351/search_results/XB01472B1DA-Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[1] XB01472B1DA_NC116_Slot2-7_1_12291.htrms.PG.Quantity,sample_column_found,6103.556640625,6103.556640625,1,P46013,108726.328125,108726.328125,1,P60709;P63261,33460.87109375,33460.87109375,1,P07437,50035.65234375,50035.65234375,1,P68431;P84243;Q16695;Q71DI3,0.0561368782141515,valid,0.182408779004114,valid,0.121984152393836,valid
17,PXD066351,HCT116 control and Roseburia co-culture,cancer_cells,HCT116 cells (control and Roseburia co-culture),Whole proteome,R116,R116,Roseburia co-culture,sample,PXD066351,PXD066351__HCT116 control and Roseburia co-culture__R116,PXD066351/search_results/XB01472B1DA-Protein_Quant.tsv,Spectronaut protein quantity table,.PG.Quantity,identity,[2] XB01472B1DA_R116_Slot2-8_1_12293.htrms.PG.Quantity,sample_column_found,3025.97534179688,3025.97534179688,1,P46013,184614.53125,184614.53125,1,P60709;P63261,10360.359375,10360.359375,1,P07437,17955.01953125,17955.01953125,1,P68431;P84243;Q16695;Q71DI3,0.0163907755327189,valid,0.292072430334674,valid,0.168530885557116,valid
18,PXD028488,TALL-104,cancer_cells,TALL-104 cells (sodium lactate),Whole proteome,Sample 1,Sample 1,replicate,sample,PXD028488,PXD028488__TALL-104__Sample 1,PXD028488/search_results/Nonenrichment-Search files/TALL-Nonenrichment-Search files/proteins.csv,TALL protein table,Area,identity,Area Sample 1,sample_column_found,1.15e+08,1.15e+08,1,P46013|KI67_HUMAN,3.18e+09,3.18e+09,1,P60709|ACTB_HUMAN,5.9e+09,5.9e+09,1,P07437|TBB5_HUMAN,3.06e+09,3.06e+09,1,P68431|H31_HUMAN,0.0361635220125786,valid,0.0194915254237288,valid,0.0375816993464052,valid
18,PXD028488,TALL-104,cancer_cells,TALL-104 cells (sodium lactate),Whole proteome,Sample 2,Sample 2,replicate,sample,PXD028488,PXD028488__TALL-104__Sample 2,PXD028488/search_results/Nonenrichment-Search files/TALL-Nonenrichment-Search files/proteins.csv,TALL protein table,Area,identity,Area Sample 2,sample_column_found,1.3e+08,1.3e+08,1,P46013|KI67_HUMAN,3.24e+09,3.24e+09,1,P60709|ACTB_HUMAN,6.12e+09,6.12e+09,1,P07437|TBB5_HUMAN,3.13e+09,3.13e+09,1,P68431|H31_HUMAN,0.0401234567901235,valid,0.0212418300653595,valid,0.0415335463258786,valid
18,PXD028488,TALL-104,cancer_cells,TALL-104 cells (sodium lactate),Whole proteome,Sample 3,Sample 3,replicate,sample,PXD028488,PXD028488__TALL-104__Sample 3,PXD028488/search_results/Nonenrichment-Search files/TALL-Nonenrichment-Search files/proteins.csv,TALL protein table,Area,identity,Area Sample 3,sample_column_found,2.49e+08,2.49e+08,1,P46013|KI67_HUMAN,3.56e+09,3.56e+09,1,P60709|ACTB_HUMAN,6.05e+09,6.05e+09,1,P07437|TBB5_HUMAN,2.81e+09,2.81e+09,1,P68431|H31_HUMAN,0.0699438202247191,valid,0.0411570247933884,valid,0.0886120996441281,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,SIRT1KO_pro_rep1,SIRT1KO_pro_rep1,SIRT1 KO,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__SIRT1KO_pro_rep1,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity SIRT1KO_pro_rep1,sample_column_found,4570400000,4570400000,1,P46013,7769800000,7769800000,1,P60709,2.2604e+10,2.2604e+10,1,P07437,89205000,89205000,1,P68431;Q16695;Q6NXT2,0.588226209168833,valid,0.20219430189347,valid,51.2347962558153,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,SIRT1KO_pro_rep2,SIRT1KO_pro_rep2,SIRT1 KO,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__SIRT1KO_pro_rep2,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity SIRT1KO_pro_rep2,sample_column_found,4783500000,4783500000,1,P46013,6980100000,6980100000,1,P60709,2.4283e+10,2.4283e+10,1,P07437,4628000,4628000,1,P68431;Q16695;Q6NXT2,0.685305368117935,valid,0.196989663550632,valid,1033.59982713915,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,SIRT1KO_pro_rep3,SIRT1KO_pro_rep3,SIRT1 KO,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__SIRT1KO_pro_rep3,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity SIRT1KO_pro_rep3,sample_column_found,6026700000,6026700000,1,P46013,7263800000,7263800000,1,P60709,2.5146e+10,2.5146e+10,1,P07437,18140000,18140000,1,P68431;Q16695;Q6NXT2,0.829689694099507,valid,0.239668336912431,valid,332.23263506064,valid
19,PXD050147,HepG2 WT and SIRT1 or SIRT3 KO,cancer_cells,"HepG2 cells (WT, SIRT1 KO and SIRT3 KO)",Whole proteome,SIRT3KO_pro_rep1,SIRT3KO_pro_rep1,SIRT3 KO,sample,PXD050147,PXD050147__HepG2 WT and SIRT1 or SIRT3 KO__SIRT3KO_pro_rep1,PXD050147/search_results/SIRT_proteinGroups.txt,MaxQuant proteinGroups,Intensity,identity,Intensity SIRT3KO_pro_rep1,sample_column_found,6926700000,6926700000,1,P46013,9054100000,9054100000,1,P60709,2.5809e+10,2.5809e+10,1,P07437,149190000,149190000,1,P68431;Q16695;Q6NXT2,0.765034625197424,valid,0.268383122166686,valid,46.4287150613312,valid
