"","GSM6176178","GSM6176183","GSM6176188","GSM6176193"
"GSM6176178",1,0.928032778786534,0.940150584812399,0.944839855635395
"GSM6176183",0.928032778786534,1,0.9255603208997,0.927017579576489
"GSM6176188",0.940150584812399,0.9255603208997,1,0.949069264561023
"GSM6176193",0.944839855635395,0.927017579576489,0.949069264561023,1
