GroupID,Model,ReferenceKey,ConnGroup,N_rows,Pos_count,obs_rate,mean_pred,calib_error,abs_calib_error
KLA31_02,ME2,GTEx_v8_Lung,2,280,21,0.075,0.373167102612691,0.298167102612691,0.298167102612691
KLA31_03,ME2,GSE181540_HS_input,3,70,14,0.2,0.467218114270366,0.267218114270366,0.267218114270366
KLA31_04,ME2,GSE181540_adjacent_NS_input,3,76,25,0.328947368421053,0.44981402440881,0.120866655987757,0.120866655987757
KLA31_05,ME2,GTEx_v8_Hippocampus,4,146,25,0.171232876712329,0.363128952879737,0.191896076167408,0.191896076167408
KLA31_06,ME2,GSE114691_control_placenta,5,228,8,0.0350877192982456,0.391189088796463,0.356101369498218,0.356101369498218
KLA31_07,ME2,sperm_GroupI,6,276,5,0.0181159420289855,0.503592194462828,0.485476252433843,0.485476252433843
KLA31_08,ME2,GSE132714_BPH,7,280,128,0.457142857142857,0.377028611157405,-0.0801142459854518,0.0801142459854518
KLA31_11,ME2,TCGA_PRAD_primary,7,281,129,0.459074733096086,0.408511868890313,-0.0505628642057727,0.0505628642057727
KLA31_09,ME2,TCGA_LIHC_normal,8,134,69,0.514925373134328,0.358423361952661,-0.156502011181667,0.156502011181667
KLA31_12,ME2,TCGA_LIHC_primary,8,186,88,0.473118279569893,0.380908191878911,-0.0922100876909818,0.0922100876909818
KLA31_10,ME2,TCGA_ESCA_ESCC,9,288,82,0.284722222222222,0.403950877918921,0.119228655696699,0.119228655696699
KLA31_13,ME2,MCF7_DMSO7d,10,167,87,0.520958083832335,0.485786861862746,-0.0351712219695896,0.0351712219695896
KLA31_20,ME2,MDAMB468_DMSO7d,10,175,106,0.605714285714286,0.445820574163505,-0.159893711550781,0.159893711550781
KLA31_21,ME2,GSE283812_T47D_vehicle,10,180,103,0.572222222222222,0.493900937195334,-0.0783212850268881,0.0783212850268881
KLA31_29,ME2,GSE103520_MCF10A_control,10,155,62,0.4,0.340307375177304,-0.0596926248226964,0.0596926248226964
KLA31_14,ME2,HCT116_control,11,205,27,0.131707317073171,0.476010465319492,0.344303148246321,0.344303148246321
KLA31_15,ME2,HCT116_control,11,205,52,0.253658536585366,0.476010465319492,0.222351928734126,0.222351928734126
KLA31_16,ME2,HCT116_control,11,323,224,0.693498452012384,0.446340444072394,-0.24715800793999,0.24715800793999
KLA31_17,ME2,GSE163787_TALL104,11,192,34,0.177083333333333,0.486560415724102,0.309477082390769,0.309477082390769
KLA31_25,ME2,GSE203529_HEK293T_WT,11,268,38,0.141791044776119,0.414860760748044,0.273069715971924,0.273069715971924
KLA31_18,ME2,HepG2_DMSO24h,12,303,228,0.752475247524752,0.289141099187514,-0.463334148337238,0.463334148337238
KLA31_19,ME2,GSE171750_A549_untreated,13,175,86,0.491428571428572,0.372828288481915,-0.118600282946657,0.118600282946657
KLA31_22,ME2,PC3M_DMSO,14,177,28,0.15819209039548,0.416420736437337,0.258228646041857,0.258228646041857
KLA31_23,ME2,GSE266884_MES28_vector_control,15,320,220,0.6875,0.339576529073553,-0.347923470926447,0.347923470926447
KLA31_30,ME2,GSE119834_NSC,15,307,164,0.534201954397394,0.320349971461122,-0.213851982936273,0.213851982936273
KLA31_24,ME2,RKO_DMSO,16,193,90,0.466321243523316,0.44071531937728,-0.0256059241460361,0.0256059241460361
KLA31_26,ME2,GSE275256_HMC3_vehicle,17,287,141,0.491289198606272,0.431312295087794,-0.0599769035184773,0.0599769035184773
