"GSE","GSM","Title","Characteristics","Treatment","Growth","Extraction","Strategy","Processing","Supplement","Relation"
"GSE310291","GSM9307521","RNA-seq in T47D cells, Estradiol treatment, Time point 4h, replicate 3","cell line: T47D | treatment: estradiol | time: 4h","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327922 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153958"
"GSE310291","GSM9307522","RNA-seq in T47D cells, Estradiol treatment, Time point 4h, replicate 4","cell line: T47D | treatment: estradiol | time: 4h","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327921 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153959"
"GSE310291","GSM9307523","RNA-seq in T47D cells, Estradiol treatment, Time point 45min, replicate 1","cell line: T47D | treatment: estradiol | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327920 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153960"
"GSE310291","GSM9307524","RNA-seq in T47D cells, Estradiol treatment, Time point 45min, replicate 2","cell line: T47D | treatment: estradiol | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327919 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153961"
"GSE310291","GSM9307525","RNA-seq in T47D cells, Estradiol treatment, Time point 45min, replicate 3","cell line: T47D | treatment: estradiol | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327918 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153962"
"GSE310291","GSM9307526","RNA-seq in T47D cells, Estradiol treatment, Time point 45min, replicate 4","cell line: T47D | treatment: estradiol | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327917 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153963"
"GSE310291","GSM9307527","RNA-seq in T47D cells, Fulvestrant treatment, Time point 4h, replicate 1","cell line: T47D | treatment: fulvestrant | time: 4h","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327916 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153964"
"GSE310291","GSM9307528","RNA-seq in T47D cells, Fulvestrant treatment, Time point 4h, replicate 2","cell line: T47D | treatment: fulvestrant | time: 4h","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327915 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153965"
"GSE310291","GSM9307529","RNA-seq in T47D cells, Fulvestrant treatment, Time point 4h, replicate 3","cell line: T47D | treatment: fulvestrant | time: 4h","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327914 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153966"
"GSE310291","GSM9307530","RNA-seq in T47D cells, Fulvestrant treatment, Time point 4h, replicate 4","cell line: T47D | treatment: fulvestrant | time: 4h","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327913 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153967"
"GSE310291","GSM9307531","RNA-seq in T47D cells, Fulvestrant treatment, Time point 45min, replicate 1","cell line: T47D | treatment: fulvestrant | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327912 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153968"
"GSE310291","GSM9307532","RNA-seq in T47D cells, Fulvestrant treatment, Time point 45min, replicate 2","cell line: T47D | treatment: fulvestrant | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327911 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153969"
"GSE310291","GSM9307533","RNA-seq in T47D cells, Fulvestrant treatment, Time point 45min, replicate 3","cell line: T47D | treatment: fulvestrant | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327910 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153970"
"GSE310291","GSM9307534","RNA-seq in T47D cells, Fulvestrant treatment, Time point 45min, replicate 4","cell line: T47D | treatment: fulvestrant | time: 45min","","","Total RNA samples were processed using the Universal Plus mRNA-Seq with NuQuant kit (Tecan) on a Biomek i7 automated liquid handling platform (Beckman Coulter). The workflow enables the capture of polyadenylated RNA, conversion into double-stranded cDNA, and generation of strand-specific sequencing libraries. | RNA quality was assessed using a Fragment Analyzer (Agilent) with the Total RNA 15 nt kit (DNF-471). Samples with RIN > 7 and DV200 > 70% were used for library preparation. A total of 250 ng of RNA in a volume of 50 µL was used as input per reaction. Library preparation was executed in two automated programs on the Biomek i7: one covering RNA purification, fragmentation, and cDNA synthesis, and a second for library construction. All steps, including poly(A) selection, RNA fragmentation, first- and second-strand cDNA synthesis, end repair, adaptor ligation with unique dual indices, strand selection, and PCR amplification, were performed according to the manufacturer’s instructions using Biomek-specific labware and consumables. Reaction cleanups were performed with magnetic beads (CleanNGS or AMPure XP). Final libraries were analyzed for fragment size distribution using a Fragment Analyzer with the High Sensitivity NGS Fragment Kit (DNF-474). Library concentration was determined using the NuQuant system (Tecan) and used for equimolar pooling prior to sequencing on an Illumina NovaSeq 6000 platform. Sequencing was performed in single-end mode, generating more than 20 million reads per sample.","RNA-Seq","Raw sequencing data were demultiplexed using bclconvert and fastq files for each sample have been preprocessed using Evotecs pre-processing pipeline for RNA-seq including adapter trimming, quality filtering, and alignment to the human reference genome. Gene-level read counts were generated and subsequently integrated into Evotec’s internal data analysis platform, PanHunter. Within PanHunter, differential gene expression analyses were performed, and pairwise comparisons were generated between different time points and treatment conditions for each cell line. | Assembly: hg38 | Supplementary files format and content: Results from the differential expression analysis (DEA) for T47D, time point and treatment (E2, FULV) - no filter on FDR neither logFC - excel tables","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN53327909 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX31153971"
