"GSE","GSM","Title","Characteristics","Treatment","Growth","Extraction","Strategy","Processing","Supplement","Relation"
"GSE158552","GSM4802741","Control HepG2 (Con-1)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: DMSO","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802741/suppl/GSM4802741_HepG2_C1_24h.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261314 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187812"
"GSE158552","GSM4802742","Control HepG2 (Con-2)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: DMSO","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802742/suppl/GSM4802742_HepG2_C2_24h.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261313 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187813"
"GSE158552","GSM4802743","Control HepG2 (Con-3)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: DMSO","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802743/suppl/GSM4802743_HepG2_C3_24h.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261312 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187814"
"GSE158552","GSM4802744","JQ1-treated HepG2 (JQ1-1)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: JQ1","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802744/suppl/GSM4802744_HepG2_JQ1-1.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261311 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187815"
"GSE158552","GSM4802745","JQ1-treated HepG2 (JQ1-2)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: JQ1","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802745/suppl/GSM4802745_HepG2_JQ1-2.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261310 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187816"
"GSE158552","GSM4802746","JQ1-treated HepG2 (JQ1-3)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: JQ1","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802746/suppl/GSM4802746_HepG2_JQ1-3.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261309 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187817"
"GSE158552","GSM4802747","OTX-015-treated HepG2 (OTX-1)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: OTX-015","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802747/suppl/GSM4802747_HepG2_OTX-1.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261308 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187818"
"GSE158552","GSM4802748","OTX-015-treated HepG2 (OTX-2)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: OTX-015","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802748/suppl/GSM4802748_HepG2_OTX-2.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261307 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187819"
"GSE158552","GSM4802749","OTX-015-treated HepG2 (OTX-3)","cell line: HepG2 | cell type: Hepatocellular carcinoma cell | treatment: OTX-015","Cells were treated with DMSO, JQ1, or OTX-015.","HepG2 cells were grown in Minimum Essential Medium Eagle (MEM) supplemented with 10% fetal bovine serum (FBS), 100 IU/ml penicillin and 10 μg/ml streptomycin (Thermo Fisher Scientific, MA, USA).","Total RNA was extracted using RNAiso Plus (Takara, Shiga, Japan) and QIAGEN RNeasy® Mini kit (QIAGEN, Hilden, Germany) according to the manufacturer’s instructions. | RNA libraries were prepared for sequencing using standard Illumina protocols.","RNA-Seq","Illumina CASAVA v1.8.2 software was used for basecalling. | To avoid low-quality data, we clipped and trimmed the reads using Trimmomatic (v0.33). | For the analysis of differentially expressed genes, the data of quality-checked reads for each condition were processed with the STAR (version 2.7.1) software based on reference genome sequence (Homo sapiens UCSC hg38) and the differential gene expressed values of each sample were calculated by the DESeq2 Bioconductor package. | The number of reads mapped to gene ID features were counted using STAR. | Genome_build: Homo sapiens UCSC hg38 (GRCh38) | Supplementary_files_format_and_content: *.ReadsPerGene.out.tab: Tab-delimited text files including normalized read counts for each sample.","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4802nnn/GSM4802749/suppl/GSM4802749_HepG2_OTX-3.ReadsPerGene.out.tab.gz","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16261306 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9187820"
