"GSE","GSM","Title","Characteristics","Treatment","Growth","Extraction","Strategy","Processing","Supplement","Relation"
"GSE119834","GSM3384806","GSC12 [RNA-Seq]","cell line: 3136 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036467 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672108"
"GSE119834","GSM3384807","GSC13 [RNA-Seq]","cell line: 2997 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036466 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672109"
"GSE119834","GSM3384808","GSC14 [RNA-Seq]","cell line: HSJD007 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036465 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672110"
"GSE119834","GSM3384809","GSC15 [RNA-Seq]","cell line: 3565 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036464 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672111"
"GSE119834","GSM3384810","GSC16 [RNA-Seq]","cell line: CW2080-2 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036463 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672112"
"GSE119834","GSM3384811","GSC17 [RNA-Seq]","cell line: 3128 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036462 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672113"
"GSE119834","GSM3384812","GSC18 [RNA-Seq]","cell line: CW738 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036461 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672114"
"GSE119834","GSM3384813","GSC19 [RNA-Seq]","cell line: MES20 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036460 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672115"
"GSE119834","GSM3384814","GSC2 [RNA-Seq]","cell line: 1552 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036459 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672116"
"GSE119834","GSM3384815","GSC20 [RNA-Seq]","cell line: 1953 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036458 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672117"
"GSE119834","GSM3384816","GSC21 [RNA-Seq]","cell line: 2229 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036457 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672118"
"GSE119834","GSM3384817","GSC22 [RNA-Seq]","cell line: PNMNK1 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036408 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672119"
"GSE119834","GSM3384818","GSC23 [RNA-Seq]","cell line: 3752 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036407 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672120"
"GSE119834","GSM3384819","GSC24 [RNA-Seq]","cell line: 1919 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036406 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672121"
"GSE119834","GSM3384820","GSC25 [RNA-Seq]","cell line: MESMN1 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036405 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672122"
"GSE119834","GSM3384821","GSC26 [RNA-Seq]","cell line: 1806 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036404 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672123"
"GSE119834","GSM3384822","GSC27 [RNA-Seq]","cell line: 3679 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036403 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672124"
"GSE119834","GSM3384823","GSC28 [RNA-Seq]","cell line: 3655 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036402 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672125"
"GSE119834","GSM3384824","GSC29 [RNA-Seq]","cell line: 2235 | cell type: glioblastoma stem cell","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036401 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672126"
