"GSE","GSM","Title","Characteristics","Treatment","Growth","Extraction","Strategy","Processing","Supplement","Relation"
"GSE119834","GSM3384768","GBM47 [RNA-Seq]","cell line: 2481 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036389 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672070"
"GSE119834","GSM3384769","GBM48 [RNA-Seq]","cell line: 2489 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036388 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672071"
"GSE119834","GSM3384770","GBM49 [RNA-Seq]","cell line: 2519 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036387 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672072"
"GSE119834","GSM3384771","GBM5 [RNA-Seq]","cell line: 3264 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036386 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672073"
"GSE119834","GSM3384772","GBM50 [RNA-Seq]","cell line: 2566 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036385 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672074"
"GSE119834","GSM3384773","GBM51 [RNA-Seq]","cell line: 2576 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036384 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672075"
"GSE119834","GSM3384774","GBM52 [RNA-Seq]","cell line: 2647 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036383 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672076"
"GSE119834","GSM3384775","GBM53 [RNA-Seq]","cell line: 2687 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036382 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672077"
"GSE119834","GSM3384776","GBM54 [RNA-Seq]","cell line: 2726 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036381 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672078"
"GSE119834","GSM3384777","GBM55 [RNA-Seq]","cell line: 2894 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036380 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672079"
"GSE119834","GSM3384778","GBM56 [RNA-Seq]","cell line: 3052 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036379 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672080"
"GSE119834","GSM3384779","GBM57 [RNA-Seq]","cell line: 3057 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036378 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672081"
"GSE119834","GSM3384780","GBM58 [RNA-Seq]","cell line: 3069 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036377 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672082"
"GSE119834","GSM3384781","GBM59 [RNA-Seq]","cell line: 3117 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036376 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672083"
"GSE119834","GSM3384782","GBM61 [RNA-Seq]","cell line: 3136 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036375 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672084"
"GSE119834","GSM3384783","GBM62 [RNA-Seq]","cell line: 3145 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036374 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672085"
"GSE119834","GSM3384784","GBM63 [RNA-Seq]","cell line: 3164 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036373 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672086"
"GSE119834","GSM3384785","GBM64 [RNA-Seq]","cell line: 3226 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036432 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672087"
"GSE119834","GSM3384786","GBM65 [RNA-Seq]","cell line: 3255 | cell type: glioblastoma multiforme","Cells were not treated in this manuscript for RNA-seq studies.","Glioblastoma models were grown in Neurobasal medium supplemented with 2% B27, 1% L-glutamine, 1% sodium pyruvate, 1% penicillin/streptomycin, 10 ng/ml basic fibroblast growth factor (bFGF), and 10 ng/ml epidermal growth factor (EGF).","Glioblastoma tissue was isolated from patients and flash frozen in liquid nitrogen followed by pulverization in a mortar and pestle. RNA was isolated using the Qiagen MiRNeasy kit according to manufacturers recommendations. Dnase treatment was performed on the samples. | Quality control and quantity of RNA was assessed on the Agilent Tape Station. RNA was prepared accoding to Illumina manufacturers conditions using a strand-specific RNA library preparation with ribosomal RNA depletion. | Total RNA was sequenced on a Illumina Hi-Seq in a 2x150bp configuration.","RNA-Seq","The sequenced reads of RNA-seq experiments were aligned to human reference genome hg19/GRCh37 using STAR aligner (Dobin et al., 2013) | The expression of the genes was determined as FPKM by counting the number of uniquely mapping fragments and normalizing it by the length coding sequence and the library size.  Gene annotation was based on UCSC RefSeq. Genes expressed with > 1 FPKM in at least 50% of the samples of each group were considered to be expressed genes. | Genome_build: hg19 | Supplementary_files_format_and_content: Tab delimited text file of raw fpkm expression values","NONE","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036431 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672088"
