Evaluation,MAE,RMSE,R2,SourceMAE
TrainingFitted,2.47673605190955,2.98364414025702,0.909436591053596,2.49938706680905
HeldoutPrediction,9.59763338848737,10.8347095444652,-0.194244531319628,9.99058121765789
