Model,Tuning,InnerMeanGroupMAE,OuterConnGroup
GO6_ridge,0.1,10.6708630067594,5
RNA128_knn,3,12.3436770999151,5
Core4_huber,0.01,7.1994819540614,6
GO6_huber,0.01,7.41101185139302,6
GO6_ridge,3,8.17102510160422,6
All16_ridge,10,8.25385992899449,6
Core4_ridge,3,8.41032653322399,6
Mechanism10_ridge,10,8.4171603730952,6
Core4_huber,0.03,8.4192486945545,6
All16_ridge,3,8.66605131147236,6
GO6_huber,0.03,8.75148832806645,6
Mechanism10_ridge,0.1,8.76197203390177,6
Mechanism10_ridge,30,8.78467880564485,6
Core4_ridge,10,8.82601220416549,6
Core4_ridge,1,8.85767408639515,6
GO6_ridge,1,8.8712198632848,6
GO6_ridge,10,8.94038053945739,6
All16_ridge,30,8.95069159194339,6
Mechanism10_ridge,3,8.98495239036637,6
GO6_knn,7,9.19575964567443,6
Mechanism10_ridge,100,9.20017661666502,6
Core4_ridge,30,9.21533158053757,6
All16_ridge,100,9.26747306552305,6
GO6_ridge,30,9.28133640678442,6
Mechanism10_ridge,0.3,9.32604542077047,6
Mechanism10_ridge,1,9.3527822141942,6
Core4_ridge,100,9.36027638865062,6
GO6_ridge,100,9.385895992196,6
Core4_huber,0.1,9.40050502128452,6
MedianBaseline,0,9.43408859177761,6
All16_ridge,1,9.5030490871143,6
GO6_huber,0.1,9.5482452157737,6
Core4_huber,0.3,9.65345103063352,6
GO6_knn,5,9.65947105383657,6
Core4_ridge,0.3,9.69669086641395,6
GO6_huber,0.3,9.70641744325502,6
Core4_huber,1,9.73433010361723,6
GO6_huber,1,9.75076992483211,6
All16_ridge,0.1,9.91677366342369,6
GO6_knn,3,9.94535486201498,6
All16_ridge,0.3,10.1951380380188,6
RNA128_knn,7,10.40929665574,6
Core4_ridge,0.1,10.4860734962694,6
RNA128_knn,5,10.489623839575,6
BalancedMedianBaseline,0,11.0806680848918,6
GO6_ridge,0.3,11.3296841363471,6
RNA128_knn,3,12.9294837248512,6
GO6_ridge,0.1,14.0695325686269,6
Core4_huber,0.01,8.76748806773653,7
MedianBaseline,0,8.97430725631377,7
Mechanism10_ridge,100,8.97470798389939,7
Core4_ridge,100,8.98769212198084,7
All16_ridge,100,8.98927530465555,7
GO6_ridge,100,9.01274774854,7
Mechanism10_ridge,30,9.0594498913472,7
Core4_ridge,30,9.0772778355362,7
All16_ridge,30,9.09341814937835,7
GO6_knn,5,9.14215461914816,7
GO6_ridge,30,9.14449567345433,7
Core4_ridge,10,9.17236912129342,7
Mechanism10_ridge,10,9.19755120610257,7
Core4_ridge,3,9.2210573428267,7
All16_ridge,10,9.25431398486478,7
Core4_huber,1,9.30299374903263,7
Core4_ridge,1,9.31388876720881,7
GO6_huber,1,9.31639978155865,7
GO6_ridge,10,9.31914468593473,7
Core4_huber,0.3,9.34902049201346,7
Core4_huber,0.03,9.35614737985646,7
GO6_huber,0.3,9.39250015882874,7
Core4_huber,0.1,9.44037557458452,7
GO6_huber,0.01,9.48034378158964,7
GO6_ridge,3,9.5315333639189,7
GO6_knn,7,9.53837074573497,7
GO6_huber,0.1,9.56147675657535,7
Mechanism10_ridge,3,9.57442473648621,7
All16_ridge,3,9.61011971619911,7
GO6_huber,0.03,9.70750322266591,7
Core4_ridge,0.3,9.73947056542132,7
GO6_ridge,1,9.87670959079055,7
Mechanism10_ridge,1,9.90902211776968,7
GO6_knn,3,10.1389717191015,7
Core4_ridge,0.1,10.1839497417231,7
All16_ridge,1,10.2555019854682,7
RNA128_knn,5,10.2649007666295,7
RNA128_knn,7,10.3182716129956,7
Mechanism10_ridge,0.3,10.4329557584174,7
BalancedMedianBaseline,0,10.620886749428,7
Mechanism10_ridge,0.1,10.7788270265078,7
GO6_ridge,0.3,10.871316689601,7
All16_ridge,0.3,11.7177863044094,7
GO6_ridge,0.1,12.1005406222298,7
RNA128_knn,3,12.1184503244983,7
All16_ridge,0.1,13.4419345503167,7
Mechanism10_ridge,30,8.74417463935332,8
All16_ridge,10,8.8646783165146,8
BalancedMedianBaseline,0,8.89237966187649,8
All16_ridge,30,8.99618933580542,8
Mechanism10_ridge,10,9.08026788965695,8
Mechanism10_ridge,100,9.14859153199776,8
All16_ridge,100,9.24715258770054,8
GO6_huber,1,9.40512000283876,8
Core4_huber,1,9.41071737809301,8
GO6_ridge,100,9.41816946252211,8
Core4_huber,0.01,9.42709557534578,8
Core4_ridge,100,9.42915415724647,8
GO6_huber,0.3,9.45391095687133,8
Core4_huber,0.3,9.47061539577182,8
GO6_ridge,30,9.47481436139543,8
Core4_ridge,30,9.50541551441345,8
GO6_huber,0.01,9.52123613637439,8
GO6_ridge,10,9.52448258835076,8
GO6_ridge,3,9.551833908227,8
GO6_huber,0.1,9.564668964206,8
Core4_ridge,10,9.58474680749326,8
Core4_huber,0.1,9.60345024564775,8
Core4_ridge,3,9.62892261886086,8
GO6_huber,0.03,9.70541298337632,8
MedianBaseline,0,9.72294901081641,8
Core4_huber,0.03,9.75728287637227,8
GO6_ridge,1,9.95942827493903,8
Core4_ridge,1,9.96866989469305,8
All16_ridge,3,10.2908004790184,8
GO6_knn,7,10.3665729036213,8
Core4_ridge,0.3,10.4189759239195,8
Mechanism10_ridge,3,10.4790397637046,8
Core4_ridge,0.1,10.8502359018342,8
RNA128_knn,5,10.8724207672802,8
GO6_knn,5,11.4112833812199,8
RNA128_knn,7,11.5018603576353,8
GO6_knn,3,11.5431568896999,8
GO6_ridge,0.3,11.5766356304003,8
Mechanism10_ridge,1,11.6682706812925,8
Mechanism10_ridge,0.1,11.9969956461767,8
All16_ridge,1,12.008573218531,8
Mechanism10_ridge,0.3,12.1288284410616,8
GO6_ridge,0.1,13.2837958841728,8
RNA128_knn,3,13.3078546148802,8
All16_ridge,0.3,13.761003267475,8
All16_ridge,0.1,15.1438881023601,8
Core4_ridge,0.3,7.99783712513028,9
Core4_ridge,0.1,8.00647747007273,9
Mechanism10_ridge,3,8.51381444509545,9
All16_ridge,3,8.64066573076913,9
Core4_huber,0.01,8.64881846018841,9
Core4_ridge,1,8.72058735001177,9
MedianBaseline,0,8.76028742109991,9
Mechanism10_ridge,10,9.04346331830488,9
Core4_ridge,3,9.16903436005531,9
All16_ridge,10,9.22178509018088,9
GO6_ridge,0.1,9.24160768749168,9
Mechanism10_ridge,30,9.273222020799,9
All16_ridge,30,9.37945825303364,9
Mechanism10_ridge,100,9.38032172493569,9
All16_ridge,100,9.42181883230661,9
All16_ridge,1,9.46306865420817,9
Core4_ridge,100,9.47713004906446,9
Core4_huber,1,9.48028965144826,9
GO6_huber,1,9.48973854370281,9
GO6_ridge,100,9.49344711561804,9
GO6_ridge,0.3,9.49560968856533,9
Mechanism10_ridge,1,9.51743005538789,9
Core4_ridge,10,9.52314746302837,9
Core4_huber,0.03,9.52452880359996,9
Core4_huber,0.3,9.52748807536196,9
Core4_ridge,30,9.52907486856902,9
GO6_huber,0.3,9.56066605562015,9
GO6_ridge,3,9.57137898470169,9
GO6_ridge,30,9.58062596604104,9
Core4_huber,0.1,9.60603451654347,9
GO6_ridge,1,9.62606062682533,9
