"TimestampUTC"	"TaskID"	"Release"	"FileName"	"RelativeTarget"	"State"	"Bytes"	"ExpectedMD5"	"ObservedMD5"	"Detail"
"2026-09-14 07:03:47 UTC"	"DEPMAP_24Q4_EXPRESSION_PC"	"DepMap Public 24Q4"	"OmicsExpressionProteinCodingGenesTPMLogp1.csv"	"depmap/DepMap_Public_24Q4/OmicsExpressionProteinCodingGenesTPMLogp1.csv"	"complete"	"506628654"	"71794802b750ce77c422dad0720a40af"	"71794802b750ce77c422dad0720a40af"	"downloaded; official DepMap MD5 verified; SHA256= 2a71dc94110efcc0221eae821bb93a9f03b54bea16f005818911a09d33383d56"
"2026-09-14 07:03:58 UTC"	"DEPMAP_24Q4_MODEL"	"DepMap Public 24Q4"	"Model.csv"	"depmap/DepMap_Public_24Q4/Model.csv"	"complete"	"645696"	"675210d17675f3517b0ce39a3c274f16"	"675210d17675f3517b0ce39a3c274f16"	"downloaded; official DepMap MD5 verified; SHA256= b7a0c1385e6cef30132b56aff61f1261d11e3f490490b355c430d32ee0dbdcfa"
"2026-09-14 07:04:02 UTC"	"DEPMAP_24Q4_PROFILES"	"DepMap Public 24Q4"	"OmicsProfiles.csv"	"depmap/DepMap_Public_24Q4/OmicsProfiles.csv"	"complete"	"254733"	"7195088a5fc41eddb3f896c6e984a992"	"7195088a5fc41eddb3f896c6e984a992"	"downloaded; official DepMap MD5 verified; SHA256= 0bb19ee57935d4b213d378a4db9caacaa1db7318a63ae81485d84f91c20a3bf2"
