ConnGroup,delta
1,-0.0172775776348175
2,-0.0240045029877163
3,0.0111048849322655
4,-0.00384138767302689
5,0.014688532176459
6,0.268836179382944
7,-0.00336641379210412
8,-0.00423593266713829
9,-0.00438337027322544
10,-0.00821353154217747
11,-0.00682016395441742
12,0.0691443176493338
13,0.0146279858037133
14,-0.0195920518061946
15,0.0278202020538781
16,-0.00572077056467046
17,0.000167347889564795
18,0.0700467413086161
19,0.00642570838138479
