Path,Part,Field
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P55771;PAX9_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96RQ3;MCCA_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P78310;CXAR_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q01167;FOXK2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9BXB1;LGR4_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96GU1;PAGE5_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P17900;SAP3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P61956;SUMO2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y6X5;ENPP4_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P08134;RHOC_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P62745;RHOB_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P37840;SYUA_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q16143;SYUB_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q15582;BGH3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H2P0;ADNP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P57729;RAB38_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6UXH1;CREL2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q68DA7;FMN1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q86X83;COMD2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NX55;HYPK_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q13901;C1D_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O95210;STBD1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q7Z7H8;RM10_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P53990;IST1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IV48;ERI1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q13421;MSLN_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P38117;ETFB_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NYJ8;TAB2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8TE77;SSH3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96IZ7;RSRC1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P54756;EPHA5_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6I9Y2;THOC7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O43451;MGA_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75665;OFD1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y496;KIF3A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O43865;SAHH2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IZV5;RDH10_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P47985;UCRI_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y2D4;EXC6B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96NY8;NECT4_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75781;PALM_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y3D0;CIA2B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NR31;SAR1A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NUJ3;T11L1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9P086;MED11_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P63000;RAC1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P78537;BL1S1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O00422;SAP18_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H299;SH3L3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q5T0W9;FA83B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H3Z4;DNJC5_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O43715;TRIA1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P67812;SC11A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P27658;CO8A1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H6D7;HAUS4_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8NB78;KDM1B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O43609;SPY1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P29218;IMPA1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UET6;TRM7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q16626;MEA1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8TED0;UTP15_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IUI4;S29P2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P16050;LOX15_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75436;VP26A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P07602;SAP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O94913;PCF11_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14244;MAP7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14202;ZMYM3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96EH3;MASU1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P60228;EIF3E_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q7LGA3;HS2ST_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q58FF7;H90B3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P46778;RL21_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q4VC31;MIX23_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IWA0;WDR75_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P30838;AL3A1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P30533;AMRP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P56385;ATP5I_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q99447;PCY2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P30046;DOPD_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UHA4;LTOR3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y5B0;CTDP1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14050;CO9A3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6XZF7;DNMBP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9HBH5;RDH14_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O00584;RNT2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P51124;GRAM_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P18859;ATP5J_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P25391;LAMA1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P67775;PP2AA_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P62714;PP2AB_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y2I1;NISCH_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P29536;LMOD1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q68CZ6;HAUS3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P36507;MP2K2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O94966;UBP19_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UG63;ABCF2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75400;PR40A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9BVS5;TR61B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UKK9;NUDT5_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NZ52;GGA3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75044;SRGP2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9P0V3;SH3B4_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14155;ARHG7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P22676;CALB2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y228;T3JAM_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P55039;DRG2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P55160;NCKPL_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O95155;UBE4B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UKF6;CPSF3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NPL8;TIDC1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H8H3;MET7A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P68402;PA1B2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6UX53;MET7B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O15182;CETN3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y4K0;LOXL2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9HCU0;CD248_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9ULR0;ISY1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9P291;ARMX1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q02127;PYRD_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P53582;MAP11_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P18615;NELFE_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8WXI7;MUC16_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P08579;RU2B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8WVY7;UBCP1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NXV2;KCTD5_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UBT7;CTNL1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6UVY6;MOXD1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P05413;FABPH_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P15848;ARSB_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8N5C6;SRBD1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96DF8;ESS2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P06703;S10A6_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y371;SHLB1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q4U2R6;RM51_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,A6NDU8;CE051_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q03518;TAP1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P00374;DYR_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IWX8;CHERP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O95817;BAG3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q16610;ECM1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H5Q4;TFB2M_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q13042;CDC16_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IV38;ANKY2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q5VYS8;TUT7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96DT7;ZBT10_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y3A4;RRP7A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q5TFE4;NT5D1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P80217;IN35_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8N5I9;NOPC1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P46781;RS9_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P24844;MYL9_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96C90;PP14B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q5T5U3;RHG21_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8N543;OGFD1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6UVJ0;SAS6_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O43924;PDE6D_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P43405;KSYK_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q71F23;CENPU_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P49184;DNSL1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P48960;AGRE5_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q12979;ABR_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P25815;S100P_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q01973;ROR1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14457;BECN1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9BRR9;RHG09_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P29034;S10A2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UBF8;PI4KB_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8N9N7;LRC57_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P48426;PI42A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NPI1;BRD7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P36639;8ODP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q5VVQ6;OTU1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8IZ07;AN13A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75330;HMMR_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q86U42;PABP2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P05937;CALB1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O75438;NDUB1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q8N5P1;ZC3H8_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P36404;ARL2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9P2X0;DPM3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9H2D6;TARA_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9ULP9;TBC24_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q86VP1;TAXB1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P61077;UB2D3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9HAT2;SIAE_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q6NW29;RWDD4_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,A1L390;PKHG3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NRW1;RAB6B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9BU02;THTPA_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q969T7;5NT3B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q13049;TRI32_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P29373;RABP2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P80188;NGAL_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q5U651;RAIN_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UBS8;RNF14_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9UNW9;NOVA2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O95239;KIF4A_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NQ25;SLAF7_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y248;PSF2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O43169;CYB5B_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9ULA0;DNPEP_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,A5D8V6;VP37C_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q969E8;TSR2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O15305;PMM2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P30085;KCY_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9Y3P9;RBGP1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14576;ELAV3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P62899;RL31_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,O95379;TFIP8_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P40123;CAP2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P42575;CASP2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P14209;CD99_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P81605;DCD_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q92600;CNOT9_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q13158;FADD_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14739;LBR_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q96BS2;CHP3_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P49590;SYHM_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9NZG7;NINJ2_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q14353;GAMT_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,P60891;PRPS1_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q92823;NRCAM_HUMAN
data/PXD030304/search_results/ProCan-DepMapSanger_protein_matrix_6692_averaged.txt,table header,Q9P0J0;NDUAD_HUMAN
