ConnGroup,Model,N,Pos,PosRate,AP,PRAUC_trap,ROC,Brier,LogLoss,Note
1,XEN,112,22,0.196428571428571,0.379349309363493,0.36393020362185,0.714646464646465,0.185352204338185,0.560169829180088,""
2,XEN,280,21,0.075,0.352545471617468,0.328353136995473,0.830299687442545,0.157573732559262,0.503060890512582,""
3,XEN,146,39,0.267123287671233,0.636258232141414,0.632018216841102,0.78384855020369,0.208078013448894,0.607916154304841,""
4,XEN,146,25,0.171232876712329,0.270445997467497,0.247962537963492,0.625454545454546,0.179797707601392,0.54891436336794,""
5,XEN,228,8,0.0350877192982456,0.14653932334428,0.124036019926888,0.817045454545455,0.153791381388153,0.496108583969065,""
6,XEN,276,5,0.0181159420289855,0.0245403635228283,0.0164522850178748,0.322509225092251,0.265043351953092,0.723244121465212,""
7,XEN,561,257,0.458110516934046,0.616898755719475,0.615548127874631,0.64193374974401,0.242598609458273,0.67806899180399,""
8,XEN,320,157,0.490625,0.54774976800943,0.542362435129691,0.559493571958892,0.25526891606092,0.704101236054298,""
9,XEN,288,82,0.284722222222222,0.534064545668899,0.52935826281461,0.727563343594601,0.20181972461482,0.594016062651864,""
10,XEN,677,358,0.528803545051699,0.615565996001366,0.614515510407156,0.585567678324373,0.256754896401652,0.707132186403454,""
11,XEN,1193,375,0.314333612740989,0.342105012378231,0.33936304967122,0.52399185004075,0.241006068797875,0.67481251063705,""
12,XEN,303,228,0.752475247524752,0.715818859221255,0.712319380844884,0.417017543859649,0.448865454742811,1.1640900991516,""
13,XEN,175,86,0.491428571428572,0.63835468867811,0.635106217128379,0.644107656127515,0.245348965781251,0.683728365010463,""
14,XEN,177,28,0.15819209039548,0.292554678123871,0.286073954966818,0.601629913710451,0.204716495896257,0.599532653017499,""
15,XEN,627,384,0.61244019138756,0.648501421306329,0.647498329584051,0.521069101508916,0.326601277265845,0.864424985066252,""
16,XEN,193,90,0.466321243523316,0.640295909123075,0.635298741138855,0.651887810140237,0.236366810222151,0.665441648457555,""
17,XEN,287,141,0.491289198606272,0.609694672081817,0.607521837043275,0.603711260079666,0.247273437101773,0.688104514584912,""
18,XEN,432,230,0.532407407407407,0.594957228523913,0.592931432370413,0.557942315970728,0.288993284079132,0.778221521303052,""
19,XEN,323,172,0.532507739938081,0.681281213672649,0.679864427906067,0.623556137378716,0.267242219063272,0.73034476295209,""
