ReferenceKey,Ensembl,MedianLog2TPM
GSE181540_HS_input,ENSG00000143799,3.88836644315113
GSE181540_HS_input,ENSG00000140464,3.66045095656746
GSE181540_HS_input,ENSG00000005007,3.45884657643421
GSE181540_HS_input,ENSG00000167770,3.41101887659698
GSE181540_HS_input,ENSG00000171793,3.95657179960141
GSE181540_HS_input,ENSG00000101266,4.16228253916941
GSE181540_HS_input,ENSG00000126457,4.39159762893095
GSE181540_HS_input,ENSG00000183207,4.06184174058189
GSE181540_HS_input,ENSG00000020922,4.63107161307341
GSE181540_HS_input,ENSG00000179262,4.78087676424203
GSE181540_HS_input,ENSG00000182919,4.49295096737091
GSE181540_HS_input,ENSG00000101347,4.45911925936596
GSE181540_HS_input,ENSG00000067066,5.00741053579223
GSE181540_HS_input,ENSG00000143106,5.25463013047106
GSE181540_HS_input,ENSG00000140350,5.10464614495801
GSE181540_HS_input,ENSG00000172531,5.38754777376118
GSE181540_HS_input,ENSG00000130726,5.39737035189251
GSE181540_HS_input,ENSG00000033178,5.92994028397608
GSE181540_HS_input,ENSG00000239672,5.60116506465149
GSE181540_HS_input,ENSG00000117748,5.81117771244028
GSE181540_HS_input,ENSG00000100567,5.4910880311432
GSE181540_HS_input,ENSG00000041357,5.89457484751576
GSE181540_HS_input,ENSG00000132383,5.51013335453961
GSE181540_HS_input,ENSG00000100902,5.73125989246703
GSE181540_HS_input,ENSG00000177889,5.99114266619793
GSE181540_HS_input,ENSG00000072501,5.47068749778834
GSE181540_HS_input,ENSG00000167986,5.92580144297024
GSE181540_HS_input,ENSG00000113522,5.54165195934023
GSE181540_HS_input,ENSG00000116918,5.47232059023311
GSE181540_HS_input,ENSG00000110108,5.8063720450746
GSE181540_HS_input,ENSG00000110107,5.57071147354326
GSE181540_HS_input,ENSG00000113648,6.05015705300868
GSE181540_HS_input,ENSG00000014123,6.47793151128815
GSE181540_HS_input,ENSG00000070770,6.42600163762356
GSE181540_HS_input,ENSG00000130985,6.20609520602509
GSE181540_HS_input,ENSG00000094916,6.89017870448883
GSE181540_HS_input,ENSG00000126067,6.3804421005982
GSE181540_HS_input,ENSG00000165280,6.61565236108264
GSE181540_HS_input,ENSG00000253729,6.13274420414325
GSE181540_HS_input,ENSG00000122565,6.97098545187888
GSE181540_HS_input,ENSG00000111642,6.24982246289578
GSE181540_HS_input,ENSG00000086758,6.71431027399493
GSE181540_HS_input,ENSG00000163840,6.28319431714446
GSE181540_HS_input,ENSG00000079785,6.23964714175589
GSE181540_HS_input,ENSG00000104419,6.64268842453258
GSE181540_HS_input,ENSG00000187555,6.16514518724562
GSE181540_HS_input,ENSG00000149115,6.15381030056309
GSE181540_HS_input,ENSG00000196586,6.25607984883273
GSE181540_HS_input,ENSG00000101182,7.46455826381038
GSE181540_HS_input,ENSG00000160789,7.24689166166137
GSE181540_HS_input,ENSG00000181163,7.9850575603063
GSE181540_HS_input,ENSG00000132646,7.27366189362752
GSE181540_HS_input,ENSG00000196419,7.9644907084714
GSE181540_HS_input,ENSG00000079246,8.08782830968116
GSE181540_HS_input,ENSG00000008018,7.32854225542752
GSE181540_HS_input,ENSG00000116560,7.99089826233505
GSE181540_HS_input,ENSG00000149273,8.74755729926699
GSE181540_HS_input,ENSG00000129084,7.2684583380952
GSE181540_HS_input,ENSG00000159377,7.25104035502364
