ReferenceKey,Model,n_group_ids,N_rows,Pos_count,obs_rate,mean_pred,calib_error,abs_calib_error
GSE114691_control_placenta,ME2P,1,228,8,0.0350877192982456,0.395682554765791,0.360594835467545,0.360594835467545
sperm_GroupI,ME2P,1,276,5,0.0181159420289855,0.443759873555749,0.425643931526764,0.425643931526764
GSE132714_BPH,ME2P,1,280,128,0.457142857142857,0.383300134954411,-0.0738427221884458,0.0738427221884458
TCGA_PRAD_primary,ME2P,1,281,129,0.459074733096086,0.395775006226068,-0.0632997268700173,0.0632997268700173
TCGA_LIHC_normal,ME2P,1,134,69,0.514925373134328,0.403713114590155,-0.111212258544173,0.111212258544173
TCGA_LIHC_primary,ME2P,1,186,88,0.473118279569893,0.406086189740205,-0.0670320898296878,0.0670320898296878
TCGA_ESCA_ESCC,ME2P,1,288,82,0.284722222222222,0.402816743556359,0.118094521334137,0.118094521334137
MCF7_DMSO7d,ME2P,1,167,87,0.520958083832335,0.461141059363415,-0.05981702446892,0.05981702446892
MDAMB468_DMSO7d,ME2P,1,175,106,0.605714285714286,0.427392052043838,-0.178322233670448,0.178322233670448
GSE283812_T47D_vehicle,ME2P,1,180,103,0.572222222222222,0.464682068408478,-0.107540153813745,0.107540153813745
GSE103520_MCF10A_control,ME2P,1,155,62,0.4,0.355732632407291,-0.0442673675927088,0.0442673675927088
HCT116_control,ME2P,3,733,303,0.413369713506139,0.44810383530035,0.034734121794211,0.034734121794211
GSE163787_TALL104,ME2P,1,192,34,0.177083333333333,0.475443964122903,0.298360630789569,0.298360630789569
GSE203529_HEK293T_WT,ME2P,1,268,38,0.141791044776119,0.446160198046687,0.304369153270567,0.304369153270567
HepG2_DMSO24h,ME2P,1,303,228,0.752475247524752,0.294627568627633,-0.457847678897119,0.457847678897119
GSE171750_A549_untreated,ME2P,1,175,86,0.491428571428572,0.406855224047517,-0.0845733473810547,0.0845733473810547
PC3M_DMSO,ME2P,1,177,28,0.15819209039548,0.432290888941453,0.274098798545973,0.274098798545973
GSE266884_MES28_vector_control,ME2P,1,320,220,0.6875,0.326534738195674,-0.360965261804327,0.360965261804327
GSE119834_NSC,ME2P,1,307,164,0.534201954397394,0.319882592980742,-0.214319361416652,0.214319361416652
RKO_DMSO,ME2P,1,193,90,0.466321243523316,0.428523483811436,-0.0377977597118798,0.0377977597118798
GSE275256_HMC3_vehicle,ME2P,1,287,141,0.491289198606272,0.391439815013979,-0.0998493835922929,0.0998493835922929
HK2_untreated,ME2P,2,432,230,0.532407407407407,0.313084411442319,-0.219322995965088,0.219322995965088
HUVEC_untreated,ME2P,1,323,172,0.532507739938081,0.364965118448948,-0.167542621489133,0.167542621489133
tendon_nondiabetic,XEN,1,112,22,0.196428571428571,0.387209239232663,0.190780667804092,0.190780667804092
GTEx_v8_Lung,XEN,1,280,21,0.075,0.382456538355009,0.307456538355009,0.307456538355009
GSE181540_HS_input,XEN,1,70,14,0.2,0.44029066953166,0.24029066953166,0.24029066953166
GSE181540_adjacent_NS_input,XEN,1,76,25,0.328947368421053,0.4552569808049,0.126309612383848,0.126309612383848
GTEx_v8_Hippocampus,XEN,1,146,25,0.171232876712329,0.372564373922968,0.20133149721064,0.20133149721064
GSE114691_control_placenta,XEN,1,228,8,0.0350877192982456,0.383718175111815,0.348630455813569,0.348630455813569
sperm_GroupI,XEN,1,276,5,0.0181159420289855,0.515305891753247,0.497189949724261,0.497189949724261
GSE132714_BPH,XEN,1,280,128,0.457142857142857,0.390409947469996,-0.0667329096728616,0.0667329096728616
TCGA_PRAD_primary,XEN,1,281,129,0.459074733096086,0.41402017958045,-0.0450545535156357,0.0450545535156357
TCGA_LIHC_normal,XEN,1,134,69,0.514925373134328,0.394250472703609,-0.12067490043072,0.12067490043072
TCGA_LIHC_primary,XEN,1,186,88,0.473118279569893,0.404519060405885,-0.0685992191640077,0.0685992191640077
TCGA_ESCA_ESCC,XEN,1,288,82,0.284722222222222,0.40195627539196,0.117234053169738,0.117234053169738
MCF7_DMSO7d,XEN,1,167,87,0.520958083832335,0.436703226463033,-0.0842548573693027,0.0842548573693027
MDAMB468_DMSO7d,XEN,1,175,106,0.605714285714286,0.421671020220893,-0.184043265493393,0.184043265493393
GSE283812_T47D_vehicle,XEN,1,180,103,0.572222222222222,0.448671464321903,-0.123550757900319,0.123550757900319
GSE103520_MCF10A_control,XEN,1,155,62,0.4,0.311044301520915,-0.088955698479085,0.088955698479085
HCT116_control,XEN,3,733,303,0.413369713506139,0.45501971666675,0.0416500031606109,0.0416500031606109
GSE163787_TALL104,XEN,1,192,34,0.177083333333333,0.470158331738558,0.293074998405225,0.293074998405225
GSE203529_HEK293T_WT,XEN,1,268,38,0.141791044776119,0.465372323526372,0.323581278750253,0.323581278750253
HepG2_DMSO24h,XEN,1,303,228,0.752475247524752,0.254673522841887,-0.497801724682865,0.497801724682865
GSE171750_A549_untreated,XEN,1,175,86,0.491428571428572,0.404241370734086,-0.0871872006944857,0.0871872006944857
PC3M_DMSO,XEN,1,177,28,0.15819209039548,0.426464393268136,0.268272302872656,0.268272302872656
GSE266884_MES28_vector_control,XEN,1,320,220,0.6875,0.337299618880989,-0.350200381119011,0.350200381119011
GSE119834_NSC,XEN,1,307,164,0.534201954397394,0.297954411868313,-0.236247542529082,0.236247542529082
RKO_DMSO,XEN,1,193,90,0.466321243523316,0.433957194298822,-0.0323640492244943,0.0323640492244943
GSE275256_HMC3_vehicle,XEN,1,287,141,0.491289198606272,0.416617897880018,-0.074671300726254,0.074671300726254
HK2_untreated,XEN,2,432,230,0.532407407407407,0.324839241907951,-0.207568165499457,0.207568165499457
HUVEC_untreated,XEN,1,323,172,0.532507739938081,0.363674658257356,-0.168833081680725,0.168833081680725
