ConnGroup,dropped_train_group,Model,N,Pos,AP_new,LogLoss_new,Brier_new,ROC_new,AP_orig,LogLoss_orig,Brier_orig,ROC_orig,diff_AP,diff_LogLoss,diff_Brier,diff_ROC
9,1,ME_P,288,82,0.642956160569907,0.517476138276005,0.169742901390334,0.792150130239167,0.646098737686954,0.515205835639023,0.16870867908056,0.794873312810798,-0.00314257711704713,0.00227030263698225,0.00103422230977362,-0.00272318257163151
10,1,ME_P,677,358,0.923853916056057,0.485413436183601,0.156101553620012,0.92052678587065,0.926077463006704,0.485491686549352,0.15626385550896,0.922251799443092,-0.00222354695064753,-7.82503657506539e-05,-0.000162301888947614,-0.0017250135724417
11,1,ME_P,1193,375,0.56320354905441,0.625115848400787,0.217357732600414,0.712180929095355,0.565178305084781,0.61750899150165,0.214220617422439,0.71320782396088,-0.00197475603037145,0.00760685689913687,0.00313711517797452,-0.00102689486552543
12,1,ME_P,303,228,0.91280899428821,0.980473298376307,0.357172606654104,0.76327485380117,0.914536113686531,0.992882047418664,0.359573026389496,0.767076023391813,-0.00172711939832082,-0.0124087490423574,-0.00240041973539179,-0.00380116959064347
13,1,ME_P,175,86,0.858529065193291,0.487665801537505,0.157701049716163,0.880977266788607,0.853248456413857,0.486437488152638,0.158104087453918,0.877711000783904,0.00528060877943426,0.00122831338486706,-0.000403037737754602,0.00326626600470326
14,1,ME_P,177,28,0.666471806597873,0.534512754984657,0.178630922488723,0.911313518696069,0.664776908094356,0.523539779084723,0.174492126200586,0.912032598274209,0.00169489850351701,0.0109729758999336,0.00413879628813724,-0.000719079578139992
15,1,ME_P,627,384,0.879684273331503,0.71047670233905,0.254035435908593,0.813989626200274,0.880395830327317,0.714422671215809,0.254759841038867,0.815554269547325,-0.000711556995813711,-0.00394596887675958,-0.000724405130273886,-0.00156464334705064
16,1,ME_P,193,90,0.799164382393517,0.553706600643591,0.185272703150901,0.797087378640777,0.791053707368294,0.559700332174447,0.187891187690379,0.789859762675297,0.00811067502522289,-0.00599373153085614,-0.00261848453947816,0.00722761596547972
17,1,ME_P,287,141,0.915508473990899,0.486364923433644,0.155825698940172,0.911007480812203,0.915368394369211,0.488718009321256,0.156924670941088,0.911007480812203,0.000140079621688161,-0.00235308588761229,-0.00109897200091577,-4.44089209850063e-16
18,1,ME_P,432,230,0.900090477202561,0.527197418845958,0.174772622194338,0.886698235040895,0.901664370465652,0.530053269908332,0.175932241519331,0.887171760654326,-0.00157389326309054,-0.0028558510623744,-0.00115961932499317,-0.000473525613430614
19,1,ME_P,323,172,0.862402643107009,0.593800411791142,0.202901103484056,0.826736485445865,0.862206266999923,0.593684127782039,0.202973256543068,0.825773910365009,0.000196376107086449,0.000116284009102907,-7.21530590124253e-05,0.000962575080855732
2,1,ME2P,280,21,0.6732841100819,0.486501563544699,0.158017854724207,0.92719249862107,0.665452222737127,0.482650110195261,0.156690718338541,0.92719249862107,0.00783188734477336,0.00385145334943787,0.0013271363856662,0
3,1,ME2P,146,39,0.644540618234144,0.593217156226144,0.204118482465231,0.812365204888569,0.64983746565309,0.594939571251682,0.204625306752901,0.812604840642224,-0.0052968474189462,-0.00172241502553783,-0.000506824287669932,-0.00023963575365471
4,1,ME2P,146,25,0.505998357797366,0.554803641811953,0.188677571220766,0.774214876033058,0.53283853610193,0.552560159447606,0.187993742499596,0.778842975206612,-0.026840178304564,0.00224348236434657,0.000683828721169566,-0.00462809917355422
5,1,ME2P,228,8,0.294391002014841,0.562141031226151,0.191894875501694,0.814204545454546,0.310434981684982,0.563899534327492,0.192945730502343,0.809090909090909,-0.016043979670141,-0.00175850310134063,-0.00105085500064919,0.00511363636363649
6,1,ME2P,276,5,0.0519168400356519,0.706377183844431,0.250555725769466,0.718081180811808,0.0506447137271747,0.69473754432561,0.245014420184808,0.719557195571956,0.00127212630847721,0.0116396395188213,0.00554130558465821,-0.0014760147601478
7,1,ME2P,561,257,0.826357583760376,0.53720914816846,0.178125794086703,0.828230595945116,0.823205241561504,0.539196827502467,0.179189374676423,0.825376305549867,0.00315234219887217,-0.00198767933400756,-0.00106358058971973,0.00285429039524876
8,1,ME2P,320,157,0.824653965488676,0.560990949360528,0.188468993443549,0.799187214255012,0.821006757592706,0.565579913837062,0.190476400043794,0.795904810284866,0.00364720789597039,-0.00458896447653412,-0.00200740660024509,0.00328240397014545
9,1,ME2P,288,82,0.650606729693309,0.515567977035514,0.168977475704955,0.796530902202226,0.650840196247561,0.513423371872941,0.168012026656376,0.800201278711816,-0.000233466554251716,0.00214460516257342,0.000965449048578926,-0.00367037650959012
10,1,ME2P,677,358,0.921308932795793,0.479665075969278,0.153246853502306,0.918547836290083,0.923614484214656,0.479662827983902,0.153368768659331,0.920202798549938,-0.00230555141886324,2.24798537640236e-06,-0.00012191515702456,-0.00165496225985551
11,1,ME2P,1193,375,0.560997985425003,0.629300768326321,0.219136111749445,0.709788101059495,0.566614520043223,0.616102718278329,0.21361471832538,0.714081499592502,-0.00561653461821987,0.0131980500479917,0.00552139342406488,-0.00429339853300725
12,1,ME2P,303,228,0.913691183472754,1.01069056339201,0.36769906891147,0.765380116959064,0.914722671666483,1.02655357733836,0.371022626760274,0.768245614035088,-0.00103148819372945,-0.0158630139463543,-0.00332355784880417,-0.00286549707602357
13,1,ME2P,175,86,0.861429472915044,0.494848275901978,0.161890993355996,0.883328978311994,0.855431403689369,0.493850063050507,0.162295393237431,0.879148157825973,0.00599806922567536,0.000998212851471447,-0.000404399881434953,0.00418082048602075
14,1,ME2P,177,28,0.669176599177756,0.517146843679883,0.171115101137004,0.910354745925216,0.667133224230253,0.509946333710376,0.168684324213984,0.911073825503356,0.00204337494750295,0.00720050996950672,0.00243077692302043,-0.000719079578140325
15,1,ME2P,627,384,0.873176131749189,0.740731152981267,0.265752791279366,0.803187157064472,0.874211980245963,0.744493625671347,0.266126179544137,0.805062585733882,-0.00103584849677429,-0.0037624726900799,-0.000373388264770846,-0.00187542866941015
16,1,ME2P,193,90,0.800654351264875,0.549950942340962,0.183905960843861,0.800215749730313,0.792546466218427,0.555930995535174,0.186517362117134,0.792880258899676,0.00810788504644755,-0.00598005319421191,-0.00261140127327339,0.00733549083063689
17,1,ME2P,287,141,0.91651611537593,0.492154300920952,0.158915813228594,0.911347517730496,0.915960427439367,0.494296912950374,0.159900089701203,0.910958904109589,0.000555687936562688,-0.00214261202942245,-0.00098427647260857,0.000388613620907474
18,1,ME2P,432,230,0.897922774939185,0.614541640778936,0.215701912855318,0.884718037021093,0.898655197635507,0.611119033148079,0.214280336121954,0.884761084804133,-0.000732422696322344,0.00342260763085722,0.00142157673336363,-4.30477830395404e-05
19,1,ME2P,323,172,0.864389837120067,0.607397438531468,0.208911146431705,0.829893731711074,0.863179797257055,0.60299307180648,0.207181996361023,0.828161096565532,0.00121003986301149,0.00440436672498801,0.0017291500706822,0.00173263514554145
1,2,MP,112,22,0.765148546116214,0.538069716090714,0.184109652893725,0.87020202020202,0.760214831257374,0.526578558308318,0.179012648370709,0.869444444444445,0.00493371485884031,0.0114911577823955,0.00509700452301604,0.00075757575757518
3,2,MP,146,39,0.62126935726028,0.617962629395437,0.213772831049189,0.792834890965732,0.634921249570518,0.60885899698863,0.209979844859851,0.790678169182842,-0.0136518923102377,0.00910363240680712,0.0037929861893384,0.00215672178289017
4,2,MP,146,25,0.534894695162057,0.604784166131836,0.211135291589078,0.768595041322314,0.507072153692925,0.590105149151892,0.204734924557639,0.768595041322314,0.0278225414691323,0.0146790169799436,0.00640036703143873,0
5,2,MP,228,8,0.25797832182684,0.655536373398525,0.232627629262113,0.769034090909091,0.292081554191196,0.614748611284955,0.215313284783294,0.790056818181818,-0.034103232364356,0.0407877621135697,0.0173143444788188,-0.0210227272727271
6,2,MP,276,5,0.0410569349763863,0.678244984012897,0.235009296418518,0.711070110701107,0.0445351791264003,0.645505496730541,0.221390882791666,0.721033210332103,-0.003478244150014,0.0327394872823564,0.0136184136268518,-0.00996309963099595
7,2,MP,561,257,0.79840345238441,0.545755121090982,0.181002960383413,0.805965850911325,0.809641730255759,0.543535576692664,0.180027778653934,0.812634394839238,-0.0112382778713493,0.00221954439831806,0.000975181729478664,-0.00666854392791305
8,2,MP,320,157,0.816468863418499,0.565751233565704,0.188257641217679,0.790824899378688,0.816005108355322,0.567939233434807,0.188962877424044,0.791430581063655,0.000463755063177085,-0.00218799986910279,-0.000705236206364923,-0.000605681684967219
9,2,MP,288,82,0.613859592452289,0.563131806903688,0.189108188557472,0.764977504143974,0.630780549548471,0.542515776736445,0.179919264453227,0.775455837082643,-0.0169209570961821,0.0206160301672429,0.00918892410424455,-0.0104783329386695
10,2,MP,677,358,0.919847821003155,0.451336249184393,0.142582766756775,0.917965534754208,0.921148186153207,0.457852184983101,0.145889675587365,0.918928740302271,-0.00130036515005227,-0.00651593579870818,-0.00330690883059001,-0.000963205548063506
11,2,MP,1193,375,0.547065829752463,0.62484104641363,0.216733820470373,0.720451507742461,0.556786508886677,0.612091531791435,0.211281295622712,0.721066014669927,-0.00972067913421426,0.0127495146221953,0.00545252484766134,-0.000614506927465786
12,2,MP,303,228,0.924337778390618,0.799205012025182,0.278339387168825,0.795906432748538,0.921265319834541,0.827472610090691,0.289478325240095,0.791023391812866,0.00307245855607741,-0.0282675980655087,-0.0111389380712698,0.00488304093567205
13,2,MP,175,86,0.841287765684789,0.472900174228938,0.154189554041082,0.867193624248759,0.842616443006938,0.474984934236286,0.155333547580898,0.868630781290828,-0.00132867732214936,-0.00208476000734759,-0.00114399353981651,-0.00143715704206926
14,2,MP,177,28,0.659096854733664,0.553606205262189,0.188916903069429,0.916466922339406,0.675545566033652,0.533620992501976,0.180645434912642,0.919103547459252,-0.0164487112999876,0.0199852127602127,0.0082714681567865,-0.00263662511984653
15,2,MP,627,384,0.876942568030471,0.646932780600119,0.223164810847303,0.817515432098766,0.875118076715491,0.668298079394011,0.232117472868872,0.815725737311385,0.00182449131497964,-0.0213652987938922,-0.00895266202156894,0.00178969478738045
16,2,MP,193,90,0.772124815565451,0.583967647636903,0.19439044868657,0.769848975188781,0.778268195285482,0.579335039004122,0.192355742983181,0.775728155339806,-0.00614337972003154,0.00463260863278125,0.00203470570338848,-0.00587918015102495
17,2,MP,287,141,0.898905267113633,0.462144935700049,0.147028777403893,0.906732730982221,0.91014612933295,0.466104700375446,0.149272002347979,0.909963081706014,-0.011240862219317,-0.00395976467539688,-0.00224322494408591,-0.00323035072379307
18,2,MP,432,230,0.900422120329192,0.495520662074531,0.16192643302348,0.886805854498493,0.901948090038083,0.5031924618743,0.165606420245448,0.888570813603099,-0.00152596970889063,-0.00767179979976945,-0.00367998722196825,-0.00176495910460561
19,2,MP,323,172,0.849248147703372,0.577480966672784,0.193795352323122,0.813125673802557,0.854340229869587,0.583236574485018,0.196421938838919,0.817476513168027,-0.00509208216621537,-0.00575560781223405,-0.00262658651579739,-0.00435083936547043
1,2,ME_P,112,22,0.766576453503789,0.518782814750969,0.17308369653085,0.867171717171717,0.756541260671696,0.508862951014907,0.168929663480133,0.867676767676768,0.0100351928320934,0.00991986373606235,0.0041540330507174,-0.000505050505050897
3,2,ME_P,146,39,0.628286369260359,0.591443724287889,0.203597315182901,0.803019410496046,0.637367803369133,0.591494652945118,0.203226191025108,0.806853582554517,-0.00908143410877449,-5.09286572295542e-05,0.000371124157792696,-0.00383417205847103
4,2,ME_P,146,25,0.514982871974546,0.556655771642535,0.189978459084003,0.770909090909091,0.522462982469667,0.546116454535335,0.185514465042654,0.775206611570248,-0.00748011049512143,0.0105393171071999,0.00446399404134851,-0.00429752066115707
5,2,ME_P,228,8,0.259590974165064,0.591928497370024,0.205703145138162,0.780113636363636,0.310782340757036,0.555375279516176,0.189584020516142,0.805681818181818,-0.0511913665919721,0.0365532178538484,0.0161191246220203,-0.0255681818181817
6,2,ME_P,276,5,0.0423233654940972,0.607118859732431,0.211247993062823,0.71070110701107,0.0486234180549762,0.568377411539884,0.194662216158458,0.719557195571956,-0.006300052560879,0.0387414481925474,0.0165857769043651,-0.00885608856088582
7,2,ME_P,561,257,0.807152401422073,0.545360729065466,0.181735942549542,0.813485562154413,0.822408560812974,0.545021957546932,0.181782846085472,0.824352344869957,-0.015256159390901,0.000338771518534453,-4.69035359301484e-05,-0.0108667827155438
8,2,ME_P,320,157,0.821932183034478,0.569090861109127,0.191385382550991,0.795709429096167,0.821638018584694,0.575740355172383,0.194339120457988,0.796569106326443,0.000294164449783918,-0.00664949406325599,-0.0029537379069968,-0.000859677230276357
9,2,ME_P,288,82,0.623734176003846,0.535541242838101,0.177902248945342,0.779363012076723,0.646098737686954,0.515205835639023,0.16870867908056,0.794873312810798,-0.0223645616831084,0.0203354071990775,0.00919356986478181,-0.0155103007340752
10,2,ME_P,677,358,0.925405659164513,0.476881639603545,0.151888423557946,0.921971594192746,0.926077463006704,0.485491686549352,0.15626385550896,0.922251799443092,-0.00067180384219101,-0.00861004694580691,-0.00437543195101428,-0.000280205250345778
11,2,ME_P,1193,375,0.562195627159625,0.632315957232194,0.220464677489012,0.714567237163814,0.565178305084781,0.61750899150165,0.214220617422439,0.71320782396088,-0.00298267792515616,0.0148069657305444,0.00624406006657263,0.0013594132029342
12,2,ME_P,303,228,0.916712476560467,0.946851031033104,0.345172750500065,0.770584795321637,0.914536113686531,0.992882047418664,0.359573026389496,0.767076023391813,0.00217636287393586,-0.0460310163855605,-0.0144002758894315,0.00350877192982435
13,2,ME_P,175,86,0.853318639033814,0.491210578242564,0.159030765759385,0.876796446302587,0.853248456413857,0.486437488152638,0.158104087453918,0.877711000783904,7.01826199566158e-05,0.00477309008992566,0.000926678305467193,-0.000914554481317054
14,2,ME_P,177,28,0.661749117979506,0.5443108907046,0.182788875655596,0.911313518696069,0.664776908094356,0.523539779084723,0.174492126200586,0.912032598274209,-0.00302779011484988,0.0207711116198768,0.00829674945501016,-0.000719079578139992
15,2,ME_P,627,384,0.882936981913492,0.689432765453084,0.245238063120396,0.818726423182442,0.880395830327317,0.714422671215809,0.254759841038867,0.815554269547325,0.00254115158617496,-0.024989905762725,-0.00952177791847136,0.00317215363511669
16,2,ME_P,193,90,0.78513850294946,0.56244750802826,0.189158101516844,0.785868392664509,0.791053707368294,0.559700332174447,0.187891187690379,0.789859762675297,-0.00591520441883364,0.00274717585381312,0.00126691382646488,-0.00399137001078786
17,2,ME_P,287,141,0.90616309465092,0.484549668800363,0.154717012789495,0.907947148547557,0.915368394369211,0.488718009321256,0.156924670941088,0.911007480812203,-0.00920529971829131,-0.0041683405208926,-0.00220765815159277,-0.00306033226464642
18,2,ME_P,432,230,0.900101605581892,0.522659363745673,0.172395679594923,0.88643994834266,0.901664370465652,0.530053269908332,0.175932241519331,0.887171760654326,-0.00156276488375984,-0.00739390616265889,-0.00353656192440827,-0.000731812311665636
19,2,ME_P,323,172,0.857259040926014,0.589106479497008,0.20063412846022,0.82080702294779,0.862206266999923,0.593684127782039,0.202973256543068,0.825773910365009,-0.00494722607390852,-0.00457764828503127,-0.00233912808284836,-0.00496688741721907
1,2,ME2P,112,22,0.764764067126656,0.512205923270393,0.170246940753872,0.866161616161616,0.755355861041057,0.501773858163091,0.16589521773778,0.866161616161616,0.00940820608559934,0.0104320651073019,0.00435172301609238,1.11022302462516e-16
3,2,ME2P,146,39,0.640935401470187,0.594235486230824,0.204794486035885,0.809968847352025,0.64983746565309,0.594939571251682,0.204625306752901,0.812604840642224,-0.0089020641829034,-0.000704085020857947,0.000169179282984044,-0.00263599329019915
4,2,ME2P,146,25,0.522247294104153,0.562151648898383,0.192117637847423,0.771239669421488,0.53283853610193,0.552560159447606,0.187993742499596,0.778842975206612,-0.0105912419977767,0.00959148945077704,0.00412389534782728,-0.00760330578512447
5,2,ME2P,228,8,0.25305555988349,0.599535100939607,0.208732261868266,0.785795454545455,0.310434981684982,0.563899534327492,0.192945730502343,0.809090909090909,-0.0573794218014918,0.0356355666121152,0.015786531365923,-0.0232954545454545
6,2,ME2P,276,5,0.0435455042176332,0.738730237983376,0.263885149559907,0.709963099630996,0.0506447137271747,0.69473754432561,0.245014420184808,0.719557195571956,-0.00709920950954153,0.0439926936577665,0.0188707293750994,-0.00959409594095961
7,2,ME2P,561,257,0.810342275386434,0.540660818948365,0.179700377437462,0.815635879582224,0.823205241561504,0.539196827502467,0.179189374676423,0.825376305549867,-0.0128629661750701,0.00146399144589793,0.000511002761038909,-0.00974042596764291
8,2,ME2P,320,157,0.822103196564771,0.561374742955268,0.188551300580486,0.796256496424524,0.821006757592706,0.565579913837062,0.190476400043794,0.795904810284866,0.00109643897206502,-0.00420517088179395,-0.00192509946330804,0.000351686139658192
9,2,ME2P,288,82,0.63044668316138,0.533694471980332,0.177150665228239,0.784217381008762,0.650840196247561,0.513423371872941,0.168012026656376,0.800201278711816,-0.0203935130861806,0.0202711001073912,0.0091386385718629,-0.0159838977030544
10,2,ME2P,677,358,0.924015348441739,0.472447806004159,0.149690714843582,0.920842016777289,0.923614484214656,0.479662827983902,0.153368768659331,0.920202798549938,0.000400864227083519,-0.00721502197974344,-0.00367805381574909,0.000639218227351357
11,2,ME2P,1193,375,0.557358265163987,0.638061489229884,0.222885579726184,0.71120619396903,0.566614520043223,0.616102718278329,0.21361471832538,0.714081499592502,-0.00925625487923609,0.0219587709515545,0.00927086140080383,-0.00287530562347182
12,2,ME2P,303,228,0.917526032417833,0.974463359353301,0.355080737300862,0.772748538011696,0.914722671666483,1.02655357733836,0.371022626760274,0.768245614035088,0.00280336075134968,-0.0520902179850588,-0.0159418894594125,0.0045029239766079
13,2,ME2P,175,86,0.855952046372959,0.49714533011595,0.162616292604057,0.879017507185785,0.855431403689369,0.493850063050507,0.162295393237431,0.879148157825973,0.000520642683589867,0.0032952670654432,0.000320899366625937,-0.000130650640187802
14,2,ME2P,177,28,0.664845533171409,0.528227761027623,0.175827499969432,0.910594439117929,0.667133224230253,0.509946333710376,0.168684324213984,0.911073825503356,-0.00228769105884408,0.0182814273172469,0.00714317575544834,-0.000479386385426994
15,2,ME2P,627,384,0.876134894285272,0.717694427865639,0.256442080536671,0.807516718106996,0.874211980245963,0.744493625671347,0.266126179544137,0.805062585733882,0.001922914039309,-0.0267991978057079,-0.00968409900746581,0.00245413237311387
16,2,ME2P,193,90,0.789908774700239,0.558752887056526,0.187809115738377,0.790507011866235,0.792546466218427,0.555930995535174,0.186517362117134,0.792880258899676,-0.0026376915181876,0.00282189152135237,0.00129175362124317,-0.00237324703344077
17,2,ME2P,287,141,0.907331280843236,0.48908468089738,0.15724159618008,0.90814145535801,0.915960427439367,0.494296912950374,0.159900089701203,0.910958904109589,-0.00862914659613134,-0.00521223205299409,-0.00265849352112288,-0.00281744875157874
18,2,ME2P,432,230,0.898704871845184,0.600047500599997,0.209243283797199,0.884588893671976,0.898655197635507,0.611119033148079,0.214280336121954,0.884761084804133,4.96742096770531e-05,-0.0110715325480822,-0.00503705232475527,-0.000172191132157051
19,2,ME2P,323,172,0.858819432436598,0.600918528161626,0.205872639081191,0.823502233174188,0.863179797257055,0.60299307180648,0.207181996361023,0.828161096565532,-0.00436036482045654,-0.00207454364485393,-0.0013093572798317,-0.00465886339134447
1,3,MP,112,22,0.727278177419365,0.542269377813215,0.185207726351904,0.868434343434343,0.760214831257374,0.526578558308318,0.179012648370709,0.869444444444445,-0.0329366538380094,0.0156908195048974,0.00619507798119456,-0.00101010101010157
2,3,MP,280,21,0.637680384620973,0.535291902290302,0.182033855225006,0.915333701047987,0.618967467720808,0.530761573324404,0.180152846459861,0.909450266593124,0.0187129169001649,0.004530328965898,0.00188100876514455,0.00588343445486272
4,3,MP,146,25,0.492141173375964,0.606096052269066,0.211070375725243,0.764462809917355,0.507072153692925,0.590105149151892,0.204734924557639,0.768595041322314,-0.0149309803169615,0.0159909031171738,0.00633545116760439,-0.00413223140495866
5,3,MP,228,8,0.290719475905508,0.626324956473728,0.219519383680517,0.790909090909091,0.292081554191196,0.614748611284955,0.215313284783294,0.790056818181818,-0.00136207828568813,0.0115763451887733,0.00420609889722273,0.00085227272727284
6,3,MP,276,5,0.042813412418129,0.659488406945279,0.225735064073859,0.718450184501845,0.0445351791264003,0.645505496730541,0.221390882791666,0.721033210332103,-0.00172176670827134,0.0139829102147382,0.00434418128219258,-0.00258302583025793
7,3,MP,561,257,0.810060397905449,0.539410599924018,0.178473584975054,0.814912707352038,0.809641730255759,0.543535576692664,0.180027778653934,0.812634394839238,0.00041866764969023,-0.0041249767686462,-0.00155419367888035,0.00227831251279964
8,3,MP,320,157,0.816373052418014,0.562018193660713,0.18658516901451,0.792251182056192,0.816005108355322,0.567939233434807,0.188962877424044,0.791430581063655,0.000367944062691916,-0.00592103977409364,-0.00237770840953422,0.000820600992536558
9,3,MP,288,82,0.642835678612553,0.542083385636849,0.179628527531192,0.778179019654274,0.630780549548471,0.542515776736445,0.179919264453227,0.775455837082643,0.0120551290640815,-0.000432391099596141,-0.000290736922035129,0.00272318257163118
10,3,MP,677,358,0.922139778287029,0.453170902905897,0.14374132652284,0.919944484334775,0.921148186153207,0.457852184983101,0.145889675587365,0.918928740302271,0.00099159213382205,-0.0046812820772037,-0.00214834906452455,0.00101574403250426
11,3,MP,1193,375,0.560828673458874,0.615932037301328,0.213033099226156,0.721629991850041,0.556786508886677,0.612091531791435,0.211281295622712,0.721066014669927,0.00404216457219664,0.00384050550989268,0.00175180360344432,0.000563977180113695
12,3,MP,303,228,0.922040127933665,0.823199304313024,0.287513616832234,0.791081871345029,0.921265319834541,0.827472610090691,0.289478325240095,0.791023391812866,0.000774808099124336,-0.00427330577766683,-0.00196470840786117,5.84795321633136e-05
13,3,MP,175,86,0.844759397173955,0.472300426655772,0.153918259269397,0.870198588973086,0.842616443006938,0.474984934236286,0.155333547580898,0.868630781290828,0.00214295416701704,-0.0026845075805137,-0.00141528831150095,0.00156780768225795
