"TaskID"	"GroupIDs"	"GSE"	"SelectedAccession"	"SRAQueryIDs"	"SRR"	"Experiment"	"RunInfoSample"	"LibraryName"	"LibraryLayout"	"ENAFastqURL"	"ExpectedMD5"	"ExpectedBytes"	"ResolutionState"	"Detail"
"GEO_GSE235595"	"KLA31_22"	"GSE235595"	"GSM7506019"	"28180810"	"SRR24994167"	"SRX20750124"	"GSM7506019"	"GSM7506019"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/067/SRR24994167/SRR24994167_1.fastq.gz"	"429413625799a4d699c3834ec18152a8"	"2661814553"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE235595"	"KLA31_22"	"GSE235595"	"GSM7506019"	"28180810"	"SRR24994167"	"SRX20750124"	"GSM7506019"	"GSM7506019"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/067/SRR24994167/SRR24994167_2.fastq.gz"	"b4a566a13eef046261d4d2b3ad4ed51e"	"2662209900"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE235595"	"KLA31_22"	"GSE235595"	"GSM7506020"	"28180811"	"SRR24994166"	"SRX20750125"	"GSM7506020"	"GSM7506020"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/066/SRR24994166/SRR24994166_1.fastq.gz"	"5061032fc6d877a71f109a48f48276b3"	"2172791937"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE235595"	"KLA31_22"	"GSE235595"	"GSM7506020"	"28180811"	"SRR24994166"	"SRX20750125"	"GSM7506020"	"GSM7506020"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/066/SRR24994166/SRR24994166_2.fastq.gz"	"0395b165da04b3495834b2d8fd9f7f02"	"2173678313"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE266884"	"KLA31_23"	"GSE266884"	"GSM8255530"	"32798908"	"SRR28926648"	"SRX24482731"	"GSM8255530"	"GSM8255530"	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/048/SRR28926648/SRR28926648.fastq.gz"	"1c5f9dd4a26976f6ec957859080e725c"	"1226316445"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE266884"	"KLA31_23"	"GSE266884"	"GSM8255531"	"32798909"	"SRR28926647"	"SRX24482732"	"GSM8255531"	"GSM8255531"	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/047/SRR28926647/SRR28926647.fastq.gz"	"18d5c64e25396b3a3f391b426793b7a9"	"1234134695"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE203529"	"KLA31_25"	"GSE203529"	"GSM6175912"	"21948379"	"SRR19347629"	"SRX15406485"	"GSM6175912"	"GSM6175912"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/029/SRR19347629/SRR19347629_1.fastq.gz"	"c1db4e5aa7e656319123a00c4e3d7b21"	"1241634425"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE203529"	"KLA31_25"	"GSE203529"	"GSM6175912"	"21948379"	"SRR19347629"	"SRX15406485"	"GSM6175912"	"GSM6175912"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/029/SRR19347629/SRR19347629_2.fastq.gz"	"2ed2ae32e4c602bff450df0961b0bd1f"	"1328045224"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE275256"	"KLA31_26"	"GSE275256"	"GSM8473662"	"34804716"	"SRR30311422"	"SRX25771839"	"GSM8473662"	"GSM8473662"	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR303/022/SRR30311422/SRR30311422.fastq.gz"	"fb81a190b5dcfb932aa10ee8ab169f05"	"759528710"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE275256"	"KLA31_26"	"GSE275256"	"GSM8473663"	"34804717"	"SRR30311421"	"SRX25771840"	"GSM8473663"	"GSM8473663"	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR303/021/SRR30311421/SRR30311421.fastq.gz"	"c135675ca09bbdc5b609665215d4bfd9"	"746985058"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE275256"	"KLA31_26"	"GSE275256"	"GSM8473664"	"34804718"	"SRR30311420"	"SRX25771841"	"GSM8473664"	"GSM8473664"	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR303/020/SRR30311420/SRR30311420.fastq.gz"	"5617bcd40932c48af10d4970d9497b94"	"927990170"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315283"	"33188025"	"SRR29337554"	"SRX24853685"	"GSM8315283"	"GSM8315283"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/054/SRR29337554/SRR29337554_1.fastq.gz"	"086ca1d65fcf3e6779bf8e102fd2a39a"	"5025657433"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315283"	"33188025"	"SRR29337554"	"SRX24853685"	"GSM8315283"	"GSM8315283"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/054/SRR29337554/SRR29337554_2.fastq.gz"	"a5c08d817db200efcadf322c6bfc6a99"	"4989725473"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315284"	"33188026"	"SRR29337553"	"SRX24853686"	"GSM8315284"	"GSM8315284"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/053/SRR29337553/SRR29337553_1.fastq.gz"	"b443a4d01dc7ef69ead7e4a6857ca188"	"4662745804"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315284"	"33188026"	"SRR29337553"	"SRX24853686"	"GSM8315284"	"GSM8315284"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/053/SRR29337553/SRR29337553_2.fastq.gz"	"5728e375ada01b1049788eeccca063d3"	"4628639262"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315285"	"33188027"	"SRR29337552"	"SRX24853687"	"GSM8315285"	"GSM8315285"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/052/SRR29337552/SRR29337552_1.fastq.gz"	"e03718e678fc5599ddb70e616241c4f9"	"4817545791"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315285"	"33188027"	"SRR29337552"	"SRX24853687"	"GSM8315285"	"GSM8315285"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/052/SRR29337552/SRR29337552_2.fastq.gz"	"751d399e91b9521d868f16105baa89e6"	"4774012297"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315286"	"33188028"	"SRR29337551"	"SRX24853688"	"GSM8315286"	"GSM8315286"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/051/SRR29337551/SRR29337551_1.fastq.gz"	"03ff5be9d9a4d748d4251cc7d2721f25"	"4577196446"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315286"	"33188028"	"SRR29337551"	"SRX24853688"	"GSM8315286"	"GSM8315286"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/051/SRR29337551/SRR29337551_2.fastq.gz"	"4c033c4fe8f454059920f3a0febba931"	"4536860198"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315297"	"33188039"	"SRR29337540"	"SRX24853699"	"GSM8315297"	"GSM8315297"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/040/SRR29337540/SRR29337540_1.fastq.gz"	"0fd177871cf03c1e249f9d5a1417a7c3"	"4487688164"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE269418"	"KLA31_27;KLA31_28"	"GSE269418"	"GSM8315297"	"33188039"	"SRR29337540"	"SRX24853699"	"GSM8315297"	"GSM8315297"	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/040/SRR29337540/SRR29337540_2.fastq.gz"	"143cd08b71f759e494eed9ecd1232fcb"	"4442829967"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773021"	"4462611"	"SRR6008016"	"SRX3162231"	"GSM2773021"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6008016/SRR6008016.fastq.gz"	"aab2cccce535ed3363dcf234e9afd11d"	"1384679410"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773021"	"4462611"	"SRR6008017"	"SRX3162231"	"GSM2773021"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6008017/SRR6008017.fastq.gz"	"c84b0ff8cf0930b42f7dee3ae8000f77"	"1358144468"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773021"	"4462611"	"SRR6008018"	"SRX3162231"	"GSM2773021"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/008/SRR6008018/SRR6008018.fastq.gz"	"72d88ebd4c95b4cef0bd083612c73627"	"1401421107"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773021"	"4462611"	"SRR6008019"	"SRX3162231"	"GSM2773021"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/009/SRR6008019/SRR6008019.fastq.gz"	"48333ff8527756c9f0c5c411299c531a"	"1367743476"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773022"	"4462612"	"SRR6008020"	"SRX3162232"	"GSM2773022"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/000/SRR6008020/SRR6008020.fastq.gz"	"0c0ce34b432331f60dc766a40254855c"	"1413580640"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773022"	"4462612"	"SRR6008021"	"SRX3162232"	"GSM2773022"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/001/SRR6008021/SRR6008021.fastq.gz"	"fc0b22449db2af9053155563dd1b8a36"	"1384210408"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773022"	"4462612"	"SRR6008022"	"SRX3162232"	"GSM2773022"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/002/SRR6008022/SRR6008022.fastq.gz"	"344b6d2aed1122c3bb4de54d2174894d"	"1433203682"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773022"	"4462612"	"SRR6008023"	"SRX3162232"	"GSM2773022"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/003/SRR6008023/SRR6008023.fastq.gz"	"633a798b23f8940b1f92672d01614481"	"1395041609"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773023"	"4462613"	"SRR6008024"	"SRX3162233"	"GSM2773023"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/004/SRR6008024/SRR6008024.fastq.gz"	"e565b56ad608f84e64fd0995eeef4d8b"	"1318277413"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773023"	"4462613"	"SRR6008025"	"SRX3162233"	"GSM2773023"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/005/SRR6008025/SRR6008025.fastq.gz"	"b827cd7bbde8ef33578a741c03bf16d2"	"1290990444"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773023"	"4462613"	"SRR6008026"	"SRX3162233"	"GSM2773023"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/006/SRR6008026/SRR6008026.fastq.gz"	"ee4d5ca3e0eadef9fec7bf9e70823b08"	"1335883588"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE103520"	"KLA31_29"	"GSE103520"	"GSM2773023"	"4462613"	"SRR6008027"	"SRX3162233"	"GSM2773023"	""	"SINGLE"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR600/007/SRR6008027/SRR6008027.fastq.gz"	"11c6d8da4e0daff2e13affa8bab310f6"	"1300175830"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384847"	"6330598"	"SRR7820982"	"SRX4672149"	"GSM3384847"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7820982/SRR7820982_1.fastq.gz"	"417c799648e9df719a54f5b6f899c135"	"2851147396"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384847"	"6330598"	"SRR7820982"	"SRX4672149"	"GSM3384847"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/002/SRR7820982/SRR7820982_2.fastq.gz"	"4e6d94c0fa5a32d466b0cf31f0accd36"	"2866127220"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384848"	"6330599"	"SRR7820983"	"SRX4672150"	"GSM3384848"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/003/SRR7820983/SRR7820983_1.fastq.gz"	"a19d86b761727307f2736d1e8a9a03b9"	"3565785351"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384848"	"6330599"	"SRR7820983"	"SRX4672150"	"GSM3384848"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/003/SRR7820983/SRR7820983_2.fastq.gz"	"a7c2a5461f55cf7f81bfa1a565ec074e"	"3658304429"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384849"	"6330600"	"SRR7820984"	"SRX4672151"	"GSM3384849"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/004/SRR7820984/SRR7820984_1.fastq.gz"	"015174346f0719afc36137efaa29b68c"	"3406153182"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384849"	"6330600"	"SRR7820984"	"SRX4672151"	"GSM3384849"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/004/SRR7820984/SRR7820984_2.fastq.gz"	"27669a875bef5dbf2a2454c777ff71f1"	"3461692988"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384850"	"6330601"	"SRR7820985"	"SRX4672152"	"GSM3384850"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/005/SRR7820985/SRR7820985_1.fastq.gz"	"85bcf59381d0c0756e0b76f4a2e839e3"	"2693841580"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384850"	"6330601"	"SRR7820985"	"SRX4672152"	"GSM3384850"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/005/SRR7820985/SRR7820985_2.fastq.gz"	"9f50e5f85ad743554d5a6a3832cd3476"	"2757527428"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384851"	"6330602"	"SRR7820986"	"SRX4672153"	"GSM3384851"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/006/SRR7820986/SRR7820986_1.fastq.gz"	"c9903e55db6beeaa101e3e5a9c0e1b33"	"2926487317"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384851"	"6330602"	"SRR7820986"	"SRX4672153"	"GSM3384851"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/006/SRR7820986/SRR7820986_2.fastq.gz"	"4ba17d4622321c5ab7fc31cb57556e6f"	"3013684456"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384852"	"6330603"	"SRR7820987"	"SRX4672154"	"GSM3384852"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/007/SRR7820987/SRR7820987_1.fastq.gz"	"245bf14707646ab2d391843f29f64e07"	"3235198262"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384852"	"6330603"	"SRR7820987"	"SRX4672154"	"GSM3384852"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/007/SRR7820987/SRR7820987_2.fastq.gz"	"c5be1e984d15f7c6b9fd38ffa3727a56"	"3292981287"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384853"	"6330604"	"SRR7820988"	"SRX4672155"	"GSM3384853"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/008/SRR7820988/SRR7820988_1.fastq.gz"	"8d545e29b659ebfa84c7cb7b6cca0167"	"2890860822"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384853"	"6330604"	"SRR7820988"	"SRX4672155"	"GSM3384853"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/008/SRR7820988/SRR7820988_2.fastq.gz"	"ee794c68b59e2d13bb8e5e4e6d280a82"	"2952112146"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384854"	"6330605"	"SRR7820989"	"SRX4672156"	"GSM3384854"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/009/SRR7820989/SRR7820989_1.fastq.gz"	"c177a306b97c0bc5b5977b855d7b4593"	"2796144197"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384854"	"6330605"	"SRR7820989"	"SRX4672156"	"GSM3384854"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/009/SRR7820989/SRR7820989_2.fastq.gz"	"5ffb22a3307e9bab7c05eba7c85a16eb"	"2846671651"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384855"	"6330606"	"SRR7820990"	"SRX4672157"	"GSM3384855"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/000/SRR7820990/SRR7820990_1.fastq.gz"	"be963ae2b6e5a2ab84bcb8f125494856"	"3362832595"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
"GEO_GSE119834"	"KLA31_30"	"GSE119834"	"GSM3384855"	"6330606"	"SRR7820990"	"SRX4672157"	"GSM3384855"	""	"PAIRED"	"https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR782/000/SRR7820990/SRR7820990_2.fastq.gz"	"519deea2cfb873169bd47d48546784c6"	"3374830035"	"resolved"	"SRA search was initiated with the selected GEO/SRA accession."
