GroupID	RNA_GSE	RNA_GSM	SRA_Experiment	RNA_CellModel	RNA_CellType	NonPerturbationPass	RNA_TreatmentStatement	ExactProteomeModelMatch	IdentityClass	RequantificationReference	RawRequantificationStatus	ProteomePXD	ProteomeReferencePXD	RNA_Title	RNA_Assay	RNA_AuthorQuantification	ProteomeCellModels	Relation	Strategy
KLA31_30	GSE119834	GSM3384847	SRX4672149	NSC194	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC1 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036418 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672149	RNA-Seq
KLA31_30	GSE119834	GSM3384848	SRX4672150	NM55	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC10 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036438 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672150	RNA-Seq
KLA31_30	GSE119834	GSM3384849	SRX4672151	ENSA	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	TRUE	exact_model_match	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC2 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036437 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672151	RNA-Seq
KLA31_30	GSE119834	GSM3384850	SRX4672152	HFNSCFB	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC4 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036436 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672152	RNA-Seq
KLA31_30	GSE119834	GSM3384851	SRX4672153	CB660	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC5 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036422 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672153	RNA-Seq
KLA31_30	GSE119834	GSM3384852	SRX4672154	NM53	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC6 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036417 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672154	RNA-Seq
KLA31_30	GSE119834	GSM3384853	SRX4672155	NM176	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC7 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036425 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672155	RNA-Seq
KLA31_30	GSE119834	GSM3384854	SRX4672156	NM177	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC8 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036424 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672156	RNA-Seq
KLA31_30	GSE119834	GSM3384855	SRX4672157	NSC11	neural stem cells	TRUE	Cells were not treated in this manuscript for RNA-seq studies.	FALSE	category_matched_external_NSC_model	Homo sapiens Ensembl GRCh37-compatible release, to be frozen before quantification	PENDING_RUN_ACCESSION_AND_FASTQ	PXD070007	PXD069969	NSC9 [RNA-Seq]	bulk RNA-seq	FPKM; UCSC RefSeq annotation; hg19/GRCh37	ENSA;HMP1	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10036423 | SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4672157	RNA-Seq
